,alpha=0.0,alpha=0.1,alpha=0.2,alpha=0.3,alpha=0.4,alpha=0.5,alpha=0.6,alpha=0.7,alpha=0.8,alpha=0.9,alpha=1.0,alpha=1.1,alpha=1.2,alpha=1.3,alpha=1.4,alpha=1.5,alpha=1.6,alpha=1.7,alpha=1.8,alpha=1.9,alpha=2.0,alpha=2.1,alpha=2.2,alpha=2.3,alpha=2.4,alpha=2.5,alpha=2.6,alpha=2.7,alpha=2.8,alpha=2.9,alpha=3.0,alpha=3.1,alpha=3.2,alpha=3.3,alpha=3.4,alpha=3.5,alpha=3.6,alpha=3.7,alpha=3.8,alpha=3.9,alpha=4.0,alpha=4.1,alpha=4.2,alpha=4.3,alpha=4.4,alpha=4.5,alpha=4.6,alpha=4.7,alpha=4.8,alpha=4.9,alpha=5.0
beta=3.20,1.815535560778514e-08,1.5027233375430882e-06,0.10732439252821357,0.5388408151079007,0.6650632348900317,0.7384581333185413,0.7901107853017406,0.8295524563756148,0.8608081692347153,0.8860112807300099,0.9065037174670674,0.9232333363745148,0.936917889631469,0.9481221044153099,0.9572994757966211,0.9648180261102325,0.9709778670589493,0.9760245157929343,0.9801590469876781,0.983546203676284,0.9863208979502223,0.9885938675989762,0.9904557780894344,0.9919809173288319,0.9932301850391699,0.9942534615841695,0.9950916172268193,0.9957781373407837,0.9963404636780336,0.9968010608195464,0.9971783336323681,0.9974872898840282,0.9977404059975972,0.9979477210612322,0.9981175243493557,0.9982566538067763,0.9983705646010762,0.9984638933611831,0.9985403266415597,0.9986029841284442,0.9986542674958274,0.9986962729615535,0.9987306790631825,0.9987588606412738,0.998781943793593,0.9988008508820464,0.9988163373923169,0.9988290221210423,0.9988394118999407,0.9988479218508821,0.9988548864908368
beta=3.30,2.989711833656372e-08,2.4208632928290896e-06,0.1605214902496871,0.5517651729139291,0.6714123737450312,0.7421846179259437,0.7925132218607853,0.831208793523215,0.8620137965476391,0.8869301856427501,0.9072324181206322,0.9238312825449262,0.9374232317368356,0.9485600998107132,0.9576874294739461,0.9651680704597767,0.9712987307474171,0.9763226104424729,0.9804391644149644,0.9838119980236543,0.9865751909641195,0.9888388493631628,0.9906931900683368,0.9922121446843493,0.9934563407842564,0.9944754490459323,0.9953101659446106,0.995993814965979,0.9965538222975129,0.9970124687766397,0.9973881208231348,0.9976957227084174,0.9979477210612322,0.9981541247241541,0.9983231454307079,0.998461610011478,0.9985750024993161,0.998667889550817,0.9987439658930297,0.9988063101535184,0.9988573373038161,0.9988991297526644,0.998933358754703,0.9989613931007921,0.9989843538584682,0.9990031592031342,0.9990185611336316,0.9990311755430221,0.9990415068525644,0.9990499682044677,0.9990568980336221
beta=3.40,8.307807553009638e-09,3.7896943078097323e-06,0.21532897828433395,0.5632397505911617,0.677051159080611,0.7454675214106895,0.7946095763249326,0.8326406645940588,0.8630471770676609,0.8877119042398197,0.9078483441879462,0.9243339010624402,0.937846063639675,0.9489251650851284,0.9580097476423713,0.9654581323582042,0.9715640335702965,0.9765686434786517,0.9806700233711354,0.9840307889104634,0.9867843112199921,0.9890401485976638,0.9908881350638851,0.9924019148667163,0.9936418687897456,0.9946574894738576,0.9954893354500977,0.9961706434161806,0.9967286612707036,0.9971856827237003,0.9975599849737332,0.9978664742555647,0.9981175243493557,0.9983231454307079,0.9984915583538663,0.9986294745266866,0.9987424389297206,0.998834953572994,0.9989107205719276,0.998972805203017,0.9990236199334215,0.9990652358319958,0.9990993180954862,0.9991272304816222,0.9991500898725008,0.9991688109604209,0.9991841428459637,0.9991966990174458,0.999206981920386,0.9992154031096621,0.9992222997727915
beta=3.50,2.104664109658927e-09,5.8429538603022024e-06,0.26340944973869884,0.573469698133265,0.6820702097937594,0.7483641819189872,0.7964409906406916,0.8338795821615894,0.8639335451926119,0.8883772951539637,0.9083691276020472,0.9247565507944174,0.9381999147057366,0.9492295210675656,0.9582776011869054,0.9656985326555412,0.9717834287798702,0.9767717350597422,0.9808603058498656,0.9842109043437616,0.9869562960674427,0.989205563471441,0.9910482270734777,0.992557669149704,0.9937940710490422,0.9948067770506372,0.9956362270184116,0.9963155545521742,0.996871937202486,0.9973276045519373,0.9977007825760106,0.9980063471599235,0.9982566538067763,0.998461610011478,0.9986294745266866,0.9987669622967295,0.998879555742633,0.9989717605189649,0.9990473049141779,0.9991091396511989,0.999159778194998,0.9992012477010008,0.9992352083157485,0.9992630196058857,0.9992857949692336,0.9993044462002322,0.9993197199950704,0.9993322278658788,0.9993424706710065,0.9993508587256216,0.999357733618698
beta=3.60,3.0706736597885254e-09,8.950448540878675e-06,0.30256606070313397,0.5826229538912883,0.6865465815941431,0.750923664615943,0.798042670263803,0.8349524644889124,0.864694329398029,0.8889439616169938,0.9088096835607684,0.9251120697952641,0.9384961836831629,0.949483319099037,0.9585002462557745,0.9658978041912326,0.9719648830242883,0.9769393978034835,0.981017157707248,0.9843591920430043,0.987097748672438,0.9893414990962328,0.9911796994238904,0.992685504782375,0.9939189380552674,0.9949292077056949,0.9957566540006043,0.9964343387877301,0.9969893531792302,0.9974438927106573,0.9978161305022278,0.9981209730207722,0.9983705646010762,0.9985750024993161,0.9987424389297206,0.998879555742633,0.9989918800933142,0.9990838230477488,0.999159117387153,0.9992207762114071,0.9992712686030155,0.9993126166678453,0.9993464763623597,0.9993742037674371,0.9993969093795043,0.9994155025828632,0.999430728090642,0.9994431657085312,0.9994534117588,0.9994617732799902,0.9994686203805273
beta=3.70,6.066274538252259e-09,1.3611052678608182e-05,0.3343037620372181,0.5908388021934393,0.6905461736351869,0.7531881322104644,0.7994447900945283,0.835882240109222,0.8653476416841996,0.889426764976281,0.9091825060550884,0.9254112102554356,0.9387443076068197,0.9496949976437677,0.9586853197252632,0.9660630050319182,0.9721149737622286,0.9770778247534118,0.9811464622002048,0.9844812839630789,0.987214095131923,0.9894532138674271,0.991287672531554,0.9927904354431866,0.9940213817767796,0.9950296152217047,0.9958553879550494,0.9965316943118515,0.9970855708666503,0.9975391691145887,0.9979106291990631,0.9982147550218374,0.9984638933611831,0.998667889550817,0.998834953572994,0.9989717605189649,0.9990838230477488,0.999175556922103,0.999250675719799,0.9993121885607659,0.9993625596305726,0.9994038068672889,0.9994375827409782,0.9994652404224404,0.9994878585320852,0.9995064015843874,0.9995216247394411,0.9995340608387382,0.9995442442293725,0.9995525829341133,0.9995594110687517
beta=3.80,1.799264143231838e-08,2.0656736350654903e-05,0.360644192199677,0.5982339647357995,0.6941257054057677,0.755193940459176,0.8006732542765704,0.836688528242171,0.8659089780820753,0.8898382585636958,0.909498099974707,0.9256629740152337,0.9389520788355227,0.9498715743034986,0.9588391914655621,0.9661999758498225,0.9722391334516384,0.9771921226946261,0.9812530643057684,0.9845818131376243,0.9873097952412188,0.9895450269764816,0.9913763494295297,0.9928765612357375,0.9941054307466337,0.9951119624674125,0.9959363342774646,0.9966114936884761,0.9971644213684351,0.9976172352717062,0.9979880396576233,0.9982916437707884,0.9985403266415597,0.9987439658930297,0.9989107205719276,0.9990473049141779,0.999159117387153,0.999250675719799,0.9993256486036046,0.9993870401717329,0.9994373104452229,0.9994784738684178,0.9995121498582115,0.9995397477442914,0.9995623441885904,0.9995808916255163,0.9995960456845665,0.9996084543505347,0.9996186149416038,0.9996269346867698,0.9996337092069233
beta=3.90,3.1171214498471045e-08,3.1079770802189266e-05,0.38308223782717654,0.6049070835412131,0.6973340973938853,0.7569725266645388,0.8017504450987231,0.8373881484255857,0.8663915053888054,0.890189134884087,0.9097653224609326,0.9258749154175846,0.9391260922198996,0.9500188933774548,0.958967137016354,0.9663135516788256,0.9723418504441229,0.977286503767533,0.9813409548236148,0.9846645915559029,0.9873885153608704,0.9896204865887893,0.991449176065104,0.992947258080621,0.9941743891884024,0.9951794989656769,0.9960027074079447,0.9966769034452553,0.9972290398639165,0.9976812003283416,0.9980514663685838,0.9983546277460488,0.9986029841284442,0.9988063101535184,0.998972805203017,0.9991091396511989,0.9992207762114071,0.9993121885607659,0.9993870401717329,0.9994483309484774,0.9994984873551253,0.9995395795867638,0.9995732250946319,0.9996008174172828,0.9996233789020174,0.999641852695855,0.9996569793401249,0.9996693652116482,0.9996795068356616,0.9996877711444542,0.9996945703171702
beta=4.00,8.961038355792539e-09,4.6521534418864086e-05,0.4025881209450338,0.6109422179848386,0.7002137725001647,0.7585511701198691,0.8026956513109132,0.837995506414967,0.8668064506512048,0.8904884099916358,0.9099916450404946,0.9260533648095038,0.9392719280420172,0.9501418166652011,0.9590735357457213,0.9664077363301861,0.9724268331889547,0.9773644400212899,0.9814134215766555,0.9847327561584156,0.9874532685126667,0.9896825078252866,0.9915089944552368,0.9930052907524537,0.9942309674083474,0.9952348892569275,0.9960571236959791,0.9967305186623571,0.997281994423267,0.9977336045934545,0.9981034290845963,0.9984062749750252,0.9986542674958274,0.9988573373038161,0.9990236199334215,0.999159778194998,0.9992712686030155,0.9993625596305726,0.9994373104452229,0.9994984873551253,0.9995486021092121,0.9995896343252213,0.9996232770979925,0.9996507909498735,0.9996733194590255,0.9996917658536917,0.9997068697034626,0.9997192365894667,0.9997293211999164,0.9997376116671628,0.9997443951931075
beta=4.10,2.226259121496099e-09,6.924141980668708e-05,0.4197912886801194,0.6164115014472749,0.7028016600063625,0.7599535861966321,0.8035255675412651,0.838523046124324,0.8671634031499715,0.8907436786783042,0.9101833705100665,0.9262036432158606,0.9393941279977945,0.9502443950271122,0.9591619950535288,0.9664858461917538,0.9724971478605559,0.9774288045926853,0.9814731736665003,0.9847888887275789,0.9875065339739053,0.9897334857823707,0.9915581263530909,0.9930529275746651,0.9942773886649836,0.9952803182997577,0.9961017396689726,0.996774466941399,0.9973253928761698,0.9977765501080079,0.998145942185432,0.9984485376399365,0.9986962729615535,0.9988991297526644,0.9990652358319958,0.9992012477010008,0.9993126166678453,0.9994038068672889,0.9994784738684178,0.9995395795867638,0.9995896343252213,0.9996306648673263,0.9996642274531627,0.9996917083455601,0.9997142094746345,0.9997326330805796,0.9997477179204373,0.9997600265311879,0.9997701384647922,0.9997784167803077,0.9997852002929304
beta=4.20,2.70095640297896e-09,0.00010249000443052214,0.4351197239604956,0.6213771211007941,0.7051300551535268,0.7612004697552481,0.8042547067826978,0.838981459065996,0.8674705783322336,0.8909615093482759,0.9103458139051259,0.9263302181810973,0.9394965231180092,0.9503300037037523,0.9592355878668952,0.9665506288862952,0.9725553290817334,0.9774819610837804,0.9815224436405767,0.9848351143848589,0.9875503520642971,0.9897753881695306,0.9915984784257887,0.9930920316113926,0.9943154767743683,0.9953175773097708,0.9961383206219481,0.9968104910441008,0.9973609588245413,0.9978117386835347,0.9981808314306883,0.9984831576284222,0.9987306790631825,0.998933358754703,0.9990993180954862,0.9992352083157485,0.9993464763623597,0.9994375827409782,0.9995121498582115,0.9995732250946319,0.9996232770979925,0.9996642274531627,0.9996977570861374,0.9997252106165111,0.9997476889779627,0.9997660935528766,0.999781119245061,0.9997934559636162,0.9998035555050068,0.9998118488679042,0.9998186100279634
beta=4.30,4.036217249314689e-09,0.00015097797622276588,0.4488810543692716,0.6258931002159194,0.7072271888029213,0.7623099002965245,0.8048956388936305,0.8393799189286112,0.8677349852064663,0.8911474327343036,0.910483455236961,0.9264367680727613,0.9395823429835899,0.9504014558414621,0.9592968002751766,0.9666043612599108,0.9726034726482456,0.9775258627182135,0.9815630715347584,0.9848731825398591,0.9875863986131814,0.9898098314567453,0.9916316245751685,0.9931241315313737,0.9943467279337723,0.9953481364423126,0.9961683137807357,0.9968400199910697,0.9973901059744025,0.9978405670496056,0.9982094474659869,0.9985115170712919,0.9987588606412738,0.9989613931007921,0.9991272304816222,0.9992630196058857,0.9993742037674371,0.9994652404224404,0.9995397477442914,0.9996008174172828,0.9996507909498735,0.9996917083455601,0.9997252106165111,0.9997526413941795,0.9997750757574098,0.9997934456628157,0.9998084999041351,0.999820850189263,0.9998309376608263,0.9998391922277107,0.9998459646510968
beta=4.40,2.0809042045044635e-08,0.00022118190448761066,0.4613074833804611,0.6300064942489246,0.7091178812407326,0.7632976891263147,0.8054593100779432,0.8397264205832969,0.8679626132234055,0.891306152982873,0.9106001205919364,0.9265265673759833,0.9396542737443286,0.9504610879778138,0.9593477179108457,0.9666489303591905,0.9726433117331885,0.9775621218732096,0.9815965740309328,0.9849045334335385,0.9876160522411852,0.9898381436175786,0.9916588499979258,0.9931504820066492,0.9943723696135193,0.9953732004378656,0.9961929057832525,0.9968642249506402,0.9974139928424566,0.9978641942481475,0.9982328583128948,0.9985347481233147,0.998781943793593,0.9989843538584682,0.9991500898725008,0.9992857949692336,0.9993969093795043,0.9994878585320852,0.9995623441885904,0.9996233789020174,0.9996733194590255,0.9997142094746345,0.9997476889779627,0.9997750757574098,0.9997975001250317,0.9998158739513376,0.999830941449696,0.9998432521774433,0.9998533413168056,0.9998615950583967,0.999868361523863
beta=4.50,2.5068729814226032e-08,0.0003225418950967285,0.4725811050547236,0.6337585266233843,0.7108240003942188,0.7641777389219964,0.805955255908828,0.8400278227700348,0.8681586698873235,0.891441667691393,0.9106990120097769,0.926602233937897,0.9397145687577279,0.9505108691903826,0.9593900742785864,0.9666858983908925,0.9726762797991468,0.9775920717065006,0.9816242013823462,0.9849303528463925,0.9876404472111378,0.9898614157739304,0.9916812121631283,0.9931721128786066,0.9943934092964478,0.9953937575601638,0.996213069276513,0.9968840658972962,0.997433568041337,0.9978835536607396,0.9982520377825057,0.9985537813227605,0.9988008508820464,0.9990031592031342,0.9991688109604209,0.9993044462002322,0.9994155025828632,0.9995064015843874,0.9995808916255163,0.999641852695855,0.9996917658536917,0.9997326330805796,0.9997660935528766,0.9997934456628157,0.9998158739513376,0.9998342607911492,0.9998492901292594,0.9998616046792476,0.999871679330518,0.9998799377129223,0.9998866991416631
beta=4.60,9.378835430506882e-09,0.00046794502871272403,0.48284870405078073,0.6371854222279759,0.712364860125383,0.7649622283448065,0.8063917545218913,0.8402900676731113,0.8683275385751921,0.8915573834810332,0.9107828530671589,0.926665960954476,0.9397651111035109,0.9505524459776638,0.9594253104257394,0.9667165549782444,0.9727035625589168,0.9776168073608065,0.9816469842835477,0.9849516170883936,0.9876605166135838,0.9898805446031843,0.9916995795944211,0.9931898695013293,0.9944106730886901,0.9954106182894628,0.9962296018098424,0.996900329631098,0.9974496116584171,0.9978994194430861,0.9982677507191822,0.9985693697963969,0.9988163373923169,0.9990185611336316,0.9991841428459637,0.9993197199950704,0.999430728090642,0.9995216247394411,0.9995960456845665,0.9996569793401249,0.9997068697034626,0.9997477179204373,0.999781119245061,0.9998084999041351,0.999830941449696,0.9998492901292594,0.9998643227797528,0.9998766229763546,0.9998867030459915,0.9998949560248949,0.999901713165639
beta=4.70,2.5218316324071566e-09,0.0006756376218860494,0.4922310971209337,0.6403191471283903,0.7137575433037371,0.7656619081244773,0.806776099598609,0.8405182947375024,0.8684729809149853,0.8916562223006524,0.9108539376475576,0.9267196457441137,0.9398074853300782,0.9505871435801118,0.959454624437821,0.9667419850445305,0.9727261408998495,0.9776372383115078,0.9816657724747178,0.9849691300220453,0.9876770279075783,0.9898962671238969,0.9917146657230623,0.9932044490680245,0.9944248377129498,0.9954244473256084,0.9962431572957603,0.9969136614165985,0.9974627597775163,0.9979124165140524,0.9982806236827919,0.9985821393760854,0.9988290221210423,0.9990311755430221,0.9991966990174458,0.9993322278658788,0.9994431657085312,0.9995340608387382,0.9996084543505347,0.9996693652116482,0.9997192365894667,0.9997600265311879,0.9997934559636162,0.999820850189263,0.9998432521774433,0.9998616046792476,0.9998766229763546,0.9998889292767312,0.9998990047849604,0.9999072528029002,0.9999140058495468
beta=4.80,2.587310088397743e-09,0.0009707639652406508,0.5008293671789811,0.6431880167346821,0.7150172038286704,0.7662862566707008,0.8071146247124577,0.8407169802946661,0.868598307188765,0.8917406306713217,0.9109142160049347,0.9267649084856678,0.9398430113188798,0.9506161124313877,0.9594790125148794,0.9667630800859561,0.9727448263452894,0.9776541139742226,0.9816812665512094,0.9849835535505963,0.9876906122916421,0.9899091892401091,0.9917270566783903,0.9932164162681878,0.9944364600558434,0.9954357898423913,0.9962542725492879,0.9969245895080793,0.9974735350248879,0.9979230660920079,0.998291169958077,0.9985925998097144,0.9988394118999407,0.9990415068525644,0.999206981920386,0.9993424706710065,0.9994534117588,0.9995442442293725,0.9996186149416038,0.9996795068356616,0.9997293211999164,0.9997701384647922,0.9998035555050068,0.9998309376608263,0.9998533413168056,0.999871679330518,0.9998867030459915,0.9998990047849604,0.9999090791083005,0.9999173200791388,0.9999240702290584
beta=4.90,2.7612034325663615e-09,0.0013880630609268696,0.5087291473034233,0.6458171437898271,0.7161573027788029,0.7668436343704685,0.8074128729290747,0.8408899708152305,0.868706307409254,0.8918127293120904,0.9109653211814654,0.9268030423395739,0.9398727972329073,0.950640299648453,0.9594993030764543,0.9667805756677642,0.9727602903514084,0.9776680532209031,0.9816940441802505,0.9849954327232577,0.9877017889274093,0.9899198091835875,0.991737237794533,0.993226240328793,0.9944459964383295,0.9954450929689898,0.9962633855285096,0.9969335473476814,0.9974823656776238,0.9979317921898126,0.9982998100326217,0.9986011615067014,0.9988479218508821,0.9990499682044677,0.9992154031096621,0.9993508587256216,0.9994617732799902,0.9995525829341133,0.9996269346867698,0.9996877711444542,0.9997376116671628,0.9997784167803077,0.9998118488679042,0.9998391922277107,0.9998615950583967,0.9998799377129223,0.9998949560248949,0.9999072528029002,0.9999173200791388,0.9999255619613938,0.9999323102508154
beta=5.00,3.0991601507324162e-09,0.0019750257476467414,0.5160036284364224,0.6482288965881806,0.7171898263830229,0.767341411442592,0.807675722480654,0.8410405877089194,0.8687993945572217,0.8918743312582476,0.9110086045866734,0.9268351800197685,0.9398977716324152,0.950660495553085,0.9595161850870194,0.966795093202193,0.9727730885133974,0.9776795671363175,0.9817045817018747,0.985005216393939,0.987710984860938,0.9899285367762349,0.9917455970227679,0.9932343050597989,0.9944538212511462,0.9954527241603763,0.9962708575102512,0.996940890204071,0.9974896027031651,0.9979389422177648,0.9983068883664848,0.9986081807556805,0.9988548864908368,0.9990568980336221,0.9992222997727915,0.999357733618698,0.9994686203805273,0.9995594110687517,0.9996337092069233,0.9996945703171702,0.9997443951931075,0.9997852002929304,0.9998186100279634,0.9998459646510968,0.999868361523863,0.9998866991416631,0.999901713165639,0.9999140058495468,0.9999240702290584,0.9999323102508154,0.9999390566183064
