,rho=0.00,rho=0.01,rho=0.02,rho=0.03,rho=0.04,rho=0.05,rho=0.06,rho=0.07,rho=0.08,rho=0.09,rho=0.10,rho=0.11,rho=0.12,rho=0.13,rho=0.14,rho=0.15,rho=0.16,rho=0.17,rho=0.18,rho=0.19,rho=0.20,rho=0.21,rho=0.22,rho=0.23,rho=0.24,rho=0.25,rho=0.26,rho=0.27,rho=0.28,rho=0.29,rho=0.30,rho=0.31,rho=0.32,rho=0.33,rho=0.34,rho=0.35,rho=0.36,rho=0.37,rho=0.38,rho=0.39,rho=0.40,rho=0.41,rho=0.42,rho=0.43,rho=0.44,rho=0.45,rho=0.46,rho=0.47,rho=0.48,rho=0.49,rho=0.50,rho=0.51,rho=0.52,rho=0.53,rho=0.54,rho=0.55,rho=0.56,rho=0.57,rho=0.58,rho=0.59,rho=0.60,rho=0.61,rho=0.62,rho=0.63,rho=0.64,rho=0.65,rho=0.66,rho=0.67,rho=0.68,rho=0.69,rho=0.70,rho=0.71,rho=0.72,rho=0.73,rho=0.74,rho=0.75,rho=0.76,rho=0.77,rho=0.78,rho=0.79,rho=0.80,rho=0.81,rho=0.82,rho=0.83,rho=0.84,rho=0.85,rho=0.86,rho=0.87,rho=0.88,rho=0.89,rho=0.90,rho=0.91,rho=0.92,rho=0.93,rho=0.94,rho=0.95,rho=0.96,rho=0.97,rho=0.98,rho=0.99,rho=1.00
B=1.50,0.01831869014765348,0.017850179342210552,0.01739690017533132,0.016958458873394644,0.016534472892808575,0.0161245729518575,0.015728401711090877,0.015345613049684879,0.0149758721155751,0.01461885578408412,0.014274251455452192,0.013941757289467636,0.013621081397076353,0.013311942353320436,0.01301406920671326,0.012727199994325832,0.012451082308334855,0.012185473285905503,0.01193013891354756,0.011684854769089363,0.011449404274965375,0.011223580037050646,0.011007182683584554,0.01080002112783338,0.010601912361268041,0.010412682157428254,0.01023216255628272,0.010060194027864879,0.009896624471996119,0.009741309122624251,0.00959411100820043,0.009454899294644322,0.009323550880801541,0.009199949300751475,0.009083984980792312,0.008975555654699024,0.008874564687498705,0.008780922633884455,0.00869454647549726,0.00861535964564436,0.008543291827561077,0.008478279120314788,0.008420263797116162,0.008369194368425703,0.008325025557853765,0.00828771808447281,0.008257238851820593,0.008233560993962767,0.008216662983493734,0.00820653042532847,0.008203153923927575,0.00820653042532847,0.008216662983493734,0.008233560993983459,0.008257238851820729,0.008287718084473029,0.008325025557852854,0.008369194368426458,0.008420263797116013,0.008478279120314788,0.008543291827561077,0.00861535964564436,0.00869454647549726,0.008780922633884455,0.008874564687498705,0.008975555654699076,0.00908398498079616,0.009199949300751754,0.009323550880801581,0.009454899294644195,0.00959411100820031,0.009741309122623852,0.009896624471996119,0.010060194027864879,0.01023216255628272,0.010412682157428254,0.010601912361268041,0.010800021127834104,0.011007182683584443,0.011223580037050644,0.011449404274965864,0.01168485476908933,0.011930138913548197,0.012185473285905295,0.01245108230833474,0.012727199994325557,0.01301406920671326,0.013311942353320436,0.013621081397076353,0.013941757289467593,0.014274251455452355,0.014618855784084022,0.014975872115574917,0.015345613049684898,0.015728401711090384,0.016124572951857586,0.016534472892808592,0.016958458873394533,0.017396900175331503,0.017850179342210504,0.01831869014765348
B=1.60,0.9991342427896974,0.9991592486310574,0.9991834910406402,0.9992068264859599,0.999229359309895,0.9992511132526818,0.9992721360478269,0.999292382481535,0.999311888099737,0.017394789830392384,0.01694694994642031,0.016515427565894296,0.0160997926077395,0.01569963073155655,0.015314542342143684,0.014944143708968955,0.014588063759205344,0.01424594644178269,0.0139174501895998,0.01360224504700163,0.01330001585049632,0.013010459495710605,0.012733285083909265,0.012468214930095908,0.012214982557303126,0.011973333668879855,0.011743025430334692,0.011523826247969129,0.011315515387540862,0.01111788332049276,0.0109307314510396,0.010753870718472766,0.010587123208547553,0.010430321125851934,0.01028330608531799,0.01014592979317604,0.01001805390315259,0.009899549452185052,0.00979029662238421,0.009690185212729373,0.009599114486782603,0.00951699211459775,0.009443735165430433,0.009379270053739069,0.009323531266670232,0.00927646266008849,0.00923801670310732,0.00920815443710521,0.00918684592828848,0.009174069446946438,0.009169812210948614,0.009174069446946438,0.00918684592828848,0.009208154437105699,0.009238016703108785,0.009276462660088587,0.009323531266669943,0.009379270053739095,0.009443735165430189,0.00951699211459775,0.009599114486782603,0.009690185212729373,0.00979029662238421,0.009899549452185052,0.01001805390315259,0.010145929793178519,0.010283306085317988,0.010430321125851892,0.010587123208552044,0.010753870718473044,0.010930731451040121,0.01111788332049339,0.011315515387540862,0.011523826247969129,0.011743025430334692,0.011973333668879855,0.012214982557303126,0.012468214930096186,0.012733285083909111,0.01301045949571061,0.013300015850496314,0.013602245047001953,0.013917450189599778,0.014245946441782717,0.014588063759205317,0.014944143708968852,0.015314542342143684,0.01569963073155655,0.0160997926077395,0.01651542756589437,0.016946949946419914,0.01739478983039243,0.9993118880997371,0.999292382481535,0.9992721360478269,0.9992511132526822,0.9992293593098958,0.9992068264859597,0.9991834910406405,0.9991592486310574,0.9991342427896974
B=1.70,0.9991406305605075,0.9991674113033983,0.9991932495229539,0.9992181551376927,0.9992421739600159,0.9992653034440613,0.9992875797968874,0.9993090289388562,0.9993296843815751,0.9993495769776821,0.9993687325687397,0.9993871382767958,0.9994048454844839,0.9994218409106763,0.9994381979629736,0.9994539189820658,0.9994689899770339,0.9994834574122955,0.9994972979356493,0.9995106065370845,0.9995233220415061,0.9995355072737764,0.9995471129878183,0.9995582541632819,0.9995688665145565,0.9995789419401013,0.9995885900618805,0.9995977486744279,0.9996063876927394,0.9996146465376516,0.9996223972575974,0.9996297849460839,0.9996367023109509,0.999643244276244,0.9996493407935496,0.9996550284713994,0.9996602690172579,0.9996652089830269,0.011044144401407798,0.01091843923514385,0.010804139616502999,0.010701115496288953,0.010609248989006972,0.010528435583465029,0.010458582811451771,0.010399610996647511,0.0103514529298365,0.01031405349307253,0.010287370121379648,0.01027137238544433,0.010266043091222499,0.01027137238544433,0.010287370121379648,0.01031405349308426,0.010351452929840934,0.010399610996646574,0.010458582811451338,0.010528435583465216,0.010609248989005582,0.010701115496288953,0.010804139616502999,0.01091843923514385,0.011044144401407798,0.9996652089830269,0.9996602690172579,0.9996550284713994,0.9996493407935496,0.9996432442762442,0.9996367023109514,0.9996297849460816,0.9996223972575973,0.9996146465376525,0.9996063876927394,0.9995977486744279,0.9995885900618805,0.9995789419401013,0.9995688665145565,0.9995582541632824,0.9995471129878166,0.9995355072737764,0.9995233220415061,0.9995106065370843,0.999497297935648,0.9994834574122952,0.9994689899770339,0.9994539189820658,0.9994381979629736,0.9994218409106763,0.9994048454844839,0.9993871382767958,0.9993687325687397,0.9993495769776821,0.9993296843815749,0.999309028938856,0.9992875797968879,0.9992653034440615,0.9992421739600159,0.9992181551376927,0.9991932495229543,0.9991674113033979,0.9991406305605075
B=1.80,0.9991458568577425,0.9991743827106355,0.9992018404572441,0.9992282760672331,0.9992537033852189,0.9992781640597466,0.9993016852619891,0.9993243091113531,0.9993460561172113,0.9993669635513514,0.9993870390148225,0.9994063284558847,0.9994248635440288,0.9994426470392765,0.9994597089896007,0.999476071813796,0.9994917573290503,0.9995067945289248,0.9995211828064776,0.9995349477883027,0.999548115471268,0.9995607022987085,0.9995727160650743,0.9995841742258931,0.9995950911965122,0.9996054984177032,0.9996153946535973,0.9996247980558624,0.999633710431679,0.9996421491717142,0.9996501139412859,0.9996576382321339,0.9996647193110941,0.9996713783284507,0.9996776015212638,0.9996834079615825,0.9996888050496797,0.9996937935235878,0.999698389522489,0.9997026150601398,0.9997064442204551,0.9997098950422403,0.9997129743188182,0.9997156638413989,0.99971799421488,0.9997199681100205,0.9997215812307234,0.9997228227339403,0.999723720780086,0.9997242458817555,0.9997244274645802,0.9997242458817555,0.999723720780086,0.9997228227339405,0.9997215812307234,0.9997199681100203,0.9997179942148798,0.9997156638413993,0.9997129743188182,0.9997098950422403,0.9997064442204551,0.9997026150601398,0.999698389522489,0.9996937935235878,0.9996888050496797,0.9996834079615833,0.9996776015212641,0.9996713783284501,0.999664719311095,0.999657638232133,0.9996501139412844,0.9996421491717145,0.999633710431679,0.9996247980558624,0.9996153946535973,0.9996054984177032,0.9995950911965122,0.999584174225894,0.9995727160650737,0.9995607022987085,0.9995481154712681,0.9995349477883025,0.9995211828064776,0.9995067945289248,0.9994917573290505,0.999476071813796,0.9994597089896007,0.9994426470392765,0.9994248635440288,0.9994063284558847,0.9993870390148225,0.9993669635513514,0.9993460561172116,0.9993243091113533,0.9993016852619896,0.9992781640597465,0.9992537033852189,0.9992282760672332,0.9992018404572441,0.9991743827106347,0.9991458568577425
B=1.90,0.9991501428737269,0.9991803804120587,0.9992094364951698,0.9992373437133677,0.999264157493696,0.9992899115819474,0.9993146418856667,0.9993383890855034,0.9993611825306048,0.9993830549915277,0.9994040378191185,0.9994241612625514,0.999443454544807,0.9994619455838115,0.9994796610551866,0.9994966194405132,0.9995128623158587,0.9995284022622553,0.9995432659016119,0.9995574662602968,0.9995710286754454,0.9995839727740834,0.9995963172720661,0.9996080800070941,0.9996192779678894,0.999629927320407,0.9996400434314214,0.9996496408893861,0.9996587335217105,0.9996673344065035,0.9996754576230789,0.9996831120501826,0.9996903099742118,0.9996970617324092,0.9997033769681369,0.9997092645745376,0.9997147276646066,0.9997197868223706,0.9997244391172289,0.9997286843422553,0.9997325724218995,0.9997360666106581,0.9997391642187154,0.9997418922690824,0.9997442408078228,0.9997462220481776,0.9997478618283204,0.9997491184962779,0.9997500057774904,0.9997505557321156,0.9997507188782231,0.9997505557321156,0.9997500057774904,0.999749118496279,0.9997478618283201,0.9997462220481776,0.9997442408078225,0.9997418922690824,0.9997391642187152,0.9997360666106581,0.9997325724218995,0.9997286843422553,0.9997244391172289,0.9997197868223706,0.9997147276646066,0.999709264574538,0.9997033769681368,0.999697061732409,0.9996903099742117,0.9996831120501828,0.9996754576230785,0.9996673344065041,0.9996587335217105,0.9996496408893861,0.9996400434314214,0.999629927320407,0.9996192779678894,0.9996080800070939,0.999596317272066,0.9995839727740834,0.9995710286754467,0.9995574662602968,0.9995432659016124,0.999528402262255,0.9995128623158579,0.9994966194405139,0.9994796610551866,0.9994619455838115,0.999443454544807,0.9994241612625512,0.9994040378191176,0.9993830549915277,0.9993611825306047,0.9993383890855045,0.9993146418856678,0.9992899115819478,0.9992641574936962,0.9992373437133666,0.99920943649517,0.9991803804120587,0.9991501428737269
B=2.00,0.9991536470045611,0.9991855807384409,0.9992162162786558,0.9992455976117034,0.999273773665518,0.9993007894377697,0.9993266880794737,0.9993515109621407,0.9993752977452882,0.9993980864416003,0.9994199134788347,0.9994408137570385,0.9994608214252412,0.9994799669640162,0.9994982818002773,0.9995157952091802,0.99953253518079,0.9995485284689243,0.9995638006359058,0.9995783760932426,0.9995922781393265,0.9996055289950674,0.9996181449465693,0.9996301561545384,0.9996415767611531,0.9996524250225919,0.9996627182779385,0.9996724729757607,0.9996817046982129,0.9996904281818344,0.9996986573330913,0.9997064052334393,0.9997136846407916,0.99972050691012,0.9997268829242858,0.9997328227510403,0.9997383355649296,0.9997434318516643,0.9997481175461007,0.9997523965523327,0.9997562799783475,0.9997597788903699,0.9997629107427051,0.9997656494457432,0.9997680141525805,0.999770007707246,0.999771625200584,0.9997728998368198,0.9997738006452495,0.9997743306701892,0.9997745203893595,0.9997743306701892,0.9997738006452495,0.9997728998368194,0.9997716252005843,0.999770007707246,0.9997680141525807,0.9997656494457432,0.9997629107427048,0.9997597788903699,0.9997562799783475,0.9997523965523327,0.9997481175461007,0.9997434318516643,0.9997383355649296,0.9997328227510403,0.9997268829242864,0.9997205069101207,0.999713684640791,0.9997064052334395,0.9996986573330913,0.9996904281818348,0.9996817046982129,0.9996724729757607,0.9996627182779385,0.9996524250225919,0.9996415767611531,0.9996301561545387,0.9996181449465695,0.9996055289950674,0.9995922781393263,0.9995783760932426,0.9995638006359058,0.9995485284689244,0.99953253518079,0.9995157952091802,0.9994982818002773,0.9994799669640162,0.9994608214252412,0.9994408137570385,0.9994199134788349,0.9993980864416004,0.9993752977452882,0.9993515109621409,0.999326688079474,0.9993007894377697,0.999273773665518,0.9992455976117034,0.9992162162786558,0.9991855807384409,0.9991536470045611
B=2.10,0.9991565077997996,0.9991901200374815,0.9992223055180639,0.9992531096524246,0.9992826183142715,0.9993108620734519,0.9993378907224577,0.9993637519178515,0.9993884912524813,0.9994121541322691,0.9994347811723883,0.9994564120119471,0.9994770847529151,0.9994968365529533,0.9995156958082608,0.9995337070147317,0.9995508966669018,0.9995672942615457,0.9995829305956763,0.9995978322979389,0.9996120256319809,0.9996255356108472,0.999638386040105,0.9996505995602682,0.9996621976879364,0.9996732008823459,0.9996836287599098,0.9996934995254169,0.99970283057254,0.9997116383402713,0.9997199383377013,0.9997277451586299,0.9997350724975459,0.9997419331823765,0.9997483362579793,0.9997542974105196,0.9997597942198821,0.999764942741566,0.999769641453463,0.9997739304028079,0.9997778197366393,0.9997813216711294,0.9997844377099279,0.9997871740182347,0.9997895343999148,0.9997914789738797,0.9997931521214607,0.9997944122867686,0.9997953115080291,0.9997958069808631,0.9997960275513885,0.9997958069808631,0.9997953115080291,0.9997944122867691,0.9997931521214609,0.9997914789738787,0.9997895343999144,0.9997871740182348,0.9997844377099281,0.9997813216711294,0.9997778197366393,0.9997739304028079,0.999769641453463,0.999764942741566,0.9997597942198821,0.99975429741052,0.9997483362579793,0.9997419331823767,0.9997350724975457,0.9997277451586299,0.9997199383377011,0.9997116383402717,0.99970283057254,0.9996934995254169,0.9996836287599098,0.9996732008823459,0.9996621976879364,0.999650599560268,0.9996383860401052,0.999625535610847,0.9996120256319814,0.9995978322979393,0.9995829305956762,0.9995672942615459,0.9995508966669018,0.9995337070147314,0.9995156958082608,0.9994968365529533,0.9994770847529151,0.9994564120119473,0.9994347811723883,0.9994121541322682,0.9993884912524813,0.9993637519178524,0.9993378907224576,0.9993108620734528,0.9992826183142713,0.9992531096524229,0.9992223055180633,0.9991901200374808,0.9991565077997996
B=2.20,0.9991588703106569,0.9991941503717809,0.9992278722753027,0.9992601011779327,0.9992908993549203,0.9993203263193852,0.999348438936237,0.9993752915298049,0.9994009322285391,0.9994254174236998,0.99944879132011,0.9994710990521851,0.9994923566976507,0.9995126759550212,0.9995320495860616,0.9995505124910898,0.9995681092968739,0.9995848692419518,0.9996008247881207,0.9996160036905717,0.9996304427145173,0.9996441650277916,0.9996572011990552,0.9996695744574747,0.9996813087480136,0.9996924258422818,0.9997029494997995,0.9997128988874399,0.9997222932316817,0.9997311506802461,0.999739488333516,0.9997473222661963,0.9997546675387237,0.999761530116231,0.9997679213397473,0.9997738892546311,0.9997794267018244,0.9997845363517867,0.9997892131252988,0.9997934954154913,0.999797372412591,0.9998008576233401,0.9998039594424152,0.9998066818060871,0.9998090264385022,0.9998109955418569,0.9998126109373905,0.9998138736045443,0.9998147686627463,0.999815299602737,0.9998154763673288,0.999815299602737,0.9998147686627463,0.9998138736045443,0.9998126109373904,0.9998109955418575,0.9998090264385023,0.9998066818060871,0.9998039594424153,0.9998008576233401,0.999797372412591,0.9997934954154913,0.9997892131252988,0.9997845363517867,0.9997794267018244,0.9997738892546313,0.9997679213397468,0.9997615301162308,0.9997546675387239,0.9997473222661959,0.9997394883335158,0.9997311506802461,0.9997222932316817,0.9997128988874399,0.9997029494997995,0.9996924258422818,0.9996813087480136,0.9996695744574744,0.999657201199055,0.9996441650277919,0.9996304427145171,0.9996160036905719,0.9996008247881207,0.9995848692419513,0.9995681092968742,0.9995505124910891,0.9995320495860616,0.9995126759550212,0.9994923566976507,0.9994710990521851,0.99944879132011,0.9994254174237001,0.9994009322285389,0.9993752915298053,0.9993484389362373,0.9993203263193853,0.9992908993549202,0.999260101177933,0.9992278722753031,0.9991941503717805,0.9991588703106569
B=2.30,0.9991607794124773,0.9991977173491309,0.9992329579332567,0.9992665774206523,0.9992986465809206,0.9993292326295946,0.9993584002652549,0.9993862118674126,0.9994127204065759,0.9994379923178893,0.9994620761384276,0.9994850227694333,0.9995068807072224,0.9995276961460974,0.9995475130742967,0.9995663733625737,0.999584313969291,0.9996013777414544,0.9996175984844404,0.9996329802373984,0.9996476182312821,0.9996615319309006,0.9996747196689164,0.9996872213504222,0.9996990583600442,0.9997102518255948,0.9997208334585539,0.9997308276932831,0.9997402493063273,0.9997491257712928,0.9997574718658289,0.999765305204503,0.9997726423137728,0.9997794978348638,0.9997858808274817,0.9997917892959731,0.9997972769646393,0.9998023619548106,0.9998070154906527,0.9998112677337833,0.9998151287922565,0.999818585402414,0.9998216656348993,0.9998243633537318,0.9998266910312089,0.9998286502026676,0.9998302133524376,0.9998314503580259,0.9998323674256231,0.9998328968562366,0.9998330756438715,0.9998328968562366,0.9998323674256231,0.9998314503580259,0.9998302133524384,0.9998286502026676,0.999826691031209,0.999824363353732,0.999821665634899,0.999818585402414,0.9998151287922565,0.9998112677337833,0.9998070154906527,0.9998023619548106,0.9997972769646393,0.9997917892959738,0.9997858808274813,0.9997794978348638,0.9997726423137728,0.999765305204503,0.9997574718658288,0.9997491257712929,0.9997402493063273,0.9997308276932831,0.9997208334585539,0.9997102518255948,0.9996990583600442,0.9996872213504218,0.9996747196689164,0.9996615319309012,0.9996476182312819,0.9996329802373972,0.9996175984844402,0.999601377741454,0.9995843139692904,0.9995663733625728,0.9995475130742967,0.9995276961460974,0.9995068807072224,0.9994850227694332,0.9994620761384275,0.9994379923178898,0.9994127204065756,0.9993862118674128,0.9993584002652549,0.9993292326295944,0.9992986465809206,0.9992665774206515,0.9992329579332567,0.9991977173491309,0.9991607794124773
B=2.40,0.9991623700145217,0.9992009444014374,0.9992376796908968,0.9992726603581965,0.9993059668495816,0.9993376757651484,0.9993678600319789,0.9993965854219985,0.9994239245525609,0.9994499373555432,0.9994746506805516,0.9994981980749058,0.9995205964212742,0.9995418827331766,0.9995621182001319,0.999581343451934,0.9995996030093746,0.9996169365883231,0.9996333901286931,0.9996489992645723,0.9996638000435605,0.9996778266128216,0.9996911112905049,0.9997036846241152,0.999715572261285,0.999726806586465,0.9997373796519953,0.999747397938136,0.9997568350874184,0.9997656953633118,0.9997740299386257,0.999781824536289,0.9997891348642562,0.9997959598190089,0.9998023089254047,0.9998082046379897,0.9998136585041162,0.9998186777930256,0.9998232816011074,0.9998274513277088,0.9998312557719835,0.999834661276704,0.9998377028377294,0.9998403627106163,0.9998426727352039,0.9998446209330127,0.9998462004733972,0.9998474161886313,0.999848285335584,0.9998487664862483,0.9998489623550249,0.9998487664862483,0.999848285335584,0.9998474161886313,0.9998462004733969,0.999844620933013,0.9998426727352032,0.999840362710616,0.9998377028377297,0.999834661276704,0.9998312557719835,0.9998274513277088,0.9998232816011074,0.9998186777930256,0.9998136585041162,0.9998082046379894,0.9998023089254049,0.9997959598190084,0.9997891348642561,0.9997818245362893,0.9997740299386263,0.9997656953633124,0.9997568350874184,0.999747397938136,0.9997373796519953,0.999726806586465,0.999715572261285,0.9997036846241151,0.9996911112905054,0.9996778266128212,0.9996638000435604,0.9996489992645723,0.9996333901286932,0.999616936588323,0.9995996030093746,0.9995813434519341,0.9995621182001319,0.9995418827331766,0.9995205964212742,0.9994981980749036,0.9994746506805529,0.9994499373555434,0.9994239245525607,0.9993965854219988,0.9993678600319789,0.9993376757651486,0.9993059668495814,0.9992726603581967,0.9992376796908969,0.9992009444014374,0.9991623700145217
B=2.50,0.9991636494395566,0.9992038512701007,0.9992420419316169,0.9992783783817549,0.9993129085211895,0.9993457171299311,0.9993768938090744,0.9994065125608893,0.9994346475666549,0.9994613699093369,0.999486741715357,0.9995108349986102,0.9995337060808618,0.9995554121160639,0.9995760073382713,0.9995955431927346,0.9996140684576673,0.9996316264659946,0.9996482659553079,0.9996640261941114,0.9996789147859986,0.9996930459144076,0.9997064117800907,0.9997190465904832,0.9997309758620034,0.9997422252773066,0.9997528320194525,0.9997628204577255,0.9997722157865523,0.9997810415239303,0.9997893168392719,0.9997970660026624,0.9998042728348133,0.999811032873141,0.9998173267082907,0.9998231495121733,0.9998285430102539,0.9998335126095279,0.999838072501823,0.99984222447335,0.9998459763921663,0.9998493391325571,0.9998523216248012,0.9998549393887711,0.9998571926455844,0.9998590597820239,0.999860604858839,0.9998618109154092,0.9998626846802843,0.9998632090514648,0.9998633791310426,0.9998632090514648,0.9998626846802843,0.9998618109154078,0.999860604858839,0.9998590597820239,0.9998571926455839,0.9998549393887715,0.9998523216248014,0.9998493391325571,0.9998459763921663,0.99984222447335,0.999838072501823,0.9998335126095279,0.9998285430102539,0.9998231495121739,0.9998173267082904,0.9998110328731395,0.9998042728348121,0.9997970660026622,0.9997893168392719,0.9997810415239301,0.9997722157865523,0.9997628204577255,0.9997528320194525,0.9997422252773066,0.9997309758620034,0.9997190465904828,0.9997064117800913,0.9996930459144072,0.9996789147860001,0.9996640261941115,0.999648265955308,0.9996316264659939,0.9996140684576671,0.9995955431927348,0.9995760073382713,0.9995554121160639,0.9995337060808618,0.9995108349986103,0.9994867417153572,0.9994613699093369,0.9994346475666543,0.9994065125608893,0.9993768938090742,0.9993457171299308,0.9993129085211901,0.9992783783817549,0.9992420419316168,0.9992038512701005,0.9991636494395566
B=2.60,0.9991647150149405,0.9992065422151083,0.9992462257077195,0.9992838664855588,0.9993195775245337,0.9993534500647125,0.9993855755815991,0.9994160408321886,0.9994449280894777,0.9994723153597955,0.9994982739472813,0.9995228784623891,0.9995461933887888,0.9995682537483148,0.9995891692732994,0.9996089974478963,0.9996277632708441,0.9996455269347606,0.9996623291337721,0.999678216798888,0.9996932293377994,0.9997074146911589,0.9997208087764875,0.999733447922059,0.9997453663285945,0.9997565937961597,0.9997671642445087,0.9997770794097225,0.9997864078319798,0.9997951868440121,0.9998034164104238,0.9998111081228644,0.9998182810746893,0.9998249631780691,0.9998311710006653,0.9998369214589956,0.9998422268408395,0.9998471113150703,0.999851583606535,0.9998556526138078,0.9998593312108295,0.99986260395595,0.9998655221940893,0.9998680991218076,0.9998703423668707,0.9998722068088548,0.999873721955137,0.9998748965999718,0.9998757298611595,0.999876229619815,0.9998763954567597,0.999876229619815,0.9998757298611595,0.9998748965999715,0.999873721955137,0.9998722068088545,0.9998703423668707,0.9998680991218074,0.9998655221940883,0.99986260395595,0.9998593312108295,0.9998556526138078,0.999851583606535,0.9998471113150703,0.9998422268408395,0.9998369214589955,0.9998311710006653,0.9998249631780693,0.9998182810746893,0.9998111081228643,0.9998034164104246,0.9997951868440123,0.9997864078319798,0.9997770794097225,0.9997671642445087,0.9997565937961597,0.9997453663285945,0.9997334479220594,0.9997208087764875,0.9997074146911589,0.9996932293377997,0.999678216798888,0.9996623291337726,0.999645526934759,0.999627763270844,0.9996089974478976,0.9995891692732994,0.9995682537483148,0.9995461933887888,0.9995228784623889,0.9994982739472811,0.9994723153597953,0.9994449280894778,0.999416040832189,0.9993855755815992,0.9993534500647121,0.9993195775245337,0.9992838664855588,0.9992462257077195,0.9992065422151083,0.9991647150149405
B=2.70,0.9991655804121341,0.9992090165328946,0.9992501480092564,0.9992890945627109,0.9993259695609389,0.9993608769793285,0.9993939242851357,0.9994252051334404,0.9994547770673046,0.9994828098571548,0.9995093361506545,0.9995344244612157,0.9995581587077418,0.9995806027999077,0.9996018204185048,0.9996218786263499,0.9996408342628237,0.9996587427018728,0.99967565621259,0.9996916241164193,0.999706692931374,0.9997209036028089,0.9997343023052159,0.9997468988054863,0.9997587771054337,0.9997699792567277,0.9997805126170988,0.9997904010566676,0.9997996702367403,0.9998083556474037,0.9998164811383232,0.999824070678526,0.9998311439744285,0.999837704711301,0.9998438042912643,0.9998494662105852,0.9998546721349293,0.9998595064467473,0.9998638979300201,0.9998678919265722,0.9998714990611761,0.9998747300721538,0.9998775962949789,0.9998801035174933,0.9998822658965186,0.999884080657927,0.9998855584916766,0.9998866797810257,0.999887480536887,0.9998880055421802,0.9998881758164866,0.9998880055421802,0.999887480536887,0.999886679781026,0.9998855584916764,0.9998840806579272,0.9998822658965187,0.9998801035174929,0.9998775962949786,0.9998747300721538,0.9998714990611761,0.9998678919265722,0.9998638979300201,0.9998595064467473,0.9998546721349293,0.9998494662105847,0.9998438042912644,0.9998377047113016,0.9998311439744285,0.9998240706785259,0.9998164811383232,0.9998083556474037,0.9997996702367403,0.9997904010566676,0.9997805126170988,0.9997699792567277,0.9997587771054337,0.9997468988054863,0.9997343023052159,0.9997209036028089,0.9997066929313739,0.9996916241164195,0.9996756562125899,0.9996587427018725,0.9996408342628234,0.9996218786263499,0.9996018204185048,0.9995806027999077,0.9995581587077418,0.9995344244612154,0.9995093361506545,0.9994828098571551,0.9994547770673035,0.9994252051334402,0.999393924285136,0.9993608769793287,0.9993259695609391,0.9992890945627106,0.9992501480092565,0.999209016532895,0.9991655804121341
B=2.80,0.9991662860827577,0.9992113196635797,0.9992538845331105,0.9992940770575869,0.9993321102001695,0.9993680485282448,0.9994019985673688,0.9994340764010938,0.9994643781676277,0.9994929999611939,0.9995200276632279,0.9995455538193387,0.999569655191101,0.9995924073720344,0.9996138816959519,0.9996341454611712,0.9996532595584575,0.9996712881809965,0.9996882623858009,0.9997042765949278,0.9997193708361203,0.9997335994743399,0.9997469963612129,0.9997595965235562,0.9997714349316456,0.9997825572783392,0.9997929968231946,0.9998027865662105,0.9998119573445587,0.9998205353233449,0.9998285310154158,0.999836001317941,0.9998429751721789,0.9998494614949448,0.9998554810667222,0.999861039402269,0.9998661584059543,0.9998708553659705,0.9998751480079442,0.9998790492022382,0.9998825691640367,0.9998857216835535,0.9998884820610945,0.9998909387315528,0.9998930621788111,0.9998948384780006,0.9998962844767185,0.9998973989808349,0.9998981957266542,0.9998986727246676,0.999898831464356,0.9998986727246676,0.9998981957266542,0.9998973989808351,0.9998962844767182,0.9998948384780009,0.9998930621788116,0.9998909387315527,0.9998884820610948,0.9998857216835535,0.9998825691640367,0.9998790492022382,0.9998751480079442,0.9998708553659705,0.9998661584059543,0.9998610394022691,0.9998554810667223,0.9998494614949458,0.9998429751721774,0.9998360013179419,0.9998285310154165,0.9998205353233449,0.9998119573445587,0.9998027865662105,0.9997929968231946,0.9997825572783392,0.9997714349316456,0.9997595965235562,0.9997469963612129,0.9997335994743395,0.9997193708361205,0.9997042765949282,0.9996882623857998,0.9996712881809966,0.9996532595584577,0.999634145461171,0.9996138816959519,0.9995924073720344,0.999569655191101,0.9995455538193389,0.9995200276632277,0.9994929999611939,0.999464378167628,0.9994340764010939,0.999401998567367,0.9993680485282452,0.9993321102001678,0.9992940770575878,0.9992538845331103,0.9992113196635797,0.9991662860827577
