scenario,alpha,beta,budget,rho,bBU,bBM,u_A_inf,m_A_inf,u_B_inf,m_B_inf,L_B,C,state
用户更依赖商户,1.0,0.6,0.8,0.39,0.31200000000000006,0.488,0.06930302499529538,0.08886566758811114,0.9306969750047046,0.9111343324118889,0.9209156537082968,0.8418313074165935,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.4,0.32000000000000006,0.48,0.0685642972850442,0.09010483163470406,0.9314357027149558,0.9098951683652959,0.9206654355401258,0.8413308710802517,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.41000000000000003,0.32800000000000007,0.472,0.06783856083170266,0.09136348907267827,0.9321614391682973,0.9086365109273218,0.9203989750478095,0.8407979500956191,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.42,0.336,0.4640000000000001,0.06712565014024632,0.09264192023414045,0.9328743498597537,0.9073580797658596,0.9201162148128066,0.8402324296256133,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.43,0.34400000000000003,0.45600000000000007,0.06642540240645678,0.09394040866694665,0.9335745975935432,0.9060595913330534,0.9198170944632983,0.8396341889265966,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.44,0.35200000000000004,0.44800000000000006,0.06573765751486484,0.09525924114035601,0.9342623424851352,0.904740758859644,0.9195015506723896,0.8390031013447792,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.45,0.36000000000000004,0.44000000000000006,0.06506225808229657,0.09659870768266511,0.9349377419177034,0.9034012923173349,0.9191695171175192,0.8383390342350383,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.46,0.36800000000000005,0.43200000000000005,0.06439904957333209,0.09795910167901002,0.9356009504266679,0.90204089832099,0.918820924373829,0.8376418487476579,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.47000000000000003,0.37600000000000006,0.42400000000000004,0.06374788015041964,0.09934071975658344,0.9362521198495803,0.9006592802434166,0.9184557000464985,0.8369114000929969,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.48,0.384,0.41600000000000004,0.06310860064746537,0.10074386176344731,0.9368913993525346,0.8992561382365527,0.9180737687945437,0.8361475375890873,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.49,0.392,0.40800000000000003,0.06248106463875869,0.10216883081886047,0.9375189353612413,0.8978311691811396,0.9176750522711904,0.8353501045423808,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.5,0.4,0.4,0.06186512839760274,0.103615933275177,0.9381348716023973,0.896384066724823,0.9172594691636101,0.8345189383272202,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.51,0.40800000000000003,0.392,0.06126065083958425,0.10508547866282415,0.9387393491604158,0.8949145213371759,0.9168269352487958,0.8336538704975915,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.52,0.41600000000000004,0.384,0.06066749337461449,0.10657777955835522,0.9393325066253855,0.8934222204416448,0.9163773635335152,0.8327547270670304,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.53,0.42400000000000004,0.376,0.0600855204015086,0.1080931519636334,0.9399144795984914,0.8919068480363666,0.915910663817429,0.831821327634858,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.54,0.43200000000000005,0.368,0.05951459840389097,0.10963191455669621,0.940485401596109,0.8903680854433038,0.9154267435197064,0.8308534870394129,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.55,0.44000000000000006,0.36,0.05895459697918196,0.11119438949855293,0.9410454030208181,0.888805610501447,0.9149255067611326,0.8298510135222651,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.56,0.44800000000000006,0.352,0.05840538795211943,0.11278090168352681,0.9415946120478805,0.8872190983164732,0.9144068551821769,0.8288137103643538,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.5700000000000001,0.45600000000000007,0.344,0.05786684593962125,0.11439177916818855,0.9421331540603788,0.8856082208318115,0.9138706874460951,0.8277413748921902,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.58,0.46399999999999997,0.3360000000000001,0.05733884791795282,0.1160273527722519,0.9426611520820471,0.883972647227748,0.9133168996548976,0.8266337993097952,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.59,0.472,0.32800000000000007,0.05682127333243428,0.11768795612795467,0.9431787266675657,0.8823120438720453,0.9127453852698055,0.8254907705396111,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.6,0.48,0.32000000000000006,0.056314004315478824,0.11937392580476033,0.9436859956845212,0.8806260741952396,0.9121560349398804,0.8243120698797608,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.61,0.488,0.31200000000000006,0.05581692531796227,0.12108560095433124,0.9441830746820378,0.8789143990456687,0.9115487368638533,0.8230974737277065,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.62,0.496,0.30400000000000005,0.055329923229887765,0.12282332334340391,0.9446700767701123,0.877176676656596,0.9109233767133542,0.8218467534267083,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.63,0.504,0.296,0.05485288749615681,0.1245874373850689,0.9451471125038432,0.8754125626149311,0.9102798375593871,0.8205596751187743,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.64,0.512,0.288,0.05438570992757275,0.1263782899043519,0.9456142900724273,0.873621710095648,0.9096180000840377,0.8192360001680754,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.65,0.52,0.27999999999999997,0.05392828460476856,0.12819622997544688,0.9460717153952314,0.8718037700245531,0.9089377427098922,0.8178754854197845,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.66,0.528,0.27199999999999996,0.05348050818397923,0.13004160908926404,0.9465194918160208,0.869958390910736,0.9082389413633783,0.8164778827267567,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.67,0.536,0.26399999999999996,0.0530422798163267,0.1319147809970517,0.9469577201836733,0.8680852190029483,0.9075214695933108,0.8150429391866216,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.68,0.544,0.25599999999999995,0.05261350068136275,0.13381610119796497,0.9473864993186373,0.8661838988020351,0.9067851990603362,0.8135703981206723,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.6900000000000001,0.552,0.24799999999999997,0.05219407436195492,0.1357459271526358,0.9478059256380451,0.8642540728473642,0.9060299992427047,0.8120599984854093,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.7000000000000001,0.56,0.23999999999999996,0.051783906788978595,0.1377046181115004,0.9482160932110214,0.8622953818884996,0.9052557375497605,0.810511475099521,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.71,0.568,0.23200000000000004,0.051382906197565,0.13969253494858974,0.948617093802435,0.8603074650514102,0.9044622794269226,0.8089245588538452,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.72,0.576,0.22400000000000003,0.05099098301181668,0.1417100399220903,0.9490090169881833,0.8582899600779097,0.9036494885330465,0.807298977066093,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.73,0.584,0.21600000000000003,0.05060804962431379,0.14375749632804713,0.9493919503756862,0.8562425036719529,0.9028172270238195,0.805634454047639,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.74,0.592,0.20800000000000002,0.05023402158410421,0.14583526938834296,0.9497659784158958,0.8541647306116571,0.9019653545137765,0.8039307090275528,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.75,0.6000000000000001,0.2,0.04986881532849965,0.14794372409149736,0.9501311846715004,0.8520562759085026,0.9010937302900015,0.802187460580003,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.76,0.6080000000000001,0.192,0.04951235068730848,0.1500832272038329,0.9504876493126915,0.8499167727961671,0.9002022110544293,0.8004044221088586,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.77,0.6160000000000001,0.184,0.049164548832186405,0.1522541452775309,0.9508354511678137,0.8477458547224691,0.8992906529451413,0.7985813058902826,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.78,0.6240000000000001,0.176,0.04882533315184431,0.1544568452269623,0.9511746668481557,0.8455431547730377,0.8983589108105967,0.7967178216211934,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.79,0.6320000000000001,0.16799999999999998,0.048494629508762536,0.15669169432476282,0.9515053704912375,0.8433083056752372,0.8974068380832373,0.7948136761664746,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.8,0.6400000000000001,0.15999999999999998,0.0481723656930072,0.15895905950042707,0.9518276343069928,0.8410409404995729,0.8964342874032829,0.7928685748065657,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.81,0.6480000000000001,0.15199999999999997,0.04785847148951347,0.16125930715273348,0.9521415285104865,0.8387406928472665,0.8954411106788766,0.790882221357753,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.8200000000000001,0.6560000000000001,0.14399999999999996,0.04755287830896005,0.1635928025843587,0.95244712169104,0.8364071974156413,0.8944271595533406,0.7888543191066812,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.8300000000000001,0.6640000000000001,0.13599999999999995,0.04725552020588772,0.16595991061093757,0.9527444797941123,0.8340400893890625,0.8933922845915874,0.7867845691831747,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.84,0.672,0.12800000000000003,0.04696633293583344,0.16836099446009595,0.9530336670641666,0.8316390055399041,0.8923363363020353,0.7846726726040707,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.85,0.68,0.12000000000000002,0.04668525420633063,0.17079641569141296,0.9533147457936694,0.829203584308587,0.8912591650511282,0.7825183301022565,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.86,0.6880000000000001,0.11200000000000002,0.046412223654207704,0.17326653386192636,0.9535877763457923,0.8267334661380736,0.890160621241933,0.7803212424838659,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.87,0.6960000000000001,0.10400000000000001,0.046147182603503006,0.17577170598913033,0.953852817396497,0.8242282940108696,0.8890405557036833,0.7780811114073667,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.88,0.7040000000000001,0.096,0.045890074191494025,0.1783122863228493,0.954109925808506,0.8216877136771508,0.8878988197428284,0.7757976394856567,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.89,0.7120000000000001,0.088,0.045640843655214605,0.18088862622135712,0.9543591563447854,0.8191113737786428,0.8867352650617142,0.7734705301234283,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.9,0.7200000000000001,0.07999999999999999,0.0453994378285318,0.18350107334467103,0.9546005621714682,0.816498926655329,0.8855497444133986,0.7710994888267972,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.91,0.7280000000000001,0.07199999999999998,0.04516580526629906,0.1861499713662805,0.9548341947337009,0.8138500286337195,0.8843421116837102,0.7686842233674205,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.92,0.7360000000000001,0.06399999999999997,0.044939896203941586,0.18883565952595407,0.9550601037960584,0.811164340474046,0.8831122221350521,0.7662244442701044,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.93,0.7440000000000001,0.055999999999999966,0.04472166251465547,0.19155847216252622,0.9552783374853445,0.8084415278374738,0.8818599326614092,0.7637198653228183,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.9400000000000001,0.7520000000000001,0.04799999999999996,0.04451105766393367,0.1943187382261488,0.9554889423360663,0.8056812617738511,0.8805851020549588,0.7611702041099175,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.9500000000000001,0.7600000000000001,0.03999999999999995,0.04430803662170821,0.19711678073723368,0.9556919633782918,0.8028832192627663,0.879287591320529,0.758575182641058,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.96,0.768,0.03200000000000003,0.04411255562722801,0.19995291611143454,0.955887444372772,0.8000470838885655,0.8779672641306687,0.7559345282613374,平台B锁定
用户更依赖商户,1.0,0.6,0.8,0.97,0.776,0.02400000000000002,0.04392457275302544,0.20282745411520298,0.9560754272469746,0.797172545884797,0.8766239865658858,0.7532479731317716,市场倾斜
用户更依赖商户,1.0,0.6,0.8,0.98,0.784,0.016000000000000014,0.04374404726729114,0.20574069681419052,0.9562559527327088,0.7942593031858095,0.8752576279592592,0.7505152559185184,市场倾斜
用户更依赖商户,1.0,0.6,0.8,0.99,0.792,0.008000000000000007,0.043570939752237386,0.20869293812853132,0.9564290602477626,0.7913070618714687,0.8738680610596157,0.7477361221192314,市场倾斜
用户更依赖商户,1.0,0.6,0.8,1.0,0.8,0.0,0.043405212041051994,0.21168446321804119,0.956594787958948,0.7883155367819588,0.8724551623704534,0.7449103247409068,市场倾斜
商户更依赖用户,0.6,1.0,0.8,0.0,0.0,0.8,0.21168446321804119,0.043405212041051994,0.7883155367819588,0.956594787958948,0.8724551623704534,0.7449103247409068,市场倾斜
商户更依赖用户,0.6,1.0,0.8,0.01,0.008,0.792,0.20869293812853132,0.043570939752237386,0.7913070618714687,0.9564290602477626,0.8738680610596157,0.7477361221192314,市场倾斜
商户更依赖用户,0.6,1.0,0.8,0.02,0.016,0.784,0.2057406968141905,0.04374404726729114,0.7942593031858095,0.9562559527327088,0.8752576279592592,0.7505152559185184,市场倾斜
商户更依赖用户,0.6,1.0,0.8,0.03,0.024,0.776,0.20282745411520295,0.04392457275302543,0.797172545884797,0.9560754272469746,0.8766239865658858,0.7532479731317716,市场倾斜
商户更依赖用户,0.6,1.0,0.8,0.04,0.032,0.768,0.1999529161114345,0.04411255562722801,0.8000470838885655,0.955887444372772,0.8779672641306687,0.7559345282613374,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.05,0.04000000000000001,0.76,0.19711678073723363,0.04430803662170821,0.8028832192627664,0.9556919633782918,0.8792875913205291,0.7585751826410582,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.06,0.048,0.752,0.19431873822614873,0.04451105766393363,0.8056812617738512,0.9554889423360664,0.8805851020549589,0.7611702041099175,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.07,0.05600000000000001,0.744,0.19155847216252617,0.04472166251465548,0.8084415278374738,0.9552783374853445,0.8818599326614092,0.7637198653228183,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.08,0.064,0.7360000000000001,0.18883565952595407,0.04493989620394158,0.811164340474046,0.9550601037960584,0.8831122221350521,0.7662244442701044,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.09,0.072,0.7280000000000001,0.18614997136628048,0.04516580526629906,0.8138500286337196,0.9548341947337009,0.8843421116837102,0.7686842233674205,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.1,0.08000000000000002,0.7200000000000001,0.18350107334467103,0.045399437828531806,0.816498926655329,0.9546005621714682,0.8855497444133986,0.7710994888267972,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.11,0.08800000000000001,0.7120000000000001,0.18088862622135712,0.04564084365521461,0.8191113737786428,0.9543591563447854,0.8867352650617142,0.7734705301234283,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.12,0.096,0.7040000000000001,0.1783122863228493,0.045890074191494025,0.8216877136771508,0.954109925808506,0.8878988197428284,0.7757976394856567,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.13,0.10400000000000001,0.6960000000000001,0.17577170598913033,0.046147182603503006,0.8242282940108696,0.953852817396497,0.8890405557036833,0.7780811114073667,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.14,0.11200000000000002,0.6880000000000001,0.17326653386192636,0.046412223654207704,0.8267334661380736,0.9535877763457923,0.890160621241933,0.7803212424838659,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.15,0.12,0.68,0.170796415691413,0.046685254206330615,0.829203584308587,0.9533147457936694,0.8912591650511282,0.7825183301022564,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.16,0.128,0.672,0.16836099446009598,0.04696633293583344,0.831639005539904,0.9530336670641666,0.8923363363020353,0.7846726726040706,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.17,0.136,0.664,0.16595991061093754,0.04725552020588772,0.8340400893890625,0.9527444797941123,0.8933922845915874,0.7867845691831747,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.18,0.144,0.6560000000000001,0.16359280258435865,0.04755287830896006,0.8364071974156413,0.95244712169104,0.8944271595533406,0.7888543191066812,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.19,0.15200000000000002,0.6480000000000001,0.16125930715273346,0.047858471489513485,0.8387406928472665,0.9521415285104865,0.8954411106788766,0.7908822213577531,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.2,0.16000000000000003,0.6400000000000001,0.15895905950042707,0.048172365693007195,0.8410409404995729,0.9518276343069928,0.8964342874032829,0.7928685748065657,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.21,0.168,0.6320000000000001,0.1566916943247628,0.04849462950876255,0.8433083056752372,0.9515053704912374,0.8974068380832373,0.7948136761664746,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.22,0.17600000000000002,0.6240000000000001,0.1544568452269623,0.048825333151844334,0.8455431547730377,0.9511746668481557,0.8983589108105967,0.7967178216211934,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.23,0.18400000000000002,0.6160000000000001,0.15225414527753087,0.04916454883218641,0.8477458547224691,0.9508354511678135,0.8992906529451413,0.7985813058902826,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.24,0.192,0.6080000000000001,0.1500832272038329,0.04951235068730848,0.8499167727961671,0.9504876493126915,0.9002022110544293,0.8004044221088586,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.25,0.2,0.6000000000000001,0.14794372409149736,0.04986881532849965,0.8520562759085026,0.9501311846715004,0.9010937302900015,0.802187460580003,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.26,0.20800000000000002,0.592,0.14583526938834296,0.05023402158410421,0.8541647306116571,0.9497659784158958,0.9019653545137765,0.8039307090275528,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.27,0.21600000000000003,0.584,0.14375749632804713,0.05060804962431379,0.8562425036719529,0.9493919503756862,0.9028172270238195,0.805634454047639,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.28,0.22400000000000003,0.576,0.1417100399220903,0.05099098301181668,0.8582899600779097,0.9490090169881833,0.9036494885330465,0.807298977066093,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.29,0.23199999999999998,0.568,0.13969253494858977,0.05138290619756501,0.8603074650514102,0.948617093802435,0.9044622794269226,0.8089245588538452,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.3,0.24,0.5599999999999999,0.1377046181115004,0.05178390678897861,0.8622953818884996,0.9482160932110214,0.9052557375497605,0.810511475099521,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.31,0.248,0.5519999999999999,0.1357459271526358,0.05219407436195493,0.8642540728473642,0.9478059256380451,0.9060299992427047,0.8120599984854093,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.32,0.256,0.5439999999999999,0.13381610119796497,0.052613500681362765,0.8661838988020351,0.9473864993186373,0.9067851990603362,0.8135703981206723,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.33,0.264,0.5359999999999999,0.13191478099705167,0.05304227981632671,0.8680852190029483,0.9469577201836733,0.9075214695933108,0.8150429391866216,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.34,0.272,0.5279999999999999,0.13004160908926402,0.05348050818397924,0.869958390910736,0.9465194918160208,0.9082389413633783,0.8164778827267567,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.35000000000000003,0.28,0.5199999999999999,0.12819622997544675,0.05392828460476842,0.8718037700245532,0.9460717153952316,0.9089377427098924,0.8178754854197848,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.36,0.288,0.512,0.1263782899043519,0.05438570992757275,0.873621710095648,0.9456142900724273,0.9096180000840377,0.8192360001680754,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.37,0.296,0.504,0.1245874373850689,0.05485288749615681,0.8754125626149311,0.9451471125038432,0.9102798375593871,0.8205596751187743,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.38,0.30400000000000005,0.496,0.12282332334340391,0.055329923229887765,0.877176676656596,0.9446700767701123,0.9109233767133542,0.8218467534267083,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.39,0.31200000000000006,0.488,0.12108560095433124,0.05581692531796227,0.8789143990456687,0.9441830746820378,0.9115487368638533,0.8230974737277065,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.4,0.32000000000000006,0.48,0.11937392580476033,0.056314004315478824,0.8806260741952396,0.9436859956845212,0.9121560349398804,0.8243120698797608,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.41000000000000003,0.32800000000000007,0.472,0.11768795612795467,0.05682127333243428,0.8823120438720453,0.9431787266675657,0.9127453852698055,0.8254907705396111,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.42,0.336,0.4640000000000001,0.1160273527722519,0.05733884791795281,0.883972647227748,0.9426611520820471,0.9133168996548977,0.8266337993097953,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.43,0.34400000000000003,0.45600000000000007,0.11439177916818852,0.057866845939621235,0.8856082208318115,0.9421331540603788,0.9138706874460951,0.8277413748921902,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.44,0.35200000000000004,0.44800000000000006,0.11278090168352681,0.05840538795211942,0.8872190983164732,0.9415946120478805,0.9144068551821769,0.8288137103643538,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.45,0.36000000000000004,0.44000000000000006,0.11119438949855293,0.05895459697918198,0.888805610501447,0.9410454030208181,0.9149255067611326,0.8298510135222651,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.46,0.36800000000000005,0.43200000000000005,0.1096319145566962,0.05951459840389096,0.8903680854433038,0.940485401596109,0.9154267435197064,0.8308534870394129,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.47000000000000003,0.37600000000000006,0.42400000000000004,0.10809315196363334,0.06008552040150859,0.8919068480363667,0.9399144795984914,0.915910663817429,0.831821327634858,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.48,0.384,0.41600000000000004,0.10657777955835522,0.06066749337461449,0.8934222204416448,0.9393325066253855,0.9163773635335152,0.8327547270670304,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.49,0.392,0.40800000000000003,0.10508547866282415,0.06126065083958425,0.8949145213371759,0.9387393491604158,0.9168269352487958,0.8336538704975915,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.5,0.4,0.4,0.103615933275177,0.06186512839760274,0.896384066724823,0.9381348716023973,0.9172594691636101,0.8345189383272202,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.51,0.40800000000000003,0.392,0.10216883081886047,0.06248106463875869,0.8978311691811396,0.9375189353612413,0.9176750522711904,0.8353501045423808,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.52,0.41600000000000004,0.384,0.10074386176344731,0.06310860064746537,0.8992561382365527,0.9368913993525346,0.9180737687945437,0.8361475375890873,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.53,0.42400000000000004,0.376,0.09934071975658344,0.06374788015041968,0.9006592802434166,0.9362521198495803,0.9184557000464985,0.8369114000929969,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.54,0.43200000000000005,0.368,0.09795910167901002,0.06439904957333209,0.90204089832099,0.9356009504266679,0.918820924373829,0.8376418487476579,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.55,0.44000000000000006,0.36,0.09659870768266512,0.06506225808229657,0.9034012923173349,0.9349377419177034,0.9191695171175192,0.8383390342350383,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.56,0.44800000000000006,0.352,0.095259241140356,0.06573765751486485,0.904740758859644,0.9342623424851352,0.9195015506723896,0.8390031013447792,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.5700000000000001,0.45600000000000007,0.344,0.09394040866694664,0.06642540240645678,0.9060595913330534,0.9335745975935432,0.9198170944632983,0.8396341889265966,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.58,0.46399999999999997,0.3360000000000001,0.09264192023414046,0.06712565014024632,0.9073580797658596,0.9328743498597537,0.9201162148128066,0.8402324296256132,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.59,0.472,0.32800000000000007,0.09136348907267827,0.06783856083170266,0.9086365109273218,0.9321614391682973,0.9203989750478095,0.8407979500956191,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.6,0.48,0.32000000000000006,0.09010483163470406,0.0685642972850442,0.9098951683652959,0.9314357027149558,0.9206654355401258,0.8413308710802517,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.61,0.488,0.31200000000000006,0.08886566758811114,0.06930302499529538,0.9111343324118889,0.9306969750047046,0.9209156537082968,0.8418313074165935,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.62,0.496,0.30400000000000005,0.08764572016456777,0.07005491262783839,0.9123542798354323,0.9299450873721616,0.9211496836037969,0.8422993672075938,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.63,0.504,0.296,0.08644471575912181,0.07082013150827615,0.9135552842408782,0.9291798684917238,0.921367576366301,0.842735152732602,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.64,0.512,0.288,0.08526238405942256,0.07159885581324786,0.9147376159405775,0.9284011441867521,0.9215693800636648,0.8431387601273296,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.65,0.52,0.27999999999999997,0.0840984580404805,0.07239126258690139,0.9159015419595196,0.9276087374130986,0.9217551396863091,0.8435102793726181,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.66,0.528,0.27199999999999996,0.08295267395783448,0.0731975317574259,0.9170473260421655,0.9268024682425741,0.9219248971423698,0.8438497942847396,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.67,0.536,0.26399999999999996,0.08182477133909266,0.07401784615342577,0.9181752286609073,0.9259821538465742,0.9220786912537408,0.8441573825074815,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.68,0.544,0.25599999999999995,0.0807144929739032,0.07485239152003907,0.9192855070260968,0.9251476084799609,0.9222165577530288,0.8444331155060577,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.6900000000000001,0.552,0.24799999999999997,0.07962158490246891,0.07570135653478109,0.920378415097531,0.924298643465219,0.922338529281375,0.84467705856275,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.7000000000000001,0.56,0.23999999999999996,0.078545796402719,0.07656493282309418,0.921454203597281,0.9234350671769058,0.9224446353870934,0.8448892707741869,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.71,0.568,0.23200000000000004,0.0774868798556855,0.07744331480240123,0.9225131201443145,0.9225566851975988,0.9225349026709566,0.8450698053419132,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.72,0.576,0.22400000000000003,0.07644459089147648,0.07833669992106666,0.9235554091085235,0.9216633000789334,0.9226093545937284,0.8452187091874568,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.73,0.584,0.21600000000000003,0.07541868846108019,0.07924528880197504,0.9245813115389199,0.920754711198025,0.9226680113684724,0.8453360227369449,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.74,0.592,0.20800000000000002,0.07440893458765974,0.08016928492747849,0.9255910654123403,0.9198307150725216,0.9227108902424309,0.8454217804848618,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.75,0.6000000000000001,0.2,0.07341509443829461,0.08110889477898715,0.9265849055617054,0.9188911052210128,0.9227380053913591,0.8454760107827182,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.76,0.6080000000000001,0.192,0.07243693630328096,0.08206432784682759,0.927563063696719,0.9179356721531724,0.9227493679249457,0.8454987358498914,平台B锁定
商户更依赖用户,0.6,1.0,0.8,0.77,0.6160000000000001,0.184,0.07147423157460318,0.0830357966393171,0.9285257684253968,0.9169642033606829,0.9227449858930399,0.8454899717860798,平台B锁定
