scenario,alpha,beta,b_user,b_merchant,total_subsidy,final_B_user_share,final_B_merchant_share,final_B_average_share,success,state
商户更依赖用户,0.5,1.6,0.3,0.0,0.3,0.2729273614399741,0.03358754683388371,0.1532574541369289,0,市场倾斜
商户更依赖用户,0.5,1.6,0.33,0.0,0.33,0.9766163665726955,0.9979939763555363,0.9873051714641159,1,平台锁定
商户更依赖用户,0.5,1.6,0.36,0.0,0.36,0.9789872849450596,0.9980466207691092,0.9885169528570844,1,平台锁定
商户更依赖用户,0.5,1.6,0.39,0.0,0.39,0.9811141164544332,0.9980926671490389,0.9896033918017361,1,平台锁定
商户更依赖用户,0.5,1.6,0.42,0.0,0.42,0.9830227066823491,0.9981330624354423,0.9905778845588957,1,平台锁定
商户更依赖用户,0.5,1.6,0.45,0.0,0.45,0.9847360248644743,0.9981685945537371,0.9914523097091057,1,平台锁定
商户更依赖用户,0.5,1.6,0.48,0.0,0.48,0.9862745112349618,0.9981999234559422,0.992237217345452,1,平台锁定
商户更依赖用户,0.5,1.6,0.51,0.0,0.51,0.9876563771369551,0.9982276052849486,0.9929419912109518,1,平台锁定
商户更依赖用户,0.5,1.6,0.54,0.0,0.54,0.9888978653394898,0.9982521113491303,0.99357498834431,1,平台锁定
商户更依赖用户,0.5,1.6,0.57,0.0,0.57,0.9900134766339519,0.9982738431441114,0.9941436598890316,1,平台锁定
商户更依赖用户,0.5,1.6,0.6,0.0,0.6,0.9910161677060738,0.9982931443373537,0.9946546560217138,1,平台锁定
商户更依赖用户,0.5,1.6,0.63,0.0,0.63,0.9919175244222929,0.9983103103998465,0.9951139174110697,1,平台锁定
商户更依赖用户,0.5,1.6,0.66,0.0,0.66,0.9927279139811318,0.9983255964007673,0.9955267551909496,1,平台锁定
商户更依赖用户,0.5,1.6,0.69,0.0,0.69,0.9934566188234186,0.9983392233572692,0.9958979210903439,1,平台锁定
商户更依赖用户,0.5,1.6,0.72,0.0,0.72,0.9941119547412689,0.9983513834398288,0.9962316690905488,1,平台锁定
商户更依赖用户,0.5,1.6,0.75,0.0,0.75,0.9947013752533769,0.9983622442650344,0.9965318097592056,1,平台锁定
商户更依赖用户,0.5,1.6,0.78,0.0,0.78,0.9952315640067544,0.9983719524560482,0.9968017582314013,1,平台锁定
商户更依赖用户,0.5,1.6,0.81,0.0,0.81,0.9957085167098325,0.998380636611762,0.9970445766607973,1,平台锁定
商户更依赖用户,0.5,1.6,0.84,0.0,0.84,0.9961376138888398,0.9983884097956979,0.9972630118422688,1,平台锁定
商户更依赖用户,0.5,1.6,0.87,0.0,0.87,0.9965236855806818,0.9983953716326319,0.9974595286066569,1,平台锁定
商户更依赖用户,0.5,1.6,0.9,0.0,0.9,0.996871068924942,0.9984016100830573,0.9976363395039997,1,平台锁定
商户更依赖用户,0.5,1.6,0.93,0.0,0.93,0.997183659490126,0.9984072029516755,0.9977954312209008,1,平台锁定
商户更依赖用户,0.5,1.6,0.96,0.0,0.96,0.9974649570608722,0.9984122191751876,0.9979385881180299,1,平台锁定
商户更依赖用户,0.5,1.6,0.99,0.0,0.99,0.9977181065203042,0.9984167199260643,0.9980674132231843,1,平台锁定
商户更依赖用户,0.5,1.6,1.02,0.0,1.02,0.9979459343824102,0.998420759562145,0.9981833469722776,1,平台锁定
商户更依赖用户,0.5,1.6,1.05,0.0,1.05,0.9981509814611411,0.9984243864464981,0.9982876839538196,1,平台锁定
商户更依赖用户,0.5,1.6,1.08,0.0,1.08,0.9983355321040597,0.998427643657616,0.9983815878808379,1,平台锁定
商户更依赖用户,0.5,1.6,1.11,0.0,1.11,0.9985016403674412,0.9984305696065399,0.9984661049869905,1,平台锁定
商户更依赖用户,0.5,1.6,1.14,0.0,1.14,0.9986511534654696,0.9984331985746626,0.9985421760200661,1,平台锁定
商户更依赖用户,0.5,1.6,1.17,0.0,1.17,0.9987857327876586,0.9984355611836853,0.9986106469856719,1,平台锁定
商户更依赖用户,0.5,1.6,1.2,0.0,1.2,0.9989068727449806,0.9984376848073229,0.9986722787761517,1,平台锁定
商户更依赖用户,0.5,1.6,0.0,0.03,0.03,0.07764533099102183,0.004097790434212536,0.04087156071261718,0,平台失败
商户更依赖用户,0.5,1.6,0.03,0.03,0.06,0.08690715354390949,0.004547217200329915,0.0457271853721197,0,平台失败
商户更依赖用户,0.5,1.6,0.06,0.03,0.09,0.09737992775400456,0.005115288539928561,0.05124760814696656,0,平台失败
商户更依赖用户,0.5,1.6,0.09,0.03,0.12,0.1092587699271321,0.0058463709801182505,0.057552570453625176,0,平台失败
商户更依赖用户,0.5,1.6,0.12,0.03,0.15,0.12278739058240959,0.00680771523041908,0.06479755290641434,0,平台失败
商户更依赖用户,0.5,1.6,0.15,0.03,0.18,0.1382814030575124,0.00810558355558277,0.07319349330654759,0,平台失败
商户更依赖用户,0.5,1.6,0.18,0.03,0.21,0.15617234870018087,0.009917233548679707,0.08304479112443029,0,平台失败
商户更依赖用户,0.5,1.6,0.21,0.03,0.24,0.17710206207854806,0.012561542550208069,0.09483180231437807,0,平台失败
商户更依赖用户,0.5,1.6,0.24,0.03,0.27,0.20216393104175062,0.016682537083515178,0.10942323406263291,0,市场倾斜
商户更依赖用户,0.5,1.6,0.27,0.03,0.30000000000000004,0.2337247452542972,0.023881248814749054,0.12880299703452314,0,市场倾斜
商户更依赖用户,0.5,1.6,0.3,0.03,0.32999999999999996,0.28096392949001625,0.04103654160345002,0.16100023554673315,0,市场倾斜
商户更依赖用户,0.5,1.6,0.33,0.03,0.36,0.9766330583720604,0.9981945362369449,0.9874137973045026,1,平台锁定
商户更依赖用户,0.5,1.6,0.36,0.03,0.39,0.9790018624624537,0.9982418687230037,0.9886218655927287,1,平台锁定
商户更依赖用户,0.5,1.6,0.39,0.03,0.42000000000000004,0.9811268874744106,0.9982832719029171,0.9897050796886638,1,平台锁定
商户更依赖用户,0.5,1.6,0.42,0.03,0.44999999999999996,0.9830339264734598,0.9983195960819022,0.990676761277681,1,平台锁定
商户更依赖用户,0.5,1.6,0.45,0.03,0.48,0.9847459065915334,0.998351548927179,0.9915487277593562,1,平台锁定
商户更依赖用户,0.5,1.6,0.48,0.03,0.51,0.9862832340313967,0.9983797232770293,0.992331478654213,1,平台锁定
商户更依赖用户,0.5,1.6,0.51,0.03,0.54,0.9876640924189692,0.9984046187979752,0.9930343556084722,1,平台锁定
商户更依赖用户,0.5,1.6,0.54,0.03,0.5700000000000001,0.9889047017865069,0.9984266589969688,0.9936656803917379,1,平台锁定
商户更依赖用户,0.5,1.6,0.57,0.03,0.6,0.9900195441482362,0.9984462046939044,0.9942328744210703,1,平台锁定
商户更依赖用户,0.5,1.6,0.6,0.03,0.63,0.9910215605844113,0.9984635647732614,0.9947425626788363,1,平台锁定
商户更依赖用户,0.5,1.6,0.63,0.03,0.66,0.9919223239146244,0.9984790048271077,0.9952006643708661,1,平台锁定
商户更依赖用户,0.5,1.6,0.66,0.03,0.6900000000000001,0.9927321903686082,0.9984927541512383,0.9956124722599232,1,平台锁定
商户更依赖用户,0.5,1.6,0.69,0.03,0.72,0.9934604331170063,0.9985050114456238,0.995982722281315,1,平台锁定
商户更依赖用户,0.5,1.6,0.72,0.03,0.75,0.9941153600787109,0.9985159494883122,0.9963156547835116,1,平台锁定
商户更依赖用户,0.5,1.6,0.75,0.03,0.78,0.9947044180547897,0.998525718990585,0.9966150685226873,1,平台锁定
商户更依赖用户,0.5,1.6,0.78,0.03,0.81,0.9952342849358835,0.9985344517949264,0.996884368365405,1,平台锁定
商户更依赖用户,0.5,1.6,0.81,0.03,0.8400000000000001,0.9957109514778935,0.9985422635422565,0.997126607510075,1,平台锁定
商户更依赖用户,0.5,1.6,0.84,0.03,0.87,0.9961397939301173,0.9985492559080253,0.9973445249190713,1,平台锁定
商户更依赖用户,0.5,1.6,0.87,0.03,0.9,0.9965256386230732,0.9985555184860919,0.9975405785545826,1,平台锁定
商户更依赖用户,0.5,1.6,0.9,0.03,0.93,0.9968728194739769,0.9985611303833006,0.9977169749286388,1,平台锁定
商户更依赖用户,0.5,1.6,0.93,0.03,0.9600000000000001,0.9971852292413657,0.9985661615751771,0.9978756954082714,1,平台锁定
商户更依赖用户,0.5,1.6,0.96,0.03,0.99,0.997466365252718,0.9985706740633848,0.9980185196580514,1,平台锁定
商户更依赖用户,0.5,1.6,0.99,0.03,1.02,0.9977193702369966,0.9985747228678641,0.9981470465524304,1,平台锁定
商户更依赖用户,0.5,1.6,1.02,0.03,1.05,0.997947068815199,0.9985783568804545,0.9982627128478267,1,平台锁定
商户更依赖用户,0.5,1.6,1.05,0.03,1.08,0.9981520001341697,0.9985816196019437,0.9983668098680567,1,平台锁定
商户更依赖用户,0.5,1.6,1.08,0.03,1.11,0.9983364470703624,0.9985845497805701,0.9984604984254662,1,平台锁定
商户更依赖用户,0.5,1.6,1.11,0.03,1.1400000000000001,0.9985024623795173,0.9985871819668759,0.9985448221731966,1,平台锁定
商户更依赖用户,0.5,1.6,1.14,0.03,1.17,0.9986518921241481,0.9985895469972752,0.9986207195607116,1,平台锁定
商户更依赖用户,0.5,1.6,1.17,0.03,1.2,0.9987863966723582,0.9985916724166353,0.9986890345444968,1,平台锁定
商户更依赖用户,0.5,1.6,1.2,0.03,1.23,0.9989074695279656,0.9985935828484935,0.9987505261882296,1,平台锁定
商户更依赖用户,0.5,1.6,0.0,0.06,0.06,0.07777784625904005,0.004559790010048959,0.0411688181345445,0,平台失败
商户更依赖用户,0.5,1.6,0.03,0.06,0.09,0.08707335110693762,0.005061993871790342,0.046067672489363984,0,平台失败
商户更依赖用户,0.5,1.6,0.06,0.06,0.12,0.09759186931381703,0.005697577619058997,0.05164472346643801,0,平台失败
商户更依赖用户,0.5,1.6,0.09,0.06,0.15,0.10953444275658597,0.006516956203207471,0.05802569947989672,0,平台失败
商户更依赖用户,0.5,1.6,0.12,0.06,0.18,0.12315464491052688,0.007597019980874708,0.06537583244570079,0,平台失败
商户更依赖用户,0.5,1.6,0.15,0.06,0.21,0.13878547566847227,0.009060339270517592,0.07392290746949493,0,平台失败
商户更依赖用户,0.5,1.6,0.18,0.06,0.24,0.15689161233429488,0.011114101306338619,0.08400285682031675,0,平台失败
商户更依赖用户,0.5,1.6,0.21,0.06,0.27,0.17818564322773306,0.014139012695620706,0.09616232796167688,0,平台失败
商户更依赖用户,0.5,1.6,0.24,0.06,0.3,0.20394243259391692,0.018933428492152314,0.11143793054303462,0,市场倾斜
商户更依赖用户,0.5,1.6,0.27,0.06,0.33,0.2371920696059236,0.027650811797450714,0.13242144070168715,0,市场倾斜
商户更依赖用户,0.5,1.6,0.3,0.06,0.36,0.29598585207747213,0.0544394178761831,0.17521263497682762,0,市场倾斜
商户更依赖用户,0.5,1.6,0.33,0.06,0.39,0.9766480664119483,0.9983749893470908,0.9875115278795196,1,平台锁定
商户更依赖用户,0.5,1.6,0.36,0.06,0.42,0.9790149704553359,0.9984175517189517,0.9887162610871438,1,平台锁定
商户更依赖用户,0.5,1.6,0.39,0.06,0.45,0.9811383718029789,0.9984547847343495,0.9897965782686642,1,平台锁定
商户更依赖用户,0.5,1.6,0.42,0.06,0.48,0.9830440164114354,0.9984874521284659,0.9907657342699506,1,平台锁定
商户更依赖用户,0.5,1.6,0.45,0.06,0.51,0.984754793632125,0.9985161896410186,0.9916354916365718,1,平台锁定
商户更依赖用户,0.5,1.6,0.48,0.06,0.54,0.9862910791224633,0.9985415299420759,0.9924163045322696,1,平台锁定
商户更依赖用户,0.5,1.6,0.51,0.06,0.5700000000000001,0.9876710316244341,0.99856392205112,0.9931174768377771,1,平台锁定
商户更依赖用户,0.5,1.6,0.54,0.06,0.6000000000000001,0.9889108507533824,0.9985837465961762,0.9937472986747793,1,平台锁定
商户更依赖用户,0.5,1.6,0.57,0.06,0.6299999999999999,0.9900250016590788,0.9986013279015249,0.9943131647803019,1,平台锁定
商户更依赖用户,0.5,1.6,0.6,0.06,0.6599999999999999,0.9910264114035867,0.9986169436366954,0.9948216775201411,1,平台锁定
商户更依赖用户,0.5,1.6,0.63,0.06,0.69,0.9919266410849468,0.9986308325748519,0.9952787368298993,1,平台锁定
商户更依赖用户,0.5,1.6,0.66,0.06,0.72,0.9927360370769895,0.998643200874153,0.9956896189755713,1,平台锁定
商户更依赖用户,0.5,1.6,0.69,0.06,0.75,0.9934638642197249,0.998654227196746,0.9960590457082354,1,平台锁定
商户更依赖用户,0.5,1.6,0.72,0.06,0.78,0.9941184233560216,0.9986640669066116,0.9963912451313166,1,平台锁定
商户更依赖用户,0.5,1.6,0.75,0.06,0.81,0.994707155248924,0.9986728555325821,0.996690005390753,1,平台锁定
商户更依赖用户,0.5,1.6,0.78,0.06,0.8400000000000001,0.995236732614601,0.9986807116414076,0.9969587221280043,1,平台锁定
商户更依赖用户,0.5,1.6,0.81,0.06,0.8700000000000001,0.9957131417567113,0.9986877392343045,0.9972004404955079,1,平台锁定
商户更依赖用户,0.5,1.6,0.84,0.06,0.8999999999999999,0.9961417550793841,0.9986940297563487,0.9974178924178664,1,平台锁定
商户更依赖用户,0.5,1.6,0.87,0.06,0.9299999999999999,0.9965273955806977,0.9986996637895333,0.9976135296851155,1,平台锁定
商户更依赖用户,0.5,1.6,0.9,0.06,0.96,0.9968743942804448,0.9987047124859667,0.9977895533832057,1,平台锁定
商户更依赖用户,0.5,1.6,0.93,0.06,0.99,0.9971866414104138,0.9987092387864716,0.9979479400984427,1,平台锁定
商户更依赖用户,0.5,1.6,0.96,0.06,1.02,0.9974676320884766,0.9987132984610723,0.9980904652747744,1,平台锁定
商户更依赖用户,0.5,1.6,0.99,0.06,1.05,0.9977205071063773,0.9987169410009376,0.9982187240536574,1,平台锁定
商户更依赖用户,0.5,1.6,1.02,0.06,1.08,0.9979480893826933,0.9987202103858497,0.9983341498842715,1,平台锁定
商户更依赖用户,0.5,1.6,1.05,0.06,1.11,0.998152916564941,0.9987231457469015,0.9984380311559212,1,平台锁定
商户更依赖用户,0.5,1.6,1.08,0.06,1.1400000000000001,0.9983372702064732,0.9987257819406243,0.9985315260735488,1,平台锁定
商户更依赖用户,0.5,1.6,1.11,0.06,1.1700000000000002,0.9985032018933071,0.9987281500479255,0.9986156759706163,1,平台锁定
商户更依赖用户,0.5,1.6,1.14,0.06,1.2,0.9986525566520972,0.9987302778089431,0.9986914172305201,1,平台锁定
商户更依赖用户,0.5,1.6,1.17,0.06,1.23,0.9987869939322267,0.9987321900030777,0.9987595919676522,1,平台锁定
商户更依赖用户,0.5,1.6,1.2,0.06,1.26,0.9989080064215439,0.9987339087819422,0.998820957601743,1,平台锁定
商户更依赖用户,0.5,1.6,0.0,0.09,0.09,0.07792589157686494,0.0050749595933526695,0.0415004255851088,0,平台失败
商户更依赖用户,0.5,1.6,0.03,0.09,0.12,0.08725923959400261,0.005636538981816668,0.04644788928790964,0,平台失败
商户更依赖用户,0.5,1.6,0.06,0.09,0.15,0.09782928835298352,0.0063482823756063605,0.05208878536429494,0,平台失败
商户更依赖用户,0.5,1.6,0.09,0.09,0.18,0.10984391546430708,0.00726763785989188,0.058555776662099476,0,平台失败
商户更依赖用户,0.5,1.6,0.12,0.09,0.21,0.12356819223551435,0.008482837256039086,0.06602551474577673,0,平台失败
商户更依赖用户,0.5,1.6,0.15,0.09,0.24,0.13935569482660465,0.010135958118249147,0.07474582647242689,0,平台失败
商户更依赖用户,0.5,1.6,0.18,0.09,0.27,0.15771121475580696,0.012470871235240679,0.08509104299552382,0,平台失败
商户更依赖用户,0.5,1.6,0.21,0.09,0.3,0.1794361771661641,0.01594702368555309,0.0976916004258586,0,平台失败
商户更依赖用户,0.5,1.6,0.24,0.09,0.32999999999999996,0.20604882606362884,0.02157307121326777,0.1138109486384483,0,市场倾斜
商户更依赖用户,0.5,1.6,0.27,0.09,0.36,0.24161825906814105,0.032382917306686174,0.13700058818741362,0,市场倾斜
商户更依赖用户,0.5,1.6,0.3,0.09,0.39,0.9740241644668659,0.9984934633556268,0.9862588139112464,1,平台锁定
商户更依赖用户,0.5,1.6,0.33,0.09,0.42000000000000004,0.976661562344264,0.9985373619503897,0.9875994621473269,1,平台锁定
商户更依赖用户,0.5,1.6,0.36,0.09,0.44999999999999996,0.9790267585518739,0.9985756396466536,0.9888011990992638,1,平台锁定
商户更依赖用户,0.5,1.6,0.39,0.09,0.48,0.9811487003137589,0.9986091264228736,0.9898789133683162,1,平台锁定
商户更依赖用户,0.5,1.6,0.42,0.09,0.51,0.9830530913122673,0.9986385084219875,0.9908457998671274,1,平台锁定
商户更依赖用户,0.5,1.6,0.45,0.09,0.54,0.9847627869862043,0.998664356892528,0.9917135719393662,1,平台锁定
商户更依赖用户,0.5,1.6,0.48,0.09,0.57,0.9862981355681033,0.9986871505401431,0.9924926430541232,1,平台锁定
商户更依赖用户,0.5,1.6,0.51,0.09,0.6,0.9876772734533146,0.998707292946982,0.9931922832001483,1,平台锁定
商户更依赖用户,0.5,1.6,0.54,0.09,0.63,0.9889163819186095,0.9987251262635719,0.9938207540910907,1,平台锁定
商户更依赖用户,0.5,1.6,0.57,0.09,0.6599999999999999,0.9900299109634698,0.998740942057841,0.9943854265106554,1,平台锁定
商户更依赖用户,0.5,1.6,0.6,0.09,0.69,0.9910307750547378,0.9987549899773343,0.994892882516036,1,平台锁定
商户更依赖用户,0.5,1.6,0.63,0.09,0.72,0.9919305247573347,0.9987674847156016,0.9953490047364681,1,平台锁定
商户更依赖用户,0.5,1.6,0.66,0.09,0.75,0.9927394975874011,0.9987786116533774,0.9957590546203893,1,平台锁定
商户更依赖用户,0.5,1.6,0.69,0.09,0.7799999999999999,0.993466950897236,0.9987885314566181,0.996127741176927,1,平台锁定
商户更依赖用户,0.5,1.6,0.72,0.09,0.8099999999999999,0.9941211791690472,0.9987973838477018,0.9964592815083745,1,平台锁定
商户更依赖用户,0.5,1.6,0.75,0.09,0.84,0.9947096177377999,0.9988052907168978,0.9967574542273488,1,平台锁定
商户更依赖用户,0.5,1.6,0.78,0.09,0.87,0.9952389346675372,0.9988123587040949,0.9970256466858161,1,平台锁定
商户更依赖用户,0.5,1.6,0.81,0.09,0.9,0.9957151122588253,0.998818681352571,0.9972668968056981,1,平台锁定
商户更依赖用户,0.5,1.6,0.84,0.09,0.9299999999999999,0.9961435194583104,0.9988243409150084,0.9974839301866594,1,平台锁定
商户更依赖用户,0.5,1.6,0.87,0.09,0.96,0.9965289762674436,0.9988294098753385,0.9976791930713911,1,平台锁定
商户更依赖用户,0.5,1.6,0.9,0.09,0.99,0.9968758111004321,0.998833952237109,0.9978548816687706,1,平台锁定
商户更依赖用户,0.5,1.6,0.93,0.09,1.02,0.9971879119167075,0.9988380246190274,0.9980129682678675,1,平台锁定
商户更依赖用户,0.5,1.6,0.96,0.09,1.05,0.9974687718469122,0.9988416771904458,0.998155224518679,1,平台锁定
商户更依赖用户,0.5,1.6,0.99,0.09,1.08,0.9977215299404638,0.9988449544733435,0.9982832422069037,1,平台锁定
商户更依赖用户,0.5,1.6,1.02,0.09,1.11,0.9979490075847375,0.9988478960324305,0.998398451808584,1,平台锁定
商户更依赖用户,0.5,1.6,1.05,0.09,1.1400000000000001,0.998153741078668,0.9988505370710781,0.9985021390748731,1,平台锁定
商户更依赖用户,0.5,1.6,1.08,0.09,1.1700000000000002,0.9983380107855016,0.9988529089476237,0.9985954598665626,1,平台锁定
商户更依赖用户,0.5,1.6,1.11,0.09,1.2000000000000002,0.9985038672390802,0.9988550396240852,0.9986794534315827,1,平台锁定
商户更依赖用户,0.5,1.6,1.14,0.09,1.23,0.9986531545342741,0.9988569540572567,0.9987550542957654,1,平台锁定
商户更依赖用户,0.5,1.6,1.17,0.09,1.26,0.9987875312940317,0.9988586745405097,0.9988231029172707,1,平台锁定
商户更依赖用户,0.5,1.6,1.2,0.09,1.29,0.9989084894721825,0.9988602210032642,0.9988843552377233,1,平台锁定
商户更依赖用户,0.5,1.6,0.0,0.12,0.12,0.07809140054098679,0.005649687369060102,0.041870543955023445,0,平台失败
商户更依赖用户,0.5,1.6,0.03,0.12,0.15,0.08746732531587728,0.0062781676200985015,0.04687274646798789,0,平台失败
商户更依赖用户,0.5,1.6,0.06,0.12,0.18,0.09809552357160264,0.007075987288880085,0.05258575543024137,0,平台失败
商户更依赖用户,0.5,1.6,0.09,0.12,0.21,0.11019179505885923,0.008108816616012732,0.05915030583743598,0,平台失败
商户更依赖用户,0.5,1.6,0.12,0.12,0.24,0.12403469582217105,0.009478323070441913,0.06675650944630648,0,平台失败
商户更依赖用户,0.5,1.6,0.15,0.12,0.27,0.14000235324086957,0.011350131497899991,0.07567624236938478,0,平台失败
商户更依赖用户,0.5,1.6,0.18,0.12,0.3,0.15864869326856762,0.014013648700001002,0.0863311709842843,0,平台失败
商户更依赖用户,0.5,1.6,0.21,0.12,0.32999999999999996,0.18088873942449268,0.018030550008786735,0.0994596447166397,0,平台失败
商户更依赖用户,0.5,1.6,0.24,0.12,0.36,0.20857827869528411,0.024706127198049987,0.11664220294666705,0,市场倾斜
商户更依赖用户,0.5,1.6,0.27,0.12,0.39,0.24758344502143564,0.038624727977102744,0.1431040864992692,0,市场倾斜
商户更依赖用户,0.5,1.6,0.3,0.12,0.42,0.9740381081573692,0.9986439927272821,0.9863410504423257,1,平台锁定
商户更依赖用户,0.5,1.6,0.33,0.12,0.45,0.9766736999779435,0.9986834741090451,0.9876785870434943,1,平台锁定
商户更依赖用户,0.5,1.6,0.36,0.12,0.48,0.9790373608615832,0.9987179022700026,0.9888776315657929,1,平台锁定
商户更依赖用户,0.5,1.6,0.39,0.12,0.51,0.9811579903332128,0.9987480228950849,0.9899530066141489,1,平台锁定
商户更依赖用户,0.5,1.6,0.42,0.12,0.54,0.9830612541269916,0.9987744525504612,0.9909178533387264,1,平台锁定
商户更依赖用户,0.5,1.6,0.45,0.12,0.5700000000000001,0.9847699772318124,0.9987977046370538,0.9917838409344331,1,平台锁定
商户更依赖用户,0.5,1.6,0.48,0.12,0.6,0.9863044832501726,0.9988182094417108,0.9925613463459417,1,平台锁定
商户更依赖用户,0.5,1.6,0.51,0.12,0.63,0.9876828885042368,0.9988363297685927,0.9932596091364148,1,平台锁定
商户更依赖用户,0.5,1.6,0.54,0.12,0.66,0.988921357795078,0.9988523732289301,0.993886865512004,1,平台锁定
商户更依赖用户,0.5,1.6,0.57,0.12,0.69,0.9900343275088253,0.9988666019813361,0.9944504647450807,1,平台锁定
商户更依赖用户,0.5,1.6,0.6,0.12,0.72,0.9910347007933142,0.9988792405104114,0.9949569706518628,1,平台锁定
商户更依赖用户,0.5,1.6,0.63,0.12,0.75,0.9919340187464738,0.9988904818836604,0.9954122503150671,1,平台锁定
商户更依赖用户,0.5,1.6,0.66,0.12,0.78,0.9927426109224429,0.9989004928190064,0.9958215518707246,1,平台锁定
商户更依赖用户,0.5,1.6,0.69,0.12,0.8099999999999999,0.9934697279423119,0.9989094178158524,0.9961895728790822,1,平台锁定
商户更依赖用户,0.5,1.6,0.72,0.12,0.84,0.9941236585697601,0.9989173825437359,0.996520520556748,1,平台锁定
商户更依赖用户,0.5,1.6,0.75,0.12,0.87,0.9947118332592773,0.9989244966385131,0.9968181649488952,1,平台锁定
商户更依赖用户,0.5,1.6,0.78,0.12,0.9,0.9952409158918025,0.9989308560227379,0.9970858859572702,1,平台锁定
商户更依赖用户,0.5,1.6,0.81,0.12,0.93,0.995716885168167,0.9989365448415952,0.9973267150048811,1,平台锁定
商户更依赖用户,0.5,1.6,0.84,0.12,0.96,0.9961451069257319,0.9989416370864059,0.9975433720060689,1,平台锁定
商户更依赖用户,0.5,1.6,0.87,0.12,0.99,0.996530398470967,0.9989461979627883,0.9977382982168777,1,平台锁定
商户更依赖用户,0.5,1.6,0.9,0.12,1.02,0.9968770858746623,0.9989502850490122,0.9979136854618372,1,平台锁定
商户更依赖用户,0.5,1.6,0.93,0.12,1.05,0.9971890550524454,0.9989539492810553,0.9980715021667503,1,平台锁定
商户更依赖用户,0.5,1.6,0.96,0.12,1.08,0.9974697973475322,0.9989572357937966,0.9982135165706644,1,平台锁定
商户更依赖用户,0.5,1.6,0.99,0.12,1.1099999999999999,0.9977224502421396,0.998960184642208,0.9983413174421738,1,平台锁定
商户更依赖用户,0.5,1.6,1.02,0.12,1.1400000000000001,0.9979498337462989,0.9989628314219707,0.9984563325841348,1,平台锁定
商户更依赖用户,0.5,1.6,1.05,0.12,1.17,0.9981544829458371,0.9989652078054267,0.9985598453756319,1,平台锁定
商户更依赖用户,0.5,1.6,1.08,0.12,1.2000000000000002,0.9983386771334195,0.9989673420059422,0.9986530095696808,1,平台锁定
商户更依赖用户,0.5,1.6,1.11,0.12,1.23,0.9985044658963635,0.9989692591814943,0.9987368625389289,1,平台锁定
商户更依赖用户,0.5,1.6,1.14,0.12,1.2599999999999998,0.998653692491297,0.9989709817864503,0.9988123371388736,1,平台锁定
商户更依赖用户,0.5,1.6,1.17,0.12,1.29,0.9987880147976866,0.9989725298790166,0.9988802723383516,1,平台锁定
商户更依赖用户,0.5,1.6,1.2,0.12,1.3199999999999998,0.9989089241090081,0.9989739213906228,0.9989414227498155,1,平台锁定
商户更依赖用户,0.5,1.6,0.0,0.15,0.15,0.07827657626572379,0.006291197652687156,0.04228388695920547,0,平台失败
商户更依赖用户,0.5,1.6,0.03,0.15,0.18,0.08770047829753674,0.0069951877313229,0.047347833014429824,0,平台失败
商户更依赖用户,0.5,1.6,0.06,0.15,0.21,0.09839442408797508,0.00789049924469317,0.05314246166633413,0,平台失败
商户更依赖用户,0.5,1.6,0.09,0.15,0.24,0.1105834427625755,0.009052472909058404,0.059817957835816955,0,平台失败
商户更依赖用户,0.5,1.6,0.12,0.15,0.27,0.12456201455171254,0.01059881695812398,0.06758041575491826,0,平台失败
商户更依赖用户,0.5,1.6,0.15,0.15,0.3,0.14073783835380838,0.012723877352324695,0.07673085785306653,0,平台失败
商户更依赖用户,0.5,1.6,0.18,0.15,0.32999999999999996,0.15972585394738936,0.01577442442456458,0.08775013918597697,0,平台失败
商户更依赖用户,0.5,1.6,0.21,0.15,0.36,0.18258958079909227,0.020447949165845913,0.10151876498246909,0,平台失败
商户更依赖用户,0.5,1.6,0.24,0.15,0.39,0.21167372746595725,0.028487139745226757,0.12008043360559201,0,市场倾斜
商户更依赖用户,0.5,1.6,0.27,0.15,0.42000000000000004,0.25656660878998405,0.047747878620534215,0.15215724370525913,0,市场倾斜
商户更依赖用户,0.5,1.6,0.3,0.15,0.44999999999999996,0.9740506490633636,0.9987794486565731,0.9864150488599683,1,平台锁定
商户更依赖用户,0.5,1.6,0.33,0.15,0.48,0.9766846171989787,0.9988149610504653,0.987749789124722,1,平台锁定
商户更依赖用户,0.5,1.6,0.36,0.15,0.51,0.979046897638614,0.9988459298999088,0.9889464137692614,1,平台锁定
商户更依赖用户,0.5,1.6,0.39,0.15,0.54,0.9811663470876317,0.9988730252985483,0.99001968619309,1,平台锁定
商户更依赖用户,0.5,1.6,0.42,0.15,0.57,0.9830685972052056,0.9988968013980095,0.9909826993016075,1,平台锁定
商户更依赖用户,0.5,1.6,0.45,0.15,0.6,0.9847764456320218,0.9989177196914809,0.9918470826617514,1,平台锁定
商户更依赖用户,0.5,1.6,0.48,0.15,0.63,0.9863101938450474,0.9989361670077903,0.9926231804264188,1,平台锁定
商户更依赖用户,0.5,1.6,0.51,0.15,0.66,0.9876879401312704,0.998952469542973,0.9933202048371217,1,平台锁定
商户更依赖用户,0.5,1.6,0.54,0.15,0.6900000000000001,0.9889258344865519,0.9989669038948543,0.9939463691907031,1,平台锁定
商户更依赖用户,0.5,1.6,0.57,0.15,0.72,0.9900383010622773,0.9989797058104142,0.9945090034363457,1,平台锁定
