name,final_x,final_y,combined_share,concentration,lock_in_index,market_state,directional_state,final_q_u,final_q_m,avg_shortage_A,max_shortage_A,cum_revenue,cum_subsidy_cost,cum_invest_cost,cum_total_cost,cum_profit
无补贴,0.007029988102361437,0.01335500835026584,0.01019249822631364,0.9796150035473727,0.9796150035473727,市场锁定,平台B锁定,0.0,0.0,0.0,0.0,3.1179171531257968,0.0,0.0,0.0,3.1179171531257968
用户补贴_需求快速增长,0.9937073023862005,0.9867171960179041,0.9902122492020523,0.9804244984041046,0.9804244984041046,市场锁定,平台A锁定,0.0,0.0,0.004101772209665855,0.12511628127929705,193.11157768522904,20.365213068546332,0.0,20.365213068546332,172.74636461668274
商户补贴_长期稳定,0.9931449378085268,0.9894291106890004,0.9912870242487636,0.9825740484975272,0.9825740484975272,市场锁定,平台A锁定,0.0,0.0,0.0,0.0,195.1820122551743,27.54022160255079,0.0,27.54022160255079,167.64179065262363
双边协调补贴,0.9930924429766242,0.9881390589957013,0.9906157509861628,0.9812315019723256,0.9812315019723256,市场锁定,平台A锁定,0.0,0.0,0.0,0.0,195.16052884427975,24.959085121046293,0.0,24.959085121046293,170.20144372323318
