ablation,label,final_LB,final_LB_std,prob_LB_ge_0_6,strict_lock_prob,discounted_profit,discounted_profit_std,total_spend,max_CB
full_targeted_long_term,Full targeted long-term,0.5,0.0,0.0,0.0,-864.8349695091546,0.050496935460281805,3068.4115670363603,999999990.0
no_targeting,w/o targeting,0.7504583333333332,0.005702042636624627,1.0,0.0,-789.0634166570748,1.145079035029686,2698.0902399999973,628999990.0
replace_by_dynamic,replace by dynamic,0.49966666666666665,0.0012685406585123103,0.0,0.0,26.42583670767974,0.7473989947835465,210.63538510247247,999999990.0
replace_by_greedy,replace by greedy,0.4711666666666667,0.06643227473477618,0.0,0.0,29.330532387476428,0.8511578924707784,14.854890000000003,999999990.0
no_quality_investment,w/o quality investment,0.5,0.0,0.0,0.0,-429.6456248656065,0.5729660629109254,3032.9408776152445,999999990.0
no_supply_penalty,w/o supply penalty,1.0,0.0,1.0,1.0,-837.9941406924687,0.04298261746173214,3059.953445453538,0.0
no_heterogeneity,w/o heterogeneity,0.5,0.0,0.0,0.0,-864.7611130414328,0.031329787820790225,3068.5493857229617,999999990.0
no_network_effect,w/o network effect,0.5,0.0,0.0,0.0,-864.751510996015,0.04026656471212135,3068.538604786426,999999990.0
