theta,strategy,subsidy_user,subsidy_merchant,final_A_user_share,final_A_merchant_share,final_B_user_share,final_B_merchant_share,final_B_average_share,max_shortage,avg_shortage,profit,state
1.1,只补贴用户,0.8,0.0,0.9108787714519553,0.8394687803755216,0.08912122854804472,0.16053121962447836,0.12482622408626154,9.9999980000002,1.1158963980315968,-35.33767488446276,平台失败
1.1,只补贴商户,0.0,0.8,0.5447225462659586,0.13978144336862525,0.4552774537340414,0.8602185566313747,0.657748005182708,9.9999980000002,0.5853835708969185,52.08923876632263,市场倾斜
1.1,均衡补贴,0.4,0.4,0.7071349654542999,0.45444619347431836,0.2928650345457001,0.5455538065256816,0.4192094205356909,9.9999980000002,0.7412005506794076,-2.504067216111298,市场倾斜
1.1,偏商户补贴,0.2,0.6000000000000001,0.5922947004990593,0.23734036509491524,0.4077052995009407,0.7626596349050847,0.5851824672030127,9.9999980000002,0.6927516420248823,32.4306212782982,市场倾斜
1.2000000000000002,只补贴用户,0.8,0.0,0.9118515510898011,0.839952929752048,0.0881484489101989,0.16004707024795195,0.12409775957907543,9.9999980000002,1.0281659508803138,-35.38559378506977,平台失败
1.2000000000000002,只补贴商户,0.0,0.8,0.5473513284111315,0.14093569539686263,0.45264867158886846,0.8590643046031374,0.6558564880960029,9.9999980000002,0.5389835453951507,51.457689360618424,市场倾斜
1.2000000000000002,均衡补贴,0.4,0.4,0.7109249185876819,0.45844798642525375,0.2890750814123181,0.5415520135747462,0.41531354749353216,9.9999980000002,0.6810666774901721,-3.2017428624476296,市场倾斜
1.2000000000000002,偏商户补贴,0.2,0.6000000000000001,0.5957497352530834,0.23979453070364526,0.4042502647469166,0.7602054692963547,0.5822278670216356,9.9999980000002,0.6369913271080087,31.620098071105204,市场倾斜
1.3,只补贴用户,0.8,0.0,0.9126750499617637,0.8403617149742031,0.08732495003823626,0.1596382850257969,0.12348161753201659,9.9999980000002,0.9534136078520554,-35.425958708533294,平台失败
1.3,只补贴商户,0.0,0.8,0.5495890202999858,0.14192536389200988,0.4504109797000142,0.8580746361079901,0.6542428079040021,9.9999980000002,0.49947243235511607,50.92032428921835,市场倾斜
1.3,均衡补贴,0.4,0.4,0.7140999355235053,0.4618059980685708,0.28590006447649474,0.5381940019314292,0.41204703320396197,9.9999980000002,0.6300999043041137,-3.782271295238544,市场倾斜
1.3,偏商户补贴,0.2,0.6000000000000001,0.5986812239305696,0.24189344319111095,0.40131877606943045,0.758106556808889,0.5797126664391598,9.9999980000002,0.5896242911630388,30.933821798373604,市场倾斜
1.4000000000000001,只补贴用户,0.8,0.0,0.9133812304878153,0.8407114851426152,0.08661876951218472,0.15928851485738482,0.12295364218478477,9.9999980000002,0.8889552314239356,-35.46042687438532,平台失败
1.4000000000000001,只补贴商户,0.0,0.8,0.5515167695670158,0.14278324585506663,0.4484832304329842,0.8572167541449334,0.6528499922889588,9.9999980000002,0.4654231537969894,50.457594848584236,市场倾斜
1.4000000000000001,均衡补贴,0.4,0.4,0.7167982198282732,0.46466344598852893,0.2832017801717268,0.5353365540114711,0.40926916709159894,9.9999980000002,0.5863478404831872,-4.27277946133421,市场倾斜
1.4000000000000001,偏商户补贴,0.2,0.6000000000000001,0.6011995252861518,0.24370873179644365,0.39880047471384816,0.7562912682035563,0.5775458714587023,9.9999980000002,0.54889084880681,30.345357111157266,市场倾斜
1.5,只补贴用户,0.8,0.0,0.9139935276545258,0.8410141743874928,0.0860064723454742,0.15898582561250718,0.1224961489789907,9.9999980000002,0.8327997035695642,-35.49020341070815,平台失败
1.5,只补贴商户,0.0,0.8,0.5531947460121299,0.14353398133637257,0.4468052539878701,0.8564660186636275,0.6516356363257487,9.9999980000002,0.43577710532524366,50.05499800952393,市场倾斜
1.5,均衡补贴,0.4,0.4,0.7191195191590428,0.4671241544248095,0.2808804808409572,0.5328758455751905,0.40687816320807385,9.9999980000002,0.5483768572623653,-4.692641900115128,市场倾斜
1.5,偏商户补贴,0.2,0.6000000000000001,0.6033860783058945,0.24529405200119547,0.3966139216941055,0.7547059479988045,0.5756599348464551,9.9999980000002,0.5134919517339515,29.83528325559807,市场倾斜
1.6,只补贴用户,0.8,0.0,0.9145295178241779,0.841278699196891,0.0854704821758221,0.15872130080310898,0.12209589148946554,9.9999980000002,0.7834386707209167,-35.516185794418305,平台失败
1.6,只补贴商户,0.0,0.8,0.5546685035050322,0.14419643696316736,0.44533149649496784,0.8558035630368326,0.6505675297659002,9.9999980000002,0.40973249088952474,49.701543073813475,市场倾斜
1.6,均衡补贴,0.4,0.4,0.7211376063188374,0.4692651783155527,0.2788623936811626,0.5307348216844473,0.40479860768280496,9.9999980000002,0.5151105570879714,-5.056053423034521,市场倾斜
1.6,偏商户补贴,0.2,0.6000000000000001,0.6053022761279588,0.2466903710506375,0.39469772387204116,0.7533096289493625,0.5740036764107018,9.9999980000002,0.4824504055396276,29.389079451644278,市场倾斜
1.7000000000000002,只补贴用户,0.8,0.0,0.9150026434579656,0.8415118562562443,0.08499735654203444,0.15848814374375575,0.1217427501428951,9.9999980000002,0.7397084948839348,-35.5390562242363,平台失败
1.7000000000000002,只补贴商户,0.0,0.8,0.5559731607484458,0.14478530105406162,0.4440268392515542,0.8552146989459384,0.6496207690987463,9.9999980000002,0.38667097516708643,49.38876214756201,市场倾斜
1.7000000000000002,均衡补贴,0.4,0.4,0.7229082049317139,0.47114488243136277,0.2770917950682861,0.5288551175686372,0.40297345631846165,9.9999980000002,0.48572609238820214,-5.373627122662653,市场倾斜
1.7000000000000002,偏商户补贴,0.2,0.6000000000000001,0.6069952666220878,0.24792949798041142,0.3930047333779122,0.7520705020195886,0.5725376176987504,9.9999980000002,0.45502109764404747,28.995780399989695,市场倾斜
1.8,只补贴用户,0.8,0.0,0.9154233619647811,0.841718917517595,0.08457663803521887,0.15828108248240502,0.12142886025881194,9.9999980000002,0.7006970389442297,-35.55934257532447,平台失败
1.8,只补贴商户,0.0,0.8,0.557136225579081,0.1453121782529918,0.44286377442091895,0.8546878217470082,0.6487757980839636,9.9999980000002,0.3661081429644795,49.110028070030026,市场倾斜
1.8,均衡补贴,0.4,0.4,0.7244741845050909,0.4728082697863263,0.27552581549490907,0.5271917302136737,0.4013587728542914,9.9999980000002,0.45958993799473935,-5.653340461865248,市场倾斜
1.8,偏商户补贴,0.2,0.6000000000000001,0.6085018518425771,0.24903650058607657,0.3914981481574229,0.7509634994139234,0.5712308237856731,9.9999980000002,0.430605527914306,28.646370992382412,市场倾斜
1.9000000000000001,只补贴用户,0.8,0.0,0.9157999313243862,0.8419040353444274,0.0842000686756138,0.15809596465557263,0.12114801666559322,9.9999980000002,0.6656791669563041,-35.57745972778024,平台失败
1.9000000000000001,只补贴商户,0.0,0.8,0.5581795496177673,0.1457863575573219,0.4418204503822327,0.8542136424426781,0.6480170464124554,9.9999980000002,0.3476593970854894,48.86008875010111,市场倾斜
1.9000000000000001,均衡补贴,0.4,0.4,0.7258690611043106,0.4742905900727652,0.2741309388956894,0.5257094099272348,0.3999201744114621,9.9999980000002,0.43622167148535895,-5.901006292502376,市场倾斜
1.9000000000000001,偏商户补贴,0.2,0.6000000000000001,0.6098511746906019,0.25003139723555157,0.3901488253093981,0.7499686027644484,0.5700587140369233,9.9999980000002,0.4087234220946234,28.33362679996848,市场倾斜
2.0,只补贴用户,0.8,0.0,0.9159660012998327,0.842068557409451,0.08403399870016726,0.15793144259054903,0.12098272064535814,9.9999980000002,0.6342937381427742,-35.59372143075849,平台失败
2.0,只补贴商户,0.0,0.8,0.559120710261819,0.14621536192306633,0.440879289738181,0.8537846380769336,0.6473319639075573,9.9999980000002,0.33101658393983496,48.634760071102946,市场倾斜
2.0,均衡补贴,0.4,0.4,0.7271194142869981,0.47561984116411904,0.2728805857130019,0.524380158835881,0.3986303722744414,9.9999980000002,0.4152222618574752,-6.121423774412634,市场倾斜
2.0,偏商户补贴,0.2,0.6000000000000001,0.6110666106456292,0.25093036465909524,0.38893338935437083,0.7490696353409048,0.5690015123476377,9.9999980000002,0.38900629238669804,28.052288920824243,市场倾斜
