strategy,final_user_share_mean,final_user_share_std,final_merchant_share_mean,final_merchant_share_std,user_satisfaction_mean,merchant_satisfaction_mean,user_multi_home_mean,merchant_multi_home_mean,lock_in_index_mean,lock_in_index_std,cum_profit_mean,cum_profit_std
bilateral_subsidy,0.9986,0.001020479941177097,0.9998888888888888,0.00042284688617077445,1.2886865932042568,1.3743309579914955,0.0005333333333333334,0.00022222222222222223,0.998488888888889,0.0010066192168665335,627.890513739165,0.03512554306616301
dynamic,1.0,0.0,1.0,0.0,2.902752901016345,2.859983449120899,0.0,0.0,1.0,0.0,429.60494494029683,0.08392591081654734
merchant_subsidy,0.9986,0.001020479941177089,0.9998888888888888,0.00042284688617078974,1.2886169071544253,1.3743729953449353,0.0005333333333333334,0.00022222222222222223,0.998488888888889,0.0010066192168665302,633.6996209716691,0.030059432826973414
none,0.0015166666666666666,0.0011483371285992369,0.00011111111111111112,0.0004228468861707707,1.2881048583988437,1.371985701071791,0.00043333333333333337,0.00022222222222222223,0.9983722222222222,0.001222148203958646,0.6852499999999982,0.09923454887112133
user_subsidy,0.0015166666666666666,0.001148337128599237,0.00011111111111111112,0.0004228468861707707,1.2881050362117683,1.371985701071791,0.00043333333333333337,0.00022222222222222223,0.9983722222222222,0.001222148203958656,2.1532366609425933,0.14733005180750972
