t,strategy,active_strategy_platform,user_share_A,merchant_share_A,user_share_B,merchant_share_B,L_A,L_B,user_multi_home_rate,merchant_multi_home_rate,shortage_A,shortage_B,C_A,C_B,avg_user_utility,avg_merchant_utility,lock_in_index,user_subsidy_A,merchant_subsidy_A,user_subsidy_B,merchant_subsidy_B,user_quality_A,merchant_quality_A,user_quality_B,merchant_quality_B,cum_revenue_A,cum_subsidy_cost_A,cum_invest_cost_A,cum_total_cost_A,cum_profit_A,cum_revenue_B,cum_subsidy_cost_B,cum_invest_cost_B,cum_total_cost_B,cum_profit_B,user_share_A_price_sensitive,user_share_B_price_sensitive,user_utility_price_sensitive,user_share_A_quality_sensitive,user_share_B_quality_sensitive,user_utility_quality_sensitive,user_share_A_inertial,user_share_B_inertial,user_utility_inertial,user_share_A_normal,user_share_B_normal,user_utility_normal,merchant_share_A_large,merchant_share_B_large,merchant_utility_large,merchant_share_A_small_medium,merchant_share_B_small_medium,merchant_utility_small_medium,merchant_share_A_new,merchant_share_B_new,merchant_utility_new,merchant_share_A_multi_home,merchant_share_B_multi_home,merchant_utility_multi_home,run_id,network
67,none,B,0.97,0.9,0.030000000000000027,0.09999999999999998,0.935,0.065,0.0,0.2,0.0,0.0,0.0,0.0,1.0528867372790531,1.08604376993611,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.50125,0.0,0.0,0.0,275.8118099851583,11.676249999999996,0.0,0.0,0.0,9.42546252011636,0.9874213836477987,0.012578616352201259,0.8646858991658837,0.9823008849557522,0.017699115044247787,0.848560857432376,0.9047619047619048,0.09523809523809523,1.5975661143469013,1.0,0.0,1.2178796920283457,1.0,0.0,1.4120517583122054,0.9545454545454546,0.045454545454545456,1.0762015498092732,0.5,0.5,0.5679625523345572,1.0,0.0,1.265281830283854,12,中等
68,none,B,0.9675,0.85,0.03249999999999997,0.15000000000000002,0.90875,0.09125,0.0,0.3,0.0,0.0,0.0,0.0,1.0100033775034303,1.0881338736026411,0.8175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.725,0.0,0.0,0.0,277.9361154718086,11.724999999999996,0.0,0.0,0.0,9.438055302298967,0.9937106918238994,0.006289308176100629,0.8131549176618155,0.9646017699115044,0.035398230088495575,0.8198969591380799,0.9047619047619048,0.09523809523809523,1.5855698942499281,1.0,0.0,1.110761172580597,1.0,0.0,1.4480446445513817,0.9090909090909091,0.09090909090909091,1.0863095630405306,0.5,0.5,0.6468984722591961,0.75,0.25,1.0401991418119336,12,中等
69,none,B,0.97,0.85,0.030000000000000027,0.15000000000000002,0.9099999999999999,0.09000000000000002,0.0,0.3,0.0,0.0,0.0,0.0,1.020450719589438,1.0526259601923762,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.97,0.0,0.0,0.0,280.02331422696085,11.769999999999996,0.0,0.0,0.0,9.449446926796462,0.9811320754716981,0.018867924528301886,0.8173886022875846,0.9911504424778761,0.008849557522123894,0.8300858896156683,0.9047619047619048,0.09523809523809523,1.5887021274019388,1.0,0.0,1.1582912691753562,1.0,0.0,1.575128240694484,0.8636363636363636,0.13636363636363635,0.9270852823275042,0.5,0.5,0.7202190053190812,1.0,0.0,1.1967055597548992,12,中等
70,none,B,0.9675,0.85,0.03249999999999997,0.15000000000000002,0.90875,0.09125,0.0,0.3,0.0,0.0,0.0,0.0,1.0297012234604377,1.118127582894623,0.8175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.19375,0.0,0.0,0.0,282.06349721633984,11.818749999999996,0.0,0.0,0.0,9.461541034804636,0.9748427672955975,0.025157232704402517,0.8222142559590097,0.9911504424778761,0.008849557522123894,0.8388934546653868,0.9047619047619048,0.09523809523809523,1.603739962592456,1.0,0.0,1.1736205784485814,1.0,0.0,1.5367764684743568,0.8636363636363636,0.13636363636363635,1.0404588872660065,0.5,0.5,0.5811995539285367,1.0,0.0,1.5133996811416766,12,中等
0,none,B,0.5075,0.4,0.49250000000000005,0.6,0.45375,0.54625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10749999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5095541401273885,0.49044585987261147,0.0,0.4153846153846154,0.5846153846153846,0.0,0.5789473684210527,0.42105263157894735,0.0,0.6756756756756757,0.32432432432432434,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.16666666666666666,0.8333333333333334,0.0,0.5,0.5,0.0,13,中等
1,none,B,0.6475,0.625,0.35250000000000004,0.375,0.63625,0.36375,0.0,0.35,0.0,0.0,0.0,0.0,0.8209958464859333,0.7443870233993926,0.27249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.046875,0.0,0.0,0.0,4.046875,1.3218750000000001,0.0,0.0,0.0,1.3218750000000001,0.6687898089171974,0.33121019108280253,0.6485833452708214,0.6153846153846154,0.38461538461538464,0.655659152824231,0.5789473684210527,0.42105263157894735,1.4250992745522786,0.8108108108108109,0.1891891891891892,0.8926356392900361,0.5,0.5,0.9187222541821374,0.8125,0.1875,0.7368342564413173,0.5,0.5,0.6579022140738269,0.5,0.5,0.6853820576429013,13,中等
2,none,B,0.73,0.675,0.27,0.32499999999999996,0.7025,0.2975,0.0,0.35,0.0,0.0,0.0,0.0,0.8573409944741974,0.8017466348411606,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.974375,0.0,0.0,0.0,8.875824999999999,2.199375,0.0,0.0,0.0,2.181825,0.7707006369426752,0.22929936305732485,0.6977151416316999,0.7307692307692307,0.2692307692307692,0.7010899363722756,0.5789473684210527,0.42105263157894735,1.3989799910711629,0.8648648648648649,0.13513513513513514,0.97110674334319,0.75,0.25,0.9974250147094499,0.8125,0.1875,0.8736105012635556,0.5,0.5,0.5908264058428639,0.5,0.5,0.7556950964098939,13,中等
3,none,B,0.8175,0.725,0.1825,0.275,0.77125,0.22875,0.0,0.35,0.0,0.0,0.0,0.0,0.8887563033440696,0.8973168368161899,0.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.901250000000001,0.0,0.0,0.0,14.567995749999998,2.70125,0.0,0.0,0.0,2.66382575,0.8789808917197452,0.12101910828025478,0.7362051134896961,0.8538461538461538,0.14615384615384616,0.742212027032396,0.5789473684210527,0.42105263157894735,1.423567009191182,0.918918918918919,0.08108108108108109,0.9524233055947049,1.0,0.0,1.2854987302027585,0.8125,0.1875,0.9047398643496681,0.5,0.5,0.7019198367408371,0.5,0.5,0.6774519401351968,13,中等
4,none,B,0.89,0.825,0.10999999999999999,0.17500000000000004,0.8574999999999999,0.14250000000000002,0.0,0.35,0.0,0.0,0.0,0.0,0.9450552048854709,0.88486333715024,0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.243750000000002,0.0,0.0,0.0,21.47869801,2.89375,0.0,0.0,0.0,2.84500521,0.9554140127388535,0.044585987261146494,0.7874459581287098,0.9615384615384616,0.038461538461538464,0.804948285325849,0.5789473684210527,0.42105263157894735,1.4475675523608416,1.0,0.0,1.0739096069242329,1.0,0.0,1.1627362685040166,0.8125,0.1875,0.8591444290073451,0.8333333333333334,0.16666666666666666,0.7738812013630625,0.5,0.5,0.7649395143757993,13,中等
5,none,B,0.915,0.9,0.08499999999999996,0.09999999999999998,0.9075,0.09249999999999997,0.0,0.2,0.0,0.0,0.0,0.0,1.0153399084759478,1.0677733764997748,0.8150000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.478750000000005,0.0,0.0,0.0,29.0743998076,2.97875,0.0,0.0,0.0,2.9234065036,0.9808917197452229,0.01910828025477707,0.8392350401020552,0.9923076923076923,0.007692307692307693,0.88046943070392,0.6052631578947368,0.39473684210526316,1.4736684655824692,1.0,0.0,1.295033316718352,1.0,0.0,1.3925507776288892,0.9375,0.0625,1.0722850748050496,0.9166666666666666,0.08333333333333333,0.962750711200631,0.5,0.5,0.7152397769178767,13,中等
6,none,B,0.9175,0.875,0.08250000000000002,0.125,0.89625,0.10375000000000001,0.0,0.25,0.0,0.0,0.0,0.0,0.989186994588368,0.9414357492330316,0.7925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.50687500000001,0.0,0.0,0.0,36.331188954409996,3.0818749999999997,0.0,0.0,0.0,3.01662333577,1.0,0.0,0.84254234048963,0.9769230769230769,0.023076923076923078,0.8324746144823136,0.6052631578947368,0.39473684210526316,1.4754650538339922,1.0,0.0,1.1632055784970567,1.0,0.0,1.4583314928829916,0.875,0.125,0.8422347228503632,0.8333333333333334,0.16666666666666666,0.7659422058558101,0.75,0.25,0.8309289975954492,13,中等
7,none,B,0.9125,0.8,0.08750000000000002,0.19999999999999996,0.85625,0.14375,0.0,0.3,0.0,0.0,0.0,0.0,0.9721178856913611,0.948990012191094,0.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.806875000000005,0.0,0.0,0.0,42.7978383347172,3.2568749999999995,0.0,0.0,0.0,3.1716457524212,0.9872611464968153,0.012738853503184714,0.8218207269182954,0.9769230769230769,0.023076923076923078,0.8293028746476078,0.6052631578947368,0.39473684210526316,1.442757248585351,1.0,0.0,1.1449290690188172,1.0,0.0,1.3216375736616084,0.6875,0.3125,0.9240122104599917,0.8333333333333334,0.16666666666666666,0.7693325806061257,0.75,0.25,0.8425783909293807,13,中等
8,none,B,0.915,0.85,0.08499999999999996,0.15000000000000002,0.8825000000000001,0.1175,0.0,0.3,0.0,0.0,0.0,0.0,0.9764573377171522,0.97993243166184,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.58437500000001,0.0,0.0,0.0,49.549684669543566,3.3843749999999995,0.0,0.0,0.0,3.2823317579101565,0.9936305732484076,0.006369426751592357,0.8492449379344679,0.9769230769230769,0.023076923076923078,0.8007635871697564,0.6052631578947368,0.39473684210526316,1.4447829888482142,1.0,0.0,1.1715866580166607,1.0,0.0,1.464379555480336,0.8125,0.1875,0.9020604644675179,0.8333333333333334,0.16666666666666666,0.7508376490740769,0.75,0.25,1.0098104005654256,13,中等
9,none,B,0.9175,0.9,0.08250000000000002,0.09999999999999998,0.90875,0.09125,0.0,0.2,0.0,0.0,0.0,0.0,1.013513617420098,1.041345144027837,0.8175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.84187500000001,0.0,0.0,0.0,56.57486032851266,3.4668749999999995,0.0,0.0,0.0,3.352519707273154,0.9936305732484076,0.006369426751592357,0.8711175342571,0.9769230769230769,0.023076923076923078,0.8637911931301225,0.618421052631579,0.3815789473684211,1.4527788449601942,1.0,0.0,1.2415120747509003,1.0,0.0,1.4302587585890518,0.875,0.125,0.961196631657161,0.9166666666666666,0.08333333333333333,0.9391620785955097,0.75,0.25,0.8906611606850909,13,中等
10,none,B,0.915,0.9,0.08499999999999996,0.09999999999999998,0.9075,0.09249999999999997,0.0,0.2,0.0,0.0,0.0,0.0,1.0115787725155052,0.9636944505174689,0.8150000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.07687500000002,0.0,0.0,0.0,63.44077314965445,3.5518749999999994,0.0,0.0,0.0,3.4233882670542166,0.9936305732484076,0.006369426751592357,0.8364822311860689,0.9692307692307692,0.03076923076923077,0.8817451807019822,0.618421052631579,0.3815789473684211,1.5058716737635407,1.0,0.0,1.1954237300730344,1.0,0.0,1.374569397884853,0.875,0.125,0.9266655362493497,0.9166666666666666,0.08333333333333333,0.8027944611252384,0.75,0.25,0.77276018103187,13,中等
11,none,B,0.9225,0.85,0.07750000000000001,0.15000000000000002,0.88625,0.11375000000000002,0.0,0.3,0.0,0.0,0.0,0.0,0.9801321439725253,0.9396085535480434,0.7725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.91812500000002,0.0,0.0,0.0,69.84764529666143,3.6681249999999994,0.0,0.0,0.0,3.518372980854894,0.9872611464968153,0.012738853503184714,0.8358108629120056,0.9923076923076923,0.007692307692307693,0.8162623872694077,0.631578947368421,0.3684210526315789,1.4643570227533653,1.0,0.0,1.173656973987752,1.0,0.0,1.3871998294387726,0.8125,0.1875,0.843960227053896,0.8333333333333334,0.16666666666666666,0.7784279661782056,0.75,0.25,0.9105610698526907,13,中等
12,none,B,0.915,0.85,0.08499999999999996,0.15000000000000002,0.8825000000000001,0.1175,0.0,0.3,0.0,0.0,0.0,0.0,0.9835646912496333,1.016533330100178,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.69562500000002,0.0,0.0,0.0,76.07533337711796,3.7956249999999994,0.0,0.0,0.0,3.620466228075493,0.9808917197452229,0.01910828025477707,0.8021945079355672,0.9769230769230769,0.023076923076923078,0.8466316867504108,0.631578947368421,0.3684210526315789,1.4745539240982322,1.0,0.0,1.2257600336473014,1.0,0.0,1.4814558363979469,0.8125,0.1875,0.931524789035523,0.8333333333333334,0.16666666666666666,0.8376800782911848,0.75,0.25,0.9632822371902413,13,中等
13,none,B,0.9225,0.85,0.07750000000000001,0.15000000000000002,0.88625,0.11375000000000002,0.0,0.3,0.0,0.0,0.0,0.0,0.9861401587853704,1.0054366404255943,0.7725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.53687500000002,0.0,0.0,0.0,82.22849338710346,3.9118749999999993,0.0,0.0,0.0,3.7116895472096636,0.9936305732484076,0.006369426751592357,0.8325200970772179,0.9846153846153847,0.015384615384615385,0.8452802406510066,0.631578947368421,0.3684210526315789,1.4419083328459843,1.0,0.0,1.196728207894591,1.0,0.0,1.630492689433356,0.8125,0.1875,0.91557999606439,0.8333333333333334,0.16666666666666666,0.7542961296981455,0.75,0.25,0.8681726520372367,13,中等
14,none,B,0.9275,0.9,0.07250000000000001,0.09999999999999998,0.9137500000000001,0.08625,0.0,0.2,0.0,0.0,0.0,0.0,1.0143521247756584,1.0670147856102212,0.8275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.88437500000002,0.0,0.0,0.0,88.64790778145218,3.984374999999999,0.0,0.0,0.0,3.767443670431021,0.9808917197452229,0.01910828025477707,0.8481034530684719,0.9923076923076923,0.007692307692307693,0.8720942371912811,0.6710526315789473,0.32894736842105265,1.5181212262599555,1.0,0.0,1.1848417229159454,1.0,0.0,1.5675962718860654,0.875,0.125,0.9758505551921359,0.9166666666666666,0.08333333333333333,0.927927347587381,0.75,0.25,0.8477710487993928,13,中等
15,none,B,0.92,0.875,0.07999999999999996,0.125,0.8975,0.10249999999999998,0.0,0.25,0.0,0.0,0.0,0.0,0.9956858422435764,1.0206020990892968,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.93437500000002,0.0,0.0,0.0,94.71472541032513,4.084374999999999,0.0,0.0,0.0,3.842807864578511,0.9745222929936306,0.025477707006369428,0.8238822185470825,0.9769230769230769,0.023076923076923078,0.8521178519863501,0.6710526315789473,0.32894736842105265,1.4876913434292538,1.0,0.0,1.2185125872078408,1.0,0.0,1.3632794595204238,0.875,0.125,1.0459630609327628,0.9166666666666666,0.08333333333333333,0.888469630646779,0.5,0.5,0.630200936180732,13,中等
16,none,B,0.93,0.875,0.06999999999999995,0.125,0.9025000000000001,0.09749999999999998,0.0,0.25,0.0,0.0,0.0,0.0,1.0080833190756477,1.0313034804393382,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.07187500000002,0.0,0.0,0.0,100.72483148310211,4.171874999999999,0.0,0.0,0.0,3.9074326610599837,0.9936305732484076,0.006369426751592357,0.8368941259301448,0.9769230769230769,0.023076923076923078,0.8658632171093655,0.6842105263157895,0.3157894736842105,1.5315856710246916,1.0,0.0,1.158870828030595,1.0,0.0,1.6022931522501458,0.875,0.125,0.973442687034022,0.8333333333333334,0.16666666666666666,0.6977015281485311,0.75,0.25,1.1215731673114098,13,中等
17,none,B,0.9225,0.85,0.07750000000000001,0.15000000000000002,0.88625,0.11375000000000002,0.0,0.3,0.0,0.0,0.0,0.0,0.9841049323954318,0.9367312596747273,0.7725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.91312500000002,0.0,0.0,0.0,106.40031035969801,4.288124999999999,0.0,0.0,0.0,3.9915741460788614,0.9808917197452229,0.01910828025477707,0.8283954358956589,0.9538461538461539,0.046153846153846156,0.8184570624880595,0.7105263157894737,0.2894736842105263,1.490114084199973,1.0,0.0,1.1874540810786147,1.0,0.0,1.3772201555047148,0.8125,0.1875,0.840256972367956,0.9166666666666666,0.08333333333333333,0.849182125620166,0.5,0.5,0.7042980194055218,13,中等
18,none,B,0.9325,0.925,0.0675,0.07499999999999996,0.92875,0.07124999999999998,0.0,0.15,0.0,0.0,0.0,0.0,1.0224145928433435,1.096104912346866,0.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.53875000000002,0.0,0.0,0.0,112.51865391910994,4.338749999999999,0.0,0.0,0.0,4.027483560491756,0.9808917197452229,0.01910828025477707,0.8729625173208141,0.9846153846153847,0.015384615384615385,0.8626879605471074,0.7105263157894737,0.2894736842105263,1.5037481264937613,1.0,0.0,1.2290926873870178,1.0,0.0,1.4531883685804683,0.9375,0.0625,1.1801372924978573,0.9166666666666666,0.08333333333333333,0.7765784724366154,0.75,0.25,1.00438779900645,13,中等
19,none,B,0.94,0.9,0.06000000000000005,0.09999999999999998,0.9199999999999999,0.08000000000000002,0.0,0.2,0.0,0.0,0.0,0.0,1.0191088973695404,1.0382033390535659,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.99875000000003,0.0,0.0,0.0,118.39949881816044,4.398749999999999,0.0,0.0,0.0,4.069191680343178,0.9872611464968153,0.012738853503184714,0.8726701950719131,1.0,0.0,0.860778761318747,0.7105263157894737,0.2894736842105263,1.4848153361202765,1.0,0.0,1.240192805539123,1.0,0.0,1.4940592239289177,0.9375,0.0625,1.0527275207031215,0.9166666666666666,0.08333333333333333,0.8506446017220387,0.5,0.5,0.6310710546992242,13,中等
20,none,B,0.94,0.9,0.06000000000000005,0.09999999999999998,0.9199999999999999,0.08000000000000002,0.0,0.2,0.0,0.0,0.0,0.0,1.0154307816585302,1.0308707848809329,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.45875000000004,0.0,0.0,0.0,124.16272681922993,4.458749999999998,0.0,0.0,0.0,4.110065637797572,0.9808917197452229,0.01910828025477707,0.8541701152554377,0.9923076923076923,0.007692307692307693,0.855703361576922,0.7368421052631579,0.2631578947368421,1.532909506061823,1.0,0.0,1.1979741919624272,1.0,0.0,1.3535509402059078,0.9375,0.0625,1.0609098818507017,0.9166666666666666,0.08333333333333333,0.8525878652767273,0.5,0.5,0.8002028451645218,13,中等
21,none,B,0.945,0.875,0.05500000000000005,0.125,0.9099999999999999,0.09000000000000002,0.0,0.25,0.0,0.0,0.0,0.0,1.0149507704917509,1.0702530842678555,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.72750000000005,0.0,0.0,0.0,129.68301023567986,4.527499999999998,0.0,0.0,0.0,4.155963685855735,0.9936305732484076,0.006369426751592357,0.840863132499566,0.9923076923076923,0.007692307692307693,0.8603792943509634,0.7368421052631579,0.2631578947368421,1.546159841593317,1.0,0.0,1.2056037883121924,1.0,0.0,1.4637066185497958,0.9375,0.0625,1.1369894893896344,0.8333333333333334,0.16666666666666666,0.8357682463815372,0.5,0.5,0.7198549088758132,13,中等
22,none,B,0.945,0.875,0.05500000000000005,0.125,0.9099999999999999,0.09000000000000002,0.0,0.25,0.0,0.0,0.0,0.0,1.005312382091632,1.0281734432598089,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.99625000000006,0.0,0.0,0.0,135.0928879838008,4.596249999999998,0.0,0.0,0.0,4.200943772952734,0.9872611464968153,0.012738853503184714,0.8259877572903404,1.0,0.0,0.8513731211457864,0.7368421052631579,0.2631578947368421,1.5488974132830193,1.0,0.0,1.190545021178582,1.0,0.0,1.5454412377109765,0.9375,0.0625,0.9842906918479619,0.8333333333333334,0.16666666666666666,0.8361062291625876,0.5,0.5,0.7453705022965238,13,中等
23,none,B,0.955,0.95,0.04500000000000004,0.050000000000000044,0.9524999999999999,0.04750000000000004,0.0,0.1,0.0,0.0,0.0,0.0,1.0572717160658194,1.1300573182553424,0.9049999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.06875000000005,0.0,0.0,0.0,140.9099091239285,4.618749999999998,0.0,0.0,0.0,4.21537011361439,1.0,0.0,0.9224757256385534,1.0,0.0,0.886931096712349,0.7631578947368421,0.23684210526315788,1.524486243567641,1.0,0.0,1.268054065333218,1.0,0.0,1.4509243739528628,1.0,0.0,1.1783638192681336,0.9166666666666666,0.08333333333333333,0.8573599018275831,0.75,0.25,1.1131894520924135,13,中等
24,none,B,0.9525,0.95,0.04749999999999999,0.050000000000000044,0.9512499999999999,0.048750000000000016,0.0,0.1,0.0,0.0,0.0,0.0,1.0653464438364582,1.0133189903107422,0.9025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.11750000000006,0.0,0.0,0.0,146.5956665933025,4.642499999999997,0.0,0.0,0.0,4.2302933615655025,0.9872611464968153,0.012738853503184714,0.8943000095580104,1.0,0.0,0.9291788133649418,0.7763157894736842,0.2236842105263158,1.5587811021037186,1.0,0.0,1.256023419909457,1.0,0.0,1.2999192532559924,1.0,0.0,1.0443282428188105,0.8333333333333334,0.16666666666666666,0.7313932158157096,1.0,0.0,1.1618587778730673,13,中等
25,none,B,0.9525,0.925,0.04749999999999999,0.07499999999999996,0.93875,0.06124999999999997,0.0,0.15,0.0,0.0,0.0,0.0,1.0274760393211237,1.0650249755947128,0.8775000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.92812500000005,0.0,0.0,0.0,152.0210762206578,4.678124999999997,0.0,0.0,0.0,4.252230536053639,1.0,0.0,0.8856520955725845,0.9846153846153847,0.015384615384615385,0.8481951453356495,0.7763157894736842,0.2236842105263158,1.5447454196740502,1.0,0.0,1.196676106343025,1.0,0.0,1.5203130832422498,0.9375,0.0625,0.9890267787977695,0.8333333333333334,0.16666666666666666,0.8076023934989549,1.0,0.0,1.2307092937746882,13,中等
26,none,B,0.955,0.9,0.04500000000000004,0.09999999999999998,0.9275,0.07250000000000001,0.0,0.2,0.0,0.0,0.0,0.0,1.0336542072446293,1.0650922586069584,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.52312500000005,0.0,0.0,0.0,157.2078555731074,4.723124999999997,0.0,0.0,0.0,4.279386448893689,0.9872611464968153,0.012738853503184714,0.8594033944375439,1.0,0.0,0.8964371867838602,0.7894736842105263,0.21052631578947367,1.5557631158296972,1.0,0.0,1.1827167266540122,1.0,0.0,1.4383952296168045,0.875,0.125,1.024072091886412,0.8333333333333334,0.16666666666666666,0.8169007042103534,1.0,0.0,1.2271416466592664,13,中等
27,none,B,0.955,0.85,0.04500000000000004,0.15000000000000002,0.9025,0.09750000000000003,0.0,0.3,0.0,0.0,0.0,0.0,1.0060284145562293,0.9615544410511317,0.8049999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.64062500000006,0.0,0.0,0.0,162.00850801820798,4.790624999999997,0.0,0.0,0.0,4.3193056407685635,0.9808917197452229,0.01910828025477707,0.8284256697572533,0.9923076923076923,0.007692307692307693,0.8304637267574856,0.8157894736842105,0.18421052631578946,1.5603245642377377,1.0,0.0,1.2379347110827454,1.0,0.0,1.5442856433140815,0.8125,0.1875,0.8952703031941418,0.8333333333333334,0.16666666666666666,0.7351640977205545,0.75,0.25,0.7403996179449251,13,中等
28,none,B,0.9575,0.925,0.04249999999999998,0.07499999999999996,0.94125,0.05874999999999997,0.0,0.15,0.0,0.0,0.0,0.0,1.0414229745430645,1.1017297632195757,0.8825000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.49750000000006,0.0,0.0,0.0,167.14166515429744,4.822499999999997,0.0,0.0,0.0,4.337779355675102,0.9936305732484076,0.006369426751592357,0.8686219780209091,0.9846153846153847,0.015384615384615385,0.8763926261298425,0.8157894736842105,0.18421052631578946,1.6022641164994258,1.0,0.0,1.2024979734353383,1.0,0.0,1.438267459203798,0.875,0.125,1.0618592422832902,0.9166666666666666,0.08333333333333333,0.8975128070386732,1.0,0.0,1.2007873235389805,13,中等
29,none,B,0.955,0.925,0.04500000000000004,0.07499999999999996,0.94,0.06,0.0,0.15,0.0,0.0,0.0,0.0,1.0557387181862297,1.1085397390418184,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.33125000000007,0.0,0.0,0.0,172.15902469859628,4.8562499999999975,0.0,0.0,0.0,4.356948551613416,0.9872611464968153,0.012738853503184714,0.9045242531814179,0.9846153846153847,0.015384615384615385,0.8741676871355208,0.8157894736842105,0.18421052631578946,1.6043057086384966,1.0,0.0,1.2085444956990858,1.0,0.0,1.5197276188249225,0.875,0.125,1.0260350415528066,0.9166666666666666,0.08333333333333333,0.9248701524455386,1.0,0.0,1.167191529220497,13,中等
30,none,B,0.965,0.9,0.03500000000000003,0.09999999999999998,0.9325,0.0675,0.0,0.2,0.0,0.0,0.0,0.0,1.0351023059792623,1.0198684917675462,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.01625000000007,0.0,0.0,0.0,176.99324032496003,4.891249999999998,0.0,0.0,0.0,4.376430134448503,1.0,0.0,0.8624941470329879,1.0,0.0,0.8732578724805966,0.8157894736842105,0.18421052631578946,1.5766164294265792,1.0,0.0,1.2238640337467153,1.0,0.0,1.3739935308194868,0.9375,0.0625,1.0600452368709854,0.8333333333333334,0.16666666666666666,0.7463588806604037,0.75,0.25,0.9714402665713348,13,中等
31,none,B,0.9675,0.9,0.03249999999999997,0.09999999999999998,0.9337500000000001,0.06624999999999998,0.0,0.2,0.0,0.0,0.0,0.0,1.023638653191815,1.1074834020750364,0.8675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.72375000000008,0.0,0.0,0.0,181.7430450359826,4.923749999999997,0.0,0.0,0.0,4.394158374828432,1.0,0.0,0.8618110002941584,1.0,0.0,0.847683569306968,0.8289473684210527,0.17105263157894737,1.5706533367234001,1.0,0.0,1.2049355845853766,1.0,0.0,1.5554437601324147,0.9375,0.0625,1.1347249633082344,0.8333333333333334,0.16666666666666666,0.801741677597139,0.75,0.25,1.019821614461181,13,中等
32,none,B,0.9575,0.9,0.04249999999999998,0.09999999999999998,0.92875,0.07124999999999998,0.0,0.2,0.0,0.0,0.0,0.0,1.0166860858324396,1.1201243277700117,0.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.3412500000001,0.0,0.0,0.0,186.3497419358152,4.966249999999997,0.0,0.0,0.0,4.416877796730711,0.9872611464968153,0.012738853503184714,0.855454690520267,0.9846153846153847,0.015384615384615385,0.8536811853952114,0.8289473684210527,0.17105263157894737,1.556503120173371,1.0,0.0,1.1647366672092028,1.0,0.0,1.7388715194049418,0.9375,0.0625,1.0747358384886037,0.8333333333333334,0.16666666666666666,0.8646749801884585,0.75,0.25,0.8305319443704411,13,中等
