t,strategy,active_strategy_platform,user_share_A,merchant_share_A,user_share_B,merchant_share_B,L_A,L_B,user_multi_home_rate,merchant_multi_home_rate,shortage_A,shortage_B,C_A,C_B,avg_user_utility,avg_merchant_utility,lock_in_index,user_subsidy_A,merchant_subsidy_A,user_subsidy_B,merchant_subsidy_B,user_quality_A,merchant_quality_A,user_quality_B,merchant_quality_B,cum_revenue_A,cum_subsidy_cost_A,cum_invest_cost_A,cum_total_cost_A,cum_profit_A,cum_revenue_B,cum_subsidy_cost_B,cum_invest_cost_B,cum_total_cost_B,cum_profit_B,user_share_A_price_sensitive,user_share_B_price_sensitive,user_utility_price_sensitive,user_share_A_quality_sensitive,user_share_B_quality_sensitive,user_utility_quality_sensitive,user_share_A_inertial,user_share_B_inertial,user_utility_inertial,user_share_A_normal,user_share_B_normal,user_utility_normal,merchant_share_A_large,merchant_share_B_large,merchant_utility_large,merchant_share_A_small_medium,merchant_share_B_small_medium,merchant_utility_small_medium,merchant_share_A_new,merchant_share_B_new,merchant_utility_new,merchant_share_A_multi_home,merchant_share_B_multi_home,merchant_utility_multi_home,run_id,network
8,none,B,0.6675,0.65,0.3325,0.35,0.65875,0.34125,0.0,0.5,0.0,0.0,0.0,0.0,0.6382195955021959,0.47265143057746395,0.3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.79625,0.0,0.0,0.0,33.367713198551726,8.84625,0.0,0.0,0.0,8.26272689973659,0.6546762589928058,0.34532374100719426,0.4581681271185665,0.689922480620155,0.31007751937984496,0.42905182573598805,0.6022727272727273,0.3977272727272727,1.2211786074613105,0.7727272727272727,0.22727272727272727,0.6543423989740877,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.5088275115673965,0.75,0.25,0.4474228812163268,0.5,0.5,0.38868503974809354,26,弱
9,none,B,0.675,0.65,0.32499999999999996,0.35,0.6625000000000001,0.33749999999999997,0.0,0.5,0.0,0.0,0.0,0.0,0.6536771010434442,0.47886531667846877,0.32500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.18375,0.0,0.0,0.0,37.10043596012931,9.983749999999999,0.0,0.0,0.0,9.230469837923371,0.6474820143884892,0.35251798561151076,0.4528131367844377,0.7364341085271318,0.26356589147286824,0.47475253804853873,0.5909090909090909,0.4090909090909091,1.2058541079049485,0.75,0.25,0.7084448977373569,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.48940198105695154,0.75,0.25,0.38587242785830767,0.5,0.5,0.4886671448224778,26,弱
10,none,B,0.6375,0.65,0.36250000000000004,0.35,0.64375,0.35625,0.0,0.5,0.0,0.0,0.0,0.0,0.6423274497892099,0.47664192368042607,0.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3275,0.0,0.0,0.0,40.555278249456116,11.2525,0.0,0.0,0.0,10.288287311125998,0.60431654676259,0.39568345323741005,0.4371392334148682,0.6744186046511628,0.32558139534883723,0.45638970249136934,0.5909090909090909,0.4090909090909091,1.2404995098719978,0.7272727272727273,0.2727272727272727,0.6393272268385185,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.46491135650089765,0.75,0.25,0.41680838658102426,0.5,0.5,0.5310748131869605,26,弱
11,none,B,0.65,0.6,0.35,0.4,0.625,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.6291110596168749,0.46630364805698116,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2275,0.0,0.0,0.0,43.74186219631755,12.6525,0.0,0.0,0.0,11.432189240768563,0.6834532374100719,0.31654676258992803,0.4297625854802356,0.6356589147286822,0.3643410852713178,0.4534344641964644,0.5909090909090909,0.4090909090909091,1.2086272472458897,0.7045454545454546,0.29545454545454547,0.6148904733185246,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,0.5051863285280654,0.75,0.25,0.3279344563734614,0.5,0.5,0.4205563555055697,26,弱
12,none,B,0.58,0.5,0.42000000000000004,0.5,0.54,0.46,0.0,0.5,0.0,0.0,0.0,0.0,0.6369962702012026,0.5324542767788081,0.07999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1275,0.0,0.0,0.0,46.06398311349196,14.7525,0.0,0.0,0.0,13.113725077343135,0.5683453237410072,0.4316546762589928,0.43958444196299395,0.5503875968992248,0.4496124031007752,0.446483351121905,0.5909090909090909,0.4090909090909091,1.2227617498882457,0.6818181818181818,0.3181818181818182,0.647656462789399,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.5366958167615311,0.25,0.75,0.4697928101627849,0.5,0.5,0.546490859470137,26,弱
13,none,B,0.56,0.5,0.43999999999999995,0.5,0.53,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.6409204193703864,0.510488533584877,0.06000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.927499999999995,0.0,0.0,0.0,48.261189939949396,16.9525,0.0,0.0,0.0,14.840101869559694,0.5179856115107914,0.48201438848920863,0.46176643360888003,0.5503875968992248,0.4496124031007752,0.44774207696318785,0.5909090909090909,0.4090909090909091,1.2034447413433669,0.6590909090909091,0.3409090909090909,0.648199279773921,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.494724121203853,0.25,0.75,0.5451470579584894,0.5,0.5,0.5376125960260942,26,弱
14,none,B,0.5675,0.5,0.4325,0.5,0.53375,0.46625,0.0,0.5,0.0,0.0,0.0,0.0,0.6266095880970927,0.46749101162728135,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.76499999999999,0.0,0.0,0.0,50.443290969474944,19.115000000000002,0.0,0.0,0.0,16.50311278633467,0.49640287769784175,0.5035971223021583,0.4610765855278397,0.6046511627906976,0.3953488372093023,0.4258351352885343,0.5909090909090909,0.4090909090909091,1.1809760530387197,0.6363636363636364,0.36363636363636365,0.6294446529736158,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.48451953244394474,0.25,0.75,0.5131633033102391,0.5,0.5,0.40494794083077335,26,弱
15,none,B,0.5325,0.45,0.4675,0.55,0.49124999999999996,0.50875,0.0,0.5,0.0,0.0,0.0,0.0,0.6378969858110627,0.470330872798458,0.08249999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.161249999999995,0.0,0.0,0.0,52.24920547173418,21.68625,0.0,0.0,0.0,18.440914628352008,0.5107913669064749,0.4892086330935252,0.4800078752031772,0.4883720930232558,0.5116279069767442,0.42517450770207876,0.5909090909090909,0.4090909090909091,1.2093373162377512,0.6136363636363636,0.38636363636363635,0.6174660079248495,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.43923824434259456,0.25,0.75,0.6225456645352805,0.5,0.5,0.4902857900889746,26,弱
16,none,B,0.5325,0.55,0.4675,0.44999999999999996,0.54125,0.45875,0.0,0.5,0.0,0.0,0.0,0.0,0.645791073113956,0.5771433023176766,0.08250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.089999999999996,0.0,0.0,0.0,54.4122897311069,23.790000000000003,0.0,0.0,0.0,19.994679378042278,0.4460431654676259,0.5539568345323741,0.4511959742848488,0.5348837209302325,0.46511627906976744,0.44960027296747657,0.5909090909090909,0.4090909090909091,1.243146711295662,0.6818181818181818,0.3181818181818182,0.641019159390128,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,0.5751246028459898,0.25,0.75,0.5489929772131601,0.5,0.5,0.5936520509858692,26,弱
17,none,B,0.5425,0.5,0.4575,0.5,0.52125,0.47875,0.0,0.5,0.0,0.0,0.0,0.0,0.6410902850680431,0.4904905641212468,0.04249999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8025,0.0,0.0,0.0,56.37559104821405,26.077500000000004,0.0,0.0,0.0,21.65036666389761,0.49640287769784175,0.5035971223021583,0.4422724411045983,0.5271317829457365,0.4728682170542636,0.45727528937380146,0.5909090909090909,0.4090909090909091,1.2146932780869202,0.6363636363636364,0.36363636363636365,0.6608800889274655,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.4709946813155116,0.25,0.75,0.4133289320201101,0.5,0.5,0.5720445122566128,26,弱
18,none,B,0.56,0.5,0.43999999999999995,0.5,0.53,0.47,0.0,0.5,0.0,0.0,0.0,0.0,0.6413313536182139,0.457696510526835,0.06000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.60249999999999,0.0,0.0,0.0,58.361691993519855,28.277500000000003,0.0,0.0,0.0,23.21087454949503,0.5035971223021583,0.49640287769784175,0.4540974595949567,0.5813953488372093,0.4186046511627907,0.4697484868834224,0.5909090909090909,0.4090909090909091,1.1790909176507147,0.6136363636363636,0.38636363636363635,0.6603508864173254,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.45128886535436485,0.75,0.25,0.383144327032083,0.5,0.5,0.5041772613731587,26,弱
19,none,B,0.5625,0.5,0.4375,0.5,0.53125,0.46875,0.0,0.5,0.0,0.0,0.0,0.0,0.62751913740397,0.5078065925871037,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41499999999999,0.0,0.0,0.0,60.31676011155526,30.465000000000003,0.0,0.0,0.0,24.73148308574479,0.539568345323741,0.460431654676259,0.43749041282323825,0.5658914728682171,0.43410852713178294,0.41660311532500616,0.5909090909090909,0.4090909090909091,1.2134428057655327,0.5681818181818182,0.4318181818181818,0.6743572453378488,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.5397247932048194,0.75,0.25,0.5034515880174895,0.5,0.5,0.4265612728088878,26,弱
