multi_home_cost_kM,merchant_multi_home_rate_mean,merchant_multi_home_rate_std,final_LA_mean,final_LA_std,concentration_C_mean,concentration_C_std,coexist_prob,tilt_prob,strict_lock_prob,lock_in_index_mean,lock_in_index_std
0.0,0.28,0.05777483045827792,0.5096666666666666,0.07643944338983065,0.8513333333333333,0.029911747586494494,0.0,0.0,1.0,0.8513333333333333,0.029911747586494494
0.2,0.21933333333333332,0.07095084910348676,0.45883333333333337,0.049265000049579385,0.879,0.03968409739690316,0.0,0.06666666666666667,0.9333333333333333,0.879,0.03968409739690316
0.5,0.17266666666666666,0.04151720319240616,0.45116666666666666,0.013370279272180225,0.9023333333333333,0.02674055854436045,0.0,0.0,1.0,0.9023333333333333,0.02674055854436045
0.8,0.12666666666666665,0.03536346578947938,0.46266666666666667,0.011651056880677453,0.9253333333333333,0.023302113761354906,0.0,0.0,1.0,0.9253333333333333,0.023302113761354906
1.2,0.08466666666666667,0.037021273784726506,0.4731666666666667,0.012211027614508896,0.9463333333333334,0.024422055229017792,0.0,0.0,1.0,0.9463333333333334,0.024422055229017792
1.6,0.05733333333333333,0.03473379883642438,0.48000000000000004,0.01210585495278756,0.9600000000000001,0.02421170990557512,0.0,0.0,1.0,0.9600000000000001,0.02421170990557512
2.0,0.04666666666666666,0.031220388269176936,0.4826666666666667,0.011798110115558777,0.9653333333333334,0.023596220231117553,0.0,0.0,1.0,0.9653333333333334,0.023596220231117553
