t,x,y,q_u,q_m,D_u,D_m,P_u,P_m,ds_u,ds_m,inv_u,inv_m,shortage_A,shortage_B,revenue_rate,subsidy_cost_rate,invest_cost_rate,total_cost_rate,profit_rate,cum_revenue,cum_subsidy_cost,cum_invest_cost,cum_total_cost,cum_profit
0.0,0.35,0.35,0.0,0.0,-0.43500000000000005,-0.37500000000000006,0.17909367666214976,0.21206880435710532,0.0,0.0,0.75,0.1,0.0,0.0,0.77,0.0,0.935,0.935,-0.16500000000000004,0.0,0.0,0.0,0.0,0.0
0.030003000300030003,0.3448728102998645,0.34586206413071313,0.0063,0.0008400000000000001,-0.44119464093635624,-0.3864833473349144,0.17592826690737814,0.205430657623321,0.0,0.0,0.75,0.1,0.0,0.0,0.7599072872567203,0.0,0.935,0.935,-0.17509271274327975,0.0231,0.0,0.028050000000000002,0.028050000000000002,-0.004950000000000001
0.060006000600060005,0.3398044739980899,0.34164912193549135,0.012591495000000001,0.0016788660000000002,-0.4475483753557758,-0.39788762503607455,0.17272744614249705,0.19899194006722673,0.0,0.0,0.75,0.1,0.0,0.0,0.7497834203206795,0.0,0.935,0.935,-0.1852165796793206,0.04589721861770161,0.0,0.056100000000000004,0.056100000000000004,-0.010202781382298394
0.09000900090009001,0.3347921631624221,0.3373694064794434,0.018874496481750002,0.0025165995309,-0.45404284638637477,-0.40921437090453405,0.1695035248868933,0.19274830384253905,0.0,0.0,0.75,0.1,0.0,0.0,0.7396354509377542,0.0,0.935,0.935,-0.19536454906224587,0.068390721227322,0.0,0.08415,0.08415,-0.01575927877267801
0.12001200120012001,0.32983350401415623,0.33303077340033627,0.02514901591149964,0.003353202121533285,-0.4606603759206152,-0.4204644031499861,0.16626796502784752,0.1866956852038787,0.0,0.0,0.75,0.1,0.0,0.0,0.7294704320945598,0.0,0.935,0.935,-0.2055295679054403,0.09057978475545461,0.0,0.11220000000000001,0.11220000000000001,-0.021620215244545386
0.15001500150015,0.324926537844567,0.32864072075444256,0.031415064740019115,0.0041886752986692154,-0.46738393652703525,-0.43163788863497554,0.16303139409375172,0.18083024573407525,0.0,0.0,0.75,0.1,0.0,0.0,0.7192954027498981,0.0,0.935,0.935,-0.21570459725010194,0.1124638977182914,0.0,0.14025,0.14025,-0.027786102281708594
0.18001800180018002,0.3200696835320425,0.32420640650383153,0.03767265440262009,0.005023020587016012,-0.474197128222163,-0.44273440909698314,0.15980362202181272,0.17514831981151555,0.0,0.0,0.75,0.1,0.0,0.0,0.7091173713366403,0.0,0.935,0.935,-0.22588262866335973,0.13404275980078834,0.0,0.1683,0.1683,-0.034257240199211655
0.21002100210021002,0.3152617016867356,0.31973466390306204,0.04392179631917655,0.00585623950922354,-0.48108415947010674,-0.4537530251657742,0.15659366038392,0.1696463683386202,0.0,0.0,0.75,0.1,0.0,0.0,0.69894329837041,0.0,0.935,0.935,-0.23605670162959003,0.15531628094088754,0.0,0.19635,0.19635,-0.04103371905911245
0.24002400240024002,0.31050166044765115,0.3152320150361288,0.050162501894145665,0.006688333585886088,-0.4880298317953196,-0.46469233800074716,0.15340974400582477,0.16432093864645556,0.0,0.0,0.75,0.1,0.0,0.0,0.6887800784910056,0.0,0.935,0.935,-0.2462199215089944,0.17628457989199983,0.0,0.2244,0.2244,-0.04811542010800015
0.27002700270027,0.30578890295439637,0.3107046827444386,0.05639478251658857,0.007519304335545142,-0.4950195274195607,-0.4755505483834428,0.15025935487928924,0.15916863039810414,0.0,0.0,0.75,0.1,0.0,0.0,0.6786345222477226,0.0,0.935,0.935,-0.25636547775227747,0.19694798224673,0.0,0.25245,0.25245,-0.05550201775326998
0.3000300030003,0.3011230165121432,0.30615860117404853,0.06261864956019117,0.008349153274692156,-0.5020391993660207,-0.4863255131139972,0.14714924822839806,0.15418606723448722,0.0,0.0,0.75,0.1,0.0,0.0,0.6685133379210014,0.0,0.935,0.935,-0.2664866620789986,0.21730701791416168,0.0,0.2805,0.2805,-0.0631929820858383
0.33003300330033003,0.2965038034636308,0.3015994251558617,0.0688341143832849,0.009177881917771321,-0.5090753635108316,-0.49701479857703623,0.14408548055307432,0.1493698738406964,0.0,0.0,0.75,0.1,0.0,0.0,0.6584231136506649,0.0,0.935,0.935,-0.2765768863493352,0.23736241805179173,0.0,0.30855000000000005,0.30855000000000005,-0.07118758194820826
0.36003600360036003,0.2919312537763141,0.2970325386164067,0.07504118832886747,0.01000549177718233,-0.5161150921035993,-0.507615731361986,0.14107343943767328,0.14471665805836373,0.0,0.0,0.75,0.1,0.0,0.0,0.6483703001160022,0.0,0.935,0.935,-0.2866296998839979,0.25711511146131166,0.0,0.33660000000000007,0.33660000000000007,-0.07948488853868832
0.39003900390039004,0.2874055193461549,0.29246306219966545,0.0812398827246235,0.010831984363283136,-0.5231460083231019,-0.5181254458445743,0.1381178748823227,0.14022299762984747,0.0,0.0,0.75,0.1,0.0,0.0,0.6383611939857534,0.0,0.935,0.935,-0.29663880601424664,0.27656622046479173,0.0,0.3646500000000001,0.3646500000000001,-0.08808377953520825
0.42004200420042004,0.2829268900122399,0.2878958602625709,0.08743020888294525,0.011657361184392704,-0.5301562814807645,-0.528540928659842,0.13522293189084314,0.13588543113255042,0.0,0.0,0.75,0.1,0.0,0.0,0.628401922327325,0.0,0.935,0.935,-0.3065980776726751,0.29571705628436434,0.0,0.3927000000000001,0.3927000000000001,-0.09698294371563565
0.45004500450045004,0.27849577126859804,0.2833355473886703,0.09361217810095328,0.012481623746793773,-0.5371346225319389,-0.5388590600216749,0.13239218403243797,0.13170045264580224,0.0,0.0,0.75,0.1,0.0,0.0,0.6184984281350023,0.0,0.935,0.935,-0.3165015718649977,0.3145691139541841,0.0,0.4207500000000001,0.4207500000000001,-0.10618088604581591
0.48004800480048004,0.2741126636515132,0.27878649454638427,0.099785801660517,0.013304773554735602,-0.5440702796024042,-0.5490766518690459,0.1296286676852196,0.12766450968754908,0.0,0.0,0.75,0.1,0.0,0.0,0.6086564571071743,0.0,0.935,0.935,-0.32634354289282574,0.33312406679823414,0.0,0.44880000000000014,0.44880000000000014,-0.11567593320176583
0.51005100510051,0.2697781437725244,0.2742528350006192,0.1059510908282753,0.01412681211043671,-0.5509530332839765,-0.5591904828442049,0.12693491666794662,0.12377400396251943,0.0,0.0,0.75,0.1,0.0,0.0,0.5988815457732675,0.0,0.935,0.935,-0.3361184542267326,0.3513837605114494,0.0,0.47685000000000016,0.47685000000000016,-0.1254662394885506
0.54005400540054,0.2654928469593871,0.2697384700694762,0.11210805685565713,0.014947740914087619,-0.5577731914979065,-0.5691973301324001,0.12431299697163274,0.12002529447636874,0.0,0.0,0.75,0.1,0.0,0.0,0.5891790110427585,0.0,0.935,0.935,-0.34582098895724156,0.36935020688464737,0.0,0.5049000000000001,0.5049000000000001,-0.13554979311535256
0.57005700570057,0.26125745145975443,0.26524707480168297,0.11825671097890199,0.0157675614638536,-0.5645215837671815,-0.5790939982157961,0.12176454131425478,0.11641470259025834,0.0,0.0,0.75,0.1,0.0,0.0,0.5795539412217741,0.0,0.935,0.935,-0.355446058778226,0.3870255772159301,0.0,0.5329500000000001,0.5329500000000001,-0.1459244227840698
0.6000600060006,0.25707266415538943,0.2607821036353402,0.12439706441908047,0.0165862752558774,-0.5711895547784083,-0.5888773446156736,0.11929078325872775,0.11293851861603539,0.0,0.0,0.75,0.1,0.0,0.0,0.5700111885177976,0.0,0.935,0.935,-0.3649888114822024,0.40441219545258333,0.0,0.5610000000000002,0.5610000000000002,-0.15658780454741658
0.6300630063006301,0.2529392077284896,0.2563467960847611,0.1305291283821147,0.017403883784281964,-0.5777689571502139,-0.5985443027163583,0.116892590655632,0.10959300958232693,0.0,0.0,0.75,0.1,0.0,0.0,0.5605553630302029,0.0,0.935,0.935,-0.37444463696979713,0.42151253110811726,0.0,0.5890500000000002,0.5890500000000002,-0.16753746889188265
0.6600660066006601,0.24885780921630388,0.25194418248968803,0.13665291405879884,0.018220388541173183,-0.584252143357798,-0.6080919017813751,0.1145704981968037,0.10637442783514223,0.0,0.0,0.75,0.1,0.0,0.0,0.5511908282039295,0.0,0.935,0.935,-0.38380917179607055,0.43832919199902337,0.0,0.6171000000000002,0.6171000000000002,-0.17877080800097656
0.6900690069006901,0.24482918988571886,0.24757708985005167,0.14276843262481947,0.0190357910166426,-0.5906319567921972,-0.6175172842868938,0.11232473889280552,0.10327902017179078,0.0,0.0,0.75,0.1,0.0,0.0,0.5419216977057808,0.0,0.935,0.935,-0.39307830229421925,0.45486491684514124,0.0,0.6451500000000002,0.6451500000000002,-0.19028508315485868
0.7200720072007201,0.24085405635593146,0.24324814775970385,0.14887569524077596,0.019850092698770132,-0.5969017219579691,-0.6268177207095149,0.11015527431547001,0.10030303724297224,0.0,0.0,0.75,0.1,0.0,0.0,0.5327518336675761,0.0,0.935,0.935,-0.402248166332424,0.47112256777631467,0.0,0.6732000000000002,0.6732000000000002,-0.20207743222368524
0.7500750075007501,0.23693309289471762,0.2389597944442019,0.1549747130522009,0.020663295073626794,-0.6030552338343558,-0.635990621914837,0.10806182347527046,0.09744274299382669,0.0,0.0,0.75,0.1,0.0,0.0,0.5236848462277599,0.0,0.935,0.935,-0.41131515377224015,0.48710512278634194,0.0,0.7012500000000003,0.7012500000000003,-0.21414487721365796
0.7800780078007801,0.2330669548121342,0.23471428290069066,0.16106549718958044,0.0214753996252774,-0.6090867464426949,-0.6450335493001087,0.10604389023141685,0.09469442394972793,0.0,0.0,0.75,0.1,0.0,0.0,0.514724094292963,0.0,0.935,0.935,-0.4202759057070371,0.5028156681731747,0.0,0.7293000000000003,0.7293000000000003,-0.22648433182682517
0.8100810081008101,0.22925626287471268,0.23051368713216178,0.1671480587683745,0.022286407835783274,-0.6149909606770809,-0.6539442228487105,0.10410078915964835,0.09205439818600551,0.0,0.0,0.75,0.1,0.0,0.0,0.5058726874333068,0.0,0.935,0.935,-0.42912731256669323,0.5182573910019636,0.0,0.7573500000000003,0.7573500000000003,-0.23909260899803628
0.8400840084008401,0.22550159866326075,0.2263599084637771,0.1732224088890372,0.023096321185204965,-0.6207630114662674,-0.662720527256385,0.10223166982815764,0.08951902385207734,0.0,0.0,0.75,0.1,0.0,0.0,0.49713348881979325,0.0,0.935,0.935,-0.4378665111802068,0.5334335716249627,0.0,0.7854000000000003,0.7854000000000003,-0.2519664283750371
0.8700870087008701,0.22180350079820765,0.2222546819254261,0.179288558637037,0.023905141151604938,-0.6263984543428367,-0.6713605162892667,0.10043553945553671,0.08708470714928462,0.0,0.0,0.75,0.1,0.0,0.0,0.48850911910871897,0.0,0.935,0.935,-0.4464908808912811,0.5483475762895565,0.0,0.8134500000000003,0.8134500000000003,-0.2651024237104433
0.9000900090009001,0.21816246195792752,0.21819958268214187,0.185346519082877,0.024712869211050273,-0.6318932515010187,-0.6798624155320236,0.09871128394580347,0.08474790968781588,0.0,0.0,0.75,0.1,0.0,0.0,0.48000196117649774,0.0,0.935,0.935,-0.4549980388235023,0.5630028498628181,0.0,0.8415000000000004,0.8415000000000004,-0.27849715013718174
0.9300930093009301,0.2145789266175638,0.2141960324923121,0.19139630128211513,0.025519506837615356,-0.6372437574275538,-0.6882246236811009,0.09705768731427536,0.08250515517133912,0.0,0.0,0.75,0.1,0.0,0.0,0.47161416560833835,0.0,0.935,0.935,-0.4633858343916617,0.5774029086981131,0.0,0.8695500000000004,0.8695500000000004,-0.2921470913018868
0.9600960096009601,0.21105328943846516,0.2102453061726829,0.19743791627538426,0.026325055503384577,-0.6424467041909443,-0.6964457125333436,0.09547344953424157,0.08035303537831463,0.0,0.0,0.75,0.1,0.0,0.0,0.4633476568456846,0.0,0.935,0.935,-0.4716523431543155,0.5915513336663633,0.0,0.8976000000000004,0.8976000000000004,-0.30604866633363664
0.9900990099009901,0.20758589424133844,0.20634853804885184,0.20347137508841248,0.027129516678455007,-0.6474991864736739,-0.7045244258144422,0.09395720284804922,0.0782882154264727,0.0,0.0,0.75,0.1,0.0,0.0,0.45520413989996067,0.0,0.935,0.935,-0.4797958601000394,0.6054517633717338,0.0,0.9256500000000004,0.9256500000000004,-0.32019823662826613
1.02010201020102,0.20417703349953978,0.20250672837018047,0.20949668873204313,0.027932891830939093,-0.652398646429754,-0.7124596769848912,0.09250752659744704,0.07630743832173176,0.0,0.0,0.75,0.1,0.0,0.0,0.4471851075437563,0.0,0.935,0.935,-0.48781489245624376,0.6191078875687326,0.0,0.9537000000000004,0.9537000000000004,-0.3345921124312673
1.05010501050105,0.200826948292477,0.198720749668727,0.21551386820225488,0.028735182426967324,-0.6571428584465618,-0.7202505461537152,0.09112296063695324,0.07440752880506304,0.0,0.0,0.75,0.1,0.0,0.0,0.43929184789494935,0.0,0.935,0.935,-0.4957081521050507,0.6325234407950453,0.0,0.9817500000000005,0.9817500000000005,-0.3492265592049546
1.08010801080108,0.19753582866281127,0.19499135304281706,0.22152292448018182,0.02953638993069092,-0.6617299138856515,-0.7278962762222779,0.08980201740079338,0.07258539652066882,0.0,0.0,0.75,0.1,0.0,0.0,0.4315254523141917,0.0,0.935,0.935,-0.5034745476858083,0.6457021962318937,0.0,1.0098000000000005,1.0098000000000005,-0.36409780376810613
1.11011101110111,0.19430381432495075,0.19131917434715262,0.22752386853213358,0.030336515804284488,-0.6661582058722247,-0.7353962683722377,0.0885431926987945,0.07083803853656272,0.0,0.0,0.75,0.1,0.0,0.0,0.4238868235415339,0.0,0.935,0.935,-0.5111131764584662,0.6586479598013195,0.0,1.0378500000000004,1.0378500000000004,-0.37920204019868037
1.14011401140114,0.19113099567616607,0.18770474027283493,0.2335167113096152,0.031135561507948703,-0.6704264141974978,-0.7427500770033016,0.08734497531972232,0.06916254125443935,0.0,0.0,0.75,0.1,0.0,0.0,0.416376684003568,0.0,0.935,0.935,-0.5186233159964321,0.6713645645075655,0.0,1.0659000000000003,1.0659000000000003,-0.39453543549243436
1.17011701170117,0.18801741506547276,0.18414847430228307,0.23950146374934722,0.031933528499912975,-0.6745334903924369,-0.749957404218,0.08620585552212869,0.0675560817498384,0.0,0.0,0.75,0.1,0.0,0.0,0.40899558422821247,0.0,0.935,0.935,-0.5260044157717876,0.6838558650276726,0.0,1.0939500000000002,1.0939500000000002,-0.41009413497232733
1.2001200120012,0.18496306827917244,0.18065070252570972,0.24547813677328562,0.032730418236438096,-0.678478643025425,-0.7570180939423623,0.08512433249305067,0.06601592858626827,0.0,0.0,0.75,0.1,0.0,0.0,0.40174391131002407,0.0,0.935,0.935,-0.533256088689976,0.6961257325545189,0.0,1.122,1.122,-0.42587426744548096
1.2301230123012301,0.18196790620558878,0.17721165930752647,0.2514467412886417,0.0335262321718189,-0.6822613232705003,-0.7639321257632403,0.08409892085406882,0.06453944214837472,0.0,0.0,0.75,0.1,0.0,0.0,0.3946218973746205,0.0,0.935,0.935,-0.5403781026253796,0.7081780498938196,0.0,1.15005,1.15005,-0.44187195010618024
1.2601260126012601,0.17903183664504319,0.17383149279275192,0.25740728818790204,0.03432097175838695,-0.6858812107869718,-0.7706996085551507,0.0831281562924895,0.06312407453962418,0.0,0.0,0.75,0.1,0.0,0.0,0.3876296279963455,0.0,0.935,0.935,-0.5473703720036546,0.7200167068150582,0.0,1.1781,1.1781,-0.4580832931849416
1.2901290129012901,0.17615472623446657,0.17051027024515808,0.2633597883488484,0.03511463844651313,-0.6893381999455388,-0.7773207739619747,0.08221060039294607,0.06176736908950944,0.0,0.0,0.75,0.1,0.0,0.0,0.3807670505286562,0.0,0.935,0.935,-0.5542329494713438,0.7316455956549486,0.0,1.2061499999999998,1.2061499999999998,-0.47450440434505126
1.3201320132013201,0.17333640245922097,0.16724798321048862,0.2693042526345774,0.03590723368461034,-0.6926323864306394,-0.7837959697917034,0.08134484474166219,0.06046695951413959,0.0,0.0,0.75,0.1,0.0,0.0,0.3740339823118073,0.0,0.935,0.935,-0.5609660176881928,0.7430686071708082,0.0,1.2341999999999997,1.2341999999999997,-0.49113139282919155
1.3501350135013501,0.1705766557276942,0.16404455249959815,0.27524069189352074,0.03669875891913611,-0.6957640542435966,-0.7901256533756764,0.08052951437215665,0.059220568772405974,0.0,0.0,0.75,0.1,0.0,0.0,0.367430118727212,0.0,0.935,0.935,-0.5675698812727881,0.7542896266401624,0.0,1.2622499999999997,1.2622499999999997,-0.5079603733598373
1.3801380138013801,0.16787524148702807,0.16089983298778238,0.2811691169594645,0.03748921559459528,-0.6987336631263437,-0.7963103849374574,0.07976327061739287,0.05802600765784501,0.0,0.0,0.75,0.1,0.0,0.0,0.3609550410723669,0.0,0.935,0.935,-0.5740449589276331,0.7653125302019788,0.0,1.2902999999999996,1.2902999999999996,-0.524987469798021
1.4101410141014101,0.165231882360939,0.15781361822788426,0.2870895386515692,0.03827860515354258,-0.7015418364210391,-0.8023508210106374,0.07904481342941962,0.05688117316396719,0.0,0.0,0.75,0.1,0.0,0.0,0.3546082242344001,0.0,0.935,0.935,-0.5803917757656,0.7761411814341498,0.0,1.3183499999999995,1.3183499999999995,-0.54220881856585
1.4401440144014401,0.16264627029299342,0.15478564487596674,0.2930019677743896,0.0390669290365853,-0.7041893493767936,-0.8082477079394446,0.07837288322348859,0.0557840466582808,0.0,0.0,0.75,0.1,0.0,0.0,0.3483890441441535,0.0,0.935,0.935,-0.5866109558558465,0.7867794281611817,0.0,1.3463999999999994,1.3463999999999994,-0.559620571838818
1.4701470147014701,0.16011806868090828,0.15181559692943616,0.2989064151178942,0.03985418868238591,-0.706677117911005,-0.8140018754910795,0.07774626229955585,0.05473269189759749,0.0,0.0,0.75,0.1,0.0,0.0,0.3422967849962317,0.0,0.935,0.935,-0.5927032150037683,0.7972310994855063,0.0,1.3744499999999993,1.3744499999999993,-0.5772189005144933
1.5001500150015001,0.15764691448946772,0.148903109778481,0.304802891457485,0.04064038552766469,-0.7090061878294268,-0.8196142306041594,0.07716377589004049,0.053725252914521696,0.0,0.0,0.75,0.1,0.0,0.0,0.33633064622364495,0.0,0.935,0.935,-0.5986693537763551,0.8075000030353933,0.0,1.4024999999999992,1.4024999999999992,-0.5949999969646064
1.5301530153015301,0.1552324203314849,0.14604777407256223,0.3106914075540174,0.04142552100720234,-0.7111777245060908,-0.8250857512935468,0.07662429287876979,0.05275995180236248,0.0,0.0,0.75,0.1,0.0,0.0,0.33048974921855956,0.0,0.935,0.935,-0.6045102507814405,0.8175899224221026,0.0,1.430549999999999,1.430549999999999,-0.6129600775778971
1.5601560156015601,0.15287417650790344,0.14324913940445624,0.3165719741538195,0.04220959655384262,-0.7131930030215337,-0.8304174807281224,0.0761267262322342,0.051835086423097046,0.0,0.0,0.75,0.1,0.0,0.0,0.32477314379325095,0.0,0.935,0.935,-0.6102268562067491,0.8275046148986593,0.0,1.458599999999999,1.458599999999999,-0.6310953851013402
1.5901590159015901,0.15057175299963335,0.14050671781501547,0.32244460198871183,0.04299261359849493,-0.7150533987554344,-0.8356105214947307,0.07567003318062845,0.050949028060500993,0.0,0.0,0.75,0.1,0.0,0.0,0.3191798143776519,0.0,0.935,0.935,-0.6158201856223482,0.8372478092124569,0.0,1.486649999999999,1.486649999999999,-0.6494021907875427
1.6201620162016201,0.1483247014050632,0.13781998712238003,0.3283093017760271,0.04377457357013696,-0.7167603784277291,-0.8406660300585467,0.07525321518269817,0.050100219038160775,0.0,0.0,0.75,0.1,0.0,0.0,0.31370868595191925,0.0,0.935,0.935,-0.6212913140480808,0.8468232036437865,0.0,1.5146999999999988,1.5146999999999988,-0.6678767963562131
1.6501650165016502,0.14613255681839227,0.13518839407985345,0.3341660842186294,0.04455547789581728,-0.7183154915805262,-0.8455852114274715,0.07487531770514526,0.04928717031981802,0.0,0.0,0.75,0.1,0.0,0.0,0.3083586297142164,0.0,0.935,0.935,-0.6266413702857836,0.8562344642223441,0.0,1.5427499999999987,1.5427499999999987,-0.6865155357776556
1.6801680168016802,0.14399483964499485,0.13261135736705237,0.34001496000493425,0.045335328000657926,-0.7197203624916426,-0.8503693140258263,0.07453542984429769,0.048508459107375064,0.0,0.0,0.75,0.1,0.0,0.0,0.3031284684854577,0.0,0.935,0.935,-0.6318715315145423,0.8654852231137705,0.0,1.5707999999999986,1.5707999999999986,-0.7053147768862291
1.7101710171017102,0.14191105735097392,0.13008827041926205,0.3458559398089276,0.04611412530785704,-0.7209766825093564,-0.855019624780564,0.07423268381489939,0.04776272644992201,0.0,0.0,0.75,0.1,0.0,0.0,0.29801698185408837,0.0,0.935,0.935,-0.6369830181459117,0.8745790771683343,0.0,1.5988499999999986,1.5988499999999986,-0.7242709228316654
