t,x,y,q_u,q_m,D_u,D_m,P_u,P_m,ds_u,ds_m,inv_u,inv_m,shortage_A,shortage_B,revenue_rate,subsidy_cost_rate,invest_cost_rate,total_cost_rate,profit_rate,cum_revenue,cum_subsidy_cost,cum_invest_cost,cum_total_cost,cum_profit
0.0,0.35,0.35,0.0,0.0,-0.43500000000000005,-0.37500000000000006,0.17909367666214976,0.21206880435710532,0.0,0.0,0.325,0.325,0.0,0.0,0.77,0.0,0.7150000000000001,0.7150000000000001,0.05499999999999994,0.0,0.0,0.0,0.0,0.0
0.030003000300030003,0.3448728102998645,0.34586206413071313,0.0027300000000000002,0.0027300000000000002,-0.4447646409363562,-0.38459334733491446,0.17412410193267103,0.20651252096168918,0.0,0.0,0.3257572856359572,0.32424271436404273,0.0,0.0,0.7599072872567203,0.0,0.715,0.715,0.04490728725672033,0.0231,0.0,0.02145,0.02145,0.001649999999999998
0.060006000600060005,0.3397503490488487,0.3416815778356424,0.005462675699342041,0.005449953300657959,-0.4546263629706918,-0.3942085596838234,0.16921621895986613,0.2010523730371998,0.0,0.0,0.32645134012659416,0.32354865987340586,0.0,0.0,0.7497682424516197,0.0,0.7150000000000001,0.7150000000000001,0.03476824245161958,0.04589721861770161,0.0,0.042899999999999994,0.042899999999999994,0.002997218617701608
0.09000900090009001,0.33463432514617925,0.3374627016916891,0.00819749234421132,0.00816040460663868,-0.4645748610226451,-0.40383959425515825,0.16437740804711637,0.1956922684927866,0.0,0.0,0.3270872891058719,0.32291271089412804,0.0,0.0,0.7395895671762062,0.0,0.7150000000000001,0.7150000000000001,0.024589567176206084,0.06839026589125019,0.0,0.06434999999999999,0.06434999999999999,0.0040402658912501955
0.12001200120012001,0.32952661763320734,0.33320958869572204,0.010933958958035958,0.010861854831930393,-0.4745997193556275,-0.4134801155537939,0.15961452204813012,0.19043588384642088,0.0,0.0,0.32766980981190585,0.32233019018809417,0.0,0.0,0.7293781240680738,0.0,0.7150000000000001,0.7150000000000001,0.014378124068073705,0.09057795290653638,0.0,0.08579999999999999,0.08579999999999999,0.004777952906536378
0.15001500150015,0.32442925476565504,0.328926377550243,0.01367162451586262,0.013554764925487277,-0.48469044198072664,-0.4231235367680811,0.15493386436983625,0.1852866303048249,0.0,0.0,0.3282031737202443,0.3217968262797558,0.0,0.0,0.7191409078259466,0.0,0.7150000000000002,0.7150000000000002,0.004140907825946449,0.11245929662857859,0.0,0.10724999999999998,0.10724999999999998,0.00520929662857859
0.18001800180018002,0.3193443930537805,0.32461718513288046,0.016410074482016257,0.016239559333587818,-0.4948364846721804,-0.432763061992411,0.15034117230044908,0.18024762441456307,0.0,0.0,0.32869128490903465,0.3213087150909655,0.0,0.0,0.7088850152132371,0.0,0.7150000000000003,0.7150000000000003,-0.0061149847867632,0.13403352386335698,0.0,0.12869999999999998,0.12869999999999998,0.005333523863356983
0.21002100210021002,0.31427429643118054,0.3202860983113309,0.019148927674701426,0.018916629135251585,-0.5050272881625141,-0.44239172884672184,0.14584160583953756,0.17532166354641632,0.0,0.0,0.32913771459838376,0.3208622854016163,0.0,0.0,0.6986176144047777,0.0,0.7150000000000002,0.7150000000000002,-0.016382385595222537,0.1553000743197541,0.0,0.15014999999999998,0.15014999999999998,0.005150074319754087
0.24002400240024002,0.30922131571343126,0.3159371652683835,0.021887833424967,0.021586334883292573,-0.515252312074197,-0.4520024510556532,0.14143974208355253,0.17051120636738096,0.0,0.0,0.3295457322569593,0.32045426774304075,0.0,0.0,0.6883459140354915,0.0,0.7150000000000001,0.7150000000000001,-0.026654085964508578,0.17625860275189742,0.0,0.17159999999999997,0.17159999999999997,0.004658602751897411
0.27002700270027,0.3041878685045349,0.31157438650135344,0.024626469000801756,0.02424900918024167,-0.5255010691436826,-0.4615880605600119,0.13713957509973648,0.16581835834750683,0.0,0.0,0.3299183336260132,0.32008166637398683,0.0,0.0,0.678077132306159,0.0,0.7150000000000001,0.7150000000000001,-0.03692286769384112,0.19690898017296216,0.0,0.19304999999999997,0.19304999999999997,0.003858980172962154
0.3000300030003,0.29917641970239095,0.30720170565673804,0.027364537270109183,0.026904959015389834,-0.535763159302524,-0.4711413487514593,0.13294452110784408,0.16124486224575355,0.0,0.0,0.3302582659735566,0.31974173402644335,0.0,0.0,0.6678184664904766,0.0,0.7150000000000001,0.7150000000000001,-0.04718153350952348,0.21725129414214692,0.0,0.21449999999999997,0.21449999999999997,0.00275129414214692
0.33003300330033003,0.29418946274455454,0.3028230003544085,0.03010176457897241,0.02955446788654118,-0.5460283031981699,-0.4806551064471455,0.12885742868627487,0.1567920934232184,0.0,0.0,0.3305680508585601,0.3194319491414399,0.0,0.0,0.6575770631698448,0.0,0.7150000000000001,0.7150000000000001,-0.05742293683015531,0.2372858481368612,0.0,0.23594999999999997,0.23594999999999997,0.0013358481368612159
0.36003600360036003,0.28922950172280615,0.2984420731464728,0.032837898824002704,0.03219779772768245,-0.5562863747630594,-0.49012216225346883,0.1248805936300004,0.15246105974613033,0.0,0.0,0.33085000465611347,0.31914999534388655,0.0,0.0,0.6473599894985735,0.0,0.7150000000000001,0.7150000000000001,-0.06764001050142654,0.25701316003195657,0.0,0.25739999999999996,0.25739999999999996,-0.0003868399680434435
0.39003900390039004,0.284299034480022,0.29406264274446253,0.03557270769970165,0.034835190661638725,-0.5665274324735773,-0.4995354190060861,0.12101577801418893,0.14825240576699866,0.0,0.0,0.331106257068881,0.31889374293111905,0.0,0.0,0.637174205773377,0.0,0.7150000000000001,0.7150000000000001,-0.07782579422662306,0.27643395971691376,0.0,0.27885,0.27885,-0.0024160402830862397
0.42004200420042004,0.279400536786047,0.2896883356351386,0.038305977103685655,0.03746687059486691,-0.5767417489789581,-0.5088878880154698,0.11726423296100613,0.14416642081171188,0.0,0.0,0.3313387678274452,0.3186612321725548,0.0,0.0,0.6270265395482133,0.0,0.7150000000000001,0.7150000000000001,-0.08797346045178678,0.2955491858901151,0.0,0.3003,0.3003,-0.004750814109884932
0.45004500450045004,0.27453644767129576,0.28532267819043583,0.04103750968434622,0.0400930446698133,-0.5869198388229598,-0.5181727208923773,0.11362672456817695,0.14020305055401613,0.0,0.0,0.33154934176185824,0.3184506582381417,0.0,0.0,0.6169236614998188,0.0,0.7150000000000001,0.7150000000000001,-0.09807633850018127,0.31435998207656146,0.0,0.32175000000000004,0.32175000000000004,-0.007390017923438534
0.48004800480048004,0.2697091559782022,0.28096908936134324,0.04376712351707196,0.042713904588709446,-0.5970524840266032,-0.5273832387742146,0.1101035624362646,0.1363619116268485,0.0,0.0,0.33173964240856846,0.3182603575914316,0.0,0.0,0.6068720632118141,0.0,0.7150000000000001,0.7150000000000001,-0.108127936788186,0.332867691921556,0.0,0.34320000000000006,0.34320000000000006,-0.010332308078443972
0.51005100510051,0.2649209881719441,0.2766308740293084,0.04649465089655589,0.04532962782128271,-0.6071307573471318,-0.5365129588201749,0.10669463022630453,0.13264230880207134,0.0,0.0,0.33191120430059384,0.3180887956994062,0.0,0.0,0.5968780370071142,0.0,0.7150000000000001,0.7150000000000001,-0.11812196299288591,0.35107385381791045,0.0,0.3646500000000001,0.3646500000000001,-0.013576146182089553
0.54005400540054,0.2601741974335749,0.2723112170724913,0.04921993723397053,0.04794037870759899,-0.6171460430752629,-0.5455556178890055,0.10339941768894677,0.1290432542653723,0.0,0.0,0.3320654440741403,0.3179345559258598,0.0,0.0,0.5869476579205644,0.0,0.7150000000000001,0.7150000000000001,-0.12805234207943572,0.3689801949281239,0.0,0.3861000000000001,0.3861000000000001,-0.01711980507187613
0.57005700570057,0.25547095404123604,0.2680131781882777,0.05194284004892745,0.05054630946612096,-0.627090055278588,-0.5545051933572681,0.10021705362870649,0.12556348852018573,0.0,0.0,0.3322036705116161,0.31779632948838393,0.0,0.0,0.5770867678671693,0.0,0.7150000000000001,0.7150000000000001,-0.1379132321328308,0.38658862466574084,0.0,0.40755000000000013,0.40755000000000013,-0.0209613753342592
0.6000600060006,0.25081333702886016,0.26373968749823495,0.05466322804715897,0.05314756111604412,-0.6369548534426471,-0.5633559210771181,0.09714633930013833,0.12220150247189276,0.0,0.0,0.33232709362902507,0.31767290637097495,0.0,0.0,0.5673009620267421,0.0,0.7150000000000001,0.7150000000000001,-0.147699037973258,0.4039012277017559,0.0,0.42900000000000016,0.42900000000000016,-0.025098772298244126
0.6300630063006301,0.24620332709699852,0.2594935419474447,0.05738098027577912,0.05574426432205365,-0.6467328555018544,-0.572102310510227,0.09418578177444346,0.11895556026952551,0.0,0.0,0.3324368329048799,0.31756316709512006,0.0,0.0,0.5575955774339321,0.0,0.7150000000000001,0.7150000000000001,-0.15740442256606801,0.42092025656255816,0.0,0.4504500000000002,0.4504500000000002,-0.029529743437441865
0.6600660066006601,0.24164280073732186,0.2552774024971071,0.06009598534880781,0.05833654016881788,-0.6564168482894741,-0.5807391571079848,0.09133362686287644,0.11582372251491228,0.0,0.0,0.3325339247379687,0.31746607526203124,0.0,0.0,0.5479756837338504,0.0,0.7150000000000001,0.7150000000000001,-0.16702431626614966,0.4376481238855761,0.0,0.4719000000000002,0.4719000000000002,-0.0342518761144239
0.6900690069006901,0.2371335255210885,0.25109379209764127,0.06280814073638585,0.06092450087179104,-0.6659999954687309,-0.5892615520372114,0.08858789123513508,0.11280386948683993,0.0,0.0,0.33261932921241644,0.31738067078758353,0.0,0.0,0.538446076038258,0.0,0.7150000000000001,0.7150000000000001,-0.17655392396174208,0.4540873943975916,0.0,0.49335000000000023,0.49335000000000023,-0.03926260560240839
0.7200720072007201,0.2326771564925099,0.24694509441931722,0.06551735211177603,0.06350825043022983,-0.6754758430356077,-0.5976648893750918,0.08594639342465454,0.10989372406865235,0.0,0.0,0.3326939362404407,0.31730606375955933,0.0,0.0,0.5290112697956906,0.0,0.7150000000000001,0.7150000000000001,-0.1859887302043095,0.4702407766787393,0.0,0.5148000000000003,0.5148000000000003,-0.04455922332126065
0.7500750075007501,0.22827523360047422,0.24283355330879727,0.06822353275084483,0.06608788522772932,-0.6848383225078045,-0.6059448709169236,0.08340678346657465,0.10709087411016023,0.0,0.0,0.33275857114592167,0.3172414288540783,0.0,0.0,0.5196754975710309,0.0,0.7150000000000001,0.7150000000000001,-0.19532450242896915,0.48611111477261004,0.0,0.5362500000000002,0.5362500000000002,-0.050138885227389934
