name,final_x,final_y,combined_share,concentration,lock_in_index,market_state,directional_state,final_q_u,final_q_m,avg_shortage_A,max_shortage_A,cum_revenue,cum_subsidy_cost,cum_invest_cost,cum_total_cost,cum_profit
贪心策略,0.9937084326185989,0.9869097143447472,0.9903090734816731,0.980618146963346,0.980618146963346,市场锁定,平台A锁定,0.02948397156331761,0.003931196208442339,0.008452932455523416,0.1783115515849273,198.02142861819385,0.0,9.368700000000057,9.368700000000057,188.65272861819386
长期策略,0.9999450752794159,0.9998894508821266,0.9999172630807712,0.9998345261615424,0.9998345261615424,市场锁定,平台A锁定,1.3537212410593478,1.3537212410593478,0.0,0.0,192.52733810895842,0.0,48.395159999997766,48.395159999997766,144.1321781089582
动态策略,0.9995851175303586,0.9991694203403154,0.9993772689353371,0.998754537870674,0.998754537870674,市场锁定,平台A锁定,0.777088889111524,0.7777226739836685,0.0,0.0,200.94393157983,0.0,32.07765000000087,32.07765000000087,168.86628157982975
