merchant_multi_home_prob,final_user_share_mean,final_user_share_std,final_merchant_share_mean,final_merchant_share_std,merchant_multi_home_rate_mean,lock_in_index_mean,lock_in_index_std,user_satisfaction_mean,merchant_satisfaction_mean,cum_profit_mean
0.0,0.46735,0.49515097227494925,0.46688888888888885,0.5072062563320019,0.0,0.9876944444444445,0.0026417961400278488,1.2825079651203397,1.3671444623046842,308.2528333333333
0.25,0.49985,0.4953492350404636,0.49933333333333335,0.49874297928589745,0.01888888888888889,0.9773499999999999,0.006588819916549582,1.273196528886859,1.3586061560004563,329.54945000000004
0.5,0.40273333333333333,0.4844238264971707,0.4052222222222222,0.4810588045504463,0.035333333333333335,0.9684333333333334,0.008499785888671375,1.266737625315715,1.3545060661643147,267.1884333333333
0.75,0.5317166666666666,0.46976286540407136,0.5325555555555556,0.4554801965517603,0.12577777777777777,0.8894722222222222,0.20406774795031213,1.216572755065093,1.3019736792385441,342.6045833333333
1.0,0.49656666666666666,0.08302967202621968,0.5006111111111111,0.003999121870405431,0.9958888888888888,0.03311111111111111,0.07997207766226543,0.8947029617185832,0.8469394093705365,329.7637333333334
