scenario,alpha,beta,budget,rho,final_x,final_y,combined_share,cum_profit,directional_state
商户更依赖用户,0.5,1.6,0.8,0.46,0.9234247640617602,0.9964063513169998,0.9599155576893801,158.30496529778722,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.48,0.9234646480159391,0.9964062954081139,0.9599354717120265,158.38037859911992,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.5,0.9235045093867476,0.9964062384636443,0.9599553739251959,158.453660767133,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.52,0.9235443481890102,0.9964061804842694,0.9599752643366398,158.52487963754447,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.54,0.9235841644375382,0.9964061214706659,0.959995142954102,158.5940999015608,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.56,0.9236239581471313,0.996406061423509,0.9600150097853202,158.66138321441264,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.58,0.9236637293325748,0.9964060003434723,0.9600348648380235,158.72678830069188,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.6,0.9237034780086437,0.9964059382312285,0.9600547081199361,158.79037105663315,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.62,0.9237432041901001,0.9964058750874482,0.9600745396387742,158.8521846494289,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.64,0.9237829078916924,0.9964058109128,0.9600943594022462,158.91227961367892,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.66,0.9238225891281576,0.9964057457079525,0.9601141674180551,158.97070394502256,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.68,0.9238622479142211,0.9964056794735714,0.9601339636938963,159.02750319102626,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.7000000000000001,0.9239018842645939,0.9964056122103212,0.9601537482374576,159.0827205393435,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.72,0.9239414981939769,0.9964055439188657,0.9601735210564213,159.13639690319252,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.74,0.9239810897170564,0.9964054745998657,0.9601932821584611,159.18857100416304,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.76,0.9240206588485087,0.9964054042539825,0.9602130315512456,159.2392794523652,平台A锁定
商户更依赖用户,0.5,1.6,0.8,0.78,0.9240602056029961,0.9964053328818738,0.960232769242435,159.28855682393902,平台A锁定
