budget,rho,user_subsidy_initial,merchant_subsidy_initial,final_x,final_y,combined_share,concentration,cum_profit,directional_state
0.2,0.5,0.1,0.1,0.007054477151498057,0.01339893325797144,0.010226705204734749,0.9795465895905305,3.1407307335088963,平台B锁定
0.2,0.52,0.10400000000000001,0.096,0.007055246610890634,0.013397349960232873,0.010226298285561753,0.9795474034288765,3.1379206723259685,平台B锁定
0.2,0.54,0.10800000000000001,0.092,0.007056016168742459,0.013395766863389513,0.010225891516065986,0.979548216967868,3.1351670686016444,平台B锁定
0.2,0.56,0.11200000000000002,0.088,0.0070567858250656975,0.013394183967415327,0.010225484896240512,0.9795490302075189,3.1324697203530834,平台B锁定
0.2,0.58,0.11599999999999999,0.08400000000000002,0.007057555579872525,0.013392601272284277,0.0102250784260784,0.9795498431478432,3.129828427086926,平台B锁定
0.2,0.6,0.12,0.08000000000000002,0.007058325433175109,0.013391018777970325,0.010224672105572718,0.9795506557888546,3.1272429897524883,平台B锁定
0.2,0.62,0.124,0.07600000000000001,0.007059095384985618,0.013389436484447442,0.01022426593471653,0.9795514681305669,3.1247132106959854,平台B锁定
0.2,0.64,0.128,0.072,0.007059865435316233,0.01338785439168961,0.010223859913502921,0.9795522801729941,3.122238893615841,平台B锁定
0.2,0.66,0.132,0.06799999999999999,0.007060635584179122,0.013386272499670811,0.010223454041924967,0.97955309191615,3.1198198435189792,平台B锁定
0.2,0.68,0.136,0.06399999999999999,0.007061405831586469,0.01338469080836502,0.010223048319975744,0.9795539033600484,3.1174558666779424,平台B锁定
0.2,0.7000000000000001,0.14,0.05999999999999999,0.007062176177550445,0.013383109317746222,0.010222642747648333,0.9795547145047033,3.1151467705890874,平台B锁定
0.2,0.72,0.144,0.05600000000000001,0.007062946622083237,0.013381528027788412,0.010222237324935825,0.9795555253501284,3.1128923639315396,平台B锁定
0.2,0.74,0.148,0.052000000000000005,0.007063717165197028,0.013379946938465581,0.010221832051831305,0.9795563358963374,3.1106924565268432,平台B锁定
0.2,0.76,0.15200000000000002,0.048,0.007064487806903999,0.013378366049751724,0.010221426928327861,0.9795571461433443,3.1085468592997225,平台B锁定
0.2,0.78,0.15600000000000003,0.044,0.007065258547216332,0.01337678536162085,0.010221021954418591,0.9795579560911628,3.1064553842391582,平台B锁定
0.2,0.8,0.16000000000000003,0.039999999999999994,0.0070660293861462215,0.013375204874046951,0.010220617130096586,0.9795587657398068,3.104417844360524,平台B锁定
0.2,0.8200000000000001,0.16400000000000003,0.03599999999999999,0.007066800323705851,0.013373624587004043,0.010220212455354948,0.9795595750892901,3.1024340536682615,平台B锁定
0.2,0.84,0.168,0.03200000000000001,0.007067571359907413,0.013372044500466139,0.010219807930186776,0.9795603841396264,3.1005038271191325,平台B锁定
0.2,0.86,0.17200000000000001,0.028000000000000004,0.0070683424947631,0.01337046461440724,0.010219403554585171,0.9795611928908297,3.098626980586191,平台B锁定
0.2,0.88,0.17600000000000002,0.024,0.007069113728285105,0.013368884928801384,0.010218999328543244,0.9795620013429135,3.096803330823377,平台B锁定
0.2,0.9,0.18000000000000002,0.019999999999999997,0.007069885060485621,0.01336730544362258,0.0102185952520541,0.9795628094958918,3.0950326954305494,平台B锁定
0.2,0.92,0.18400000000000002,0.015999999999999993,0.007070656491376853,0.013365726158844855,0.010218191325110855,0.9795636173497784,3.093314892819179,平台B锁定
0.2,0.9400000000000001,0.18800000000000003,0.01199999999999999,0.0070714280209709926,0.013364147074442249,0.01021778754770662,0.9795644249045867,3.091649742178487,平台B锁定
0.2,0.96,0.192,0.008000000000000007,0.00707219964928024,0.013362568190388778,0.010217383919834509,0.979565232160331,3.0900370634421472,平台B锁定
0.2,0.98,0.196,0.0040000000000000036,0.007072971376316802,0.013360989506658488,0.010216980441487646,0.9795660391170247,3.0884766772554086,平台B锁定
0.2,1.0,0.2,0.0,0.007073743202092877,0.013359411023225423,0.01021657711265915,0.9795668457746818,3.0869684049427923,平台B锁定
0.25,0.0,0.0,0.25,0.007036600047895874,0.01345955790930684,0.010248078978601357,0.9795038420427973,3.3652498179922303,平台B锁定
0.25,0.02,0.005,0.245,0.007037558784959658,0.0134575693748586,0.010247564079909129,0.9795048718401818,3.3587644916746964,平台B锁定
