alpha,beta,final_u_A,final_m_A,combined_share_A,concentration_C,market_state
5.0,1.1,0.9998946719475175,0.9329215381712876,0.9664081050594026,0.9328162101188051,市场锁定
0.0,1.2,0.5000000000000014,0.5000000000000038,0.5000000000000027,5.218048215738236e-15,双平台共存
0.1,1.2,0.5000000000000022,0.5000000000000051,0.5000000000000037,7.327471962526033e-15,双平台共存
0.2,1.2,0.50000000003218,0.5000000000788251,0.5000000000555025,1.1100509400563396e-10,双平台共存
0.3,1.2,0.5000002281143602,0.5000004562287204,0.5000003421715402,6.843430805369977e-07,双平台共存
0.4,1.2,0.5003946927567644,0.500683627720875,0.5005391602388197,0.0010783204776394495,双平台共存
0.5,1.2,0.597469742996307,0.6492080084638581,0.6233388757300825,0.24667775146016502,市场倾斜
0.6,1.2,0.7084092354278273,0.7830260485020412,0.7457176419649343,0.49143528392986846,市场倾斜
0.7,1.2,0.7715474492938434,0.8376864968388823,0.8046169730663628,0.6092339461327257,市场倾斜
0.8,1.2,0.8172719972253941,0.8689691377003985,0.8431205674628963,0.6862411349257926,市场倾斜
0.9,1.2,0.8522478838734271,0.888914879340042,0.8705813816067345,0.7411627632134691,市场倾斜
1.0,1.2,0.8797013265765371,0.9024758814962356,0.8910886040363863,0.7821772080727727,市场倾斜
1.1,1.2,0.9015760503199336,0.9121100415955136,0.9068430459577236,0.8136860919154472,市场锁定
1.2,1.2,0.919178236698232,0.919178236698232,0.919178236698232,0.8383564733964639,市场锁定
1.3,1.2,0.9334418765575847,0.9244925418933161,0.9289672092254504,0.8579344184509008,市场锁定
1.4,1.2,0.9450610694935189,0.9285654046089643,0.9368132370512416,0.8736264741024832,市场锁定
1.5,1.2,0.9545650130335268,0.9317347156103577,0.9431498643219423,0.8862997286438845,市场锁定
1.6,1.2,0.9623644865607225,0.9342313539861171,0.9482979202734199,0.8965958405468396,市场锁定
1.7,1.2,0.9687825722072433,0.9362178101252314,0.9525001911662374,0.9050003823324747,市场锁定
1.8,1.2,0.9740759315248544,0.937811320219603,0.9559436258722287,0.9118872517444574,市场锁定
1.9,1.2,0.9784500645594341,0.9390982720505657,0.958774168305,0.9175483366099998,市场锁定
2.0,1.2,0.9820705471089419,0.9401434781690102,0.961107012638976,0.9222140252779522,市场锁定
2.1,1.2,0.9850714775744867,0.9409963199032975,0.963033898738892,0.9260677974777841,市场锁定
2.2,1.2,0.9875619296658843,0.9416949228734218,0.9646284262696531,0.9292568525393061,市场锁定
2.3,1.2,0.9896309459522581,0.9422690595447571,0.9659500027485076,0.9319000054970152,市场锁定
2.4,1.2,0.9913514431826477,0.9427422081329742,0.9670468256578109,0.9340936513156218,市场锁定
2.5,1.2,0.9927832932960925,0.9431330398937765,0.9679581665949345,0.935916333189869,市场锁定
2.6,1.2,0.9939757719730917,0.9434565112750437,0.9687161416240677,0.9374322832481354,市场锁定
2.7,1.2,0.9949695167031213,0.9437246778826531,0.9693470972928873,0.9386941945857744,市场锁定
2.8,1.2,0.9957981010157653,0.9439473092846786,0.969872705150222,0.9397454103004439,市场锁定
2.9,1.2,0.9964893060044407,0.9441323590145472,0.970310832509494,0.9406216650189879,市场锁定
3.0,1.2,0.9970661515266245,0.9442863277909977,0.9706762396588111,0.9413524793176222,市场锁定
3.1,1.2,0.9975477354959988,0.9444145469551413,0.97098114122557,0.9419622824511401,市场锁定
3.2,1.2,0.9979499191436364,0.9445214015772971,0.9712356603604668,0.9424713207209335,市场锁定
3.3,1.2,0.9982858880895303,0.9446105074377705,0.9714481977636504,0.9428963955273009,市场锁定
3.4,1.2,0.9985666128809099,0.9446848523843245,0.9716257326326172,0.9432514652652344,市场锁定
3.5,1.2,0.9988012278544115,0.9447469099239535,0.9717740688891825,0.943548137778365,市场锁定
3.6,1.2,0.9989973434278531,0.9447987309924104,0.9718980372101318,0.9437960744202635,市场锁定
3.7,1.2,0.9991613039761722,0.9448420184432227,0.9720016612096974,0.9440033224193949,市场锁定
3.8,1.2,0.9992984011108266,0.944878187759843,0.9720882944353348,0.9441765888706696,市场锁定
3.9,1.2,0.9994130503242744,0.944908416717519,0.9721607335208967,0.9443214670417934,市场锁定
4.0,1.2,0.9995089374762929,0.94493368613391,0.9722213118051015,0.9444426236102029,市场锁定
4.1,1.2,0.9995891404067782,0.9449548133989162,0.9722719769028472,0.9445439538056943,市场锁定
4.2,1.2,0.9996562299987637,0.9449724801286911,0.9723143550637274,0.9446287101274548,市场锁定
4.3,1.2,0.9997123542379365,0.9449872550204182,0.9723498046291774,0.9446996092583547,市场锁定
4.4,1.2,0.9997593081838099,0.9449996127743281,0.972379460479069,0.944758920958138,市场锁定
4.5,1.2,0.9997985922537466,0.9450099497837375,0.972404271018742,0.9448085420374841,市场锁定
4.6,1.2,0.9998314608012988,0.9450185971623825,0.9724250289818406,0.9448500579636813,市场锁定
4.7,1.2,0.999858962626654,0.9450258315732513,0.9724423970999526,0.9448847941999052,市场锁定
4.8,1.2,0.9998819747749034,0.9450318842387702,0.9724569295068368,0.9449138590136735,市场锁定
4.9,1.2,0.9999012307458418,0.9450369484440932,0.9724690895949675,0.9449381791899351,市场锁定
5.0,1.2,0.9999173440477878,0.945041185790035,0.9724792649189113,0.9449585298378228,市场锁定
0.0,1.3,0.5000000000000016,0.5000000000000042,0.5000000000000029,5.773159728050814e-15,双平台共存
0.1,1.3,0.5000000000000022,0.5000000000000053,0.5000000000000038,7.549516567451064e-15,双平台共存
0.2,1.3,0.5000000001574446,0.5000000004014068,0.5000000002794257,5.588514095933306e-10,双平台共存
0.3,1.3,0.50000159275905,0.5000033155923593,0.5000024541757047,4.908351409316225e-06,双平台共存
0.4,1.3,0.5036166031207318,0.506519754761992,0.5050681789413618,0.010136357882723712,双平台共存
0.5,1.3,0.6480408930187778,0.731238713196225,0.6896398031075014,0.3792796062150028,市场倾斜
0.6,1.3,0.7316749839893647,0.821442690342256,0.7765588371658103,0.5531176743316207,市场倾斜
0.7,1.3,0.7876699768966595,0.8654526561489932,0.8265613165228264,0.6531226330456528,市场倾斜
0.8,1.3,0.8294490798081263,0.8913371053256055,0.8603930925668659,0.7207861851337318,市场倾斜
0.9,1.3,0.8618434450679074,0.908011859075731,0.8849276520718192,0.7698553041436385,市场倾斜
1.0,1.3,0.8874593816997105,0.9193972908661086,0.9034283362829095,0.806856672565819,市场锁定
1.1,1.3,0.9079576843189642,0.9274981058330997,0.9177278950760319,0.8354557901520638,市场锁定
1.2,1.3,0.9244925418933161,0.9334418765575847,0.9289672092254504,0.8579344184509008,市场锁定
1.3,1.3,0.9379075345110331,0.9379075345110331,0.9379075345110331,0.8758150690220663,市场锁定
1.4,1.3,0.9488390935709928,0.9413257933768,0.9450824434738965,0.8901648869477928,市场锁定
1.5,1.3,0.957777692522005,0.9439815516979242,0.9508796221099646,0.9017592442199291,市场锁定
1.6,1.3,0.9651070423978884,0.9460698369707394,0.955588439684314,0.9111768793686278,市场锁定
1.7,1.3,0.9711306732527678,0.9477280424541041,0.959429357853436,0.9188587157068719,市场锁定
1.8,1.3,0.9760907268442934,0.9490553376733938,0.9625730322588436,0.9251460645176872,市场锁定
1.9,1.3,0.9801816595776082,0.9501247985396384,0.9651532290586233,0.9303064581172465,市场锁定
2.0,1.3,0.9835604704616944,0.9509912347642225,0.9672758526129585,0.9345517052259169,市场锁定
2.1,1.3,0.98635447413922,0.9516963846384661,0.969025429388843,0.938050858777686,市场锁定
2.2,1.3,0.9886672924406219,0.9522724494842928,0.9704698709624573,0.9409397419249147,市场锁定
2.3,1.3,0.9905835253222566,0.9527445525187184,0.9716640389204875,0.9433280778409749,市场锁定
2.4,1.3,0.9921724259347836,0.9531324839956716,0.9726524549652276,0.9453049099304552,市场锁定
2.5,1.3,0.993490814205621,0.9534519623440301,0.9734713882748256,0.9469427765496511,市场锁定
2.6,1.3,0.9945854014692285,0.9537155605208659,0.9741504809950472,0.9483009619900944,市场锁定
2.7,1.3,0.99549465523952,0.9539333965545712,0.9747140258970456,0.9494280517940912,市场锁定
2.8,1.3,0.9962503020388485,0.9541136551960733,0.9751819786174609,0.9503639572349217,市场锁定
2.9,1.3,0.9968785434026457,0.9542629867303132,0.9755707650664794,0.9511415301329589,市场锁定
3.0,1.3,0.9974010432517281,0.9543868151659375,0.9758939292088328,0.9517878584176656,市场锁定
3.1,1.3,0.9978357320871147,0.9544895786914104,0.9761626553892626,0.9523253107785251,市场锁定
3.2,1.3,0.9981974637685733,0.9545749188931002,0.9763861913308367,0.9527723826616735,市场锁定
3.3,1.3,0.9984985531883752,0.9546458307849722,0.9765721919866737,0.9531443839733474,市场锁定
3.4,1.3,0.9987492173777023,0.954704782563719,0.9767269999707107,0.9534539999414213,市场锁定
3.5,1.3,0.9989579380745359,0.9547538117618385,0.9768558749181873,0.9537117498363744,市场锁定
3.6,1.3,0.9991317602381868,0.9547946028487788,0.9769631815434828,0.9539263630869657,市场锁定
3.7,1.3,0.9992765381940242,0.9548285501417365,0.9770525441678803,0.9541050883357607,市场锁定
3.8,1.3,0.9993971388654369,0.9548568090069887,0.9771269739362127,0.9542539478724256,市场锁定
3.9,1.3,0.9994976097721504,0.9548803376729365,0.9771889737225434,0.9543779474450869,市场锁定
4.0,1.3,0.9995813180482434,0.9548999314767972,0.9772406247625203,0.9544812495250405,市场锁定
4.1,1.3,0.999651065585346,0.9549162509853999,0.977283658285373,0.9545673165707459,市场锁定
4.2,1.3,0.9997091844790891,0.9549298451364188,0.9773195148077539,0.9546390296155078,市场锁定
4.3,1.3,0.9997576162051274,0.9549411703176711,0.9773493932613992,0.9546987865227985,市场锁定
4.4,1.3,0.999797977339905,0.9549506061228984,0.9773742917314017,0.9547485834628034,市场锁定
4.5,1.3,0.9998316141431325,0.9549584683810075,0.97739504126207,0.95479008252414,市场锁定
4.6,1.3,0.9998596479118071,0.9549650199433896,0.9774123339275984,0.9548246678551967,市场锁定
4.7,1.3,0.999883012682183,0.954970479624148,0.9774267461531656,0.9548534923063311,市场锁定
4.8,1.3,0.9999024865824343,0.9549750296159367,0.9774387580991855,0.954877516198371,市场锁定
4.9,1.3,0.9999187179137933,0.9549788216458822,0.9774487697798377,0.9548975395596755,市场锁定
5.0,1.3,0.9999322468526584,0.9549819820888746,0.9774571144707664,0.954914228941533,市场锁定
0.0,1.4,0.5000000000000016,0.5000000000000044,0.500000000000003,5.995204332975845e-15,双平台共存
0.1,1.4,0.500000000000003,0.500000000000011,0.500000000000007,1.3988810110276972e-14,双平台共存
0.2,1.4,0.5000000007257862,0.50000000192025,0.5000000013230181,2.646036167952559e-09,双平台共存
0.3,1.4,0.5000103248470167,0.5000223042187475,0.5000163145328821,3.262906576417812e-05,双平台共存
0.4,1.4,0.5264261326949673,0.5493621673691423,0.5378941500320549,0.07578830006410964,双平台共存
0.5,1.4,0.6764140551403156,0.7804649139177516,0.7284394845290336,0.45687896905806724,市场倾斜
0.6,1.4,0.7486348405993575,0.8511290814544915,0.7998819610269245,0.599763922053849,市场倾斜
0.7,1.4,0.7998120383212773,0.8876099914448287,0.843711014883053,0.687422029766106,市场倾斜
0.8,1.4,0.8387276650949244,0.9093949802856822,0.8740613226903033,0.7481226453806066,市场倾斜
0.9,1.4,0.8691895395160398,0.9235061847884327,0.8963478621522363,0.7926957243044725,市场倾斜
1.0,1.4,0.8934086329029313,0.93315822864307,0.9132834307730007,0.8265668615460012,市场锁定
1.1,1.4,0.9128520662211079,0.9400260699830195,0.9264390681020638,0.8528781362041274,市场锁定
1.2,1.4,0.9285654046089643,0.9450610694935189,0.9368132370512416,0.8736264741024832,市场锁定
1.3,1.4,0.9413257933768,0.9488390935709928,0.9450824434738965,0.8901648869477928,市场锁定
1.4,1.4,0.9517264968514242,0.9517264968514242,0.9517264968514242,0.9034529937028484,市场锁定
1.5,1.4,0.9602286352819646,0.9539659347802484,0.9570972850311065,0.9141945700622129,市场锁定
1.6,1.4,0.9671952236981628,0.9557235958696544,0.9614594097839086,0.9229188195678172,市场锁定
1.7,1.4,0.9729147531687652,0.957116548608501,0.9650156508886332,0.9300313017772662,市场锁定
1.8,1.4,0.9776181502470596,0.958229257306288,0.9679237037766738,0.9358474075533476,市场锁定
1.9,1.4,0.9814913157463171,0.9591239222277562,0.9703076189870367,0.9406152379740733,市场锁定
2.0,1.4,0.9846845899334125,0.9598471589100518,0.9722658744217321,0.9445317488434642,市场锁定
2.1,1.4,0.9873200125086362,0.960434433252045,0.9738772228803406,0.9477544457606812,市场锁定
2.2,1.4,0.9894969611185969,0.9609130795709419,0.9752050203447693,0.9504100406895387,市场锁定
2.3,1.4,0.991296574341194,0.9613044001002881,0.976300487220741,0.9526009744414821,市场锁定
2.4,1.4,0.992785249284938,0.9616251548023768,0.9772052020436575,0.9544104040873148,市场锁定
2.5,1.4,0.9940174258542741,0.9618886377196266,0.9779530317869504,0.9559060635739007,市场锁定
2.6,1.4,0.9950378155067152,0.962105467370341,0.9785716414385282,0.9571432828770562,市场锁定
2.7,1.4,0.9958831937392156,0.9622841757660106,0.9790836847526131,0.9581673695052262,市场锁定
2.8,1.4,0.9965838475113221,0.9624316532265875,0.9795077503689549,0.9590155007379096,市场锁定
2.9,1.4,0.9971647480984789,0.9625534883325833,0.9798591182155311,0.9597182364310621,市场锁定
3.0,1.4,0.997646504337581,0.9626542305279582,0.9801503674327696,0.9603007348655391,市场锁定
3.1,1.4,0.998046139438062,0.9627375949154228,0.9803918671767424,0.9607837343534847,市场锁定
3.2,1.4,0.9983777254899076,0.9628066233252505,0.980592174407579,0.961184348815158,市场锁定
3.3,1.4,0.9986529028026819,0.9628638119425501,0.980758357372616,0.961516714745232,市场锁定
3.4,1.4,0.9988813057526459,0.9629112131014588,0.9808962594270523,0.9617925188541047,市场锁定
3.5,1.4,0.9990709125304471,0.9629505169421826,0.9810107147363148,0.9620214294726297,市场锁定
3.6,1.4,0.99922833279785,0.9629831172426672,0.9811057250202586,0.9622114500405171,市场锁定
3.7,1.4,0.9993590445750963,0.9630101647226709,0.9811846046488836,0.9623692092977671,市场锁定
3.8,1.4,0.9994675895371227,0.9630326103665339,0.9812500999518283,0.9625001999036565,市场锁定
3.9,1.4,0.9995577341798013,0.9630512407478651,0.9813044874638333,0.9626089749276664,市场锁定
4.0,1.4,0.9996326029365905,0.9630667069130677,0.9813496549248291,0.9626993098496582,市场锁定
4.1,1.4,0.9996947882117663,0.9630795480547316,0.9813871681332489,0.9627743362664979,市场锁定
4.2,1.4,0.9997464413944833,0.9630902109544841,0.9814183261744838,0.9628366523489674,市场锁定
4.3,1.4,0.9997893481857668,0.9630990659793002,0.9814442070825335,0.962888414165067,市场锁定
4.4,1.4,0.9998249909746458,0.9631064202618932,0.9814657056182695,0.962931411236539,市场锁定
4.5,1.4,0.9998546005135583,0.9631125285747325,0.9814835645441454,0.9629671290882909,市场锁定
4.6,1.4,0.9998791987457689,0.9631176023109916,0.9814984005283802,0.9629968010567606,市场锁定
4.7,1.4,0.9998996343120808,0.9631218169088361,0.9815107256104585,0.963021451220917,市场锁定
4.8,1.4,0.9999166119970896,0.9631253179936708,0.9815209649953802,0.9630419299907604,市场锁定
4.9,1.4,0.9999307171558139,0.963128226463107,0.9815294718094605,0.963058943618921,市场锁定
5.0,1.4,0.9999424359810016,0.9631306426990157,0.9815365393400086,0.9630730786800173,市场锁定
0.0,1.5,0.5000000000000014,0.5000000000000044,0.5000000000000029,5.88418203051333e-15,双平台共存
0.1,1.5,0.5000000000000082,0.5000000000000308,0.5000000000000195,3.8968828164342995e-14,双平台共存
0.2,1.5,0.5000000031717481,0.5000000086861899,0.500000005928969,1.1857937964876442e-08,双平台共存
0.3,1.5,0.5000625384221267,0.5001398401611559,0.5001011892916413,0.00020237858328253644,双平台共存
0.4,1.5,0.5834423822276814,0.6588463046224297,0.6211443434250555,0.24228868685011107,市场倾斜
0.5,1.5,0.6963516739784856,0.8168165331338852,0.7565841035561854,0.5131682071123709,市场倾斜
0.6,1.5,0.761505718707748,0.8747694296676691,0.8181375741877086,0.6362751483754171,市场倾斜
0.7,1.5,0.8091980729020289,0.9055749256592968,0.8573864992806628,0.7147729985613257,市场倾斜
0.8,1.5,0.8459466760306431,0.9241283902723512,0.8850375331514971,0.7700750663029943,市场倾斜
0.9,1.5,0.8749169943919889,0.936176239479899,0.905546616935944,0.8110932338718879,市场锁定
1.0,1.5,0.8980477473628253,0.9444177245057123,0.9212327359342688,0.8424654718685376,市场锁定
1.1,1.5,0.9166655766326707,0.9502762333442291,0.9334709049884499,0.8669418099768997,市场锁定
1.2,1.5,0.9317347156103577,0.9545650130335268,0.9431498643219423,0.8862997286438845,市场锁定
1.3,1.5,0.9439815516979242,0.957777692522005,0.9508796221099646,0.9017592442199291,市场锁定
1.4,1.5,0.9539659347802484,0.9602286352819646,0.9570972850311065,0.9141945700622129,市场锁定
1.5,1.5,0.9621260705199833,0.9621260705199833,0.9621260705199833,0.9242521410399667,市场锁定
1.6,1.5,0.9688087298266452,0.9636125343457965,0.9662106320862209,0.9324212641724418,市场锁定
1.7,1.5,0.9742905598130575,0.9647883483041244,0.9695394540585909,0.9390789081171819,市场锁定
1.8,1.5,0.9787936366351565,0.9657258192171971,0.9722597279261769,0.9445194558523536,市场锁定
1.9,1.5,0.982497101946389,0.9664781344523119,0.9744876181993505,0.9489752363987008,市场锁定
2.0,1.5,0.9855460325772217,0.967085107973994,0.9763155702756079,0.9526311405512158,市场锁定
2.1,1.5,0.9880582979120457,0.9675769943862252,0.9778176461491355,0.9556352922982709,市场锁定
2.2,1.5,0.9901299204060818,0.967977082864338,0.97905350163521,0.9581070032704199,市场锁定
2.3,1.5,0.9918393028934233,0.968303500343875,0.9800714016186491,0.9601428032372983,市场锁定
2.4,1.5,0.9932505859502571,0.9685704901047703,0.9809105380275136,0.9618210760550273,市场锁定
2.5,1.5,0.9944163299017573,0.968789334813713,0.9816028323577352,0.9632056647154703,市场锁定
2.6,1.5,0.9953796677397317,0.9689690338404632,0.9821743507900975,0.9643487015801949,市场锁定
2.7,1.5,0.9961760404150883,0.9691168076502268,0.9826464240326576,0.9652928480653151,市场锁定
2.8,1.5,0.9968346004118175,0.9692384784545102,0.9830365394331638,0.9660730788663277,市场锁定
2.9,1.5,0.997379350436007,0.9693387609341861,0.9833590556850966,0.9667181113701931,市场锁定
3.0,1.5,0.9978300696261192,0.9694214866669999,0.9836257781465596,0.9672515562931191,市场锁定
3.1,1.5,0.9982030686535069,0.9694897790326339,0.9838464238430704,0.9676928476861408,市场锁定
3.2,1.5,0.9985118065571262,0.9695461906742502,0.9840289986156883,0.9680579972313764,市场锁定
3.3,1.5,0.9987673955178422,0.9695928123346801,0.9841801039262612,0.9683602078525223,市场锁定
3.4,1.5,0.9989790145717701,0.9696313595881461,0.9843051870799581,0.9686103741599161,市场锁定
3.5,1.5,0.9991542491546006,0.9696632423479167,0.9844087457512587,0.9688174915025173,市场锁定
3.6,1.5,0.999299370110717,0.9696896208436536,0.9844944954771853,0.9689889909543706,市场锁定
3.7,1.5,0.9994195632042491,0.9697114508932133,0.9845655070487311,0.9691310140974624,市场锁定
3.8,1.5,0.9995191180910478,0.9697295206497952,0.9846243193704215,0.969248638740843,市场锁定
3.9,1.5,0.9996015840410869,0.9697444805229172,0.9846730322820021,0.9693460645640041,市场锁定
4.0,1.5,0.9996698983551374,0.9697568676064499,0.9847133829807937,0.9694267659615873,市场锁定
4.1,1.5,0.999726492331569,0.9697671256676709,0.9847468089996199,0.9694936179992398,市场锁定
4.2,1.5,0.9997733787570917,0.9697756215358005,0.9847745001464461,0.9695490002928923,市场锁定
4.3,1.5,0.9998122241783849,0.9697826585607917,0.9847974413695884,0.9695948827391766,市场锁定
4.4,1.5,0.9998444086276369,0.9697884876816383,0.9848164481546375,0.9696328963092752,市场锁定
4.5,1.5,0.9998710749984514,0.969793316539629,0.9848321957690402,0.9696643915380804,市场锁定
4.6,1.5,0.9998931698788863,0.9697973169894376,0.9848452434341619,0.9696904868683239,市场锁定
4.7,1.5,0.9999114773292644,0.9698006312950028,0.9848560543121336,0.9697121086242673,市场锁定
4.8,1.5,0.9999266468306532,0.969803377244174,0.9848650120374136,0.9697300240748272,市场锁定
4.9,1.5,0.9999392164149604,0.9698056523733779,0.9848724343941692,0.9697448687883383,市场锁定
5.0,1.5,0.9999496318108806,0.9698075374589599,0.9848785846349202,0.9697571692698405,市场锁定
0.0,1.6,0.5000000000000016,0.5000000000000049,0.5000000000000032,6.439293542825908e-15,双平台共存
0.1,1.6,0.5000000000000216,0.5000000000000862,0.500000000000054,1.078026556911027e-13,双平台共存
0.2,1.6,0.5000000132075644,0.5000000373566333,0.5000000252820989,5.056419771776177e-08,双平台共存
0.3,1.6,0.5003552170774705,0.5008203383069301,0.5005877776922003,0.0011755553844006172,双平台共存
0.4,1.6,0.6194374054094878,0.7298915084254711,0.6746644569174794,0.3493289138349589,市场倾斜
0.5,1.6,0.7113093052283538,0.8452211053810554,0.7782652053047046,0.5565304106094092,市场倾斜
0.6,1.6,0.7715430743474907,0.8939590601925619,0.8327510672700262,0.6655021345400526,市场倾斜
0.7,1.6,0.8165963681805674,0.920306857448803,0.8684516128146852,0.7369032256293704,市场倾斜
0.8,1.6,0.851654934762957,0.9362454443831925,0.8939501895730747,0.7879003791461494,市场倾斜
0.9,1.6,0.8794473077331919,0.9465998348497221,0.913023571291457,0.826047142582914,市场锁定
1.0,1.6,0.9017138717950306,0.9536751205956028,0.9276944961953166,0.8553889923906334,市场锁定
1.1,1.6,0.9196748415635255,0.9586960126094095,0.9391854270864675,0.878370854172935,市场锁定
1.2,1.6,0.9342313539861171,0.9623644865607225,0.9482979202734199,0.8965958405468396,市场锁定
1.3,1.6,0.9460698369707394,0.9651070423978884,0.955588439684314,0.9111768793686278,市场锁定
1.4,1.6,0.9557235958696544,0.9671952236981628,0.9614594097839086,0.9229188195678172,市场锁定
1.5,1.6,0.9636125343457965,0.9688087298266452,0.9662106320862209,0.9324212641724418,市场锁定
1.6,1.6,0.9700704100239866,0.9700704100239866,0.9700704100239866,0.9401408200479733,市场锁定
1.7,1.6,0.975364368336973,0.9710666040320669,0.9732154861845199,0.94643097236904,市场锁定
1.8,1.6,0.9797093827083143,0.9718594472084889,0.9757844149584016,0.9515688299168032,市场锁定
1.9,1.6,0.9832791719622965,0.9724945760012954,0.977886873981796,0.9557737479635919,市场锁定
2.0,1.6,0.9862145930504101,0.9730061015817169,0.9796103473160636,0.959220694632127,市场锁定
2.1,1.6,0.9886301749260716,0.9734199078098494,0.9810250413679605,0.9620500827359211,市场锁定
2.2,1.6,0.9906192552577539,0.9737558915895446,0.9821875734236492,0.9643751468472984,市场锁定
2.3,1.6,0.9922580500654163,0.9740295183804556,0.983143784222936,0.9662875684458719,市场锁定
2.4,1.6,0.9936088980690404,0.9742529238304027,0.9839309109497216,0.9678618218994431,市场锁定
2.5,1.6,0.9947228603168271,0.9744357081440267,0.9845792842304268,0.9691585684608538,市场锁定
2.6,1.6,0.99564181204773,0.9745855183368419,0.9851136651922859,0.9702273303845719,市场锁定
2.7,1.6,0.9964001319756886,0.9747084813878312,0.9855543066817598,0.9711086133635197,市场锁定
2.8,1.6,0.9970260706169961,0.9748095308123484,0.9859178007146723,0.9718356014293446,市场锁定
2.9,1.6,0.9975428615348374,0.9748926558564674,0.9862177586956524,0.9724355173913048,市场锁定
3.0,1.6,0.9979696258415128,0.974961093698608,0.9864653597700603,0.9729307195401208,市场锁定
3.1,1.6,0.9983221098706494,0.9750174791122828,0.9866697944914661,0.9733395889829322,市场锁定
3.2,1.6,0.9986132878255898,0.9750639619888204,0.9868386249072051,0.9736772498144102,市场锁定
3.3,1.6,0.9988538548621346,0.9751023003053833,0.9869780775837589,0.9739561551675179,市场锁定
3.4,1.6,0.9990526310608651,0.9751339341434991,0.9870932826021821,0.9741865652043642,市场锁定
3.5,1.6,0.9992168927796985,0.9751600449507136,0.9871884688652061,0.9743769377304121,市场锁定
3.6,1.6,0.9993526447205079,0.9751816032169989,0.9872671239687534,0.9745342479375068,市场锁定
3.7,1.6,0.999464843519385,0.9751994069904063,0.9873321252548957,0.9746642505097913,市场锁定
3.8,1.6,0.9995575816441357,0.9752141131031413,0.9873858473736385,0.974771694747277,市场锁定
3.9,1.6,0.9996342387511314,0.9752262625648531,0.9874302506579923,0.9748605013159846,市场锁定
4.0,1.6,0.9996976063359175,0.9752363012662599,0.9874669538010887,0.9749339076021775,市场锁定
4.1,1.6,0.9997499904448804,0.9752445968964402,0.9874972936706603,0.9749945873413206,市场锁定
4.2,1.6,0.9997932963490239,0.9752514527921023,0.9875223745705631,0.9750447491411263,市场锁定
4.3,1.6,0.9998290983762028,0.9752571192931815,0.9875431088346922,0.9750862176693843,市场锁定
4.4,1.6,0.9998586975237903,0.9752618030662324,0.9875602502950114,0.9751205005900228,市场锁定
4.5,1.6,0.999883169004768,0.9752656747679425,0.9875744218863552,0.9751488437727105,市场锁定
4.6,1.6,0.9999034014967428,0.975268875350284,0.9875861384235134,0.9751722768470268,市场锁定
4.7,1.6,0.999920129549347,0.9752715212522264,0.9875958254007866,0.9751916508015733,市场锁定
4.8,1.6,0.9999339603480207,0.9752737086775253,0.987603834512773,0.975207669025546,市场锁定
4.9,1.6,0.9999453958208563,0.9752755171214648,0.9876104564711605,0.975220912942321,市场锁定
5.0,1.6,0.9999548509015683,0.9752770122798023,0.9876159315906854,0.9752318631813707,市场锁定
0.0,1.7,0.5000000000000016,0.500000000000005,0.5000000000000033,6.5503158452884236e-15,双平台共存
0.1,1.7,0.5000000000000572,0.5000000000002356,0.5000000000001463,2.927658115936538e-13,双平台共存
0.2,1.7,0.5000000526321974,0.5000001534479054,0.5000001030400514,2.0608010276035316e-07,双平台共存
0.3,1.7,0.5018861370873847,0.5044898386778554,0.50318798788262,0.006375975765240072,双平台共存
0.4,1.7,0.6412641839366826,0.7747496120941024,0.7080068980153925,0.41601379603078503,市场倾斜
0.5,1.7,0.7229416419559838,0.8680793489993806,0.7955104954776822,0.5910209909553643,市场倾斜
0.6,1.7,0.7795280754699324,0.9097459455307153,0.8446370105003238,0.6892740210006477,市场倾斜
0.7,1.7,0.8225167785177303,0.9324914377644001,0.8775041081410653,0.7550082162821304,市场倾斜
0.8,1.7,0.8562271573370842,0.9462731193082823,0.9012501383226832,0.8025002766453665,市场锁定
0.9,1.7,0.8830725646985291,0.9552170224907371,0.9191447935946331,0.8382895871892663,市场锁定
1.0,1.7,0.9046425910552187,0.9613163289955851,0.9329794600254019,0.8659589200508038,市场锁定
1.1,1.7,0.9220740674296004,0.9656347030041803,0.9438543852168904,0.8877087704337807,市场锁定
1.2,1.7,0.9362178101252314,0.9687825722072433,0.9525001911662374,0.9050003823324747,市场锁定
1.3,1.7,0.9477280424541041,0.9711306732527678,0.959429357853436,0.9188587157068719,市场锁定
1.4,1.7,0.957116548608501,0.9729147531687652,0.9650156508886332,0.9300313017772662,市场锁定
1.5,1.7,0.9647883483041244,0.9742905598130575,0.9695394540585909,0.9390789081171819,市场锁定
1.6,1.7,0.9710666040320669,0.975364368336973,0.9732154861845199,0.94643097236904,市场锁定
1.7,1.7,0.9762107259639808,0.9762107259639808,0.9762107259639808,0.9524214519279617,市场锁定
1.8,1.7,0.9804299104904998,0.9768831797145681,0.978656545102534,0.9573130902050678,市场锁定
1.9,1.7,0.9838934719255032,0.9774209866780043,0.9806572293017537,0.9613144586035075,市场锁定
2.0,1.7,0.9867388454570915,0.9778534392660643,0.9822961423615779,0.9645922847231557,市场锁定
2.1,1.7,0.9890778561706121,0.9782027288151054,0.9836402924928587,0.9672805849857175,市场锁定
2.2,1.7,0.9910016724034404,0.978485887733233,0.9847437800683367,0.9694875601366734,市场锁定
2.3,1.7,0.9925847462207742,0.9787161357822781,0.9856504410015261,0.9713008820030523,市场锁定
