budget,subsidy_policy,policy_label,seed,final_L,concentration,lock_state,success,time_to_success,total_subsidy_spend,roi,final_multi_share
120,random,随机补贴,6145,0.13166666666666665,0.771338888888889,B_lock,0.0,,8400.0,-2.003968253968254e-05,0.0
120,random,随机补贴,6146,0.14,0.7591999999999999,B_lock,0.0,,8400.0,-1.9047619047619046e-05,0.0
120,random,随机补贴,6147,0.135,0.7664500000000001,B_lock,0.0,,8400.0,-1.964285714285714e-05,0.0
120,random,随机补贴,6148,0.10833333333333334,0.8068055555555554,B_lock,0.0,,8400.0,-2.2817460317460315e-05,0.0
120,random,随机补贴,6149,0.11166666666666666,0.8016055555555555,B_lock,0.0,,8400.0,-2.242063492063492e-05,0.0
120,two_sided_targeted,双边精准,6100,0.14666666666666667,0.7496888888888888,B_lock,0.0,,8400.0,-1.825396825396825e-05,0.0
120,two_sided_targeted,双边精准,6101,0.21833333333333332,0.6586722222222223,coexist,0.0,,8400.0,-9.722222222222223e-06,0.0
120,two_sided_targeted,双边精准,6102,0.13333333333333333,0.768888888888889,B_lock,0.0,,8400.0,-1.984126984126984e-05,0.0
120,two_sided_targeted,双边精准,6103,0.94,0.8872,A_lock,1.0,10.0,8400.0,7.619047619047618e-05,0.0
120,two_sided_targeted,双边精准,6104,0.13999999999999999,0.7591999999999999,B_lock,0.0,,8400.0,-1.904761904761905e-05,0.0
120,two_sided_targeted,双边精准,6105,0.14500000000000002,0.7520499999999999,B_lock,0.0,,8400.0,-1.845238095238095e-05,0.0
120,two_sided_targeted,双边精准,6106,0.14166666666666666,0.7568055555555557,B_lock,0.0,,8400.0,-1.884920634920635e-05,0.0
120,two_sided_targeted,双边精准,6107,0.15166666666666667,0.7426722222222224,B_lock,0.0,,8400.0,-1.7658730158730155e-05,0.0
120,two_sided_targeted,双边精准,6108,0.11,0.8042,B_lock,0.0,,8400.0,-2.261904761904762e-05,0.0
120,two_sided_targeted,双边精准,6109,0.145,0.7520499999999999,B_lock,0.0,,8400.0,-1.845238095238095e-05,0.0
120,two_sided_targeted,双边精准,6110,0.11166666666666666,0.8016055555555555,B_lock,0.0,,8400.0,-2.242063492063492e-05,0.0
120,two_sided_targeted,双边精准,6111,0.15,0.7449999999999999,B_lock,0.0,,8400.0,-1.7857142857142855e-05,0.0
120,two_sided_targeted,双边精准,6112,0.24,0.6352,coexist,0.0,,8400.0,-7.142857142857143e-06,0.0
120,two_sided_targeted,双边精准,6113,0.9283333333333333,0.8669388888888889,A_lock,1.0,6.0,8400.0,7.480158730158732e-05,0.0
120,two_sided_targeted,双边精准,6114,0.1716666666666667,0.7156055555555556,B_lock,0.0,,8400.0,-1.5277777777777773e-05,0.0
120,two_sided_targeted,双边精准,6115,0.13,0.7738,B_lock,0.0,,8400.0,-2.0238095238095237e-05,0.0
120,two_sided_targeted,双边精准,6116,0.12333333333333332,0.7837555555555555,B_lock,0.0,,8400.0,-2.1031746031746032e-05,0.0
120,two_sided_targeted,双边精准,6117,0.23833333333333334,0.6369388888888889,coexist,0.0,,8400.0,-7.341269841269839e-06,0.0
120,two_sided_targeted,双边精准,6118,0.18,0.7048000000000001,B_lock,0.0,,8400.0,-1.4285714285714285e-05,0.0
120,two_sided_targeted,双边精准,6119,0.18833333333333335,0.6942722222222222,B_lock,0.0,,8400.0,-1.329365079365079e-05,0.0
120,two_sided_targeted,双边精准,6120,0.19166666666666665,0.6901388888888889,B_lock,0.0,,8400.0,-1.2896825396825396e-05,0.0
120,two_sided_targeted,双边精准,6121,0.15833333333333333,0.7334722222222223,B_lock,0.0,,8400.0,-1.6865079365079364e-05,0.0
120,two_sided_targeted,双边精准,6122,0.12666666666666665,0.7787555555555554,B_lock,0.0,,8400.0,-2.0634920634920636e-05,0.0
120,two_sided_targeted,双边精准,6123,0.13333333333333333,0.768888888888889,B_lock,0.0,,8400.0,-1.984126984126984e-05,0.0
120,two_sided_targeted,双边精准,6124,0.13166666666666665,0.771338888888889,B_lock,0.0,,8400.0,-2.003968253968254e-05,0.0
120,two_sided_targeted,双边精准,6125,0.13333333333333336,0.768888888888889,B_lock,0.0,,8400.0,-1.9841269841269838e-05,0.0
120,two_sided_targeted,双边精准,6126,0.08,0.8528,B_lock,0.0,,8400.0,-2.619047619047619e-05,0.0
120,two_sided_targeted,双边精准,6127,0.095,0.82805,B_lock,0.0,,8400.0,-2.4404761904761902e-05,0.0
120,two_sided_targeted,双边精准,6128,0.16666666666666666,0.7222222222222223,B_lock,0.0,,8400.0,-1.5873015873015872e-05,0.0
120,two_sided_targeted,双边精准,6129,0.07666666666666666,0.8584222222222222,B_lock,0.0,,8400.0,-2.6587301587301588e-05,0.0
120,two_sided_targeted,双边精准,6130,0.19166666666666665,0.6901388888888889,B_lock,0.0,,8400.0,-1.2896825396825396e-05,0.0
120,two_sided_targeted,双边精准,6131,0.15166666666666667,0.7426722222222224,B_lock,0.0,,8400.0,-1.7658730158730155e-05,0.0
120,two_sided_targeted,双边精准,6132,0.15333333333333332,0.7403555555555557,B_lock,0.0,,8400.0,-1.746031746031746e-05,0.0
120,two_sided_targeted,双边精准,6133,0.10166666666666667,0.8173388888888888,B_lock,0.0,,8400.0,-2.3611111111111107e-05,0.0
120,two_sided_targeted,双边精准,6134,0.15166666666666667,0.7426722222222224,B_lock,0.0,,8400.0,-1.7658730158730155e-05,0.0
120,two_sided_targeted,双边精准,6135,0.11833333333333333,0.791338888888889,B_lock,0.0,,8400.0,-2.1626984126984124e-05,0.0
