scenario_label,step,merchant_A_only,merchant_B_only,merchant_multi,L_A
低成本-中等贡献,39,0.35444444444444445,0.07466666666666667,0.5708888888888889,0.7071666666666666
低成本-中等贡献,40,0.37266666666666665,0.07600000000000001,0.5513333333333333,0.7079444444444445
低成本-中等贡献,41,0.3815555555555556,0.07488888888888888,0.5435555555555555,0.7157222222222223
低成本-中等贡献,42,0.38,0.06755555555555556,0.5524444444444445,0.7232777777777778
低成本-中等贡献,43,0.3733333333333333,0.06622222222222222,0.5604444444444444,0.7229444444444444
低成本-中等贡献,44,0.38711111111111113,0.07155555555555557,0.5413333333333334,0.7232777777777778
低成本-中等贡献,45,0.38711111111111113,0.06977777777777777,0.5431111111111111,0.7241666666666666
低成本-中等贡献,46,0.37466666666666665,0.07311111111111111,0.5522222222222222,0.7201666666666667
低成本-中等贡献,47,0.3708888888888889,0.07577777777777778,0.5533333333333333,0.7122222222222222
低成本-中等贡献,48,0.3695555555555555,0.07555555555555556,0.554888888888889,0.7125
低成本-中等贡献,49,0.3802222222222222,0.07444444444444445,0.5453333333333333,0.7168888888888889
低成本-中等贡献,50,0.3764444444444444,0.07933333333333333,0.5442222222222223,0.7174999999999999
低成本-中等贡献,51,0.38266666666666665,0.07688888888888888,0.5404444444444445,0.7166111111111112
低成本-中等贡献,52,0.38177777777777777,0.08,0.5382222222222223,0.7171666666666667
低成本-中等贡献,53,0.36777777777777776,0.07911111111111112,0.5531111111111111,0.7093888888888888
低成本-中等贡献,54,0.3697777777777778,0.07844444444444446,0.5517777777777778,0.7098888888888889
低成本-中等贡献,55,0.37577777777777777,0.07044444444444445,0.5537777777777778,0.7114444444444444
低成本-中等贡献,56,0.378,0.08244444444444446,0.5395555555555556,0.7128333333333334
低成本-中等贡献,57,0.3831111111111111,0.07711111111111112,0.5397777777777778,0.7131666666666666
低成本-中等贡献,58,0.38999999999999996,0.07555555555555556,0.5344444444444445,0.7196666666666667
低成本-中等贡献,59,0.3831111111111111,0.07711111111111112,0.5397777777777777,0.7162777777777778
低成本-中等贡献,60,0.38333333333333336,0.07666666666666666,0.5399999999999999,0.7171666666666667
低成本-中等贡献,61,0.3877777777777778,0.07466666666666667,0.5375555555555555,0.7207777777777779
低成本-中等贡献,62,0.38866666666666666,0.07088888888888888,0.5404444444444445,0.7226111111111112
低成本-中等贡献,63,0.37711111111111106,0.07511111111111111,0.5477777777777778,0.7197777777777777
低成本-中等贡献,64,0.3824444444444444,0.08377777777777777,0.5337777777777777,0.7131111111111111
低成本-中等贡献,65,0.38577777777777783,0.07177777777777777,0.5424444444444444,0.7196666666666667
低成本-中等贡献,66,0.3831111111111111,0.0688888888888889,0.548,0.7222777777777778
低成本-中等贡献,67,0.38533333333333336,0.076,0.5386666666666666,0.7185555555555556
低成本-中等贡献,68,0.38199999999999995,0.078,0.5399999999999999,0.7165555555555555
低成本-中等贡献,69,0.3862222222222222,0.07333333333333333,0.5404444444444445,0.7169444444444444
低成本-中等贡献,70,0.3797777777777778,0.08288888888888889,0.5373333333333333,0.7129444444444444
低成本-高贡献,0,0.52,0.4799999999999999,0.0,0.52
低成本-高贡献,1,0.2528888888888889,0.1568888888888889,0.5902222222222222,0.6672666666666667
低成本-高贡献,2,0.21666666666666667,0.11955555555555557,0.6637777777777778,0.6990333333333333
低成本-高贡献,3,0.22933333333333333,0.10600000000000001,0.6646666666666667,0.7171
低成本-高贡献,4,0.2531111111111111,0.10022222222222223,0.6466666666666666,0.7301666666666667
低成本-高贡献,5,0.25822222222222224,0.09488888888888888,0.6468888888888888,0.7429333333333333
低成本-高贡献,6,0.2755555555555556,0.09755555555555556,0.6268888888888888,0.7505444444444443
低成本-高贡献,7,0.29244444444444445,0.09733333333333333,0.6102222222222223,0.7580444444444444
低成本-高贡献,8,0.30977777777777776,0.09177777777777778,0.5984444444444444,0.7657444444444443
低成本-高贡献,9,0.31955555555555554,0.082,0.5984444444444444,0.7836888888888889
低成本-高贡献,10,0.33,0.08422222222222223,0.5857777777777778,0.7894888888888888
低成本-高贡献,11,0.32066666666666666,0.08466666666666667,0.5946666666666667,0.7937666666666666
低成本-高贡献,12,0.3351111111111111,0.08911111111111111,0.5757777777777778,0.7935444444444445
低成本-高贡献,13,0.35044444444444445,0.08288888888888889,0.5666666666666667,0.8023333333333333
低成本-高贡献,14,0.3475555555555555,0.08155555555555556,0.5708888888888889,0.8092333333333334
低成本-高贡献,15,0.3426666666666666,0.07822222222222222,0.5791111111111111,0.8108777777777778
低成本-高贡献,16,0.3606666666666667,0.08222222222222222,0.5571111111111111,0.8097555555555556
低成本-高贡献,17,0.3577777777777778,0.08688888888888888,0.5553333333333333,0.8065666666666667
低成本-高贡献,18,0.35755555555555557,0.07888888888888888,0.5635555555555556,0.8129333333333333
低成本-高贡献,19,0.3568888888888889,0.07577777777777778,0.5673333333333334,0.8151888888888889
低成本-高贡献,20,0.3626666666666667,0.07977777777777778,0.5575555555555556,0.8153444444444445
低成本-高贡献,21,0.3662222222222222,0.07911111111111112,0.5546666666666666,0.8154333333333333
低成本-高贡献,22,0.36088888888888887,0.07600000000000001,0.5631111111111111,0.8183444444444444
低成本-高贡献,23,0.3777777777777778,0.07888888888888888,0.5433333333333333,0.8182777777777778
低成本-高贡献,24,0.37288888888888894,0.07888888888888888,0.5482222222222222,0.8174222222222222
低成本-高贡献,25,0.3662222222222222,0.08,0.5537777777777778,0.8184222222222223
低成本-高贡献,26,0.356,0.08533333333333333,0.5586666666666668,0.8136777777777778
低成本-高贡献,27,0.35755555555555557,0.07733333333333332,0.5651111111111111,0.8130777777777778
低成本-高贡献,28,0.3611111111111111,0.07622222222222222,0.5626666666666666,0.8153666666666666
低成本-高贡献,29,0.3631111111111111,0.07533333333333334,0.5615555555555556,0.8200333333333333
低成本-高贡献,30,0.366,0.07422222222222222,0.5597777777777778,0.8201777777777778
低成本-高贡献,31,0.3577777777777778,0.07866666666666666,0.5635555555555556,0.8183777777777779
低成本-高贡献,32,0.37022222222222223,0.08044444444444446,0.5493333333333333,0.8182555555555556
低成本-高贡献,33,0.3711111111111111,0.07733333333333334,0.5515555555555556,0.8210333333333334
低成本-高贡献,34,0.36666666666666664,0.08266666666666667,0.5506666666666666,0.8168555555555556
低成本-高贡献,35,0.36577777777777776,0.07955555555555556,0.5546666666666666,0.8180999999999999
低成本-高贡献,36,0.3768888888888889,0.07666666666666666,0.5464444444444445,0.8199555555555555
低成本-高贡献,37,0.3706666666666667,0.07488888888888888,0.5544444444444444,0.8213888888888888
低成本-高贡献,38,0.3688888888888889,0.07777777777777778,0.5533333333333333,0.8230555555555555
低成本-高贡献,39,0.35444444444444445,0.07466666666666667,0.5708888888888889,0.8213444444444444
低成本-高贡献,40,0.37266666666666665,0.07600000000000001,0.5513333333333333,0.8182111111111111
低成本-高贡献,41,0.3815555555555556,0.07488888888888888,0.5435555555555555,0.8244333333333334
低成本-高贡献,42,0.38,0.06755555555555556,0.5524444444444445,0.8337666666666667
低成本-高贡献,43,0.3733333333333333,0.06622222222222222,0.5604444444444444,0.8350333333333333
低成本-高贡献,44,0.38711111111111113,0.07155555555555557,0.5413333333333334,0.8315444444444445
低成本-高贡献,45,0.38711111111111113,0.06977777777777777,0.5431111111111111,0.8327888888888889
低成本-高贡献,46,0.37466666666666665,0.07311111111111111,0.5522222222222222,0.8306111111111111
低成本-高贡献,47,0.3708888888888889,0.07577777777777778,0.5533333333333333,0.8228888888888889
低成本-高贡献,48,0.3695555555555555,0.07555555555555556,0.554888888888889,0.8234777777777779
低成本-高贡献,49,0.3802222222222222,0.07444444444444445,0.5453333333333333,0.8259555555555556
低成本-高贡献,50,0.3764444444444444,0.07933333333333333,0.5442222222222223,0.8263444444444444
低成本-高贡献,51,0.38266666666666665,0.07688888888888888,0.5404444444444445,0.8247
低成本-高贡献,52,0.38177777777777777,0.08,0.5382222222222223,0.8248111111111112
低成本-高贡献,53,0.36777777777777776,0.07911111111111112,0.5531111111111111,0.8200111111111111
低成本-高贡献,54,0.3697777777777778,0.07844444444444446,0.5517777777777778,0.8202444444444444
低成本-高贡献,55,0.37577777777777777,0.07044444444444445,0.5537777777777778,0.8222
低成本-高贡献,56,0.378,0.08244444444444446,0.5395555555555556,0.8207444444444445
低成本-高贡献,57,0.3831111111111111,0.07711111111111112,0.5397777777777778,0.8211222222222222
低成本-高贡献,58,0.38999999999999996,0.07555555555555556,0.5344444444444445,0.8265555555555556
低成本-高贡献,59,0.3831111111111111,0.07711111111111112,0.5397777777777777,0.8242333333333334
低成本-高贡献,60,0.38333333333333336,0.07666666666666666,0.5399999999999999,0.8251666666666666
低成本-高贡献,61,0.3877777777777778,0.07466666666666667,0.5375555555555555,0.8282888888888889
低成本-高贡献,62,0.38866666666666666,0.07088888888888888,0.5404444444444445,0.8307
低成本-高贡献,63,0.37711111111111106,0.07511111111111111,0.5477777777777778,0.8293333333333333
低成本-高贡献,64,0.3824444444444444,0.08377777777777777,0.5337777777777777,0.8198666666666666
低成本-高贡献,65,0.38577777777777783,0.07177777777777777,0.5424444444444444,0.8281555555555556
低成本-高贡献,66,0.3831111111111111,0.0688888888888889,0.548,0.8318777777777778
低成本-高贡献,67,0.38533333333333336,0.076,0.5386666666666666,0.826288888888889
低成本-高贡献,68,0.38199999999999995,0.078,0.5399999999999999,0.8245555555555556
低成本-高贡献,69,0.3862222222222222,0.07333333333333333,0.5404444444444445,0.8250333333333334
低成本-高贡献,70,0.3797777777777778,0.08288888888888889,0.5373333333333333,0.8204111111111111
高成本-中等贡献,0,0.52,0.4799999999999999,0.0,0.52
高成本-中等贡献,1,0.5075555555555555,0.3433333333333334,0.1491111111111111,0.5662777777777778
高成本-中等贡献,2,0.6093333333333334,0.23511111111111113,0.15555555555555556,0.6612222222222222
高成本-中等贡献,3,0.7337777777777778,0.15088888888888888,0.11533333333333333,0.7855000000000001
高成本-中等贡献,4,0.8019999999999999,0.10977777777777778,0.08822222222222222,0.8558333333333333
高成本-中等贡献,5,0.8128888888888889,0.10711111111111112,0.08,0.8783333333333334
高成本-中等贡献,6,0.8213333333333334,0.10200000000000001,0.07666666666666666,0.8847777777777778
高成本-中等贡献,7,0.8251111111111111,0.10266666666666667,0.07222222222222222,0.8872777777777777
高成本-中等贡献,8,0.8173333333333334,0.10088888888888889,0.08177777777777777,0.885888888888889
高成本-中等贡献,9,0.8208888888888889,0.10711111111111112,0.07200000000000001,0.8846666666666666
高成本-中等贡献,10,0.8231111111111111,0.10200000000000001,0.07488888888888888,0.8855000000000001
高成本-中等贡献,11,0.8188888888888889,0.10822222222222222,0.07288888888888888,0.8842777777777777
高成本-中等贡献,12,0.8115555555555556,0.10888888888888888,0.07955555555555556,0.8836111111111111
高成本-中等贡献,13,0.822,0.10800000000000001,0.07,0.8836666666666667
高成本-中等贡献,14,0.8204444444444444,0.10577777777777778,0.07377777777777778,0.8851111111111112
高成本-中等贡献,15,0.8173333333333334,0.10266666666666667,0.08,0.8854444444444444
高成本-中等贡献,16,0.8173333333333334,0.10933333333333332,0.07333333333333333,0.8828333333333334
高成本-中等贡献,17,0.8200000000000001,0.10555555555555556,0.07444444444444445,0.8845555555555555
高成本-中等贡献,18,0.8124444444444445,0.10555555555555557,0.082,0.8817222222222223
高成本-中等贡献,19,0.8188888888888889,0.10955555555555556,0.07155555555555555,0.8814444444444445
高成本-中等贡献,20,0.8233333333333334,0.10377777777777777,0.07288888888888888,0.8852777777777778
高成本-中等贡献,21,0.8222222222222223,0.10222222222222223,0.07555555555555556,0.8861666666666667
高成本-中等贡献,22,0.8160000000000001,0.11022222222222222,0.07377777777777778,0.8835555555555555
高成本-中等贡献,23,0.8262222222222222,0.10200000000000001,0.07177777777777777,0.885888888888889
高成本-中等贡献,24,0.8128888888888889,0.10155555555555557,0.08555555555555557,0.8827777777777778
高成本-中等贡献,25,0.8188888888888889,0.10444444444444444,0.07666666666666666,0.8832222222222222
高成本-中等贡献,26,0.8137777777777778,0.10466666666666667,0.08155555555555556,0.8831111111111111
高成本-中等贡献,27,0.8251111111111111,0.10888888888888888,0.066,0.8852222222222222
高成本-中等贡献,28,0.824,0.10244444444444444,0.07355555555555555,0.8863333333333333
高成本-中等贡献,29,0.8206666666666667,0.10555555555555556,0.07377777777777778,0.8852777777777778
高成本-中等贡献,30,0.8211111111111111,0.10866666666666668,0.07022222222222223,0.8845
高成本-中等贡献,31,0.8197777777777778,0.10422222222222223,0.07600000000000001,0.8841111111111111
高成本-中等贡献,32,0.8248888888888889,0.10288888888888889,0.07222222222222222,0.8867777777777778
高成本-中等贡献,33,0.8102222222222222,0.10644444444444444,0.08333333333333333,0.8825555555555555
高成本-中等贡献,34,0.8133333333333332,0.10422222222222223,0.08244444444444445,0.8822222222222221
高成本-中等贡献,35,0.8213333333333334,0.10555555555555556,0.07311111111111111,0.8839444444444445
高成本-中等贡献,36,0.8217777777777777,0.10177777777777777,0.07644444444444445,0.8868888888888888
高成本-中等贡献,37,0.8246666666666667,0.09933333333333333,0.07600000000000001,0.8885555555555555
高成本-中等贡献,38,0.8157777777777777,0.10888888888888888,0.07533333333333334,0.8841666666666667
高成本-中等贡献,39,0.8193333333333332,0.10355555555555557,0.07711111111111112,0.8851666666666667
高成本-中等贡献,40,0.8217777777777777,0.10111111111111111,0.07711111111111112,0.8861666666666667
高成本-中等贡献,41,0.8224444444444444,0.10466666666666667,0.07288888888888888,0.8853333333333333
高成本-中等贡献,42,0.8231111111111111,0.10066666666666667,0.07622222222222222,0.8872222222222222
高成本-中等贡献,43,0.8226666666666667,0.09977777777777778,0.07755555555555556,0.8888333333333333
高成本-中等贡献,44,0.8224444444444444,0.10200000000000001,0.07555555555555556,0.8862222222222222
高成本-中等贡献,45,0.822,0.10444444444444444,0.07355555555555555,0.8856111111111111
高成本-中等贡献,46,0.8202222222222222,0.10200000000000001,0.07777777777777778,0.8850555555555555
高成本-中等贡献,47,0.8213333333333334,0.10088888888888889,0.07777777777777778,0.8866111111111111
高成本-中等贡献,48,0.8275555555555556,0.10155555555555557,0.07088888888888888,0.8891111111111111
高成本-中等贡献,49,0.8228888888888889,0.09888888888888889,0.07822222222222222,0.8877777777777778
高成本-中等贡献,50,0.8264444444444444,0.10155555555555557,0.07200000000000001,0.8876666666666666
高成本-中等贡献,51,0.8264444444444444,0.09911111111111112,0.07444444444444445,0.8888333333333333
高成本-中等贡献,52,0.828,0.09844444444444443,0.07355555555555555,0.888
高成本-中等贡献,53,0.8148888888888889,0.10666666666666667,0.07844444444444446,0.8815000000000001
高成本-中等贡献,54,0.8222222222222223,0.10200000000000001,0.07577777777777778,0.8863333333333333
高成本-中等贡献,55,0.8233333333333334,0.10022222222222223,0.07644444444444445,0.8871111111111111
高成本-中等贡献,56,0.8295555555555556,0.10066666666666667,0.06977777777777777,0.8895000000000001
高成本-中等贡献,57,0.8206666666666667,0.10644444444444444,0.07288888888888888,0.8857222222222222
高成本-中等贡献,58,0.8233333333333334,0.10200000000000001,0.07466666666666667,0.8864444444444445
高成本-中等贡献,59,0.8164444444444444,0.10844444444444444,0.07511111111111111,0.8829444444444444
高成本-中等贡献,60,0.8146666666666668,0.10511111111111111,0.08022222222222222,0.8823888888888889
高成本-中等贡献,61,0.8117777777777777,0.10533333333333333,0.08288888888888889,0.8826666666666667
高成本-中等贡献,62,0.8260000000000001,0.10311111111111111,0.0708888888888889,0.8851666666666667
高成本-中等贡献,63,0.8195555555555555,0.10088888888888889,0.07955555555555556,0.8865555555555555
高成本-中等贡献,64,0.8224444444444444,0.09755555555555556,0.08,0.8868888888888888
高成本-中等贡献,65,0.8237777777777778,0.09688888888888889,0.07933333333333333,0.8887222222222222
高成本-中等贡献,66,0.8295555555555556,0.10266666666666667,0.06777777777777777,0.8878333333333334
高成本-中等贡献,67,0.8246666666666667,0.10733333333333334,0.068,0.885888888888889
高成本-中等贡献,68,0.8200000000000001,0.10422222222222222,0.07577777777777778,0.8863333333333333
高成本-中等贡献,69,0.8122222222222223,0.10888888888888888,0.07888888888888888,0.8815555555555555
高成本-中等贡献,70,0.8184444444444445,0.10644444444444444,0.07511111111111111,0.8835
