u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,step,seed,heterogeneity_sigma
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,58,5100,0.0
0.9966666666666667,0.98,0.02,0.98,0.02,0.0,0.9883333333333333,0.9769388888888888,0.0,59,5100,0.0
0.98,0.98,0.02,0.98,0.02,0.0,0.98,0.9607999999999999,0.0,60,5100,0.0
0.9866666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.99,0.9802,0.0,61,5100,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,62,5100,0.0
0.9766666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.985,0.97045,0.0,63,5100,0.0
0.9866666666666667,1.0,0.0,1.0,0.0,0.0,0.9933333333333334,0.9867555555555556,0.0,64,5100,0.0
0.99,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9916666666666667,0.9834722222222223,0.0,65,5100,0.0
0.9966666666666667,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9916666666666667,0.9834722222222223,0.0,66,5100,0.0
0.9833333333333333,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9883333333333333,0.9769388888888888,0.0,67,5100,0.0
0.9933333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.99,0.9802,0.0,68,5100,0.0
0.9866666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.99,0.9802,0.0,69,5100,0.0
0.9866666666666667,1.0,0.0,1.0,0.0,0.0,0.9933333333333334,0.9867555555555556,0.0,70,5100,0.0
0.52,0.52,0.48,0.52,0.48,0.0,0.52,0.5008,0.0,0,5101,0.0
0.5533333333333333,0.6133333333333333,0.38666666666666666,0.6133333333333333,0.38666666666666666,0.0,0.5833333333333333,0.5138888888888888,0.0,1,5101,0.0
0.67,0.8,0.2,0.8,0.2,0.0,0.7350000000000001,0.6104500000000002,0.0,2,5101,0.0
0.9066666666666666,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.03333333333333333,0.0,0.9366666666666666,0.8813555555555554,0.0,3,5101,0.0
0.9833333333333333,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9883333333333333,0.9769388888888888,0.0,4,5101,0.0
0.9933333333333333,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9933333333333333,0.9867555555555554,0.0,5,5101,0.0
0.99,1.0,0.0,1.0,0.0,0.0,0.995,0.9900500000000001,0.0,6,5101,0.0
0.9933333333333333,1.0,0.0,1.0,0.0,0.0,0.9966666666666666,0.9933555555555553,0.0,7,5101,0.0
0.9933333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.99,0.9802,0.0,8,5101,0.0
0.9933333333333333,1.0,0.0,1.0,0.0,0.0,0.9966666666666666,0.9933555555555553,0.0,9,5101,0.0
0.99,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9883333333333333,0.9769388888888888,0.0,10,5101,0.0
0.9866666666666667,0.98,0.02,0.98,0.02,0.0,0.9833333333333334,0.9672222222222224,0.0,11,5101,0.0
0.9866666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.99,0.9802,0.0,12,5101,0.0
0.99,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9916666666666667,0.9834722222222223,0.0,13,5101,0.0
0.9966666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.995,0.9900500000000001,0.0,14,5101,0.0
0.9966666666666667,1.0,0.0,1.0,0.0,0.0,0.9983333333333333,0.9966722222222222,0.0,15,5101,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,16,5101,0.0
0.9833333333333333,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9883333333333333,0.9769388888888888,0.0,17,5101,0.0
0.99,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9916666666666667,0.9834722222222223,0.0,18,5101,0.0
0.9933333333333333,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9933333333333333,0.9867555555555554,0.0,19,5101,0.0
0.98,1.0,0.0,1.0,0.0,0.0,0.99,0.9802,0.0,20,5101,0.0
0.9866666666666667,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9866666666666667,0.973688888888889,0.0,21,5101,0.0
0.9766666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.985,0.97045,0.0,22,5101,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,23,5101,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,24,5101,0.0
0.99,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9883333333333333,0.9769388888888888,0.0,25,5101,0.0
1.0,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9933333333333334,0.9867555555555556,0.0,26,5101,0.0
0.9866666666666667,1.0,0.0,1.0,0.0,0.0,0.9933333333333334,0.9867555555555556,0.0,27,5101,0.0
0.99,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9916666666666667,0.9834722222222223,0.0,28,5101,0.0
0.9866666666666667,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9866666666666667,0.973688888888889,0.0,29,5101,0.0
0.9866666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.99,0.9802,0.0,30,5101,0.0
0.9966666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.995,0.9900500000000001,0.0,31,5101,0.0
0.9866666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.99,0.9802,0.0,32,5101,0.0
0.98,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9833333333333334,0.9672222222222224,0.0,33,5101,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,34,5101,0.0
0.9866666666666667,1.0,0.0,1.0,0.0,0.0,0.9933333333333334,0.9867555555555556,0.0,35,5101,0.0
0.98,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9833333333333334,0.9672222222222224,0.0,36,5101,0.0
0.98,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9833333333333334,0.9672222222222224,0.0,37,5101,0.0
0.9866666666666667,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9866666666666667,0.973688888888889,0.0,38,5101,0.0
0.9966666666666667,1.0,0.0,1.0,0.0,0.0,0.9983333333333333,0.9966722222222222,0.0,39,5101,0.0
0.9833333333333333,0.9733333333333334,0.02666666666666667,0.9733333333333334,0.02666666666666667,0.0,0.9783333333333333,0.9576055555555554,0.0,40,5101,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,41,5101,0.0
0.99,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9916666666666667,0.9834722222222223,0.0,42,5101,0.0
0.99,0.9733333333333334,0.02666666666666667,0.9733333333333334,0.02666666666666667,0.0,0.9816666666666667,0.9640055555555556,0.0,43,5101,0.0
0.9766666666666667,0.9666666666666667,0.03333333333333333,0.9666666666666667,0.03333333333333333,0.0,0.9716666666666667,0.944938888888889,0.0,44,5101,0.0
0.9833333333333333,1.0,0.0,1.0,0.0,0.0,0.9916666666666667,0.9834722222222223,0.0,45,5101,0.0
0.9933333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.99,0.9802,0.0,46,5101,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,47,5101,0.0
0.9666666666666667,1.0,0.0,1.0,0.0,0.0,0.9833333333333334,0.9672222222222224,0.0,48,5101,0.0
0.9866666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.99,0.9802,0.0,49,5101,0.0
0.9833333333333333,1.0,0.0,1.0,0.0,0.0,0.9916666666666667,0.9834722222222223,0.0,50,5101,0.0
0.9833333333333333,0.98,0.02,0.98,0.02,0.0,0.9816666666666667,0.9640055555555556,0.0,51,5101,0.0
0.99,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9916666666666667,0.9834722222222223,0.0,52,5101,0.0
0.9933333333333333,1.0,0.0,1.0,0.0,0.0,0.9966666666666666,0.9933555555555553,0.0,53,5101,0.0
0.98,1.0,0.0,1.0,0.0,0.0,0.99,0.9802,0.0,54,5101,0.0
0.9933333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.99,0.9802,0.0,55,5101,0.0
0.9933333333333333,1.0,0.0,1.0,0.0,0.0,0.9966666666666666,0.9933555555555553,0.0,56,5101,0.0
0.97,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9816666666666667,0.9640055555555556,0.0,57,5101,0.0
0.9866666666666667,0.98,0.02,0.98,0.02,0.0,0.9833333333333334,0.9672222222222224,0.0,58,5101,0.0
0.9966666666666667,1.0,0.0,1.0,0.0,0.0,0.9983333333333333,0.9966722222222222,0.0,59,5101,0.0
0.9833333333333333,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9883333333333333,0.9769388888888888,0.0,60,5101,0.0
0.99,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9883333333333333,0.9769388888888888,0.0,61,5101,0.0
0.9933333333333333,0.96,0.04,0.96,0.04,0.0,0.9766666666666666,0.9544222222222221,0.0,62,5101,0.0
0.9866666666666667,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9866666666666667,0.973688888888889,0.0,63,5101,0.0
0.9933333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.99,0.9802,0.0,64,5101,0.0
0.9733333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.98,0.9607999999999999,0.0,65,5101,0.0
0.9933333333333333,0.98,0.02,0.98,0.02,0.0,0.9866666666666666,0.9736888888888888,0.0,66,5101,0.0
0.9733333333333334,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.0,0.9833333333333334,0.9672222222222224,0.0,67,5101,0.0
0.9933333333333333,0.98,0.02,0.98,0.02,0.0,0.9866666666666666,0.9736888888888888,0.0,68,5101,0.0
0.99,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.9883333333333333,0.9769388888888888,0.0,69,5101,0.0
0.9833333333333333,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.0,0.985,0.97045,0.0,70,5101,0.0
0.52,0.52,0.48,0.52,0.48,0.0,0.52,0.5008,0.0,0,5102,0.0
0.5133333333333333,0.49333333333333335,0.5066666666666667,0.49333333333333335,0.5066666666666667,0.0,0.5033333333333333,0.5000222222222223,0.0,1,5102,0.0
0.48,0.46,0.54,0.46,0.54,0.0,0.47,0.5018,0.0,2,5102,0.0
0.47333333333333333,0.44666666666666666,0.5533333333333333,0.44666666666666666,0.5533333333333333,0.0,0.45999999999999996,0.5032,0.0,3,5102,0.0
0.4166666666666667,0.35333333333333333,0.6466666666666666,0.35333333333333333,0.6466666666666666,0.0,0.385,0.52645,0.0,4,5102,0.0
0.23666666666666666,0.09333333333333334,0.9066666666666666,0.09333333333333334,0.9066666666666666,0.0,0.165,0.72445,0.0,5,5102,0.0
0.043333333333333335,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.028333333333333335,0.944938888888889,0.0,6,5102,0.0
0.023333333333333334,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.018333333333333333,0.9640055555555556,0.0,7,5102,0.0
0.016666666666666666,0.0,1.0,0.0,1.0,0.0,0.008333333333333333,0.9834722222222223,0.0,8,5102,0.0
0.013333333333333334,0.0,1.0,0.0,1.0,0.0,0.006666666666666667,0.9867555555555554,0.0,9,5102,0.0
0.01,0.0,1.0,0.0,1.0,0.0,0.005,0.9900500000000001,0.0,10,5102,0.0
0.01,0.0,1.0,0.0,1.0,0.0,0.005,0.9900500000000001,0.0,11,5102,0.0
0.013333333333333334,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.013333333333333334,0.973688888888889,0.0,12,5102,0.0
0.02,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.016666666666666666,0.9672222222222222,0.0,13,5102,0.0
0.02,0.0,1.0,0.0,1.0,0.0,0.01,0.9802,0.0,14,5102,0.0
0.016666666666666666,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.015,0.97045,0.0,15,5102,0.0
0.01,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.008333333333333333,0.9834722222222223,0.0,16,5102,0.0
0.013333333333333334,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.01,0.9802,0.0,17,5102,0.0
0.006666666666666667,0.0,1.0,0.0,1.0,0.0,0.0033333333333333335,0.9933555555555555,0.0,18,5102,0.0
0.01,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.008333333333333333,0.9834722222222223,0.0,19,5102,0.0
0.01,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.008333333333333333,0.9834722222222223,0.0,20,5102,0.0
0.013333333333333334,0.02666666666666667,0.9733333333333334,0.02666666666666667,0.9733333333333334,0.0,0.02,0.9607999999999999,0.0,21,5102,0.0
0.02,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.016666666666666666,0.9672222222222222,0.0,22,5102,0.0
0.016666666666666666,0.0,1.0,0.0,1.0,0.0,0.008333333333333333,0.9834722222222223,0.0,23,5102,0.0
0.01,0.02666666666666667,0.9733333333333334,0.02666666666666667,0.9733333333333334,0.0,0.018333333333333333,0.9640055555555556,0.0,24,5102,0.0
0.02,0.02,0.98,0.02,0.98,0.0,0.02,0.9607999999999999,0.0,25,5102,0.0
0.016666666666666666,0.0,1.0,0.0,1.0,0.0,0.008333333333333333,0.9834722222222223,0.0,26,5102,0.0
0.0033333333333333335,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.008333333333333333,0.9834722222222223,0.0,27,5102,0.0
0.02,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.013333333333333334,0.973688888888889,0.0,28,5102,0.0
0.023333333333333334,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.018333333333333333,0.9640055555555556,0.0,29,5102,0.0
0.013333333333333334,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.01,0.9802,0.0,30,5102,0.0
0.013333333333333334,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.01,0.9802,0.0,31,5102,0.0
0.01,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.008333333333333333,0.9834722222222223,0.0,32,5102,0.0
0.01,0.02,0.98,0.02,0.98,0.0,0.015,0.97045,0.0,33,5102,0.0
0.0,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.006666666666666667,0.9867555555555554,0.0,34,5102,0.0
0.013333333333333334,0.02,0.98,0.02,0.98,0.0,0.016666666666666666,0.9672222222222222,0.0,35,5102,0.0
0.013333333333333334,0.0,1.0,0.0,1.0,0.0,0.006666666666666667,0.9867555555555554,0.0,36,5102,0.0
0.023333333333333334,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.015000000000000001,0.97045,0.0,37,5102,0.0
0.02,0.02,0.98,0.02,0.98,0.0,0.02,0.9607999999999999,0.0,38,5102,0.0
0.016666666666666666,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.015,0.97045,0.0,39,5102,0.0
0.013333333333333334,0.02,0.98,0.02,0.98,0.0,0.016666666666666666,0.9672222222222222,0.0,40,5102,0.0
0.0033333333333333335,0.0,1.0,0.0,1.0,0.0,0.0016666666666666668,0.9966722222222222,0.0,41,5102,0.0
0.006666666666666667,0.0,1.0,0.0,1.0,0.0,0.0033333333333333335,0.9933555555555555,0.0,42,5102,0.0
0.01,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.008333333333333333,0.9834722222222223,0.0,43,5102,0.0
0.016666666666666666,0.0,1.0,0.0,1.0,0.0,0.008333333333333333,0.9834722222222223,0.0,44,5102,0.0
0.013333333333333334,0.0,1.0,0.0,1.0,0.0,0.006666666666666667,0.9867555555555554,0.0,45,5102,0.0
0.006666666666666667,0.02666666666666667,0.9733333333333334,0.02666666666666667,0.9733333333333334,0.0,0.016666666666666666,0.9672222222222222,0.0,46,5102,0.0
0.0033333333333333335,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.005,0.9900500000000001,0.0,47,5102,0.0
0.006666666666666667,0.02,0.98,0.02,0.98,0.0,0.013333333333333334,0.973688888888889,0.0,48,5102,0.0
0.01,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.011666666666666667,0.9769388888888888,0.0,49,5102,0.0
0.016666666666666666,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.015,0.97045,0.0,50,5102,0.0
0.02666666666666667,0.0,1.0,0.0,1.0,0.0,0.013333333333333334,0.973688888888889,0.0,51,5102,0.0
0.0033333333333333335,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.005,0.9900500000000001,0.0,52,5102,0.0
0.006666666666666667,0.02,0.98,0.02,0.98,0.0,0.013333333333333334,0.973688888888889,0.0,53,5102,0.0
0.01,0.013333333333333334,0.9866666666666667,0.013333333333333334,0.9866666666666667,0.0,0.011666666666666667,0.9769388888888888,0.0,54,5102,0.0
0.006666666666666667,0.006666666666666667,0.9933333333333333,0.006666666666666667,0.9933333333333333,0.0,0.006666666666666667,0.9867555555555554,0.0,55,5102,0.0
0.013333333333333334,0.02666666666666667,0.9733333333333334,0.02666666666666667,0.9733333333333334,0.0,0.02,0.9607999999999999,0.0,56,5102,0.0
0.01,0.02666666666666667,0.9733333333333334,0.02666666666666667,0.9733333333333334,0.0,0.018333333333333333,0.9640055555555556,0.0,57,5102,0.0
