scenario,step,abm_L_A_mean,abm_L_A_std,abm_u_A_mean,abm_merchant_A_mean,ode_L_A
中等网络效应,62,0.46308333333333335,0.10187558616995175,0.45616666666666666,0.47,0.5000000081855228
中等网络效应,63,0.4575833333333333,0.08863909615861443,0.47683333333333333,0.43833333333333335,0.5000000073603011
中等网络效应,64,0.4575416666666667,0.10379100941342402,0.46008333333333334,0.455,0.5000000065221175
中等网络效应,65,0.46308333333333335,0.12410790864608807,0.4678333333333333,0.4583333333333333,0.5000000049932801
中等网络效应,66,0.4754583333333333,0.12664924212804904,0.47091666666666665,0.48000000000000004,0.5000000037310622
中等网络效应,67,0.4839583333333334,0.11530650838715382,0.48125,0.48666666666666664,0.500000002796441
中等网络效应,68,0.4891666666666667,0.09524148829136397,0.48666666666666664,0.49166666666666664,0.5000000021318743
中等网络效应,69,0.500875,0.09101567101708175,0.49008333333333337,0.5116666666666666,0.500000001660837
中等网络效应,70,0.5066666666666666,0.10651176342135377,0.5016666666666666,0.5116666666666666,0.5000000012878197
弱网络效应,0,0.8,0.0,0.8,0.8,0.8
弱网络效应,1,0.58175,0.06608967262429286,0.6035,0.56,0.6443946062812954
弱网络效应,2,0.5247916666666667,0.07386138821833933,0.52625,0.5233333333333333,0.5695650770831573
弱网络效应,3,0.5090833333333333,0.06874955590243192,0.5098333333333334,0.5083333333333333,0.5335217974028255
弱网络效应,4,0.525,0.06315262710564641,0.5066666666666666,0.5433333333333333,0.5161542077955767
弱网络效应,5,0.511125,0.06598013513746862,0.5139166666666667,0.5083333333333333,0.507784831038591
弱网络效应,6,0.5154166666666666,0.05762106196183123,0.5025,0.5283333333333333,0.5037515782092792
弱网络效应,7,0.5215833333333334,0.06336890259497914,0.5081666666666667,0.535,0.5018079177993564
弱网络效应,8,0.5353333333333333,0.07832358095320548,0.5156666666666667,0.5549999999999999,0.5008712511204
弱网络效应,9,0.514875,0.05614055444550112,0.5230833333333333,0.5066666666666666,0.5004198640390938
弱网络效应,10,0.48812500000000003,0.04746567498439412,0.50625,0.47,0.5002023390234838
弱网络效应,11,0.4825,0.05812442064968966,0.49166666666666664,0.4733333333333334,0.5000975069944098
弱网络效应,12,0.47391666666666665,0.05608907376131557,0.4945,0.4533333333333333,0.5000469903073905
弱网络效应,13,0.4796666666666667,0.0647482969198649,0.49433333333333335,0.46499999999999997,0.5000226466332519
弱网络效应,14,0.48504166666666665,0.06222914009077084,0.49174999999999996,0.47833333333333333,0.5000109145798881
弱网络效应,15,0.48941666666666667,0.053296233504321174,0.4905,0.48833333333333334,0.5000052596708409
弱网络效应,16,0.4905416666666667,0.05599961835358457,0.49441666666666667,0.48666666666666664,0.5000025335243707
弱网络效应,17,0.49141666666666667,0.06531978146453578,0.4995,0.48333333333333334,0.5000012217229032
弱网络效应,18,0.48841666666666667,0.06388966557915365,0.4935,0.48333333333333334,0.5000005905948823
弱网络效应,19,0.4984166666666667,0.062030072425054227,0.4901666666666667,0.5066666666666667,0.500000282732854
弱网络效应,20,0.5026666666666667,0.06090351800797001,0.4953333333333333,0.51,0.5000001389400783
弱网络效应,21,0.5055416666666667,0.054139709251307316,0.5044166666666666,0.5066666666666666,0.5000000650011477
弱网络效应,22,0.5207916666666667,0.0625994754348041,0.5015833333333333,0.5399999999999999,0.5000000333800338
弱网络效应,23,0.5288333333333334,0.0737671176316261,0.5093333333333333,0.5483333333333333,0.5000000154654378
弱网络效应,24,0.4905,0.05764935624846189,0.5176666666666666,0.4633333333333333,0.5000000067295219
弱网络效应,25,0.5007499999999999,0.06360539719020813,0.49483333333333335,0.5066666666666666,0.5000000053497516
弱网络效应,26,0.49158333333333337,0.05934623471386069,0.4965,0.48666666666666664,0.5000000018938794
弱网络效应,27,0.516,0.06433462493492319,0.497,0.535,0.4999999995748801
弱网络效应,28,0.530625,0.06933470016198039,0.51125,0.55,0.5000000006026726
弱网络效应,29,0.517375,0.06276096380383436,0.5197499999999999,0.515,0.5000000022536887
弱网络效应,30,0.5085416666666667,0.056005775692508176,0.49875,0.5183333333333333,0.49999999922544386
弱网络效应,31,0.501625,0.06283800841627732,0.5099166666666667,0.49333333333333335,0.49999999556690394
弱网络效应,32,0.485875,0.08486497261877958,0.4984166666666667,0.4733333333333334,0.49999999618753643
弱网络效应,33,0.509875,0.07483483969889038,0.49974999999999997,0.52,0.5000000012618117
弱网络效应,34,0.518375,0.07496921063412265,0.50175,0.535,0.5000000062165428
弱网络效应,35,0.49733333333333335,0.0664856198262313,0.5063333333333333,0.48833333333333334,0.50000000280255
弱网络效应,36,0.517625,0.06539366038818684,0.50025,0.535,0.4999999956310305
弱网络效应,37,0.49120833333333336,0.0577015613894599,0.5090833333333333,0.47333333333333333,0.49999999514484145
弱网络效应,38,0.5035833333333334,0.05012885694737684,0.4905,0.5166666666666667,0.5000000023583312
弱网络效应,39,0.5119583333333334,0.07244177457809126,0.5105833333333334,0.5133333333333333,0.5000000085740177
弱网络效应,40,0.5139166666666667,0.06757876417792863,0.4978333333333333,0.53,0.5000000011560163
弱网络效应,41,0.48625,0.06479659819721276,0.5075,0.46499999999999997,0.4999999928372356
弱网络效应,42,0.5105,0.06869598191331486,0.49266666666666664,0.5283333333333333,0.499999995086875
弱网络效应,43,0.49145833333333333,0.07161776181556685,0.51125,0.4716666666666667,0.5000000060813641
弱网络效应,44,0.49295833333333333,0.055095414233311914,0.49924999999999997,0.48666666666666664,0.5000000108834358
弱网络效应,45,0.49787499999999996,0.06107968050579224,0.5024166666666666,0.4933333333333333,0.49999999865145567
弱网络效应,46,0.4945833333333333,0.04949021730802366,0.5025,0.48666666666666664,0.49999999094746056
弱网络效应,47,0.48033333333333333,0.05627148376449187,0.49233333333333335,0.4683333333333334,0.49999999752352603
弱网络效应,48,0.4935833333333334,0.05631053575292645,0.4871666666666667,0.5,0.5000000112422424
弱网络效应,49,0.4987916666666667,0.061036735805710424,0.4959166666666667,0.5016666666666667,0.5000000095127436
弱网络效应,50,0.48833333333333334,0.06081640450956686,0.495,0.4816666666666667,0.4999999966628922
弱网络效应,51,0.5022083333333334,0.06737511062409615,0.49774999999999997,0.5066666666666666,0.49999999421917796
弱网络效应,52,0.5086666666666667,0.06227453585609413,0.49566666666666664,0.5216666666666667,0.5000000043430152
弱网络效应,53,0.512875,0.058231988113537476,0.50575,0.52,0.5000000116713272
弱网络效应,54,0.5150416666666666,0.06527254146683907,0.5100833333333333,0.52,0.5000000018161596
弱网络效应,55,0.517,0.05992775823353107,0.5023333333333333,0.5316666666666667,0.4999999957783544
弱网络效应,56,0.492875,0.056963529999465454,0.5007499999999999,0.48500000000000004,0.5000000003398847
弱网络效应,57,0.5094166666666667,0.05132273364217603,0.4921666666666667,0.5266666666666667,0.5000000082107412
弱网络效应,58,0.5027083333333333,0.05293954275191285,0.50375,0.5016666666666667,0.5000000033054247
弱网络效应,59,0.49770833333333336,0.05622373269195217,0.49875,0.4966666666666667,0.4999999962737559
弱网络效应,60,0.500125,0.05761079094022772,0.50025,0.5,0.4999999973925927
弱网络效应,61,0.4754583333333333,0.07951800065495182,0.4959166666666667,0.455,0.5000000049402622
弱网络效应,62,0.4872916666666667,0.07618537632703505,0.48125,0.49333333333333335,0.5000000062636659
弱网络效应,63,0.4810416666666667,0.06021252172919272,0.49875,0.4633333333333333,0.49999999735792805
弱网络效应,64,0.49995833333333334,0.0723530640431819,0.49324999999999997,0.5066666666666667,0.4999999934987512
弱网络效应,65,0.5002083333333334,0.07072369388286207,0.5004166666666666,0.5,0.4999999995888638
弱网络效应,66,0.5030833333333333,0.06412519185066862,0.5011666666666666,0.505,0.5000000089305783
弱网络效应,67,0.505375,0.0657427310128997,0.5007499999999999,0.51,0.5000000063270318
弱网络效应,68,0.5022083333333334,0.051281722030054905,0.5010833333333333,0.5033333333333333,0.5000000017467847
弱网络效应,69,0.511875,0.06352160744242046,0.4970833333333333,0.5266666666666667,0.5000000015325641
弱网络效应,70,0.5085833333333334,0.06185245002999188,0.5021666666666667,0.515,0.5000000022021329
强网络效应,0,0.8,0.0,0.8,0.8,0.8
强网络效应,1,0.8499166666666667,0.034058983658002646,0.8415,0.8583333333333333,0.8302984351761574
强网络效应,2,0.8580416666666667,0.04412301980187644,0.8694166666666666,0.8466666666666666,0.8520594684285017
强网络效应,3,0.8691666666666666,0.06028607566876642,0.8633333333333333,0.875,0.8668470567918861
强网络效应,4,0.8762083333333333,0.052212351695171015,0.8774166666666667,0.875,0.8765369049471117
强网络效应,5,0.8714166666666666,0.04553765651545478,0.8795000000000001,0.8633333333333333,0.8827405876342219
强网络效应,6,0.8674166666666667,0.05056249689200505,0.8748333333333334,0.86,0.8866547728605597
强网络效应,7,0.8614166666666667,0.05866945444656419,0.8728333333333332,0.85,0.8891020372926777
强网络效应,8,0.8734583333333333,0.05692524148228176,0.8685833333333334,0.8783333333333334,0.8906235354053588
强网络效应,9,0.8664583333333333,0.05468570399349694,0.8829166666666667,0.85,0.8915661653218053
强网络效应,10,0.8553333333333334,0.05514570564037338,0.8656666666666666,0.8450000000000001,0.8921489150488187
强网络效应,11,0.8605833333333333,0.0516784376654348,0.8628333333333333,0.8583333333333333,0.8925086948455926
强网络效应,12,0.85375,0.05738462938501191,0.8708333333333333,0.8366666666666667,0.8927306353608909
强网络效应,13,0.8380416666666667,0.04253128074669305,0.8594166666666666,0.8166666666666667,0.8928674777162541
强网络效应,14,0.8379583333333334,0.056742084490251574,0.8442500000000001,0.8316666666666667,0.8929518252260109
强网络效应,15,0.8389583333333334,0.06559909861046677,0.8479166666666667,0.83,0.8930038062993478
强网络效应,16,0.8471666666666666,0.06746082302846712,0.846,0.8483333333333333,0.893035836317552
强网络效应,17,0.8660833333333333,0.07469963801478714,0.8655,0.8666666666666667,0.8930555684304009
强网络效应,18,0.854625,0.07137968385501144,0.8659166666666667,0.8433333333333334,0.8930677256971888
强网络效应,19,0.86225,0.06700681900451215,0.8595,0.865,0.8930752204784724
强网络效应,20,0.8647083333333333,0.0794971286440188,0.8744166666666667,0.855,0.8930798322951368
强网络效应,21,0.852,0.07874254206611876,0.8623333333333334,0.8416666666666667,0.8930826777510947
强网络效应,22,0.8579166666666667,0.08092630037233892,0.8558333333333333,0.86,0.8930844280577525
强网络效应,23,0.8697916666666666,0.0752704057374813,0.8679166666666667,0.8716666666666666,0.8930855088295285
强网络效应,24,0.8641249999999999,0.07429782652179047,0.87825,0.85,0.8930861710948905
强网络效应,25,0.859,0.07743281292347182,0.8663333333333333,0.8516666666666667,0.8930865842043252
强网络效应,26,0.85375,0.0620579192756862,0.8575,0.85,0.8930868329432843
强网络效应,27,0.8616666666666667,0.05205821233258367,0.865,0.8583333333333333,0.8930869903109243
强网络效应,28,0.864875,0.05409756312632667,0.8680833333333333,0.8616666666666667,0.8930870875682244
强网络效应,29,0.8806666666666667,0.04785116712685597,0.873,0.8883333333333333,0.893087143359469
强网络效应,30,0.8823333333333333,0.06021668249392946,0.8863333333333333,0.8783333333333334,0.8930871807777918
强网络效应,31,0.8659166666666667,0.07324302171459789,0.8801666666666667,0.8516666666666667,0.8930872054494863
强网络效应,32,0.8591666666666666,0.07080687470681869,0.865,0.8533333333333334,0.8930872181258249
强网络效应,33,0.861875,0.07221387505182088,0.8670833333333333,0.8566666666666667,0.8930872242196431
强网络效应,34,0.8641666666666666,0.08143403119569613,0.865,0.8633333333333333,0.8930872308621761
强网络效应,35,0.8529583333333334,0.06608794699872099,0.86425,0.8416666666666667,0.8930872360244221
强网络效应,36,0.8649166666666667,0.053520393041011666,0.8631666666666666,0.8666666666666667,0.8930872381506441
强网络效应,37,0.8660416666666666,0.06053646960551012,0.8737499999999999,0.8583333333333333,0.8930872376580336
强网络效应,38,0.8565,0.0656510826656531,0.8663333333333333,0.8466666666666666,0.8930872367680167
强网络效应,39,0.8630833333333333,0.06329046113960908,0.8611666666666667,0.865,0.8930872384643795
强网络效应,40,0.8628333333333333,0.06213508411647095,0.864,0.8616666666666667,0.893087241020841
强网络效应,41,0.8625833333333334,0.05904587394462936,0.8768333333333334,0.8483333333333333,0.893087242555692
强网络效应,42,0.8624166666666666,0.06928897923680327,0.8698333333333333,0.855,0.8930872422549795
强网络效应,43,0.84525,0.08855545700586295,0.8721666666666666,0.8183333333333334,0.8930872402598028
强网络效应,44,0.8206666666666667,0.10435492184197005,0.838,0.8033333333333333,0.8930872376663139
强网络效应,45,0.8272083333333333,0.10714239001677045,0.8210833333333334,0.8333333333333334,0.8930872365257178
强网络效应,46,0.8452916666666667,0.09774597803114136,0.8472500000000001,0.8433333333333334,0.8930872401361434
强网络效应,47,0.8353750000000001,0.09607274879144881,0.85075,0.8200000000000001,0.8930872476240131
强网络效应,48,0.839375,0.09682555746075626,0.8370833333333334,0.8416666666666667,0.893087253879852
强网络效应,49,0.8374583333333334,0.1088831840689301,0.85325,0.8216666666666668,0.8930872556342239
强网络效应,50,0.815875,0.13203486592171595,0.8350833333333333,0.7966666666666666,0.8930872516043767
强网络效应,51,0.82,0.15149257407543118,0.815,0.825,0.8930872424942433
强网络效应,52,0.8262916666666666,0.16587850096782683,0.8275833333333333,0.825,0.8930872309944405
强网络效应,53,0.8342083333333333,0.16148038318105035,0.8334166666666667,0.8350000000000001,0.8930872217822696
强网络效应,54,0.8404166666666667,0.1578954167912361,0.8458333333333333,0.8350000000000001,0.8930872215217165
强网络效应,55,0.8422083333333333,0.15378475333788916,0.8410833333333334,0.8433333333333334,0.8930872314096739
强网络效应,56,0.825375,0.15598033626622343,0.8440833333333333,0.8066666666666666,0.8930872402060638
强网络效应,57,0.8357499999999999,0.1656110029869538,0.8264999999999999,0.8450000000000001,0.8930872433765207
强网络效应,58,0.8302916666666668,0.1710630691734995,0.8455833333333334,0.815,0.8930872401907333
强网络效应,59,0.8215416666666666,0.1664482818523796,0.8264166666666667,0.8166666666666667,0.8930872336629274
强网络效应,60,0.8105833333333333,0.17589081563000528,0.8195,0.8016666666666666,0.8930872305518655
强网络效应,61,0.7961666666666667,0.1803943636502582,0.8123333333333334,0.7799999999999999,0.8930872353265141
强网络效应,62,0.795,0.18654584811320743,0.7983333333333333,0.7916666666666666,0.8930872399766884
强网络效应,63,0.7930833333333334,0.18851756450377982,0.8045000000000001,0.7816666666666666,0.893087241868215
强网络效应,64,0.806125,0.1764403013965249,0.8039166666666666,0.8083333333333333,0.8930872404730756
强网络效应,65,0.8215,0.16672860199779138,0.818,0.825,0.893087237175305
强网络效应,66,0.828,0.17471762933373378,0.8326666666666667,0.8233333333333334,0.8930872352709902
强网络效应,67,0.82875,0.19458067203870602,0.8225,0.8350000000000001,0.8930872370747506
强网络效应,68,0.8168333333333333,0.207779395751481,0.8253333333333334,0.8083333333333333,0.8930872383867345
强网络效应,69,0.8052916666666667,0.20892316360382324,0.80725,0.8033333333333333,0.8930872390552347
强网络效应,70,0.80625,0.19903674283910497,0.8091666666666666,0.8033333333333333,0.8930872394389257
