step,u_A,m_A,L_A,seed,C,market_size,n_users,n_merchants
56,0.004,0.004,0.004,202695,0.992032,1500,1000,500
57,0.001,0.0,0.0005,202695,0.9990005000000002,1500,1000,500
58,0.001,0.002,0.0015,202695,0.9970045000000001,1500,1000,500
59,0.002,0.0,0.001,202695,0.9980020000000001,1500,1000,500
60,0.001,0.0,0.0005,202695,0.9990005000000002,1500,1000,500
0,0.5,0.5,0.5,202696,0.5,1500,1000,500
1,0.582,0.596,0.589,202696,0.515842,1500,1000,500
2,0.888,0.892,0.89,202696,0.8042,1500,1000,500
3,0.994,0.996,0.995,202696,0.9900500000000001,1500,1000,500
4,0.998,1.0,0.999,202696,0.9980020000000001,1500,1000,500
5,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
6,0.998,1.0,0.999,202696,0.9980020000000001,1500,1000,500
7,0.997,1.0,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
8,0.996,0.996,0.996,202696,0.992032,1500,1000,500
9,0.999,0.998,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
10,0.999,0.998,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
11,0.997,0.998,0.9975,202696,0.9950125000000001,1500,1000,500
12,0.998,1.0,0.999,202696,0.9980020000000001,1500,1000,500
13,0.995,0.998,0.9964999999999999,202696,0.9930245,1500,1000,500
14,0.998,0.996,0.997,202696,0.9940180000000001,1500,1000,500
15,1.0,0.998,0.999,202696,0.9980020000000001,1500,1000,500
16,0.995,0.998,0.9964999999999999,202696,0.9930245,1500,1000,500
17,0.997,0.998,0.9975,202696,0.9950125000000001,1500,1000,500
18,0.995,0.998,0.9964999999999999,202696,0.9930245,1500,1000,500
19,0.999,0.994,0.9964999999999999,202696,0.9930245,1500,1000,500
20,0.996,1.0,0.998,202696,0.996008,1500,1000,500
21,0.999,0.998,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
22,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
23,0.999,0.998,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
24,0.997,1.0,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
25,1.0,1.0,1.0,202696,1.0,1500,1000,500
26,0.995,1.0,0.9975,202696,0.9950125000000001,1500,1000,500
27,0.997,1.0,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
28,0.999,0.998,0.9984999999999999,202696,0.9970044999999998,1500,1000,500
29,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
30,1.0,1.0,1.0,202696,1.0,1500,1000,500
31,0.996,0.998,0.997,202696,0.9940180000000001,1500,1000,500
32,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
33,0.998,0.998,0.998,202696,0.996008,1500,1000,500
34,0.998,1.0,0.999,202696,0.9980020000000001,1500,1000,500
35,0.995,0.998,0.9964999999999999,202696,0.9930245,1500,1000,500
36,0.996,1.0,0.998,202696,0.996008,1500,1000,500
37,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
38,0.995,0.998,0.9964999999999999,202696,0.9930245,1500,1000,500
39,1.0,0.998,0.999,202696,0.9980020000000001,1500,1000,500
40,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
41,0.999,0.996,0.9975,202696,0.9950125000000001,1500,1000,500
42,1.0,0.998,0.999,202696,0.9980020000000001,1500,1000,500
43,0.996,0.996,0.996,202696,0.992032,1500,1000,500
44,0.997,0.998,0.9975,202696,0.9950125000000001,1500,1000,500
45,0.999,0.996,0.9975,202696,0.9950125000000001,1500,1000,500
46,0.996,1.0,0.998,202696,0.996008,1500,1000,500
47,0.997,0.998,0.9975,202696,0.9950125000000001,1500,1000,500
48,0.996,0.996,0.996,202696,0.992032,1500,1000,500
49,0.998,1.0,0.999,202696,0.9980020000000001,1500,1000,500
50,0.998,1.0,0.999,202696,0.9980020000000001,1500,1000,500
51,0.997,0.996,0.9964999999999999,202696,0.9930245,1500,1000,500
52,0.998,1.0,0.999,202696,0.9980020000000001,1500,1000,500
53,0.999,0.994,0.9964999999999999,202696,0.9930245,1500,1000,500
54,1.0,1.0,1.0,202696,1.0,1500,1000,500
55,0.998,0.998,0.998,202696,0.996008,1500,1000,500
56,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
57,1.0,0.998,0.999,202696,0.9980020000000001,1500,1000,500
58,0.994,0.992,0.993,202696,0.9860979999999999,1500,1000,500
59,0.999,1.0,0.9995,202696,0.9990005000000002,1500,1000,500
60,0.997,0.996,0.9964999999999999,202696,0.9930245,1500,1000,500
0,0.5,0.5,0.5,202697,0.5,1500,1000,500
1,0.695,0.716,0.7055,202697,0.5844605,1500,1000,500
2,0.974,0.962,0.968,202697,0.938048,1500,1000,500
3,0.996,0.996,0.996,202697,0.992032,1500,1000,500
4,0.999,0.998,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
5,0.998,0.998,0.998,202697,0.996008,1500,1000,500
6,0.997,0.998,0.9975,202697,0.9950125000000001,1500,1000,500
7,0.999,1.0,0.9995,202697,0.9990005000000002,1500,1000,500
8,1.0,0.998,0.999,202697,0.9980020000000001,1500,1000,500
9,1.0,0.994,0.997,202697,0.9940180000000001,1500,1000,500
10,0.998,0.992,0.995,202697,0.9900500000000001,1500,1000,500
11,0.999,0.998,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
12,0.997,0.99,0.9935,202697,0.9870845000000001,1500,1000,500
13,0.996,0.998,0.997,202697,0.9940180000000001,1500,1000,500
14,0.997,0.998,0.9975,202697,0.9950125000000001,1500,1000,500
15,0.996,0.996,0.996,202697,0.992032,1500,1000,500
16,0.997,0.998,0.9975,202697,0.9950125000000001,1500,1000,500
17,0.997,0.994,0.9955,202697,0.9910405000000002,1500,1000,500
18,0.996,0.998,0.997,202697,0.9940180000000001,1500,1000,500
19,0.998,0.996,0.997,202697,0.9940180000000001,1500,1000,500
20,0.994,0.996,0.995,202697,0.9900500000000001,1500,1000,500
21,0.997,1.0,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
22,0.999,0.996,0.9975,202697,0.9950125000000001,1500,1000,500
23,0.993,0.996,0.9944999999999999,202697,0.9890604999999999,1500,1000,500
24,0.996,0.996,0.996,202697,0.992032,1500,1000,500
25,0.999,1.0,0.9995,202697,0.9990005000000002,1500,1000,500
26,0.998,0.996,0.997,202697,0.9940180000000001,1500,1000,500
27,0.999,0.998,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
28,0.998,0.996,0.997,202697,0.9940180000000001,1500,1000,500
29,0.999,0.998,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
30,0.998,1.0,0.999,202697,0.9980020000000001,1500,1000,500
31,0.998,0.998,0.998,202697,0.996008,1500,1000,500
32,0.998,1.0,0.999,202697,0.9980020000000001,1500,1000,500
33,0.996,0.994,0.995,202697,0.9900500000000001,1500,1000,500
34,0.997,1.0,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
35,0.999,1.0,0.9995,202697,0.9990005000000002,1500,1000,500
36,0.997,1.0,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
37,0.999,0.996,0.9975,202697,0.9950125000000001,1500,1000,500
38,0.999,0.998,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
39,0.998,1.0,0.999,202697,0.9980020000000001,1500,1000,500
40,0.999,0.996,0.9975,202697,0.9950125000000001,1500,1000,500
41,1.0,1.0,1.0,202697,1.0,1500,1000,500
42,0.998,1.0,0.999,202697,0.9980020000000001,1500,1000,500
43,0.998,1.0,0.999,202697,0.9980020000000001,1500,1000,500
44,0.999,1.0,0.9995,202697,0.9990005000000002,1500,1000,500
45,0.998,1.0,0.999,202697,0.9980020000000001,1500,1000,500
46,0.997,1.0,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
47,0.996,0.996,0.996,202697,0.992032,1500,1000,500
48,0.999,0.998,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
49,0.999,0.998,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
50,0.998,0.996,0.997,202697,0.9940180000000001,1500,1000,500
51,0.999,1.0,0.9995,202697,0.9990005000000002,1500,1000,500
52,0.996,0.998,0.997,202697,0.9940180000000001,1500,1000,500
53,0.999,0.996,0.9975,202697,0.9950125000000001,1500,1000,500
54,0.997,1.0,0.9984999999999999,202697,0.9970044999999998,1500,1000,500
55,0.998,0.992,0.995,202697,0.9900500000000001,1500,1000,500
56,0.996,0.998,0.997,202697,0.9940180000000001,1500,1000,500
57,0.998,0.996,0.997,202697,0.9940180000000001,1500,1000,500
58,1.0,0.996,0.998,202697,0.996008,1500,1000,500
59,0.997,0.998,0.9975,202697,0.9950125000000001,1500,1000,500
60,0.998,0.998,0.998,202697,0.996008,1500,1000,500
0,0.5,0.5,0.5,202698,0.5,1500,1000,500
1,0.401,0.4,0.4005,202698,0.5198004999999999,1500,1000,500
2,0.107,0.132,0.1195,202698,0.7895605000000001,1500,1000,500
3,0.008,0.006,0.007,202698,0.9860979999999999,1500,1000,500
4,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
5,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
6,0.004,0.002,0.003,202698,0.9940180000000001,1500,1000,500
7,0.005,0.002,0.0035,202698,0.9930245000000002,1500,1000,500
8,0.004,0.004,0.004,202698,0.992032,1500,1000,500
9,0.005,0.0,0.0025,202698,0.9950125000000001,1500,1000,500
10,0.004,0.0,0.002,202698,0.996008,1500,1000,500
11,0.001,0.0,0.0005,202698,0.9990005000000002,1500,1000,500
12,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
13,0.003,0.0,0.0015,202698,0.9970045000000001,1500,1000,500
14,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
15,0.004,0.0,0.002,202698,0.996008,1500,1000,500
16,0.001,0.006,0.0035,202698,0.9930245000000002,1500,1000,500
17,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
18,0.002,0.002,0.002,202698,0.996008,1500,1000,500
19,0.0,0.004,0.002,202698,0.996008,1500,1000,500
20,0.002,0.002,0.002,202698,0.996008,1500,1000,500
21,0.003,0.004,0.0035,202698,0.9930245000000002,1500,1000,500
22,0.003,0.002,0.0025,202698,0.9950125000000001,1500,1000,500
23,0.003,0.0,0.0015,202698,0.9970045000000001,1500,1000,500
24,0.003,0.002,0.0025,202698,0.9950125000000001,1500,1000,500
25,0.003,0.0,0.0015,202698,0.9970045000000001,1500,1000,500
26,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
27,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
28,0.003,0.0,0.0015,202698,0.9970045000000001,1500,1000,500
29,0.002,0.002,0.002,202698,0.996008,1500,1000,500
30,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
31,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
32,0.002,0.004,0.003,202698,0.9940180000000001,1500,1000,500
33,0.003,0.002,0.0025,202698,0.9950125000000001,1500,1000,500
34,0.002,0.006,0.004,202698,0.992032,1500,1000,500
35,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
36,0.002,0.002,0.002,202698,0.996008,1500,1000,500
37,0.003,0.002,0.0025,202698,0.9950125000000001,1500,1000,500
38,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
39,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
40,0.0,0.002,0.001,202698,0.9980020000000001,1500,1000,500
41,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
42,0.0,0.004,0.002,202698,0.996008,1500,1000,500
43,0.002,0.004,0.003,202698,0.9940180000000001,1500,1000,500
44,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
45,0.003,0.002,0.0025,202698,0.9950125000000001,1500,1000,500
46,0.002,0.002,0.002,202698,0.996008,1500,1000,500
47,0.001,0.0,0.0005,202698,0.9990005000000002,1500,1000,500
48,0.005,0.004,0.0045000000000000005,202698,0.9910405000000002,1500,1000,500
49,0.001,0.004,0.0025,202698,0.9950125000000001,1500,1000,500
50,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
51,0.003,0.0,0.0015,202698,0.9970045000000001,1500,1000,500
52,0.003,0.0,0.0015,202698,0.9970045000000001,1500,1000,500
53,0.002,0.002,0.002,202698,0.996008,1500,1000,500
54,0.001,0.006,0.0035,202698,0.9930245000000002,1500,1000,500
55,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
56,0.006,0.002,0.004,202698,0.992032,1500,1000,500
57,0.001,0.002,0.0015,202698,0.9970045000000001,1500,1000,500
58,0.004,0.004,0.004,202698,0.992032,1500,1000,500
59,0.001,0.0,0.0005,202698,0.9990005000000002,1500,1000,500
60,0.002,0.0,0.001,202698,0.9980020000000001,1500,1000,500
0,0.5,0.5,0.5,202699,0.5,1500,1000,500
1,0.595,0.606,0.6005,202699,0.5202005000000001,1500,1000,500
2,0.917,0.9,0.9085000000000001,202699,0.8337445000000001,1500,1000,500
3,0.995,0.998,0.9964999999999999,202699,0.9930245,1500,1000,500
4,0.998,0.998,0.998,202699,0.996008,1500,1000,500
5,0.995,1.0,0.9975,202699,0.9950125000000001,1500,1000,500
6,1.0,1.0,1.0,202699,1.0,1500,1000,500
7,0.997,0.996,0.9964999999999999,202699,0.9930245,1500,1000,500
8,0.998,0.998,0.998,202699,0.996008,1500,1000,500
9,0.999,1.0,0.9995,202699,0.9990005000000002,1500,1000,500
10,0.999,1.0,0.9995,202699,0.9990005000000002,1500,1000,500
11,0.996,0.998,0.997,202699,0.9940180000000001,1500,1000,500
12,0.998,0.996,0.997,202699,0.9940180000000001,1500,1000,500
13,0.998,1.0,0.999,202699,0.9980020000000001,1500,1000,500
14,0.997,0.996,0.9964999999999999,202699,0.9930245,1500,1000,500
15,0.996,1.0,0.998,202699,0.996008,1500,1000,500
16,0.997,0.994,0.9955,202699,0.9910405000000002,1500,1000,500
17,0.997,0.998,0.9975,202699,0.9950125000000001,1500,1000,500
18,0.998,1.0,0.999,202699,0.9980020000000001,1500,1000,500
19,0.999,0.996,0.9975,202699,0.9950125000000001,1500,1000,500
20,0.995,0.996,0.9955,202699,0.9910405000000002,1500,1000,500
21,0.999,0.992,0.9955,202699,0.9910405000000002,1500,1000,500
22,0.999,0.998,0.9984999999999999,202699,0.9970044999999998,1500,1000,500
23,0.997,0.998,0.9975,202699,0.9950125000000001,1500,1000,500
24,0.999,1.0,0.9995,202699,0.9990005000000002,1500,1000,500
25,0.995,0.998,0.9964999999999999,202699,0.9930245,1500,1000,500
26,0.997,1.0,0.9984999999999999,202699,0.9970044999999998,1500,1000,500
27,0.998,1.0,0.999,202699,0.9980020000000001,1500,1000,500
28,1.0,1.0,1.0,202699,1.0,1500,1000,500
29,0.996,0.996,0.996,202699,0.992032,1500,1000,500
30,0.999,0.996,0.9975,202699,0.9950125000000001,1500,1000,500
31,1.0,0.998,0.999,202699,0.9980020000000001,1500,1000,500
32,0.997,1.0,0.9984999999999999,202699,0.9970044999999998,1500,1000,500
33,0.996,1.0,0.998,202699,0.996008,1500,1000,500
34,1.0,0.998,0.999,202699,0.9980020000000001,1500,1000,500
35,0.998,1.0,0.999,202699,0.9980020000000001,1500,1000,500
36,0.999,0.996,0.9975,202699,0.9950125000000001,1500,1000,500
37,0.998,1.0,0.999,202699,0.9980020000000001,1500,1000,500
38,0.996,0.996,0.996,202699,0.992032,1500,1000,500
39,0.996,1.0,0.998,202699,0.996008,1500,1000,500
40,0.996,1.0,0.998,202699,0.996008,1500,1000,500
41,0.999,1.0,0.9995,202699,0.9990005000000002,1500,1000,500
42,0.998,0.992,0.995,202699,0.9900500000000001,1500,1000,500
43,0.997,0.998,0.9975,202699,0.9950125000000001,1500,1000,500
44,1.0,1.0,1.0,202699,1.0,1500,1000,500
45,0.998,0.998,0.998,202699,0.996008,1500,1000,500
46,0.996,0.996,0.996,202699,0.992032,1500,1000,500
47,0.998,0.996,0.997,202699,0.9940180000000001,1500,1000,500
48,0.998,1.0,0.999,202699,0.9980020000000001,1500,1000,500
49,0.997,0.998,0.9975,202699,0.9950125000000001,1500,1000,500
50,0.997,0.998,0.9975,202699,0.9950125000000001,1500,1000,500
51,0.995,0.998,0.9964999999999999,202699,0.9930245,1500,1000,500
52,0.997,1.0,0.9984999999999999,202699,0.9970044999999998,1500,1000,500
53,0.998,0.996,0.997,202699,0.9940180000000001,1500,1000,500
54,0.999,1.0,0.9995,202699,0.9990005000000002,1500,1000,500
55,0.997,0.996,0.9964999999999999,202699,0.9930245,1500,1000,500
56,0.998,1.0,0.999,202699,0.9980020000000001,1500,1000,500
57,0.999,1.0,0.9995,202699,0.9990005000000002,1500,1000,500
58,0.999,0.994,0.9964999999999999,202699,0.9930245,1500,1000,500
59,1.0,0.996,0.998,202699,0.996008,1500,1000,500
60,0.997,0.998,0.9975,202699,0.9950125000000001,1500,1000,500
0,0.5,0.5,0.5,202700,0.5,1500,1000,500
1,0.617,0.622,0.6194999999999999,202700,0.5285605,1500,1000,500
2,0.928,0.932,0.93,202700,0.8698000000000001,1500,1000,500
3,0.999,1.0,0.9995,202700,0.9990005000000002,1500,1000,500
4,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
5,0.999,0.994,0.9964999999999999,202700,0.9930245,1500,1000,500
6,0.997,0.996,0.9964999999999999,202700,0.9930245,1500,1000,500
7,0.997,0.998,0.9975,202700,0.9950125000000001,1500,1000,500
8,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
9,0.999,0.998,0.9984999999999999,202700,0.9970044999999998,1500,1000,500
10,0.999,0.992,0.9955,202700,0.9910405000000002,1500,1000,500
11,0.998,0.998,0.998,202700,0.996008,1500,1000,500
12,1.0,0.994,0.997,202700,0.9940180000000001,1500,1000,500
13,0.996,0.998,0.997,202700,0.9940180000000001,1500,1000,500
14,0.994,0.996,0.995,202700,0.9900500000000001,1500,1000,500
15,0.994,0.998,0.996,202700,0.992032,1500,1000,500
16,0.995,0.998,0.9964999999999999,202700,0.9930245,1500,1000,500
17,1.0,0.996,0.998,202700,0.996008,1500,1000,500
18,0.996,1.0,0.998,202700,0.996008,1500,1000,500
19,0.999,0.998,0.9984999999999999,202700,0.9970044999999998,1500,1000,500
20,0.999,1.0,0.9995,202700,0.9990005000000002,1500,1000,500
21,0.995,1.0,0.9975,202700,0.9950125000000001,1500,1000,500
22,0.999,0.996,0.9975,202700,0.9950125000000001,1500,1000,500
23,0.996,0.998,0.997,202700,0.9940180000000001,1500,1000,500
24,0.999,1.0,0.9995,202700,0.9990005000000002,1500,1000,500
25,1.0,0.998,0.999,202700,0.9980020000000001,1500,1000,500
26,1.0,1.0,1.0,202700,1.0,1500,1000,500
27,0.998,0.992,0.995,202700,0.9900500000000001,1500,1000,500
28,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
29,0.999,0.99,0.9944999999999999,202700,0.9890604999999999,1500,1000,500
30,1.0,0.996,0.998,202700,0.996008,1500,1000,500
31,0.997,1.0,0.9984999999999999,202700,0.9970044999999998,1500,1000,500
32,0.999,0.996,0.9975,202700,0.9950125000000001,1500,1000,500
33,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
34,1.0,0.996,0.998,202700,0.996008,1500,1000,500
35,0.997,0.998,0.9975,202700,0.9950125000000001,1500,1000,500
36,0.996,0.996,0.996,202700,0.992032,1500,1000,500
37,0.999,0.996,0.9975,202700,0.9950125000000001,1500,1000,500
38,0.999,0.996,0.9975,202700,0.9950125000000001,1500,1000,500
39,0.995,1.0,0.9975,202700,0.9950125000000001,1500,1000,500
40,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
41,0.999,0.994,0.9964999999999999,202700,0.9930245,1500,1000,500
42,0.997,0.998,0.9975,202700,0.9950125000000001,1500,1000,500
43,1.0,0.998,0.999,202700,0.9980020000000001,1500,1000,500
44,0.999,1.0,0.9995,202700,0.9990005000000002,1500,1000,500
45,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
46,0.999,1.0,0.9995,202700,0.9990005000000002,1500,1000,500
47,0.997,1.0,0.9984999999999999,202700,0.9970044999999998,1500,1000,500
48,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
49,0.998,0.998,0.998,202700,0.996008,1500,1000,500
50,0.999,0.998,0.9984999999999999,202700,0.9970044999999998,1500,1000,500
51,0.999,0.996,0.9975,202700,0.9950125000000001,1500,1000,500
52,0.995,0.998,0.9964999999999999,202700,0.9930245,1500,1000,500
53,0.995,1.0,0.9975,202700,0.9950125000000001,1500,1000,500
54,0.998,0.998,0.998,202700,0.996008,1500,1000,500
55,0.997,0.998,0.9975,202700,0.9950125000000001,1500,1000,500
56,0.998,0.998,0.998,202700,0.996008,1500,1000,500
57,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
58,0.996,1.0,0.998,202700,0.996008,1500,1000,500
59,0.998,1.0,0.999,202700,0.9980020000000001,1500,1000,500
60,0.999,0.996,0.9975,202700,0.9950125000000001,1500,1000,500
0,0.5,0.5,0.5,202701,0.5,1500,1000,500
1,0.484,0.462,0.473,202701,0.501458,1500,1000,500
2,0.418,0.422,0.42,202701,0.5128,1500,1000,500
3,0.112,0.122,0.11699999999999999,202701,0.7933779999999999,1500,1000,500
4,0.008,0.002,0.005,202701,0.9900500000000001,1500,1000,500
5,0.0,0.0,0.0,202701,1.0,1500,1000,500
6,0.002,0.0,0.001,202701,0.9980020000000001,1500,1000,500
7,0.003,0.002,0.0025,202701,0.9950125000000001,1500,1000,500
8,0.003,0.002,0.0025,202701,0.9950125000000001,1500,1000,500
9,0.004,0.0,0.002,202701,0.996008,1500,1000,500
10,0.002,0.002,0.002,202701,0.996008,1500,1000,500
11,0.004,0.002,0.003,202701,0.9940180000000001,1500,1000,500
12,0.003,0.002,0.0025,202701,0.9950125000000001,1500,1000,500
13,0.001,0.002,0.0015,202701,0.9970045000000001,1500,1000,500
14,0.005,0.004,0.0045000000000000005,202701,0.9910405000000002,1500,1000,500
15,0.002,0.002,0.002,202701,0.996008,1500,1000,500
16,0.004,0.002,0.003,202701,0.9940180000000001,1500,1000,500
17,0.001,0.004,0.0025,202701,0.9950125000000001,1500,1000,500
18,0.003,0.004,0.0035,202701,0.9930245000000002,1500,1000,500
19,0.0,0.0,0.0,202701,1.0,1500,1000,500
20,0.002,0.004,0.003,202701,0.9940180000000001,1500,1000,500
21,0.002,0.002,0.002,202701,0.996008,1500,1000,500
22,0.001,0.002,0.0015,202701,0.9970045000000001,1500,1000,500
23,0.001,0.0,0.0005,202701,0.9990005000000002,1500,1000,500
24,0.001,0.002,0.0015,202701,0.9970045000000001,1500,1000,500
25,0.002,0.004,0.003,202701,0.9940180000000001,1500,1000,500
26,0.001,0.006,0.0035,202701,0.9930245000000002,1500,1000,500
27,0.0,0.002,0.001,202701,0.9980020000000001,1500,1000,500
28,0.0,0.002,0.001,202701,0.9980020000000001,1500,1000,500
29,0.003,0.006,0.0045000000000000005,202701,0.9910405000000002,1500,1000,500
30,0.001,0.0,0.0005,202701,0.9990005000000002,1500,1000,500
31,0.001,0.002,0.0015,202701,0.9970045000000001,1500,1000,500
32,0.001,0.0,0.0005,202701,0.9990005000000002,1500,1000,500
33,0.001,0.0,0.0005,202701,0.9990005000000002,1500,1000,500
34,0.002,0.002,0.002,202701,0.996008,1500,1000,500
35,0.001,0.0,0.0005,202701,0.9990005000000002,1500,1000,500
36,0.002,0.002,0.002,202701,0.996008,1500,1000,500
37,0.005,0.002,0.0035,202701,0.9930245000000002,1500,1000,500
38,0.001,0.004,0.0025,202701,0.9950125000000001,1500,1000,500
39,0.001,0.002,0.0015,202701,0.9970045000000001,1500,1000,500
40,0.003,0.004,0.0035,202701,0.9930245000000002,1500,1000,500
41,0.001,0.004,0.0025,202701,0.9950125000000001,1500,1000,500
42,0.002,0.0,0.001,202701,0.9980020000000001,1500,1000,500
43,0.002,0.006,0.004,202701,0.992032,1500,1000,500
44,0.002,0.002,0.002,202701,0.996008,1500,1000,500
45,0.003,0.002,0.0025,202701,0.9950125000000001,1500,1000,500
46,0.003,0.0,0.0015,202701,0.9970045000000001,1500,1000,500
47,0.004,0.004,0.004,202701,0.992032,1500,1000,500
48,0.002,0.002,0.002,202701,0.996008,1500,1000,500
49,0.002,0.004,0.003,202701,0.9940180000000001,1500,1000,500
50,0.005,0.0,0.0025,202701,0.9950125000000001,1500,1000,500
51,0.0,0.002,0.001,202701,0.9980020000000001,1500,1000,500
52,0.002,0.004,0.003,202701,0.9940180000000001,1500,1000,500
53,0.001,0.0,0.0005,202701,0.9990005000000002,1500,1000,500
54,0.001,0.002,0.0015,202701,0.9970045000000001,1500,1000,500
55,0.003,0.002,0.0025,202701,0.9950125000000001,1500,1000,500
56,0.002,0.002,0.002,202701,0.996008,1500,1000,500
57,0.003,0.006,0.0045000000000000005,202701,0.9910405000000002,1500,1000,500
58,0.001,0.004,0.0025,202701,0.9950125000000001,1500,1000,500
59,0.002,0.004,0.003,202701,0.9940180000000001,1500,1000,500
60,0.001,0.002,0.0015,202701,0.9970045000000001,1500,1000,500
0,0.5,0.5,0.5,202702,0.5,1500,1000,500
1,0.547,0.532,0.5395000000000001,202702,0.5031205,1500,1000,500
2,0.79,0.832,0.8109999999999999,202702,0.6934419999999999,1500,1000,500
3,0.989,0.996,0.9924999999999999,202702,0.9851124999999998,1500,1000,500
4,0.995,0.996,0.9955,202702,0.9910405000000002,1500,1000,500
5,0.999,0.996,0.9975,202702,0.9950125000000001,1500,1000,500
6,1.0,0.998,0.999,202702,0.9980020000000001,1500,1000,500
7,0.998,0.996,0.997,202702,0.9940180000000001,1500,1000,500
8,0.996,1.0,0.998,202702,0.996008,1500,1000,500
9,0.998,0.996,0.997,202702,0.9940180000000001,1500,1000,500
10,0.998,1.0,0.999,202702,0.9980020000000001,1500,1000,500
11,0.998,0.998,0.998,202702,0.996008,1500,1000,500
12,0.996,0.998,0.997,202702,0.9940180000000001,1500,1000,500
13,0.996,1.0,0.998,202702,0.996008,1500,1000,500
14,0.996,1.0,0.998,202702,0.996008,1500,1000,500
15,0.997,0.998,0.9975,202702,0.9950125000000001,1500,1000,500
16,0.996,0.998,0.997,202702,0.9940180000000001,1500,1000,500
17,0.999,0.998,0.9984999999999999,202702,0.9970044999999998,1500,1000,500
18,0.996,0.998,0.997,202702,0.9940180000000001,1500,1000,500
19,0.997,1.0,0.9984999999999999,202702,0.9970044999999998,1500,1000,500
20,0.999,1.0,0.9995,202702,0.9990005000000002,1500,1000,500
21,0.998,0.998,0.998,202702,0.996008,1500,1000,500
22,0.998,0.994,0.996,202702,0.992032,1500,1000,500
23,1.0,0.994,0.997,202702,0.9940180000000001,1500,1000,500
24,0.999,1.0,0.9995,202702,0.9990005000000002,1500,1000,500
25,0.997,0.996,0.9964999999999999,202702,0.9930245,1500,1000,500
26,0.999,1.0,0.9995,202702,0.9990005000000002,1500,1000,500
27,0.997,1.0,0.9984999999999999,202702,0.9970044999999998,1500,1000,500
28,0.998,1.0,0.999,202702,0.9980020000000001,1500,1000,500
29,0.999,1.0,0.9995,202702,0.9990005000000002,1500,1000,500
30,0.994,0.994,0.994,202702,0.9880720000000001,1500,1000,500
31,0.998,0.998,0.998,202702,0.996008,1500,1000,500
32,0.996,0.998,0.997,202702,0.9940180000000001,1500,1000,500
33,0.999,1.0,0.9995,202702,0.9990005000000002,1500,1000,500
34,1.0,0.996,0.998,202702,0.996008,1500,1000,500
35,0.998,0.998,0.998,202702,0.996008,1500,1000,500
36,0.997,1.0,0.9984999999999999,202702,0.9970044999999998,1500,1000,500
37,1.0,1.0,1.0,202702,1.0,1500,1000,500
38,0.996,0.996,0.996,202702,0.992032,1500,1000,500
