step,u_A_mean,u_A_std,m_A_mean,m_A_std,L_A_mean,L_A_std,scenario,scenario_label
46,0.9971666666666665,0.0023632171549896734,0.9973333333333333,0.0027783625115549546,0.99725,0.0017333164641554417,strong_A_adv,强网络效应，A初始略占优
47,0.9985833333333334,0.0017333164641554191,0.9981666666666668,0.0020160177294310136,0.998375,0.0015642899104630406,strong_A_adv,强网络效应，A初始略占优
48,0.998,0.001760515607621356,0.9983333333333334,0.0027572339728950583,0.9981666666666668,0.001923234361526628,strong_A_adv,强网络效应，A初始略占优
49,0.9973333333333333,0.002189822284439278,0.9978333333333333,0.0034666329283108547,0.9975833333333334,0.001871219385401933,strong_A_adv,强网络效应，A初始略占优
50,0.99825,0.0013759632458031409,0.9988333333333334,0.0019571431620413597,0.9985416666666665,0.0011106541457983064,strong_A_adv,强网络效应，A初始略占优
51,0.9978333333333333,0.0021697009792091856,0.999,0.0015672078199387668,0.9984166666666667,0.0013491387766262092,strong_A_adv,强网络效应，A初始略占优
52,0.9979166666666666,0.002154486682599145,0.9983333333333333,0.002294157338705616,0.9981249999999999,0.0014528405328992817,strong_A_adv,强网络效应，A初始略占优
53,0.9983333333333333,0.0018731716231633702,0.998,0.0029419331671936234,0.9981666666666668,0.0018257418583505502,strong_A_adv,强网络效应，A初始略占优
54,0.9977499999999999,0.001970172314131037,0.9983333333333334,0.0022941573387056133,0.9980416666666667,0.0013858885721813462,strong_A_adv,强网络效应，A初始略占优
55,0.9984166666666667,0.0019098850276164534,0.9978333333333333,0.002709092336290826,0.9981249999999999,0.0015966659341462603,strong_A_adv,强网络效应，A初始略占优
56,0.9980833333333333,0.001894513469614243,0.9976666666666667,0.0032624032328639743,0.997875,0.0021025430160885954,strong_A_adv,强网络效应，A初始略占优
57,0.9981666666666668,0.0020160177294309962,0.9966666666666667,0.0030588764516074935,0.9974166666666667,0.001750104424620466,strong_A_adv,强网络效应，A初始略占优
58,0.9980833333333333,0.0015555033408112004,0.9964999999999999,0.0033289444791148736,0.9972916666666667,0.001831238835464838,strong_A_adv,强网络效应，A初始略占优
59,0.9977499999999999,0.0021133798212829126,0.9973333333333333,0.0031715106072917054,0.9975416666666665,0.0019208573560928798,strong_A_adv,强网络效应，A初始略占优
60,0.9976666666666667,0.0014709665835967957,0.998,0.0029419331671936082,0.9978333333333333,0.0017811554171051395,strong_A_adv,强网络效应，A初始略占优
61,0.9981666666666668,0.001519849176881632,0.9983333333333334,0.0020232565955562703,0.99825,0.0013217700342312946,strong_A_adv,强网络效应，A初始略占优
62,0.998,0.001389181255777483,0.9978333333333333,0.002483866067901984,0.9979166666666666,0.001633440741187355,strong_A_adv,强网络效应，A初始略占优
63,0.998,0.001841687504843597,0.9971666666666668,0.0019571431620413185,0.9975833333333334,0.0012652577575270713,strong_A_adv,强网络效应，A初始略占优
64,0.9979166666666666,0.001699243037527252,0.9978333333333333,0.002483866067902001,0.997875,0.001587483020123751,strong_A_adv,强网络效应，A初始略占优
65,0.9974999999999999,0.0022620696417943163,0.9981666666666668,0.0022877758038442183,0.9978333333333333,0.0018416875048435834,strong_A_adv,强网络效应，A初始略占优
66,0.9983333333333333,0.0016222142113076197,0.9973333333333333,0.0033508312663335614,0.9978333333333333,0.002048391181573607,strong_A_adv,强网络效应，A初始略占优
67,0.9981666666666665,0.0018653504131241887,0.9991666666666668,0.0018337320140672673,0.9986666666666666,0.0012796198265831687,strong_A_adv,强网络效应，A初始略占优
68,0.9984166666666667,0.0017501044246204047,0.9973333333333333,0.0029814239699996977,0.997875,0.0018824171036320942,strong_A_adv,强网络效应，A初始略占优
69,0.9983333333333333,0.0010814761408717356,0.9984999999999999,0.002287775803844192,0.9984166666666667,0.001265257757527085,strong_A_adv,强网络效应，A初始略占优
70,0.99825,0.001375963245803145,0.9981666666666668,0.002287775803844202,0.9982083333333334,0.0016943965097236384,strong_A_adv,强网络效应，A初始略占优
71,0.998,0.002268523491262406,0.998,0.0027359422722270698,0.998,0.001718492471403044,strong_A_adv,强网络效应，A初始略占优
72,0.998,0.0015857553036458373,0.9974999999999999,0.003034884893334424,0.9977499999999999,0.001913708625092758,strong_A_adv,强网络效应，A初始略占优
73,0.9981666666666668,0.0017852547445459932,0.9976666666666667,0.0026710490306201076,0.9979166666666666,0.001677595745518009,strong_A_adv,强网络效应，A初始略占优
74,0.9985833333333334,0.0020430312303504057,0.9983333333333334,0.002023256595556278,0.9984583333333333,0.0013592599895892916,strong_A_adv,强网络效应，A初始略占优
75,0.998,0.001760515607621315,0.9974999999999999,0.0026213250521901596,0.9977499999999999,0.001754276312362748,strong_A_adv,强网络效应，A初始略占优
76,0.9990833333333333,0.0011438879019221105,0.9984999999999999,0.001701392618446787,0.9987916666666667,0.0010286467008101925,strong_A_adv,强网络效应，A初始略占优
77,0.9978333333333333,0.0013355245153100319,0.9973333333333333,0.003521031215242667,0.9975833333333334,0.0018116742926613466,strong_A_adv,强网络效应，A初始略占优
78,0.9980833333333333,0.0019701723141310476,0.9978333333333333,0.0024838660679020173,0.9979583333333333,0.0015874830201237655,strong_A_adv,强网络效应，A初始略占优
79,0.9981666666666668,0.0014204027103779699,0.9973333333333333,0.0035210312152426926,0.9977499999999999,0.0018357241189611555,strong_A_adv,强网络效应，A初始略占优
80,0.9977499999999999,0.001555503340811287,0.9978333333333333,0.0027090923362908625,0.9977916666666667,0.0014876440418734663,strong_A_adv,强网络效应，A初始略占优
0,0.5,0.0,0.5,0.0,0.5,0.0,strong_symmetric,强网络效应，初始完全对称
1,0.5211666666666667,0.09465866657572741,0.5203333333333333,0.10125470171741677,0.5207499999999999,0.09770199498762247,strong_symmetric,强网络效应，初始完全对称
2,0.5763333333333334,0.34631966438757195,0.5746666666666667,0.343050300643987,0.5755,0.3445677434475859,strong_symmetric,强网络效应，初始完全对称
3,0.593,0.47914476685271135,0.5900000000000001,0.47976724376215446,0.5915,0.4793871422595131,strong_symmetric,强网络效应，初始完全对称
4,0.5999166666666667,0.4997761121549346,0.6003333333333333,0.5001191670857553,0.600125,0.499941098504298,strong_symmetric,强网络效应，初始完全对称
5,0.6001666666666667,0.5003238424944598,0.5996666666666667,0.5006088690445685,0.5999166666666667,0.5004643969086107,strong_symmetric,强网络效应，初始完全对称
6,0.5994166666666667,0.49987228632079517,0.5991666666666667,0.5008844516633838,0.5992916666666667,0.500375829147189,strong_symmetric,强网络效应，初始完全对称
7,0.59975,0.5008461480685338,0.6001666666666667,0.5013717732090232,0.5999583333333333,0.5011075799187703,strong_symmetric,强网络效应，初始完全对称
8,0.5998333333333333,0.500395428431677,0.6,0.4994921397387738,0.5999166666666667,0.4999390971680381,strong_symmetric,强网络效应，初始完全对称
9,0.6001666666666667,0.5006729097655468,0.5995,0.5008160300014695,0.5998333333333333,0.500741745135791,strong_symmetric,强网络效应，初始完全对称
10,0.5986666666666667,0.5009866289025898,0.5995,0.5001196055775468,0.5990833333333334,0.5005505667592844,strong_symmetric,强网络效应，初始完全对称
11,0.5996666666666666,0.5011255168375793,0.6005,0.5002575652390949,0.6000833333333333,0.5006886996693737,strong_symmetric,强网络效应，初始完全对称
12,0.59925,0.5000808341091217,0.5995,0.5011627124272967,0.599375,0.5006204392510423,strong_symmetric,强网络效应，初始完全对称
13,0.59975,0.5004995384730099,0.5996666666666667,0.5006065327028757,0.5997083333333333,0.5005498639508053,strong_symmetric,强网络效应，初始完全对称
14,0.5998333333333333,0.5002224359023862,0.5988333333333333,0.5006069707677736,0.5993333333333333,0.5004104017458456,strong_symmetric,强网络效应，初始完全对称
15,0.59925,0.5002541678548419,0.599,0.500048067864919,0.599125,0.5001489891326477,strong_symmetric,强网络效应，初始完全对称
16,0.5995833333333334,0.5008819341804055,0.5998333333333333,0.5007461975751437,0.5997083333333333,0.5008122258885211,strong_symmetric,强网络效应，初始完全对称
17,0.59875,0.5007079418008626,0.6001666666666667,0.5003255957417989,0.5994583333333333,0.500514667500405,strong_symmetric,强网络效应，初始完全对称
18,0.5990833333333334,0.5004645429717572,0.6,0.5008834300776137,0.5995416666666666,0.5006717326203161,strong_symmetric,强网络效应，初始完全对称
19,0.5986666666666667,0.5001174131147453,0.5986666666666667,0.5004669164919135,0.5986666666666667,0.5002904419592579,strong_symmetric,强网络效应，初始完全对称
20,0.5991666666666666,0.4996614350813982,0.5988333333333333,0.5006081389389607,0.599,0.5001324824484009,strong_symmetric,强网络效应，初始完全对称
21,0.5991666666666666,0.5001851996192297,0.6,0.4991501549563843,0.5995833333333334,0.499663154078685,strong_symmetric,强网络效应，初始完全对称
22,0.599,0.5007422560734652,0.5998333333333333,0.500745029726029,0.5994166666666667,0.5007413436843954,strong_symmetric,强网络效应，初始完全对称
23,0.5999166666666667,0.5013354898586503,0.5993333333333333,0.5013707526162126,0.599625,0.5013519350639805,strong_symmetric,强网络效应，初始完全对称
24,0.59975,0.5008464399721221,0.6003333333333334,0.5004651637396543,0.6000416666666666,0.5006546500152289,strong_symmetric,强网络效应，初始完全对称
25,0.5994166666666667,0.5005687627662257,0.6003333333333334,0.5011634417249899,0.599875,0.5008638206997635,strong_symmetric,强网络效应，初始完全对称
26,0.59975,0.5006765233103626,0.5998333333333333,0.5010940953530193,0.5997916666666667,0.500882472339062,strong_symmetric,强网络效应，初始完全对称
27,0.6,0.5008808031332088,0.5993333333333333,0.5013719190078267,0.5996666666666667,0.5011248604200296,strong_symmetric,强网络效应，初始完全对称
28,0.5996666666666667,0.5007776408886833,0.5993333333333333,0.49998315761107076,0.5995,0.5003779565640404,strong_symmetric,强网络效应，初始完全对称
29,0.5989166666666667,0.500324244280851,0.5996666666666667,0.5013022806732352,0.5992916666666667,0.5008112041554206,strong_symmetric,强网络效应，初始完全对称
30,0.5990833333333334,0.500465127223917,0.5996666666666667,0.5002594648417386,0.599375,0.5003585611269008,strong_symmetric,强网络效应，初始完全对称
31,0.5998333333333333,0.5002186364086472,0.6,0.5005342175356012,0.5999166666666667,0.5003747060865769,strong_symmetric,强网络效应，初始完全对称
32,0.5998333333333333,0.5003954284316771,0.6,0.5015822916746936,0.5999166666666667,0.500986957202031,strong_symmetric,强网络效应，初始完全对称
33,0.5998333333333333,0.500219220948024,0.5995,0.5008148623151968,0.5996666666666667,0.5005143845313609,strong_symmetric,强网络效应，初始完全对称
34,0.6,0.5014044602399723,0.599,0.5010959917844645,0.5995,0.5012481788915599,strong_symmetric,强网络效应，初始完全对称
35,0.59975,0.5011960183704668,0.5996666666666667,0.5002594648417387,0.5997083333333333,0.5007258090929734,strong_symmetric,强网络效应，初始完全对称
36,0.5993333333333333,0.4999770170156421,0.6003333333333334,0.4997729308957623,0.5998333333333333,0.49987064116102764,strong_symmetric,强网络效应，初始完全对称
37,0.5996666666666666,0.5000799936010237,0.5998333333333333,0.5000496758948786,0.59975,0.5000622110420669,strong_symmetric,强网络效应，初始完全对称
38,0.60025,0.5007419276135916,0.6006666666666667,0.5007440078558193,0.6004583333333333,0.5007410061000183,strong_symmetric,强网络效应，初始完全对称
39,0.5996666666666667,0.5002556656292381,0.5996666666666667,0.5006053645279404,0.5996666666666667,0.5004284275609362,strong_symmetric,强网络效应，初始完全对称
40,0.6001666666666667,0.5003285178070447,0.5995,0.5011650461761793,0.5998333333333333,0.5007434239290488,strong_symmetric,强网络效应，初始完全对称
41,0.6001666666666667,0.5008474981212035,0.5996666666666667,0.5002594648417386,0.5999166666666667,0.5005504937402677,strong_symmetric,强网络效应，初始完全对称
42,0.5995,0.5006385104330818,0.6005,0.5009537978719587,0.6,0.5007946901050637,strong_symmetric,强网络效应，初始完全对称
43,0.59925,0.5007770205081358,0.6,0.49949331051722995,0.599625,0.5001328387135253,strong_symmetric,强网络效应，初始完全对称
44,0.6003333333333333,0.5001150744771629,0.5993333333333333,0.5006774358175551,0.5998333333333333,0.5003927989253785,strong_symmetric,强网络效应，初始完全对称
45,0.6,0.4998356455022189,0.5995,0.5008148623151968,0.59975,0.5003229293423708,strong_symmetric,强网络效应，初始完全对称
46,0.599,0.5005693834048774,0.5993333333333333,0.4996321453847365,0.5991666666666666,0.500097943623421,strong_symmetric,强网络效应，初始完全对称
47,0.5999166666666667,0.5008132202517696,0.5991666666666667,0.5015798141288388,0.5995416666666666,0.5011949518415584,strong_symmetric,强网络效应，初始完全对称
48,0.5993333333333333,0.500498990774289,0.5996666666666667,0.5006065327028757,0.5995,0.5005514064772126,strong_symmetric,强网络效应，初始完全对称
49,0.5995833333333334,0.5003583145931085,0.5995,0.5001254520980284,0.5995416666666666,0.5002373321968202,strong_symmetric,强网络效应，初始完全对称
50,0.5995,0.5008125269344837,0.601,0.5003239885986395,0.60025,0.5005662802039236,strong_symmetric,强网络效应，初始完全对称
51,0.5995,0.5002900036172002,0.6,0.501579959867169,0.59975,0.5009333467001945,strong_symmetric,强网络效应，初始完全对称
52,0.5994166666666667,0.5000462770981963,0.5998333333333333,0.5010940953530193,0.599625,0.5005684980818608,strong_symmetric,强网络效应，初始完全对称
53,0.6,0.5001847611849419,0.5995,0.5004691074236052,0.59975,0.5003245364889328,strong_symmetric,强网络效应，初始完全对称
54,0.59925,0.5004297787405265,0.6005,0.5002540582614174,0.599875,0.5003401091064975,strong_symmetric,强网络效应，初始完全对称
55,0.5998333333333333,0.5003960127645336,0.599,0.5003976196763708,0.5994166666666667,0.5003934197822784,strong_symmetric,强网络效应，初始完全对称
56,0.5999166666666667,0.5004642508454215,0.599,0.5007457596320448,0.5994583333333333,0.5006036031340168,strong_symmetric,强网络效应，初始完全对称
57,0.5995,0.5011618372686641,0.599,0.4993482301668449,0.59925,0.5002530719195158,strong_symmetric,强网络效应，初始完全对称
58,0.5999166666666667,0.5001176689025674,0.5988333333333333,0.49886687392002377,0.599375,0.49948722792737466,strong_symmetric,强网络效应，初始完全对称
59,0.5993333333333333,0.5001506790502098,0.5995,0.5011650461761793,0.5994166666666667,0.5006552796728778,strong_symmetric,强网络效应，初始完全对称
60,0.59975,0.5004998305787492,0.5995,0.5011650461761793,0.599625,0.5008299015412098,strong_symmetric,强网络效应，初始完全对称
61,0.5995,0.500986482991658,0.5993333333333333,0.5010242141432834,0.5994166666666667,0.5010037512553471,strong_symmetric,强网络效应，初始完全对称
62,0.5995,0.5006370503072568,0.5993333333333333,0.5006727637631879,0.5994166666666667,0.5006538195959593,strong_symmetric,强网络效应，初始完全对称
63,0.5995,0.5006393865065327,0.5995,0.5004632649177797,0.5995,0.5005495079824978,strong_symmetric,强网络效应，初始完全对称
64,0.5994166666666667,0.5014401117506602,0.5996666666666667,0.4995610939111527,0.5995416666666666,0.5004984704599491,strong_symmetric,强网络效应，初始完全对称
65,0.5993333333333333,0.5010215879370343,0.5998333333333333,0.5014405855320383,0.5995833333333334,0.5012301023452961,strong_symmetric,强网络效应，初始完全对称
66,0.5996666666666666,0.5009519009022162,0.5991666666666666,0.5005375765085736,0.5994166666666667,0.5007434604244919,strong_symmetric,强网络效应，初始完全对称
67,0.5998333333333333,0.5007441538374054,0.6005,0.5013027181301518,0.6001666666666667,0.501020931383321,strong_symmetric,强网络效应，初始完全对称
68,0.5994166666666667,0.501266021458672,0.5993333333333333,0.5006750997958213,0.599375,0.5009692998583694,strong_symmetric,强网络效应，初始完全对称
69,0.5999166666666667,0.500465127223917,0.5996666666666667,0.5013022806732352,0.5997916666666667,0.5008811588660702,strong_symmetric,强网络效应，初始完全对称
70,0.5999166666666667,0.500115914926303,0.5995,0.5004691074236053,0.5997083333333333,0.5002906519980242,strong_symmetric,强网络效应，初始完全对称
71,0.6000833333333333,0.5007776043957312,0.5993333333333333,0.5003280794983457,0.5997083333333333,0.5005501560271762,strong_symmetric,强网络效应，初始完全对称
72,0.6003333333333333,0.5004625345997558,0.599,0.500051576287255,0.5996666666666667,0.5002542774482425,strong_symmetric,强网络效应，初始完全对称
73,0.5993333333333333,0.500498990774289,0.5996666666666667,0.5006041963502791,0.5995,0.5005502381736249,strong_symmetric,强网络效应，初始完全对称
74,0.5995,0.5008134027035273,0.6008333333333333,0.5005364081727051,0.6001666666666667,0.5006718147468173,strong_symmetric,强网络效应，初始完全对称
75,0.5999166666666667,0.4995923703878068,0.5993333333333333,0.4996333158351209,0.599625,0.4996099703183679,strong_symmetric,强网络效应，初始完全对称
76,0.60075,0.5008108848633992,0.6,0.5012323993205696,0.600375,0.5010199739076138,strong_symmetric,强网络效应，初始完全对称
77,0.5990833333333334,0.5006368677912294,0.5993333333333333,0.5010253813416422,0.5992083333333333,0.5008292447362085,strong_symmetric,强网络效应，初始完全对称
78,0.5994166666666667,0.5010921624443531,0.599,0.5003964510137282,0.5992083333333333,0.500741954985256,strong_symmetric,强网络效应，初始完全对称
79,0.5996666666666666,0.5009516090600797,0.5988333333333333,0.5002622411710886,0.59925,0.5006034297322074,strong_symmetric,强网络效应，初始完全对称
80,0.5991666666666666,0.5010554649411265,0.6005,0.4995603622742256,0.5998333333333333,0.5003058713549949,strong_symmetric,强网络效应，初始完全对称
0,0.45,0.0,0.45,0.0,0.45,0.0,strong_B_adv,强网络效应，B初始略占优
1,0.19191666666666668,0.040725421317900044,0.18866666666666668,0.042692974345664096,0.19029166666666666,0.04079104057545076,strong_B_adv,强网络效应，B初始略占优
2,0.010833333333333334,0.0058863505508096915,0.011166666666666667,0.009066034549688212,0.011,0.0070948049522126765,strong_B_adv,强网络效应，B初始略占优
3,0.002416666666666667,0.00190988502761644,0.0015,0.0027519264916063216,0.0019583333333333336,0.0015359959719123595,strong_B_adv,强网络效应，B初始略占优
4,0.0023333333333333335,0.0020519567041703077,0.002666666666666667,0.0035210312152426956,0.0025,0.0019117977822546812,strong_B_adv,强网络效应，B初始略占优
5,0.003,0.0014907119849998597,0.0018333333333333333,0.0027519264916063216,0.002416666666666667,0.0017501044246204349,strong_B_adv,强网络效应，B初始略占优
6,0.0021666666666666666,0.002030469654425759,0.0018333333333333333,0.002530515515054161,0.002,0.0014659886790209342,strong_B_adv,强网络效应，B初始略占优
7,0.0018333333333333333,0.0013134482094206872,0.0023333333333333335,0.0026710490306201063,0.0020833333333333337,0.0013652967031818756,strong_B_adv,强网络效应，B初始略占优
8,0.0023333333333333335,0.002442316990216822,0.003,0.0028408054207559675,0.002666666666666667,0.0017852547445459924,strong_B_adv,强网络效应，B初始略占优
9,0.0020833333333333337,0.0015174424466672103,0.0018333333333333333,0.002287775803844199,0.0019583333333333336,0.0013858885721813726,strong_B_adv,强网络效应，B初始略占优
10,0.0016666666666666666,0.0019496588395520062,0.002,0.0029419331671936264,0.0018333333333333333,0.0016797730283882358,strong_B_adv,强网络效应，B初始略占优
11,0.0015833333333333335,0.001478402013871695,0.0016666666666666666,0.0025362863675089404,0.0016250000000000001,0.001337575488387292,strong_B_adv,强网络效应，B初始略占优
12,0.002416666666666667,0.0019098850276164398,0.0025,0.0032218188898608703,0.0024583333333333336,0.0018030797240355377,strong_B_adv,强网络效应，B初始略占优
13,0.0020833333333333337,0.0021544866825991466,0.0018333333333333333,0.002016017729430998,0.0019583333333333336,0.0015359959719123595,strong_B_adv,强网络效应，B初始略占优
14,0.0020833333333333337,0.0020855251628015335,0.0016666666666666666,0.0020232565955562803,0.001875,0.0013210785510376344,strong_B_adv,强网络效应，B初始略占优
15,0.0019166666666666668,0.0016468115569468072,0.0028333333333333335,0.003111006681622432,0.002375,0.0016506909770621471,strong_B_adv,强网络效应，B初始略占优
16,0.0015833333333333335,0.0019098850276164402,0.001,0.0021898222844392882,0.0012916666666666667,0.0015642899104630855,strong_B_adv,强网络效应，B初始略占优
17,0.00125,0.001783206258794397,0.0028333333333333335,0.002483866067901982,0.0020416666666666665,0.0016770509831248422,strong_B_adv,强网络效应，B初始略占优
18,0.0022500000000000003,0.0018945134696142197,0.0018333333333333333,0.0022877758038441992,0.0020416666666666665,0.0014925497239162832,strong_B_adv,强网络效应，B初始略占优
19,0.0019166666666666668,0.001815704718761009,0.0015,0.0020160177294309984,0.0017083333333333332,0.001492549723916283,strong_B_adv,强网络效应，B初始略占优
20,0.002,0.0014907119849998597,0.0016666666666666666,0.0020232565955562803,0.0018333333333333333,0.0011342617456312008,strong_B_adv,强网络效应，B初始略占优
21,0.0016666666666666666,0.001324532357065044,0.002666666666666667,0.003350831266333564,0.0021666666666666666,0.002030469654425759,strong_B_adv,强网络效应，B初始略占优
22,0.0016666666666666666,0.001793425289496568,0.003333333333333333,0.00305887645160749,0.0025,0.0018925832465255627,strong_B_adv,强网络效应，B初始略占优
23,0.0015833333333333335,0.0017501044246204349,0.0025,0.0026213250521901644,0.0020416666666666665,0.0016103421233967538,strong_B_adv,强网络效应，B初始略占优
24,0.0021666666666666666,0.0017184924714030625,0.0021666666666666666,0.002483866067901982,0.0021666666666666666,0.0016534564187346973,strong_B_adv,强网络效应，B初始略占优
