step,u_A_mean,u_A_std,m_A_mean,m_A_std,L_A_mean,L_A_std,scenario,scenario_label
25,0.0014166666666666668,0.0016468115569468072,0.002,0.0025131234497501732,0.0017083333333333336,0.0010974118941842557,strong_B_adv,强网络效应，B初始略占优
26,0.0017500000000000003,0.0026751509767745842,0.0023333333333333335,0.002442316990216822,0.0020416666666666665,0.0019397918438999629,strong_B_adv,强网络效应，B初始略占优
27,0.0015,0.0011969747440993468,0.0011666666666666668,0.0016312016164319763,0.0013333333333333335,0.000912870929175277,strong_B_adv,强网络效应，B初始略占优
28,0.002,0.0015857553036458482,0.0025,0.0026213250521901644,0.0022500000000000003,0.0019137086250927506,strong_B_adv,强网络效应，B初始略占优
29,0.0014166666666666668,0.0016468115569468072,0.0015,0.0020160177294309984,0.0014583333333333334,0.0011430888184142235,strong_B_adv,强网络效应，B初始略占优
30,0.0020833333333333337,0.002154486682599146,0.0016666666666666666,0.0022941573387056176,0.0018750000000000004,0.0015023130314433292,strong_B_adv,强网络效应，B初始略占优
31,0.002,0.0017605156076213476,0.0016666666666666666,0.0020232565955562803,0.0018333333333333333,0.0013944333775567927,strong_B_adv,强网络效应，B初始略占优
32,0.0018333333333333333,0.0019421456754222643,0.0021666666666666666,0.003111006681622432,0.002,0.00190029237516523,strong_B_adv,强网络效应，B初始略占优
33,0.00225,0.0021133798212829248,0.002666666666666667,0.0025592396531663817,0.0024583333333333336,0.0012234012123239822,strong_B_adv,强网络效应，B初始略占优
34,0.0019166666666666668,0.001458489966525701,0.002666666666666667,0.003838859479749572,0.0022916666666666667,0.0019284534602986953,strong_B_adv,强网络效应，B初始略占优
35,0.002,0.002066157266026286,0.0035000000000000005,0.0036634754853252325,0.00275,0.0018751218284007655,strong_B_adv,强网络效应，B初始略占优
36,0.0019166666666666668,0.0016468115569468072,0.0023333333333333335,0.0030779350562554625,0.002125,0.0018628995509264868,strong_B_adv,强网络效应，B初始略占优
37,0.0017500000000000003,0.0020572934016204096,0.002,0.002735942272227078,0.001875,0.0017285654735911013,strong_B_adv,强网络效应，B初始略占优
38,0.0018333333333333333,0.0013134482094206874,0.0018333333333333333,0.002530515515054161,0.0018333333333333333,0.0014204027103779837,strong_B_adv,强网络效应，B初始略占优
39,0.0016666666666666666,0.0017934252894965677,0.0018333333333333333,0.0022877758038441992,0.0017500000000000003,0.0012938224793947331,strong_B_adv,强网络效应，B初始略占优
40,0.0025833333333333333,0.0029357147430619994,0.0016666666666666666,0.0025362863675089404,0.002125,0.0019955176379262735,strong_B_adv,强网络效应，B初始略占优
41,0.0018333333333333333,0.0017013926184468015,0.0018333333333333333,0.002751926491606322,0.0018333333333333333,0.0015672078199387577,strong_B_adv,强网络效应，B初始略占优
42,0.0021666666666666666,0.0013355245153100531,0.0021666666666666666,0.00223606797749979,0.0021666666666666666,0.0014659886790209342,strong_B_adv,强网络效应，B初始略占优
43,0.0015,0.0016131767359116452,0.0023333333333333335,0.0030779350562554625,0.0019166666666666668,0.0017121000408000704,strong_B_adv,强网络效应，B初始略占优
44,0.0025,0.001752191610126156,0.0023333333333333335,0.0026710490306201063,0.002416666666666667,0.0016862880096418847,strong_B_adv,强网络效应，B初始略占优
45,0.0023333333333333335,0.0016578715305161332,0.0016666666666666666,0.002294157338705618,0.002,0.0011277986631315908,strong_B_adv,强网络效应，B初始略占优
46,0.0014166666666666668,0.0014584899665257011,0.0028333333333333335,0.002916979933051402,0.002125,0.0016987052172771702,strong_B_adv,强网络效应，B初始略占优
47,0.002416666666666667,0.00232423036371736,0.0011666666666666668,0.0019571431620413328,0.0017916666666666667,0.0014120150670965245,strong_B_adv,强网络效应，B初始略占优
48,0.0018333333333333333,0.0017013926184468015,0.0021666666666666666,0.00223606797749979,0.002,0.0014907119849998597,strong_B_adv,强网络效应，B初始略占优
49,0.0017500000000000003,0.001574188735647221,0.002,0.0029419331671936264,0.001875,0.0016857460562261066,strong_B_adv,强网络效应，B初始略占优
50,0.0025,0.002507299285606395,0.0023333333333333335,0.0021898222844392882,0.002416666666666667,0.0012652577575270804,strong_B_adv,强网络效应，B初始略占优
51,0.0028333333333333335,0.002030469654425759,0.0008333333333333333,0.0014808721943977308,0.0018333333333333333,0.0014459056936238274,strong_B_adv,强网络效应，B初始略占优
52,0.0021666666666666666,0.0018015587792486038,0.0021666666666666666,0.00223606797749979,0.0021666666666666666,0.0017184924714030627,strong_B_adv,强网络效应，B初始略占优
53,0.0025833333333333333,0.0017501044246204349,0.0021666666666666666,0.00223606797749979,0.002375,0.001462868886851094,strong_B_adv,强网络效应，B初始略占优
54,0.0020833333333333337,0.001417827182039001,0.0028333333333333335,0.00223606797749979,0.0024583333333333336,0.0011931517552730294,strong_B_adv,强网络效应，B初始略占优
55,0.0021666666666666666,0.0021012388437211447,0.001666666666666667,0.002294157338705618,0.0019166666666666666,0.0014074779401634623,strong_B_adv,强网络效应，B初始略占优
56,0.002416666666666667,0.0019098850276164402,0.0016666666666666666,0.0020232565955562803,0.0020416666666666665,0.001417182568601709,strong_B_adv,强网络效应，B初始略占优
57,0.0019166666666666668,0.0014584899665257011,0.003166666666666667,0.0029568040277433896,0.002541666666666667,0.0016551134658371075,strong_B_adv,强网络效应，B初始略占优
58,0.0019166666666666668,0.0026087459737497544,0.0025,0.0033984860750544766,0.0022083333333333334,0.002167594268372359,strong_B_adv,强网络效应，B初始略占优
59,0.0019166666666666668,0.0015555033408112158,0.0011666666666666668,0.0019571431620413328,0.0015416666666666667,0.0011237403604306552,strong_B_adv,强网络效应，B初始略占优
60,0.0018333333333333333,0.0022229530961845006,0.001666666666666667,0.002294157338705618,0.0017500000000000003,0.0015029211322702737,strong_B_adv,强网络效应，B初始略占优
61,0.0017500000000000003,0.0016644722395574253,0.0018333333333333333,0.0022877758038441992,0.0017916666666666667,0.0015359959719123595,strong_B_adv,强网络效应，B初始略占优
62,0.0020833333333333337,0.0013106625260950822,0.0016666666666666666,0.0020232565955562803,0.0018750000000000004,0.0010427625814007668,strong_B_adv,强网络效应，B初始略占优
63,0.0015833333333333335,0.0019098850276164402,0.0021666666666666666,0.0022360679774997903,0.001875,0.0015023130314433292,strong_B_adv,强网络效应，B初始略占优
64,0.0015833333333333335,0.0012652577575270804,0.0028333333333333335,0.0029169799330514023,0.0022083333333333334,0.0014876440418734708,strong_B_adv,强网络效应，B初始略占优
65,0.0010833333333333333,0.001241933033950991,0.0016666666666666666,0.00202325659555628,0.001375,0.0012174114519236518,strong_B_adv,强网络效应，B初始略占优
66,0.0021666666666666666,0.00223606797749979,0.002,0.0025131234497501732,0.0020833333333333337,0.001863389981249825,strong_B_adv,强网络效应，B初始略占优
67,0.0020833333333333337,0.0021544866825991466,0.002,0.002513123449750173,0.0020416666666666665,0.0015642899104630855,strong_B_adv,强网络效应，B初始略占优
68,0.0019166666666666668,0.001815704718761009,0.0016666666666666666,0.0022941573387056176,0.0017916666666666667,0.0017579185924774157,strong_B_adv,强网络效应，B初始略占优
69,0.002666666666666667,0.002615741818902985,0.0013333333333333335,0.0019941434720537293,0.002,0.0013626170211027129,strong_B_adv,强网络效应，B初始略占优
70,0.002416666666666667,0.00232423036371736,0.003333333333333333,0.0034199278402838474,0.002875,0.0020674835680347175,strong_B_adv,强网络效应，B初始略占优
71,0.0025,0.0019117977822546816,0.0021666666666666666,0.0027090923362908304,0.0023333333333333335,0.0013944333775567923,strong_B_adv,强网络效应，B初始略占优
72,0.0025833333333333333,0.0015741887356472213,0.001,0.0019041352352582649,0.0017916666666666667,0.0010215156151752083,strong_B_adv,强网络效应，B初始略占优
73,0.0016666666666666666,0.001793425289496568,0.0018333333333333333,0.0017013926184468015,0.0017500000000000003,0.0013491387766262192,strong_B_adv,强网络效应，B初始略占优
74,0.002,0.001675415633166782,0.0023333333333333335,0.0028816824195687252,0.0021666666666666666,0.001335524515310053,strong_B_adv,强网络效应，B初始略占优
75,0.0025833333333333333,0.0019849580548546015,0.0023333333333333335,0.002881682419568725,0.002458333333333333,0.0019955176379262735,strong_B_adv,强网络效应，B初始略占优
76,0.0030833333333333333,0.0021814609622508863,0.0018333333333333333,0.002287775803844199,0.0024583333333333336,0.001417182568601709,strong_B_adv,强网络效应，B初始略占优
77,0.002,0.001675415633166782,0.002,0.0025131234497501732,0.002,0.0018015587792486038,strong_B_adv,强网络效应，B初始略占优
78,0.0015,0.0017013926184468015,0.0015,0.002530515515054161,0.0015,0.0012565617248750866,strong_B_adv,强网络效应，B初始略占优
79,0.0021666666666666666,0.0019571431620413328,0.0015,0.0017013926184468015,0.0018333333333333333,0.0013679711361135388,strong_B_adv,强网络效应，B初始略占优
80,0.0015,0.0016131767359116452,0.003166666666666667,0.0031483774712944422,0.0023333333333333335,0.0017646628821730507,strong_B_adv,强网络效应，B初始略占优
0,0.55,0.0,0.55,0.0,0.55,0.0,weak_A_adv,弱网络效应，A初始略占优
1,0.57675,0.025081592001105952,0.5811666666666666,0.03361764713406349,0.5789583333333332,0.028102614548195393,weak_A_adv,弱网络效应，A初始略占优
2,0.6035833333333334,0.03652794732355647,0.6013333333333334,0.045285320291658826,0.6024583333333333,0.03988147186659007,weak_A_adv,弱网络效应，A初始略占优
3,0.6450833333333333,0.06491666948179174,0.6465,0.06029629569761147,0.6457916666666667,0.061869317920921034,weak_A_adv,弱网络效应，A初始略占优
4,0.6944166666666667,0.08565242389622285,0.6986666666666667,0.08532976966242949,0.6965416666666667,0.08486240798771666,weak_A_adv,弱网络效应，A初始略占优
5,0.7464166666666666,0.09263724605538072,0.7391666666666666,0.09502154264824085,0.7427916666666666,0.09322176720121195,weak_A_adv,弱网络效应，A初始略占优
6,0.7881666666666667,0.08589211919815974,0.7841666666666667,0.08644962701883627,0.7861666666666667,0.08567132556107568,weak_A_adv,弱网络效应，A初始略占优
7,0.8172499999999999,0.0755395311094391,0.8208333333333334,0.07433821083832508,0.8190416666666666,0.07453230146713773,weak_A_adv,弱网络效应，A初始略占优
8,0.8321666666666667,0.06022885205516574,0.8341666666666667,0.05847851607304396,0.8331666666666667,0.0582120292626635,weak_A_adv,弱网络效应，A初始略占优
9,0.8551666666666666,0.04571683759585826,0.8516666666666668,0.04600406796149498,0.8534166666666667,0.0451604514400488,weak_A_adv,弱网络效应，A初始略占优
10,0.8614166666666666,0.03144788225374825,0.8619999999999999,0.037532052578565886,0.8617083333333333,0.03352082685933228,weak_A_adv,弱网络效应，A初始略占优
11,0.8641666666666667,0.025788727761023093,0.8605,0.03134928671880395,0.8623333333333333,0.027309414009957254,weak_A_adv,弱网络效应，A初始略占优
12,0.86525,0.021900058746483212,0.8713333333333333,0.02643318842463766,0.8682916666666667,0.0216252556351723,weak_A_adv,弱网络效应，A初始略占优
13,0.8751666666666666,0.021356757972855116,0.8741666666666668,0.027802036191154563,0.8746666666666666,0.0227951723626064,weak_A_adv,弱网络效应，A初始略占优
14,0.88125,0.019352644620339882,0.8733333333333333,0.023043310353479677,0.8772916666666667,0.019707055983975767,weak_A_adv,弱网络效应，A初始略占优
15,0.8798333333333334,0.015930220645821617,0.8805,0.026782096664644966,0.8801666666666668,0.01902522179443607,weak_A_adv,弱网络效应，A初始略占优
16,0.8778333333333332,0.01999341997021179,0.8838333333333332,0.017006190823220513,0.8808333333333334,0.015236920380774378,weak_A_adv,弱网络效应，A初始略占优
17,0.882,0.020862961388420784,0.8751666666666666,0.023307629953195307,0.8785833333333333,0.02049835965481169,weak_A_adv,弱网络效应，A初始略占优
18,0.8784166666666667,0.021312729908210978,0.8756666666666666,0.01682729612079259,0.8770416666666666,0.017717889578364322,weak_A_adv,弱网络效应，A初始略占优
19,0.8809166666666666,0.012419036039095428,0.8761666666666666,0.01895747780988495,0.8785416666666667,0.013111852925292548,weak_A_adv,弱网络效应，A初始略占优
20,0.8810833333333333,0.014939204281400123,0.8803333333333333,0.01937321959373042,0.8807083333333333,0.015227982380092925,weak_A_adv,弱网络效应，A初始略占优
21,0.8799166666666667,0.015507732460997384,0.8791666666666667,0.019311996695688106,0.8795416666666667,0.015153876909230755,weak_A_adv,弱网络效应，A初始略占优
22,0.8714166666666667,0.013081782788889005,0.8755000000000001,0.020124611797498103,0.8734583333333333,0.013497549593509194,weak_A_adv,弱网络效应，A初始略占优
23,0.8750833333333332,0.018789967149973313,0.8806666666666667,0.02303315687849744,0.8778750000000001,0.018773571927685404,weak_A_adv,弱网络效应，A初始略占优
24,0.8804166666666667,0.018978866362906188,0.8813333333333333,0.017010488680405368,0.880875,0.01621645210005721,weak_A_adv,弱网络效应，A初始略占优
25,0.8763333333333334,0.016889735281961527,0.876,0.022363294906259365,0.8761666666666666,0.018433537957685386,weak_A_adv,弱网络效应，A初始略占优
26,0.87425,0.011335848534110918,0.8714999999999999,0.020731505532339562,0.872875,0.014187227082157453,weak_A_adv,弱网络效应，A初始略占优
27,0.86825,0.015545396640972096,0.8736666666666666,0.015252264715358468,0.8709583333333333,0.013140811278327969,weak_A_adv,弱网络效应，A初始略占优
28,0.8758333333333332,0.011141041558918277,0.8733333333333333,0.025154493396045457,0.8745833333333334,0.016933176197640874,weak_A_adv,弱网络效应，A初始略占优
29,0.8786666666666667,0.014555801078238157,0.8718333333333333,0.01677072777018098,0.87525,0.011865782048635956,weak_A_adv,弱网络效应，A初始略占优
30,0.87625,0.015178036994866759,0.8779999999999999,0.02125864117391806,0.877125,0.015879376727792504,weak_A_adv,弱网络效应，A初始略占优
31,0.8782500000000001,0.02139488789571416,0.8778333333333332,0.024501461944686095,0.8780416666666667,0.020685042410692907,weak_A_adv,弱网络效应，A初始略占优
32,0.8750833333333332,0.017823656991145565,0.8785000000000001,0.023004576203785845,0.8767916666666666,0.019423856059251614,weak_A_adv,弱网络效应，A初始略占优
33,0.87775,0.014542486655612084,0.8671666666666666,0.021878853044122674,0.8724583333333333,0.01711774454659764,weak_A_adv,弱网络效应，A初始略占优
34,0.8787499999999999,0.016848785681685432,0.8795,0.024856900391561784,0.8791249999999999,0.01926552499197398,weak_A_adv,弱网络效应，A初始略占优
35,0.88175,0.01964952419702802,0.8778333333333332,0.020669354663903298,0.8797916666666665,0.01962528168680772,weak_A_adv,弱网络效应，A初始略占优
36,0.8748333333333334,0.020801906120488423,0.8723333333333333,0.02255856575425148,0.8735833333333334,0.01843492585360924,weak_A_adv,弱网络效应，A初始略占优
37,0.8733333333333333,0.01869265108748254,0.8731666666666668,0.020418859531359825,0.87325,0.01688648894151563,weak_A_adv,弱网络效应，A初始略占优
38,0.8723333333333333,0.01620771601674745,0.8743333333333334,0.02261035316343906,0.8733333333333334,0.016072751268321604,weak_A_adv,弱网络效应，A初始略占优
39,0.8727499999999999,0.022039803174634026,0.8665,0.02318183903012688,0.8696250000000001,0.021566019608504173,weak_A_adv,弱网络效应，A初始略占优
40,0.8785833333333333,0.02137984923277931,0.8738333333333334,0.022328619560151666,0.8762083333333333,0.020959224894712435,weak_A_adv,弱网络效应，A初始略占优
41,0.8786666666666667,0.01540486746195719,0.8781666666666667,0.02196421864271058,0.8784166666666666,0.016970691970715664,weak_A_adv,弱网络效应，A初始略占优
42,0.883,0.013675435783171569,0.884,0.02212669526329798,0.8835000000000001,0.015478715814784293,weak_A_adv,弱网络效应，A初始略占优
43,0.8778333333333335,0.016920004423982903,0.8785000000000001,0.025966127283094654,0.8781666666666667,0.019303667499917417,weak_A_adv,弱网络效应，A初始略占优
44,0.883,0.017291785562897097,0.8808333333333334,0.020257840876042644,0.8819166666666666,0.017954824727469565,weak_A_adv,弱网络效应，A初始略占优
45,0.8773333333333333,0.013060811434273054,0.8761666666666666,0.019049796241485218,0.87675,0.013957171331575277,weak_A_adv,弱网络效应，A初始略占优
46,0.8733333333333333,0.014204027103779849,0.8726666666666667,0.021807236311728134,0.873,0.016223043318160855,weak_A_adv,弱网络效应，A初始略占优
47,0.8710000000000001,0.020228229941092427,0.8765000000000001,0.01794973488539986,0.87375,0.014942629077330724,weak_A_adv,弱网络效应，A初始略占优
48,0.8746666666666666,0.020651664050874378,0.8758333333333332,0.024276068161465412,0.87525,0.020523307246905313,weak_A_adv,弱网络效应，A初始略占优
49,0.8720833333333333,0.020195499180126846,0.884,0.02654798149836311,0.8780416666666667,0.021073657720187145,weak_A_adv,弱网络效应，A初始略占优
50,0.8756666666666666,0.017508560980341554,0.8748333333333334,0.028294090470547997,0.87525,0.020453734699508896,weak_A_adv,弱网络效应，A初始略占优
51,0.87425,0.0220941300981804,0.8783333333333333,0.027198641176929127,0.8762916666666667,0.02313903280565734,weak_A_adv,弱网络效应，A初始略占优
52,0.8789999999999999,0.024395618435088074,0.8825,0.024009622827193565,0.8807499999999999,0.023047909674217232,weak_A_adv,弱网络效应，A初始略占优
53,0.8795833333333333,0.018423819758750473,0.8688333333333332,0.025369203598616788,0.8742083333333334,0.020838551977956896,weak_A_adv,弱网络效应，A初始略占优
54,0.8695,0.01902675862725044,0.8714999999999999,0.019299880313539727,0.8705,0.016373295188252035,weak_A_adv,弱网络效应，A初始略占优
55,0.8731666666666668,0.015283863753255262,0.8796666666666667,0.016575187543592468,0.8764166666666666,0.012145860604525336,weak_A_adv,弱网络效应，A初始略占优
56,0.8738333333333334,0.016455682109356946,0.8723333333333333,0.017239286019326342,0.8730833333333333,0.015005116086586261,weak_A_adv,弱网络效应，A初始略占优
57,0.86875,0.020885898597712227,0.8785000000000001,0.023582008207765338,0.873625,0.019883202452474335,weak_A_adv,弱网络效应，A初始略占优
58,0.8824166666666666,0.01689730765086418,0.8793333333333333,0.025697293188057434,0.880875,0.019843088784627757,weak_A_adv,弱网络效应，A初始略占优
59,0.8782500000000001,0.015898756801594825,0.8801666666666665,0.016167073606743017,0.8792083333333334,0.013481834757222484,weak_A_adv,弱网络效应，A初始略占优
60,0.8760833333333334,0.020944615073684118,0.8788333333333334,0.02026938462845815,0.8774583333333332,0.01930911027898701,weak_A_adv,弱网络效应，A初始略占优
61,0.8734166666666667,0.01846820406546098,0.8661666666666668,0.0254841998980632,0.8697916666666666,0.02052290654323738,weak_A_adv,弱网络效应，A初始略占优
62,0.8699999999999999,0.018832906376157123,0.8711666666666666,0.02243313651799693,0.8705833333333333,0.018685023868303282,weak_A_adv,弱网络效应，A初始略占优
63,0.87575,0.022694738808601518,0.8736666666666666,0.026333444370185623,0.8747083333333332,0.022978624379248042,weak_A_adv,弱网络效应，A初始略占优
64,0.8771666666666667,0.018496878194008217,0.8776666666666667,0.02232403577087741,0.8774166666666666,0.01851761450035146,weak_A_adv,弱网络效应，A初始略占优
65,0.8771666666666667,0.017388744090722365,0.8825,0.01949283869101464,0.8798333333333334,0.017040972297439633,weak_A_adv,弱网络效应，A初始略占优
66,0.8804166666666667,0.014356315724084318,0.8800000000000001,0.014828453760782762,0.8802083333333334,0.013395892165159603,weak_A_adv,弱网络效应，A初始略占优
67,0.8805,0.014184457353362387,0.8866666666666667,0.021330043606001332,0.8835833333333334,0.01427615072532382,weak_A_adv,弱网络效应，A初始略占优
68,0.8815833333333334,0.01751753507453942,0.8831666666666667,0.018047209046995714,0.882375,0.01610744942256793,weak_A_adv,弱网络效应，A初始略占优
69,0.8852500000000001,0.013478106570477403,0.8945000000000001,0.018646448950927135,0.889875,0.013685788398684498,weak_A_adv,弱网络效应，A初始略占优
70,0.8839166666666667,0.01269612226106208,0.8896666666666666,0.021079076957497868,0.8867916666666666,0.015010413052278048,weak_A_adv,弱网络效应，A初始略占优
71,0.8774166666666666,0.01661813108330038,0.8798333333333334,0.02318183903012685,0.8786250000000001,0.018054650224716095,weak_A_adv,弱网络效应，A初始略占优
72,0.88425,0.017617400688454105,0.8911666666666667,0.015381123085406363,0.8877083333333333,0.014622128847975055,weak_A_adv,弱网络效应，A初始略占优
73,0.8874166666666667,0.016450128423395334,0.882,0.022747019597846113,0.8847083333333334,0.01684178830567985,weak_A_adv,弱网络效应，A初始略占优
74,0.8798333333333334,0.015902664457319898,0.8875,0.024058286921363366,0.8836666666666666,0.01702122857558237,weak_A_adv,弱网络效应，A初始略占优
75,0.8852499999999999,0.019521131150717366,0.8815,0.017184073954124458,0.883375,0.01628617206665811,weak_A_adv,弱网络效应，A初始略占优
76,0.8766666666666667,0.015662746803383525,0.875,0.024459059958123634,0.8758333333333332,0.017088948585056055,weak_A_adv,弱网络效应，A初始略占优
77,0.8693333333333333,0.0185387219226762,0.8716666666666667,0.028045493534654367,0.8705,0.0219805203499326,weak_A_adv,弱网络效应，A初始略占优
78,0.87575,0.02367219480778124,0.8773333333333333,0.023954147231547245,0.8765416666666667,0.02234314232089861,weak_A_adv,弱网络效应，A初始略占优
79,0.8804166666666667,0.017294110480447957,0.8806666666666667,0.023285665595430608,0.8805416666666666,0.01852624777781905,weak_A_adv,弱网络效应，A初始略占优
80,0.87475,0.019143005990767813,0.8755000000000001,0.013257459557476654,0.875125,0.013562382939371403,weak_A_adv,弱网络效应，A初始略占优
0,0.5,0.0,0.5,0.0,0.5,0.0,high_noise_symmetric,中等网络效应，高噪声对称
1,0.5115000000000001,0.020941997313102416,0.5161666666666667,0.026540821477082498,0.5138333333333334,0.021155232441387253,high_noise_symmetric,中等网络效应，高噪声对称
2,0.5066666666666666,0.02738078892835597,0.5048333333333332,0.030290503790512277,0.50575,0.025774409313087977,high_noise_symmetric,中等网络效应，高噪声对称
3,0.50325,0.02711506238582413,0.5118333333333334,0.04000694384173272,0.5075416666666667,0.03160829685105735,high_noise_symmetric,中等网络效应，高噪声对称
4,0.5085833333333334,0.03884018462263622,0.507,0.03840230256254516,0.5077916666666666,0.037039842425428654,high_noise_symmetric,中等网络效应，高噪声对称
5,0.5174166666666666,0.027452643967725822,0.5106666666666666,0.03256302930000498,0.5140416666666667,0.027053492332200297,high_noise_symmetric,中等网络效应，高噪声对称
6,0.5145,0.03153527682152997,0.5176666666666667,0.039840324571824244,0.5160833333333333,0.03305486755389965,high_noise_symmetric,中等网络效应，高噪声对称
7,0.5035833333333334,0.030585299186305013,0.5095,0.031590860326055535,0.5065416666666667,0.029616549180823157,high_noise_symmetric,中等网络效应，高噪声对称
8,0.5116666666666667,0.03363894985531535,0.5153333333333333,0.044870183121236897,0.5135,0.03753906347459545,high_noise_symmetric,中等网络效应，高噪声对称
9,0.5061666666666667,0.03906098096461644,0.509,0.04559034472521283,0.5075833333333334,0.03952652895496987,high_noise_symmetric,中等网络效应，高噪声对称
10,0.5054166666666667,0.039116242270401225,0.5083333333333333,0.04190632829152649,0.506875,0.03866359920530903,high_noise_symmetric,中等网络效应，高噪声对称
11,0.5015,0.037439620006068854,0.49766666666666665,0.04268886483951699,0.4995833333333334,0.03848891007589602,high_noise_symmetric,中等网络效应，高噪声对称
12,0.49383333333333335,0.03719358241819971,0.48933333333333334,0.03444802848737017,0.49158333333333337,0.03132537692935364,high_noise_symmetric,中等网络效应，高噪声对称
13,0.49516666666666664,0.03514339880450048,0.49800000000000005,0.049587774384630856,0.4965833333333333,0.03964010241281228,high_noise_symmetric,中等网络效应，高噪声对称
14,0.5042500000000001,0.0428770682586408,0.502,0.048791236870176155,0.503125,0.04389970210638378,high_noise_symmetric,中等网络效应，高噪声对称
15,0.5090833333333333,0.03986627867557489,0.5141666666666667,0.042507309312978636,0.511625,0.039614807431518045,high_noise_symmetric,中等网络效应，高噪声对称
16,0.5089166666666667,0.04188984091554687,0.5051666666666667,0.03892525450907794,0.5070416666666666,0.0360732229261637,high_noise_symmetric,中等网络效应，高噪声对称
17,0.5139166666666666,0.03067598542624747,0.5175,0.026266181311750573,0.5157083333333333,0.02537478574218879,high_noise_symmetric,中等网络效应，高噪声对称
18,0.501,0.02454498197902935,0.49450000000000005,0.023151547508682525,0.49775,0.020176668536117957,high_noise_symmetric,中等网络效应，高噪声对称
19,0.49491666666666667,0.03816505780719978,0.4963333333333334,0.032134585401827856,0.495625,0.0330059304878445,high_noise_symmetric,中等网络效应，高噪声对称
20,0.5020833333333333,0.0388123201938561,0.507,0.03775730439382185,0.5045416666666667,0.03629645138358482,high_noise_symmetric,中等网络效应，高噪声对称
21,0.49675,0.030466523666599767,0.49716666666666665,0.0326647869133348,0.49695833333333334,0.029497837912641434,high_noise_symmetric,中等网络效应，高噪声对称
22,0.4918333333333333,0.031024890969173803,0.48966666666666664,0.035719832484889094,0.49074999999999996,0.031724209030273585,high_noise_symmetric,中等网络效应，高噪声对称
23,0.492,0.03435963904527574,0.49333333333333335,0.04432733108029125,0.4926666666666667,0.03704706979123935,high_noise_symmetric,中等网络效应，高噪声对称
24,0.49424999999999997,0.04464438760952199,0.5005,0.04233360961368609,0.497375,0.042732230156546265,high_noise_symmetric,中等网络效应，高噪声对称
25,0.4924166666666666,0.04119371935890083,0.4963333333333334,0.05265911560347701,0.49437499999999995,0.04526955895340994,high_noise_symmetric,中等网络效应，高噪声对称
26,0.4958333333333333,0.042648090802787544,0.49683333333333335,0.043089394361405804,0.4963333333333334,0.041410969815408,high_noise_symmetric,中等网络效应，高噪声对称
27,0.493,0.032275314195724734,0.5053333333333334,0.034580189034824696,0.49916666666666665,0.03038615989970261,high_noise_symmetric,中等网络效应，高噪声对称
28,0.48916666666666664,0.03539873126877006,0.4918333333333333,0.04374935254324591,0.49050000000000005,0.037489179725505174,high_noise_symmetric,中等网络效应，高噪声对称
29,0.49024999999999996,0.042112613576246016,0.4838333333333333,0.03981352733763146,0.48704166666666665,0.03854202821072719,high_noise_symmetric,中等网络效应，高噪声对称
30,0.4926666666666667,0.03129000363511291,0.49333333333333335,0.03570509489091983,0.493,0.02903969857913905,high_noise_symmetric,中等网络效应，高噪声对称
31,0.50175,0.02568633900920695,0.5013333333333334,0.025256578090511475,0.5015416666666667,0.021328801259280706,high_noise_symmetric,中等网络效应，高噪声对称
32,0.50875,0.03432249445671151,0.512,0.04065832528775232,0.510375,0.03452738022758341,high_noise_symmetric,中等网络效应，高噪声对称
33,0.5161666666666667,0.03666706538858172,0.5103333333333333,0.04210679821763167,0.51325,0.0370187442642317,high_noise_symmetric,中等网络效应，高噪声对称
34,0.505,0.03511884584284247,0.5045,0.036342667399135845,0.50475,0.03390636832315575,high_noise_symmetric,中等网络效应，高噪声对称
35,0.502,0.032338668396893054,0.5003333333333333,0.04079473650259051,0.5011666666666666,0.03454740788847787,high_noise_symmetric,中等网络效应，高噪声对称
36,0.4961666666666667,0.028776716546622876,0.5,0.04760952285695233,0.4980833333333333,0.03541122249178319,high_noise_symmetric,中等网络效应，高噪声对称
37,0.49766666666666665,0.03275105462343721,0.5011666666666666,0.043933429172219284,0.4994166666666667,0.037425461983499456,high_noise_symmetric,中等网络效应，高噪声对称
38,0.49924999999999997,0.04142023617644257,0.504,0.04138819223088092,0.501625,0.039878722396787,high_noise_symmetric,中等网络效应，高噪声对称
39,0.5013333333333334,0.03449552899243374,0.4963333333333333,0.04958187746646366,0.49883333333333335,0.04079115257816297,high_noise_symmetric,中等网络效应，高噪声对称
40,0.5075000000000001,0.03589091660485758,0.5055,0.041721367602463415,0.5065000000000001,0.035369395698071834,high_noise_symmetric,中等网络效应，高噪声对称
41,0.50275,0.04085803048325705,0.5141666666666667,0.04015867650017382,0.5084583333333333,0.037675781966451945,high_noise_symmetric,中等网络效应，高噪声对称
42,0.50175,0.03657674380169045,0.4963333333333333,0.04867723989926427,0.49904166666666666,0.039674548641938215,high_noise_symmetric,中等网络效应，高噪声对称
43,0.4984166666666667,0.04410737496514377,0.49433333333333335,0.05102573596719749,0.496375,0.044247505463766906,high_noise_symmetric,中等网络效应，高噪声对称
44,0.49391666666666667,0.047212580715078244,0.4958333333333333,0.04594523818940002,0.49487500000000006,0.045139707594914535,high_noise_symmetric,中等网络效应，高噪声对称
45,0.4940833333333333,0.04071536845062532,0.48600000000000004,0.05151051672555165,0.49004166666666665,0.04450957170861353,high_noise_symmetric,中等网络效应，高噪声对称
