u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,step,seed,experiment,multi_home_cost,rho,scenario_label,u0,m0,allow_multi_home,multi_home_share
0.4475,0.425,0.575,0.15,0.3,0.55,0.43625,0.1275,0.0,13,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4425,0.35,0.65,0.05,0.35,0.6,0.39625,0.20750000000000002,0.0,14,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.3725,0.5,0.5,0.25,0.25,0.5,0.43625,0.1275,0.0,15,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.47,0.45,0.55,0.2,0.3,0.5,0.45999999999999996,0.08000000000000002,0.0,16,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4875,0.425,0.575,0.1,0.25,0.65,0.45625,0.08750000000000002,0.0,17,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.425,0.425,0.575,0.15,0.3,0.55,0.425,0.15000000000000002,0.0,18,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.44,0.5,0.5,0.15,0.15,0.7,0.47,0.06,0.0,19,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4925,0.55,0.45,0.2,0.1,0.7,0.52125,0.05750000000000005,0.0,20,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.495,0.425,0.575,0.1,0.25,0.65,0.45999999999999996,0.08000000000000002,0.0,21,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4675,0.475,0.525,0.15,0.2,0.65,0.47125,0.057499999999999996,0.0,22,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.47,0.5,0.5,0.2,0.2,0.6,0.485,0.030000000000000027,0.0,23,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.52,0.425,0.575,0.2,0.35,0.45,0.47250000000000003,0.09500000000000003,0.0,24,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.465,0.525,0.475,0.25,0.2,0.55,0.495,0.06,0.0,25,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.475,0.425,0.575,0.25,0.4,0.35,0.44999999999999996,0.10000000000000003,0.0,26,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.55,0.45,0.25,0.15,0.6,0.5062500000000001,0.08750000000000002,0.0,27,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.545,0.5,0.5,0.25,0.25,0.5,0.5225,0.04500000000000004,0.0,28,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.56,0.7,0.3,0.4,0.0,0.6,0.63,0.26,0.0,29,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.605,0.6,0.4,0.3,0.1,0.6,0.6025,0.20499999999999996,0.0,30,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.595,0.55,0.45,0.2,0.1,0.7,0.5725,0.14500000000000002,0.0,31,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.57,0.5,0.5,0.15,0.15,0.7,0.5349999999999999,0.06999999999999995,0.0,32,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.585,0.475,0.525,0.1,0.15,0.75,0.53,0.10999999999999999,0.0,33,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.465,0.525,0.475,0.25,0.2,0.55,0.495,0.06,0.0,34,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.525,0.55,0.45,0.25,0.15,0.6,0.5375000000000001,0.07500000000000007,0.0,35,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5375,0.625,0.375,0.3,0.05,0.65,0.58125,0.16249999999999998,0.0,36,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5725,0.45,0.55,0.15,0.25,0.6,0.51125,0.1225,0.0,37,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.48,0.5,0.5,0.15,0.15,0.7,0.49,0.020000000000000018,0.0,38,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.495,0.55,0.45,0.2,0.1,0.7,0.5225,0.05500000000000005,0.0,39,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.525,0.325,0.675,0.1,0.45,0.45,0.42500000000000004,0.2,0.0,40,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.435,0.55,0.45,0.3,0.2,0.5,0.49250000000000005,0.11500000000000005,0.0,41,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.55,0.45,0.3,0.2,0.5,0.5487500000000001,0.09750000000000003,0.0,42,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5525,0.625,0.375,0.25,0.0,0.75,0.58875,0.1775,0.0,43,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5625,0.625,0.375,0.3,0.05,0.65,0.59375,0.1875,0.0,44,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.595,0.575,0.425,0.25,0.1,0.65,0.585,0.16999999999999993,0.0,45,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5575,0.425,0.575,0.05,0.2,0.75,0.49124999999999996,0.1325,0.0,46,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4575,0.525,0.475,0.25,0.2,0.55,0.49125,0.0675,0.0,47,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.51,0.575,0.425,0.3,0.15,0.55,0.5425,0.08499999999999996,0.0,48,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.475,0.525,0.2,0.25,0.55,0.51125,0.07250000000000001,0.0,49,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.545,0.425,0.575,0.1,0.25,0.65,0.485,0.12000000000000005,0.0,50,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4775,0.45,0.55,0.15,0.25,0.6,0.46375,0.07250000000000001,0.0,51,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.48,0.275,0.725,0.15,0.6,0.25,0.3775,0.245,0.0,52,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.365,0.35,0.65,0.15,0.45,0.4,0.3575,0.28500000000000003,0.0,53,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.38,0.6,0.4,0.25,0.05,0.7,0.49,0.21999999999999997,0.0,54,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5675,0.525,0.475,0.15,0.1,0.75,0.54625,0.09250000000000003,0.0,55,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.485,0.475,0.525,0.15,0.2,0.65,0.48,0.040000000000000036,0.0,56,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4525,0.5,0.5,0.25,0.25,0.5,0.47625,0.04749999999999999,0.0,57,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4475,0.55,0.45,0.25,0.15,0.6,0.49875,0.10250000000000004,0.0,58,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5075,0.5,0.5,0.1,0.1,0.8,0.5037499999999999,0.007499999999999951,0.0,59,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5125,0.6,0.4,0.2,0.0,0.8,0.5562499999999999,0.11249999999999993,0.0,60,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5625,0.475,0.525,0.15,0.2,0.65,0.51875,0.08750000000000002,0.0,61,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.45,0.425,0.575,0.05,0.2,0.75,0.4375,0.125,0.0,62,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.455,0.45,0.55,0.2,0.3,0.5,0.4525,0.09499999999999997,0.0,63,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.51,0.575,0.425,0.2,0.05,0.75,0.5425,0.08499999999999996,0.0,64,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5475,0.55,0.45,0.2,0.1,0.7,0.5487500000000001,0.09750000000000003,0.0,65,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.515,0.4,0.6,0.05,0.25,0.7,0.4575,0.11499999999999999,0.0,66,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4625,0.45,0.55,0.15,0.25,0.6,0.45625000000000004,0.08749999999999997,0.0,67,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.46,0.425,0.575,0.1,0.25,0.65,0.4425,0.11499999999999999,0.0,68,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.475,0.45,0.55,0.15,0.25,0.6,0.4625,0.07500000000000001,0.0,69,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4575,0.5,0.5,0.1,0.1,0.8,0.47875,0.04249999999999998,0.0,70,5702,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.765,0.675,0.325,0.4,0.05,0.55,0.72,0.44000000000000006,0.0,1,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.6725,0.65,0.35,0.3,0.0,0.7,0.66125,0.3225,0.0,2,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.635,0.625,0.375,0.4,0.15,0.45,0.63,0.26,0.0,3,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5775,0.525,0.475,0.25,0.2,0.55,0.55125,0.10250000000000004,0.0,4,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5325,0.5,0.5,0.15,0.15,0.7,0.51625,0.03249999999999997,0.0,5,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.535,0.5,0.5,0.2,0.2,0.6,0.5175000000000001,0.03500000000000003,0.0,6,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4775,0.575,0.425,0.25,0.1,0.65,0.52625,0.09749999999999998,0.0,7,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4875,0.425,0.575,0.1,0.25,0.65,0.45625,0.08750000000000002,0.0,8,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.435,0.375,0.625,0.05,0.3,0.65,0.405,0.19,0.0,9,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4325,0.475,0.525,0.2,0.25,0.55,0.45375,0.09250000000000003,0.0,10,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5125,0.525,0.475,0.2,0.15,0.65,0.51875,0.03749999999999998,0.0,11,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.55,0.45,0.25,0.15,0.6,0.5387500000000001,0.07750000000000001,0.0,12,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5375,0.55,0.45,0.25,0.15,0.6,0.54375,0.08750000000000002,0.0,13,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5325,0.625,0.375,0.35,0.1,0.55,0.57875,0.15749999999999997,0.0,14,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.6325,0.5,0.5,0.2,0.2,0.6,0.5662499999999999,0.13249999999999995,0.0,15,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.52,0.45,0.55,0.15,0.25,0.6,0.485,0.07,0.0,16,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.445,0.4,0.6,0.15,0.35,0.5,0.4225,0.15499999999999997,0.0,17,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4425,0.475,0.525,0.25,0.3,0.45,0.45875,0.08250000000000002,0.0,18,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4725,0.525,0.475,0.2,0.15,0.65,0.49875,0.05250000000000005,0.0,19,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.505,0.5,0.5,0.25,0.25,0.5,0.5025,0.0050000000000000044,0.0,20,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.485,0.35,0.65,0.1,0.4,0.5,0.4175,0.16500000000000004,0.0,21,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.3875,0.425,0.575,0.15,0.3,0.55,0.40625,0.1875,0.0,22,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.48,0.55,0.45,0.3,0.2,0.5,0.515,0.07000000000000006,0.0,23,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.48,0.55,0.45,0.3,0.2,0.5,0.515,0.07000000000000006,0.0,24,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.53,0.55,0.45,0.3,0.2,0.5,0.54,0.08000000000000007,0.0,25,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5525,0.6,0.4,0.3,0.1,0.6,0.5762499999999999,0.15249999999999997,0.0,26,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5875,0.375,0.625,0.15,0.4,0.45,0.48125,0.21250000000000002,0.0,27,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4275,0.625,0.375,0.4,0.15,0.45,0.52625,0.1975,0.0,28,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.545,0.45,0.55,0.05,0.15,0.8,0.49750000000000005,0.09500000000000003,0.0,29,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.47,0.475,0.525,0.2,0.25,0.55,0.4725,0.05500000000000005,0.0,30,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4675,0.55,0.45,0.25,0.15,0.6,0.50875,0.08250000000000002,0.0,31,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.54,0.5,0.5,0.2,0.2,0.6,0.52,0.040000000000000036,0.0,32,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.495,0.55,0.45,0.25,0.15,0.6,0.5225,0.05500000000000005,0.0,33,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.59,0.4,0.6,0.1,0.3,0.6,0.495,0.18999999999999995,0.0,34,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.49,0.5,0.5,0.25,0.25,0.5,0.495,0.010000000000000009,0.0,35,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.485,0.6,0.4,0.3,0.1,0.6,0.5425,0.11499999999999999,0.0,36,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.555,0.45,0.55,0.1,0.2,0.7,0.5025000000000001,0.10500000000000004,0.0,37,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.47,0.4,0.6,0.15,0.35,0.5,0.435,0.13,0.0,38,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4275,0.55,0.45,0.2,0.1,0.7,0.48875,0.12250000000000005,0.0,39,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.375,0.625,0.1,0.35,0.55,0.43875,0.12749999999999995,0.0,40,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.395,0.45,0.55,0.2,0.3,0.5,0.4225,0.15499999999999997,0.0,41,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.445,0.45,0.55,0.15,0.25,0.6,0.4475,0.10499999999999998,0.0,42,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4825,0.475,0.525,0.1,0.15,0.75,0.47875,0.04250000000000004,0.0,43,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.49,0.425,0.575,0.05,0.2,0.75,0.4575,0.08500000000000002,0.0,44,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.445,0.475,0.525,0.15,0.2,0.65,0.45999999999999996,0.08000000000000002,0.0,45,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4875,0.55,0.45,0.3,0.2,0.5,0.51875,0.06250000000000006,0.0,46,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5275,0.625,0.375,0.35,0.1,0.55,0.5762499999999999,0.15249999999999997,0.0,47,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.57,0.45,0.55,0.05,0.15,0.8,0.51,0.11999999999999994,0.0,48,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.51,0.475,0.525,0.1,0.15,0.75,0.4925,0.03500000000000003,0.0,49,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.515,0.45,0.55,0.15,0.25,0.6,0.48250000000000004,0.065,0.0,50,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4525,0.5,0.5,0.3,0.3,0.4,0.47625,0.04749999999999999,0.0,51,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4775,0.4,0.6,0.05,0.25,0.7,0.43875,0.1225,0.0,52,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.445,0.375,0.625,0.05,0.3,0.65,0.41000000000000003,0.18,0.0,53,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.39,0.4,0.6,0.1,0.3,0.6,0.395,0.20999999999999996,0.0,54,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4575,0.375,0.625,0.1,0.35,0.55,0.41625,0.16749999999999998,0.0,55,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.3825,0.45,0.55,0.15,0.25,0.6,0.41625,0.16749999999999998,0.0,56,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.445,0.475,0.525,0.15,0.2,0.65,0.45999999999999996,0.08000000000000002,0.0,57,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.465,0.55,0.45,0.3,0.2,0.5,0.5075000000000001,0.08500000000000002,0.0,58,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4925,0.525,0.475,0.2,0.15,0.65,0.50875,0.03250000000000003,0.0,59,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5125,0.575,0.425,0.15,0.0,0.85,0.54375,0.08749999999999991,0.0,60,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.515,0.575,0.425,0.25,0.1,0.65,0.5449999999999999,0.08999999999999997,0.0,61,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.57,0.55,0.45,0.25,0.15,0.6,0.56,0.12,0.0,62,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.545,0.475,0.525,0.2,0.25,0.55,0.51,0.07000000000000006,0.0,63,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4725,0.5,0.5,0.25,0.25,0.5,0.48624999999999996,0.027500000000000024,0.0,64,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.495,0.525,0.475,0.2,0.15,0.65,0.51,0.030000000000000027,0.0,65,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.48,0.55,0.45,0.25,0.15,0.6,0.515,0.07000000000000006,0.0,66,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.525,0.475,0.2,0.15,0.65,0.51125,0.027500000000000024,0.0,67,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.485,0.475,0.525,0.15,0.2,0.65,0.48,0.040000000000000036,0.0,68,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.455,0.3,0.7,0.05,0.45,0.5,0.3775,0.245,0.0,69,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.37,0.475,0.525,0.25,0.3,0.45,0.4225,0.15500000000000003,0.0,70,5703,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.715,0.675,0.325,0.45,0.1,0.45,0.6950000000000001,0.39,0.0,1,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.6775,0.625,0.375,0.4,0.15,0.45,0.65125,0.3025,0.0,2,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.6175,0.475,0.525,0.15,0.2,0.65,0.54625,0.14250000000000007,0.0,3,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.525,0.45,0.55,0.3,0.4,0.3,0.48750000000000004,0.07500000000000001,0.0,4,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.375,0.625,0.1,0.35,0.55,0.43625,0.1275,0.0,5,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.445,0.475,0.525,0.25,0.3,0.45,0.45999999999999996,0.08000000000000002,0.0,6,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4825,0.525,0.475,0.2,0.15,0.65,0.50375,0.04250000000000004,0.0,7,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.54,0.45,0.55,0.25,0.35,0.4,0.495,0.09000000000000002,0.0,8,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4275,0.425,0.575,0.15,0.3,0.55,0.42625,0.14750000000000002,0.0,9,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.42,0.5,0.5,0.35,0.35,0.3,0.45999999999999996,0.08000000000000002,0.0,10,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4925,0.35,0.65,0.15,0.45,0.4,0.42125,0.15750000000000003,0.0,11,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.39,0.475,0.525,0.15,0.2,0.65,0.4325,0.135,0.0,12,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.405,0.425,0.575,0.2,0.35,0.45,0.41500000000000004,0.16999999999999998,0.0,13,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4125,0.525,0.475,0.3,0.25,0.45,0.46875,0.11250000000000004,0.0,14,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.515,0.575,0.425,0.35,0.2,0.45,0.5449999999999999,0.08999999999999997,0.0,15,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.495,0.525,0.475,0.3,0.25,0.45,0.51,0.030000000000000027,0.0,16,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.51,0.5,0.5,0.2,0.2,0.6,0.505,0.010000000000000009,0.0,17,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.525,0.4,0.6,0.1,0.3,0.6,0.4625,0.125,0.0,18,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4475,0.55,0.45,0.35,0.25,0.4,0.49875,0.10250000000000004,0.0,19,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5025,0.525,0.475,0.3,0.25,0.45,0.5137499999999999,0.02749999999999997,0.0,20,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.5225,0.475,0.525,0.25,0.3,0.45,0.49874999999999997,0.04749999999999999,0.0,21,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.465,0.5,0.5,0.25,0.25,0.5,0.48250000000000004,0.034999999999999976,0.0,22,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4975,0.425,0.575,0.2,0.35,0.45,0.46125,0.07750000000000001,0.0,23,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4125,0.45,0.55,0.15,0.25,0.6,0.43125,0.1375,0.0,24,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
0.4725,0.55,0.45,0.3,0.2,0.5,0.51125,0.07750000000000007,0.0,25,5704,D_multi_home_paths,0.0,0.5,低成本-中等贡献,0.8,0.8,True,1.0
