u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,shortage_A,shortage_B,q_B,step,period_user_subsidy_spend,period_merchant_subsidy_spend,period_quality_investment,seed,experiment,scenario,u0,m0
0.525,0.65,0.35,0.65,0.35,0.0,0.5875,0.17500000000000004,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.61,0.55,0.45,0.55,0.45,0.0,0.5800000000000001,0.16000000000000003,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.57,0.45,0.55,0.45,0.55,0.0,0.51,0.11999999999999994,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4575,0.45,0.55,0.45,0.55,0.0,0.45375,0.09249999999999997,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5175,0.4,0.6,0.4,0.6,0.0,0.45875,0.11749999999999994,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.41,0.4,0.6,0.4,0.6,0.0,0.405,0.19,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.475,0.55,0.45,0.55,0.45,0.0,0.5125,0.07500000000000007,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5375,0.55,0.45,0.55,0.45,0.0,0.54375,0.08750000000000002,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.495,0.65,0.35,0.65,0.35,0.0,0.5725,0.15500000000000003,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.61,0.45,0.55,0.45,0.55,0.0,0.53,0.15999999999999998,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.49,0.4,0.6,0.4,0.6,0.0,0.445,0.10999999999999999,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4175,0.55,0.45,0.55,0.45,0.0,0.48375,0.13250000000000006,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.52,0.65,0.35,0.65,0.35,0.0,0.585,0.17000000000000004,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5875,0.5,0.5,0.5,0.5,0.0,0.54375,0.08750000000000002,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.515,0.55,0.45,0.55,0.45,0.0,0.5325,0.06500000000000006,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5725,0.4,0.6,0.4,0.6,0.0,0.48625,0.1725,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.43,0.45,0.55,0.45,0.55,0.0,0.44,0.12,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.43,0.5,0.5,0.5,0.5,0.0,0.46499999999999997,0.07,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.52,0.7,0.3,0.7,0.3,0.0,0.61,0.21999999999999997,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5875,0.7,0.3,0.7,0.3,0.0,0.64375,0.2875,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.6425,0.6,0.4,0.6,0.4,0.0,0.62125,0.24249999999999994,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5725,0.65,0.35,0.65,0.35,0.0,0.6112500000000001,0.22250000000000003,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5675,0.5,0.5,0.5,0.5,0.0,0.53375,0.0675,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5325,0.55,0.45,0.55,0.45,0.0,0.54125,0.08250000000000002,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.555,0.65,0.35,0.65,0.35,0.0,0.6025,0.20500000000000007,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5875,0.85,0.15,0.85,0.15,0.0,0.71875,0.4375,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.685,0.5,0.5,0.5,0.5,0.0,0.5925,0.18500000000000005,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.465,0.35,0.65,0.35,0.65,0.0,0.4075,0.185,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.385,0.45,0.55,0.45,0.55,0.0,0.4175,0.16499999999999998,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.485,0.6,0.4,0.6,0.4,0.0,0.5425,0.11499999999999999,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.555,0.65,0.35,0.65,0.35,0.0,0.6025,0.20500000000000007,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5775,0.65,0.35,0.65,0.35,0.0,0.61375,0.22750000000000004,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.595,0.6,0.4,0.6,0.4,0.0,0.5974999999999999,0.19499999999999995,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.565,0.45,0.55,0.45,0.55,0.0,0.5075,0.11499999999999994,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.47,0.3,0.7,0.3,0.7,0.0,0.385,0.23000000000000004,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.395,0.3,0.7,0.3,0.7,0.0,0.34750000000000003,0.305,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4,0.35,0.65,0.35,0.65,0.0,0.375,0.25,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4,0.4,0.6,0.4,0.6,0.0,0.4,0.19999999999999996,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.39,0.45,0.55,0.45,0.55,0.0,0.42000000000000004,0.15999999999999998,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.48,0.45,0.55,0.45,0.55,0.0,0.46499999999999997,0.07,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.45,0.55,0.45,0.55,0.45,0.0,0.5,0.10000000000000003,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.54,0.55,0.45,0.55,0.45,0.0,0.545,0.09000000000000008,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.575,0.6,0.4,0.6,0.4,0.0,0.5874999999999999,0.17499999999999993,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.585,0.75,0.25,0.75,0.25,0.0,0.6675,0.33499999999999996,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.6875,0.7,0.3,0.7,0.3,0.0,0.69375,0.38749999999999996,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.6425,0.7,0.3,0.7,0.3,0.0,0.6712499999999999,0.3424999999999999,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.6525,0.6,0.4,0.6,0.4,0.0,0.62625,0.25249999999999995,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5525,0.35,0.65,0.35,0.65,0.0,0.45125,0.2025,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4075,0.55,0.45,0.55,0.45,0.0,0.47875,0.14250000000000007,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.5425,0.65,0.35,0.65,0.35,0.0,0.59625,0.1925,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.58,0.5,0.5,0.5,0.5,0.0,0.54,0.07999999999999996,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4925,0.65,0.35,0.65,0.35,0.0,0.57125,0.15750000000000003,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.6175,0.45,0.55,0.45,0.55,0.0,0.5337500000000001,0.16750000000000004,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.48,0.6,0.4,0.6,0.4,0.0,0.54,0.12,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.57,0.3,0.7,0.3,0.7,0.0,0.43499999999999994,0.26999999999999996,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4025,0.3,0.7,0.3,0.7,0.0,0.35125,0.2975,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.3775,0.5,0.5,0.5,0.5,0.0,0.43875,0.1225,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.495,0.15,0.85,0.15,0.85,0.0,0.3225,0.355,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.255,0.1,0.9,0.1,0.9,0.0,0.1775,0.645,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.2075,0.15,0.85,0.15,0.85,0.0,0.17875,0.6425,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.2625,0.5,0.5,0.5,0.5,0.0,0.38125,0.2375,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.4725,0.4,0.6,0.4,0.6,0.0,0.43625,0.1275,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7208,abm_ode_comparison,中等网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.75,0.8,0.2,0.8,0.2,0.0,0.775,0.55,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.7125,0.9,0.1,0.9,0.1,0.0,0.80625,0.6125,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.8025,0.85,0.15,0.85,0.15,0.0,0.8262499999999999,0.6525,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.74,0.8,0.2,0.8,0.2,0.0,0.77,0.54,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.7425,0.85,0.15,0.85,0.15,0.0,0.79625,0.5925,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.705,0.8,0.2,0.8,0.2,0.0,0.7525,0.505,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.74,0.75,0.25,0.75,0.25,0.0,0.745,0.49,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.7025,0.85,0.15,0.85,0.15,0.0,0.77625,0.5525,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.7125,0.75,0.25,0.75,0.25,0.0,0.73125,0.4625,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.675,0.7,0.3,0.7,0.3,0.0,0.6875,0.375,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6725,0.75,0.25,0.75,0.25,0.0,0.7112499999999999,0.4225,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.7025,0.8,0.2,0.8,0.2,0.0,0.75125,0.5025000000000001,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.72,0.65,0.35,0.65,0.35,0.0,0.685,0.37,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.64,0.45,0.55,0.45,0.55,0.0,0.545,0.19,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4975,0.7,0.3,0.7,0.3,0.0,0.59875,0.20249999999999996,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.615,0.55,0.45,0.55,0.45,0.0,0.5825,0.16500000000000004,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.575,0.6,0.4,0.6,0.4,0.0,0.5874999999999999,0.17499999999999993,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.5425,0.45,0.55,0.45,0.55,0.0,0.49624999999999997,0.09249999999999997,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.435,0.3,0.7,0.3,0.7,0.0,0.3675,0.265,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4225,0.55,0.45,0.55,0.45,0.0,0.48625,0.12750000000000006,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.575,0.5,0.5,0.5,0.5,0.0,0.5375,0.07499999999999996,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.51,0.4,0.6,0.4,0.6,0.0,0.455,0.10999999999999999,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4225,0.5,0.5,0.5,0.5,0.0,0.46125,0.07750000000000001,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.45,0.5,0.5,0.5,0.5,0.0,0.475,0.04999999999999999,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4525,0.4,0.6,0.4,0.6,0.0,0.42625,0.14749999999999996,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.435,0.6,0.4,0.6,0.4,0.0,0.5175,0.16499999999999998,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.5125,0.55,0.45,0.55,0.45,0.0,0.53125,0.0625,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4875,0.5,0.5,0.5,0.5,0.0,0.49375,0.012500000000000011,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.52,0.45,0.55,0.45,0.55,0.0,0.485,0.07,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4775,0.55,0.45,0.55,0.45,0.0,0.51375,0.07250000000000006,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.525,0.6,0.4,0.6,0.4,0.0,0.5625,0.125,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.54,0.5,0.5,0.5,0.5,0.0,0.52,0.040000000000000036,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.5125,0.6,0.4,0.6,0.4,0.0,0.5562499999999999,0.11249999999999993,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.5525,0.65,0.35,0.65,0.35,0.0,0.6012500000000001,0.2025,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.625,0.55,0.45,0.55,0.45,0.0,0.5875,0.17500000000000004,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.5925,0.65,0.35,0.65,0.35,0.0,0.6212500000000001,0.24250000000000005,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6125,0.7,0.3,0.7,0.3,0.0,0.65625,0.3125,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6325,0.6,0.4,0.6,0.4,0.0,0.61625,0.23249999999999993,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.61,0.75,0.25,0.75,0.25,0.0,0.6799999999999999,0.36,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6925,0.75,0.25,0.75,0.25,0.0,0.72125,0.4425,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6825,0.75,0.25,0.75,0.25,0.0,0.71625,0.4325,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.68,0.8,0.2,0.8,0.2,0.0,0.74,0.4800000000000001,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.725,0.6,0.4,0.6,0.4,0.0,0.6625,0.32499999999999996,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6225,0.7,0.3,0.7,0.3,0.0,0.66125,0.3225,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6575,0.5,0.5,0.5,0.5,0.0,0.57875,0.15749999999999997,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.51,0.45,0.55,0.45,0.55,0.0,0.48,0.06,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4625,0.25,0.75,0.25,0.75,0.0,0.35625,0.2875,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.3325,0.35,0.65,0.35,0.65,0.0,0.34125,0.3175,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.43,0.35,0.65,0.35,0.65,0.0,0.39,0.22000000000000003,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.3875,0.25,0.75,0.25,0.75,0.0,0.31875,0.3625,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.3575,0.5,0.5,0.5,0.5,0.0,0.42874999999999996,0.14250000000000002,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.49,0.45,0.55,0.45,0.55,0.0,0.47,0.06,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4525,0.45,0.55,0.45,0.55,0.0,0.45125000000000004,0.09749999999999998,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.45,0.45,0.55,0.45,0.55,0.0,0.45,0.09999999999999998,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.48,0.6,0.4,0.6,0.4,0.0,0.54,0.12,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.55,0.55,0.45,0.55,0.45,0.0,0.55,0.10000000000000009,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.53,0.7,0.3,0.7,0.3,0.0,0.615,0.22999999999999998,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6375,0.6,0.4,0.6,0.4,0.0,0.6187499999999999,0.23749999999999993,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.58,0.65,0.35,0.65,0.35,0.0,0.615,0.22999999999999998,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6175,0.65,0.35,0.65,0.35,0.0,0.63375,0.26750000000000007,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6775,0.7,0.3,0.7,0.3,0.0,0.68875,0.37749999999999995,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.6225,0.6,0.4,0.6,0.4,0.0,0.6112500000000001,0.22250000000000003,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.59,0.35,0.65,0.35,0.65,0.0,0.47,0.24,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.445,0.45,0.55,0.45,0.55,0.0,0.4475,0.10499999999999998,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4225,0.35,0.65,0.35,0.65,0.0,0.38625,0.22750000000000004,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.3875,0.4,0.6,0.4,0.6,0.0,0.39375000000000004,0.21249999999999997,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.42,0.4,0.6,0.4,0.6,0.0,0.41000000000000003,0.18,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.395,0.5,0.5,0.5,0.5,0.0,0.4475,0.10499999999999998,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.4775,0.5,0.5,0.5,0.5,0.0,0.48875,0.02250000000000002,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.47,0.5,0.5,0.5,0.5,0.0,0.485,0.030000000000000027,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7209,abm_ode_comparison,中等网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.7125,0.7,0.3,0.7,0.3,0.0,0.70625,0.4125,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.665,0.75,0.25,0.75,0.25,0.0,0.7075,0.41500000000000004,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.6975,0.65,0.35,0.65,0.35,0.0,0.6737500000000001,0.34750000000000003,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.6275,0.6,0.4,0.6,0.4,0.0,0.61375,0.22749999999999992,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.555,0.7,0.3,0.7,0.3,0.0,0.6275,0.255,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.6575,0.6,0.4,0.6,0.4,0.0,0.6287499999999999,0.25749999999999995,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.5525,0.5,0.5,0.5,0.5,0.0,0.52625,0.05249999999999999,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.52,0.35,0.65,0.35,0.65,0.0,0.435,0.17000000000000004,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.405,0.35,0.65,0.35,0.65,0.0,0.3775,0.245,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.395,0.25,0.75,0.25,0.75,0.0,0.3225,0.355,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
0.335,0.3,0.7,0.3,0.7,0.0,0.3175,0.365,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7210,abm_ode_comparison,中等网络效应,0.8,0.8
