u_A,merchant_A_presence,merchant_B_presence,merchant_A_only,merchant_B_only,merchant_multi,L_A,concentration,total_subsidy_spend,shortage_A,shortage_B,q_B,step,period_user_subsidy_spend,period_merchant_subsidy_spend,period_quality_investment,seed,experiment,scenario,u0,m0
0.5175,0.55,0.45,0.55,0.45,0.0,0.53375,0.0675,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.45,0.55,0.45,0.55,0.0,0.47624999999999995,0.052499999999999936,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5225,0.6,0.4,0.6,0.4,0.0,0.56125,0.12249999999999994,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.4,0.6,0.4,0.6,0.0,0.47125,0.14249999999999996,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.5,0.5,0.5,0.5,0.0,0.48375,0.03249999999999997,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.2,0.8,0.2,0.8,0.0,0.35750000000000004,0.315,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.4225,0.45,0.55,0.45,0.55,0.0,0.43625,0.1275,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5075,0.45,0.55,0.45,0.55,0.0,0.47875,0.05749999999999994,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.4,0.6,0.4,0.6,0.0,0.42625,0.14749999999999996,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.4925,0.5,0.5,0.5,0.5,0.0,0.49624999999999997,0.007500000000000007,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.45,0.55,0.45,0.55,0.0,0.47,0.06,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.4,0.6,0.4,0.6,0.0,0.4475,0.10499999999999998,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.47,0.55,0.45,0.55,0.45,0.0,0.51,0.08000000000000007,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.4,0.6,0.4,0.6,0.0,0.44875,0.10249999999999998,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.4,0.6,0.4,0.6,0.0,0.4425,0.11499999999999999,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.45,0.55,0.45,0.55,0.0,0.475,0.04999999999999999,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.525,0.65,0.35,0.65,0.35,0.0,0.5875,0.17500000000000004,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5475,0.5,0.5,0.5,0.5,0.0,0.5237499999999999,0.04749999999999999,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.45,0.55,0.45,0.55,0.0,0.47624999999999995,0.052499999999999936,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.6,0.4,0.6,0.4,0.0,0.57125,0.14249999999999996,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7205,abm_ode_comparison,弱网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.57,0.6,0.4,0.6,0.4,0.0,0.585,0.16999999999999993,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.55,0.45,0.55,0.45,0.0,0.53125,0.0625,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.5,0.5,0.5,0.5,0.0,0.48250000000000004,0.034999999999999976,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.55,0.45,0.55,0.45,0.0,0.51375,0.07250000000000006,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.35,0.65,0.35,0.65,0.0,0.42624999999999996,0.15249999999999997,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4475,0.65,0.35,0.65,0.35,0.0,0.5487500000000001,0.2025,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.85,0.15,0.85,0.15,0.0,0.685,0.37,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5975,0.55,0.45,0.55,0.45,0.0,0.57375,0.14750000000000008,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.55,0.45,0.55,0.45,0.0,0.53375,0.0675,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.6,0.4,0.6,0.4,0.0,0.56,0.12,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.35,0.65,0.35,0.65,0.0,0.44125,0.1825,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.5,0.5,0.5,0.5,0.0,0.48375,0.03249999999999997,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.45,0.55,0.45,0.55,0.0,0.47,0.06,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.48,0.45,0.55,0.45,0.55,0.0,0.46499999999999997,0.07,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4925,0.5,0.5,0.5,0.5,0.0,0.49624999999999997,0.007500000000000007,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.48,0.45,0.55,0.45,0.55,0.0,0.46499999999999997,0.07,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.455,0.45,0.55,0.45,0.55,0.0,0.4525,0.09499999999999997,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.4,0.6,0.4,0.6,0.0,0.44875,0.10249999999999998,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.47,0.4,0.6,0.4,0.6,0.0,0.435,0.13,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.45,0.55,0.45,0.55,0.0,0.475,0.04999999999999999,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.4,0.6,0.4,0.6,0.0,0.43875,0.1225,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.455,0.6,0.4,0.6,0.4,0.0,0.5275,0.14499999999999996,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.4,0.6,0.4,0.6,0.0,0.4525,0.10499999999999998,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.6,0.4,0.6,0.4,0.0,0.55,0.09999999999999998,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.65,0.35,0.65,0.35,0.0,0.5825,0.16500000000000004,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5075,0.55,0.45,0.55,0.45,0.0,0.52875,0.057499999999999996,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.45,0.55,0.45,0.55,0.0,0.47750000000000004,0.05499999999999999,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.45,0.55,0.45,0.55,0.0,0.46875,0.0625,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.535,0.65,0.35,0.65,0.35,0.0,0.5925,0.18500000000000005,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5725,0.55,0.45,0.55,0.45,0.0,0.56125,0.12250000000000005,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5325,0.55,0.45,0.55,0.45,0.0,0.54125,0.08250000000000002,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.45,0.55,0.45,0.55,0.0,0.47750000000000004,0.05499999999999999,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.535,0.45,0.55,0.45,0.55,0.0,0.49250000000000005,0.08500000000000002,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4975,0.45,0.55,0.45,0.55,0.0,0.47375,0.05249999999999999,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.47,0.35,0.65,0.35,0.65,0.0,0.41,0.18000000000000005,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.44,0.4,0.6,0.4,0.6,0.0,0.42000000000000004,0.15999999999999998,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4475,0.5,0.5,0.5,0.5,0.0,0.47375,0.05249999999999999,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.5,0.5,0.5,0.5,0.0,0.48375,0.03249999999999997,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.75,0.25,0.75,0.25,0.0,0.60875,0.2825,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5775,0.5,0.5,0.5,0.5,0.0,0.5387500000000001,0.07750000000000001,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.6,0.4,0.6,0.4,0.0,0.5449999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.45,0.55,0.45,0.55,0.0,0.48124999999999996,0.062499999999999944,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.45,0.55,0.45,0.55,0.0,0.48250000000000004,0.065,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.6,0.4,0.6,0.4,0.0,0.53375,0.13249999999999995,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.4,0.6,0.4,0.6,0.0,0.455,0.10999999999999999,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.55,0.45,0.55,0.45,0.0,0.51625,0.06750000000000006,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.55,0.45,0.55,0.45,0.0,0.52,0.06000000000000005,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.6,0.4,0.6,0.4,0.0,0.5562499999999999,0.11249999999999993,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.4,0.6,0.4,0.6,0.0,0.47125,0.14249999999999996,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.45,0.55,0.45,0.55,0.0,0.47750000000000004,0.05499999999999999,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4925,0.35,0.65,0.35,0.65,0.0,0.42125,0.15750000000000003,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.475,0.45,0.55,0.45,0.55,0.0,0.4625,0.07500000000000001,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.6,0.4,0.6,0.4,0.0,0.5575,0.11499999999999999,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.6,0.4,0.6,0.4,0.0,0.56,0.12,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.535,0.6,0.4,0.6,0.4,0.0,0.5675,0.135,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5625,0.5,0.5,0.5,0.5,0.0,0.53125,0.0625,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4925,0.5,0.5,0.5,0.5,0.0,0.49624999999999997,0.007500000000000007,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5125,0.55,0.45,0.55,0.45,0.0,0.53125,0.0625,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.515,0.4,0.6,0.4,0.6,0.0,0.4575,0.11499999999999999,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.25,0.75,0.25,0.75,0.0,0.35625,0.2875,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.4325,0.6,0.4,0.6,0.4,0.0,0.51625,0.16749999999999998,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.6,0.4,0.6,0.4,0.0,0.56375,0.12749999999999995,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5425,0.8,0.2,0.8,0.2,0.0,0.67125,0.3425,0.0,0.0,0.0,0.0,64,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5875,0.5,0.5,0.5,0.5,0.0,0.54375,0.08750000000000002,0.0,0.0,0.0,0.0,65,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.51,0.75,0.25,0.75,0.25,0.0,0.63,0.26,0.0,0.0,0.0,0.0,66,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.5575,0.6,0.4,0.6,0.4,0.0,0.57875,0.15749999999999997,0.0,0.0,0.0,0.0,67,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.535,0.35,0.65,0.35,0.65,0.0,0.4425,0.18500000000000005,0.0,0.0,0.0,0.0,68,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.35,0.65,0.35,0.65,0.0,0.4075,0.185,0.0,0.0,0.0,0.0,69,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.445,0.5,0.5,0.5,0.5,0.0,0.47250000000000003,0.05499999999999999,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,7206,abm_ode_comparison,弱网络效应,0.8,0.8
0.8,0.8,0.2,0.8,0.2,0.0,0.8,0.6000000000000001,0.0,0.0,0.0,0.0,0,,,,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.6125,0.5,0.5,0.5,0.5,0.0,0.55625,0.11250000000000004,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5575,0.65,0.35,0.65,0.35,0.0,0.60375,0.20750000000000002,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5475,0.6,0.4,0.6,0.4,0.0,0.57375,0.14749999999999996,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.565,0.65,0.35,0.65,0.35,0.0,0.6074999999999999,0.21499999999999997,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5075,0.3,0.7,0.3,0.7,0.0,0.40374999999999994,0.20749999999999996,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4,0.6,0.4,0.6,0.4,0.0,0.5,0.19999999999999996,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5575,0.45,0.55,0.45,0.55,0.0,0.50375,0.10749999999999998,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.5,0.5,0.5,0.5,0.0,0.48875,0.02250000000000002,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.55,0.45,0.55,0.45,0.0,0.5175000000000001,0.06500000000000006,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.55,0.35,0.65,0.35,0.65,0.0,0.45,0.20000000000000007,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4475,0.25,0.75,0.25,0.75,0.0,0.34875,0.3025,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.415,0.35,0.65,0.35,0.65,0.0,0.38249999999999995,0.23500000000000004,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4675,0.3,0.7,0.3,0.7,0.0,0.38375000000000004,0.23249999999999998,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.45,0.55,0.45,0.55,0.0,0.45625000000000004,0.08749999999999997,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.35,0.65,0.35,0.65,0.0,0.41874999999999996,0.16250000000000003,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.4,0.6,0.4,0.6,0.0,0.4475,0.10499999999999998,0.0,0.0,0.0,0.0,16,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.44,0.6,0.4,0.6,0.4,0.0,0.52,0.15999999999999998,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.3,0.7,0.3,0.7,0.0,0.40874999999999995,0.21749999999999997,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.3,0.7,0.3,0.7,0.0,0.37625,0.2475,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.425,0.35,0.65,0.35,0.65,0.0,0.38749999999999996,0.22500000000000003,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.455,0.5,0.5,0.5,0.5,0.0,0.47750000000000004,0.044999999999999984,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.4,0.6,0.4,0.6,0.0,0.4425,0.11499999999999999,0.0,0.0,0.0,0.0,22,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4725,0.6,0.4,0.6,0.4,0.0,0.53625,0.1275,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.53,0.35,0.65,0.35,0.65,0.0,0.44,0.18000000000000005,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4425,0.6,0.4,0.6,0.4,0.0,0.52125,0.15749999999999997,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.45,0.55,0.45,0.55,0.0,0.485,0.07,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5175,0.65,0.35,0.65,0.35,0.0,0.58375,0.16749999999999998,0.0,0.0,0.0,0.0,27,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5725,0.65,0.35,0.65,0.35,0.0,0.6112500000000001,0.22250000000000003,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5275,0.4,0.6,0.4,0.6,0.0,0.46375,0.12749999999999995,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.47,0.5,0.5,0.5,0.5,0.0,0.485,0.030000000000000027,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.49,0.6,0.4,0.6,0.4,0.0,0.5449999999999999,0.10999999999999999,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5025,0.55,0.45,0.55,0.45,0.0,0.52625,0.05249999999999999,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.54,0.5,0.5,0.5,0.5,0.0,0.52,0.040000000000000036,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.52,0.5,0.5,0.5,0.5,0.0,0.51,0.020000000000000018,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5,0.65,0.35,0.65,0.35,0.0,0.575,0.15000000000000002,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.585,0.8,0.2,0.8,0.2,0.0,0.6925,0.385,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5875,0.35,0.65,0.35,0.65,0.0,0.46875,0.23750000000000004,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4775,0.4,0.6,0.4,0.6,0.0,0.43875,0.1225,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.485,0.35,0.65,0.35,0.65,0.0,0.4175,0.16500000000000004,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4825,0.35,0.65,0.35,0.65,0.0,0.41625,0.16750000000000004,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4525,0.45,0.55,0.45,0.55,0.0,0.45125000000000004,0.09749999999999998,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.495,0.4,0.6,0.4,0.6,0.0,0.4475,0.10499999999999998,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.475,0.5,0.5,0.5,0.5,0.0,0.4875,0.025000000000000022,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.35,0.65,0.35,0.65,0.0,0.41874999999999996,0.16250000000000003,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.45,0.5,0.5,0.5,0.5,0.0,0.475,0.04999999999999999,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.44,0.55,0.45,0.55,0.45,0.0,0.495,0.11000000000000004,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4875,0.35,0.65,0.35,0.65,0.0,0.41874999999999996,0.16250000000000003,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.405,0.4,0.6,0.4,0.6,0.0,0.4025,0.19499999999999995,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.4625,0.45,0.55,0.45,0.55,0.0,0.45625000000000004,0.08749999999999997,0.0,0.0,0.0,0.0,49,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.465,0.55,0.45,0.55,0.45,0.0,0.5075000000000001,0.08500000000000002,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.5375,0.4,0.6,0.4,0.6,0.0,0.46875,0.13749999999999996,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
0.505,0.45,0.55,0.45,0.55,0.0,0.47750000000000004,0.05499999999999999,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,7207,abm_ode_comparison,弱网络效应,0.8,0.8
