step,u_A,m_A,L_A,scenario,scenario_label
57,0.9030963520031476,0.9030963520031476,0.9030963520031476,weak_A_adv,弱网络效应，A初始略占优
58,0.9030972672543369,0.9030972672543369,0.9030972672543369,weak_A_adv,弱网络效应，A初始略占优
59,0.9030979789356716,0.9030979789356716,0.9030979789356716,weak_A_adv,弱网络效应，A初始略占优
60,0.9030985323245111,0.9030985323245111,0.9030985323245111,weak_A_adv,弱网络效应，A初始略占优
61,0.903098962627997,0.903098962627997,0.903098962627997,weak_A_adv,弱网络效应，A初始略占优
62,0.9030992972226979,0.9030992972226979,0.9030992972226979,weak_A_adv,弱网络效应，A初始略占优
63,0.9030995573961861,0.9030995573961861,0.9030995573961861,weak_A_adv,弱网络效应，A初始略占优
64,0.9030997597012972,0.9030997597012972,0.9030997597012972,weak_A_adv,弱网络效应，A初始略占优
65,0.9030999170092001,0.9030999170092001,0.9030999170092001,weak_A_adv,弱网络效应，A初始略占优
66,0.9031000393282581,0.9031000393282581,0.9031000393282581,weak_A_adv,弱网络效应，A初始略占优
67,0.9031001344407666,0.9031001344407666,0.9031001344407666,weak_A_adv,弱网络效应，A初始略占优
68,0.9031002083980728,0.9031002083980728,0.9031002083980728,weak_A_adv,弱网络效应，A初始略占优
69,0.9031002659055725,0.9031002659055725,0.9031002659055725,weak_A_adv,弱网络效应，A初始略占优
70,0.9031003106220771,0.9031003106220771,0.9031003106220771,weak_A_adv,弱网络效应，A初始略占优
71,0.903100345392597,0.903100345392597,0.903100345392597,weak_A_adv,弱网络效应，A初始略占优
72,0.9031003724293478,0.9031003724293478,0.9031003724293478,weak_A_adv,弱网络效应，A初始略占优
73,0.903100393452498,0.903100393452498,0.903100393452498,weak_A_adv,弱网络效应，A初始略占优
74,0.9031004097996116,0.9031004097996116,0.9031004097996116,weak_A_adv,弱网络效应，A初始略占优
75,0.9031004225107472,0.9031004225107472,0.9031004225107472,weak_A_adv,弱网络效应，A初始略占优
76,0.9031004323946307,0.9031004323946307,0.9031004323946307,weak_A_adv,弱网络效应，A初始略占优
77,0.9031004400801085,0.9031004400801085,0.9031004400801085,weak_A_adv,弱网络效应，A初始略占优
78,0.9031004460561571,0.9031004460561571,0.9031004460561571,weak_A_adv,弱网络效应，A初始略占优
79,0.9031004507029935,0.9031004507029935,0.9031004507029935,weak_A_adv,弱网络效应，A初始略占优
80,0.9031004543162652,0.9031004543162652,0.9031004543162652,weak_A_adv,弱网络效应，A初始略占优
0,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
1,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
2,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
3,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
4,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
5,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
6,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
7,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
8,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
9,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
10,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
11,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
12,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
13,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
14,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
15,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
16,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
17,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
18,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
19,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
20,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
21,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
22,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
23,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
24,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
25,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
26,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
27,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
28,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
29,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
30,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
31,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
32,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
33,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
34,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
35,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
36,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
37,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
38,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
39,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
40,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
41,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
42,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
43,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
44,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
45,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
46,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
47,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
48,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
49,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
50,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
51,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
52,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
53,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
54,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
55,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
56,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
57,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
58,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
59,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
60,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
61,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
62,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
63,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
64,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
65,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
66,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
67,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
68,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
69,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
70,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
71,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
72,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
73,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
74,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
75,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
76,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
77,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
78,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
79,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
80,0.5,0.5,0.5,high_noise_symmetric,中等网络效应，高噪声对称
