step,u_A,m_A,L_A,scenario,scenario_label
55,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
56,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
57,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
58,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
59,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
60,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
61,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
62,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
63,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
64,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
65,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
66,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
67,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
68,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
69,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
70,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
71,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
72,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
73,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
74,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
75,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
76,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
77,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
78,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
79,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
80,0.5,0.5,0.5,strong_symmetric,强网络效应，初始完全对称
0,0.45,0.45,0.45,strong_B_adv,强网络效应，B初始略占优
1,0.40522161733329704,0.40522161733329704,0.40522161733329704,strong_B_adv,强网络效应，B初始略占优
2,0.3292309775150345,0.3292309775150345,0.3292309775150345,strong_B_adv,强网络效应，B初始略占优
3,0.22895667333447095,0.22895667333447095,0.22895667333447095,strong_B_adv,强网络效应，B初始略占优
4,0.1403147213898378,0.1403147213898378,0.1403147213898378,strong_B_adv,强网络效应，B初始略占优
5,0.0818373352286064,0.0818373352286064,0.0818373352286064,strong_B_adv,强网络效应，B初始略占优
6,0.04719540359392441,0.04719540359392441,0.04719540359392441,strong_B_adv,强网络效应，B初始略占优
7,0.027346416836070794,0.027346416836070794,0.027346416836070794,strong_B_adv,强网络效应，B初始略占优
8,0.016110786968152945,0.016110786968152945,0.016110786968152945,strong_B_adv,强网络效应，B初始略占优
9,0.009784075643464887,0.009784075643464887,0.009784075643464887,strong_B_adv,强网络效应，B初始略占优
10,0.006230544045037751,0.006230544045037751,0.006230544045037751,strong_B_adv,强网络效应，B初始略占优
11,0.004237222883799224,0.004237222883799224,0.004237222883799224,strong_B_adv,强网络效应，B初始略占优
12,0.003119863984954782,0.003119863984954782,0.003119863984954782,strong_B_adv,强网络效应，B初始略占优
13,0.0024937640942793247,0.0024937640942793247,0.0024937640942793247,strong_B_adv,强网络效应，B初始略占优
14,0.0021430091327976877,0.0021430091327976877,0.0021430091327976877,strong_B_adv,强网络效应，B初始略占优
15,0.0019465312705156529,0.0019465312705156529,0.0019465312705156529,strong_B_adv,强网络效应，B初始略占优
16,0.0018364799305188874,0.0018364799305188874,0.0018364799305188874,strong_B_adv,强网络效应，B初始略占优
17,0.0017748401115703345,0.0017748401115703345,0.0017748401115703345,strong_B_adv,强网络效应，B初始略占优
18,0.0017403163110382566,0.0017403163110382566,0.0017403163110382566,strong_B_adv,强网络效应，B初始略占优
19,0.0017209801198131934,0.0017209801198131934,0.0017209801198131934,strong_B_adv,强网络效应，B初始略占优
20,0.001710150317802699,0.001710150317802699,0.001710150317802699,strong_B_adv,强网络效应，B初始略占优
21,0.0017040847904954252,0.0017040847904954252,0.0017040847904954252,strong_B_adv,强网络效应，B初始略占优
22,0.001700687632499542,0.001700687632499542,0.001700687632499542,strong_B_adv,强网络效应，B初始略占优
23,0.001698784966987306,0.001698784966987306,0.001698784966987306,strong_B_adv,强网络效应，B初始略占优
24,0.0016977193310050384,0.0016977193310050384,0.0016977193310050384,strong_B_adv,强网络效应，B初始略占优
25,0.0016971224948068289,0.0016971224948068289,0.0016971224948068289,strong_B_adv,强网络效应，B初始略占优
26,0.0016967882217681324,0.0016967882217681324,0.0016967882217681324,strong_B_adv,强网络效应，B初始略占优
27,0.0016966010038136669,0.0016966010038136669,0.0016966010038136669,strong_B_adv,强网络效应，B初始略占优
28,0.001696496147734146,0.001696496147734146,0.001696496147734146,strong_B_adv,强网络效应，B初始略占优
29,0.0016964374204765666,0.0016964374204765666,0.0016964374204765666,strong_B_adv,强网络效应，B初始略占优
30,0.00169640452881466,0.00169640452881466,0.00169640452881466,strong_B_adv,强网络效应，B初始略占优
31,0.0016963861070211704,0.0016963861070211704,0.0016963861070211704,strong_B_adv,强网络效应，B初始略占优
32,0.0016963757894375142,0.0016963757894375142,0.0016963757894375142,strong_B_adv,强网络效应，B初始略占优
33,0.0016963700108181727,0.0016963700108181727,0.0016963700108181727,strong_B_adv,强网络效应，B初始略占优
34,0.0016963667743586934,0.0016963667743586934,0.0016963667743586934,strong_B_adv,强网络效应，B初始略占优
35,0.0016963649616990716,0.0016963649616990716,0.0016963649616990716,strong_B_adv,强网络效应，B初始略占优
36,0.001696363946473971,0.001696363946473971,0.001696363946473971,strong_B_adv,强网络效应，B初始略占优
37,0.0016963633778719054,0.0016963633778719054,0.0016963633778719054,strong_B_adv,强网络效应，B初始略占优
38,0.001696363059412178,0.001696363059412178,0.001696363059412178,strong_B_adv,强网络效应，B初始略占优
39,0.001696362881050888,0.001696362881050888,0.001696362881050888,strong_B_adv,强网络效应，B初始略占优
40,0.0016963627811552113,0.0016963627811552113,0.0016963627811552113,strong_B_adv,强网络效应，B初始略占优
41,0.0016963627252061537,0.0016963627252061537,0.0016963627252061537,strong_B_adv,强网络效应，B初始略占优
42,0.0016963626938704915,0.0016963626938704915,0.0016963626938704915,strong_B_adv,强网络效应，B初始略占优
43,0.001696362676320176,0.001696362676320176,0.001696362676320176,strong_B_adv,强网络效应，B初始略占优
44,0.001696362666490685,0.001696362666490685,0.001696362666490685,strong_B_adv,强网络效应，B初始略占优
45,0.0016963626609854336,0.0016963626609854336,0.0016963626609854336,strong_B_adv,强网络效应，B初始略占优
46,0.0016963626579020803,0.0016963626579020803,0.0016963626579020803,strong_B_adv,强网络效应，B初始略占优
47,0.0016963626561751727,0.0016963626561751727,0.0016963626561751727,strong_B_adv,强网络效应，B初始略占优
48,0.0016963626552079743,0.0016963626552079743,0.0016963626552079743,strong_B_adv,强网络效应，B初始略占优
49,0.0016963626546662714,0.0016963626546662714,0.0016963626546662714,strong_B_adv,强网络效应，B初始略占优
50,0.0016963626543628763,0.0016963626543628763,0.0016963626543628763,strong_B_adv,强网络效应，B初始略占优
51,0.001696362654192953,0.001696362654192953,0.001696362654192953,strong_B_adv,强网络效应，B初始略占优
52,0.0016963626540977832,0.0016963626540977832,0.0016963626540977832,strong_B_adv,强网络效应，B初始略占优
53,0.0016963626540444808,0.0016963626540444808,0.0016963626540444808,strong_B_adv,强网络效应，B初始略占优
54,0.0016963626540146277,0.0016963626540146277,0.0016963626540146277,strong_B_adv,强网络效应，B初始略占优
55,0.0016963626539979071,0.0016963626539979071,0.0016963626539979071,strong_B_adv,强网络效应，B初始略占优
56,0.0016963626539885424,0.0016963626539885424,0.0016963626539885424,strong_B_adv,强网络效应，B初始略占优
57,0.0016963626539832977,0.0016963626539832977,0.0016963626539832977,strong_B_adv,强网络效应，B初始略占优
58,0.0016963626539803608,0.0016963626539803608,0.0016963626539803608,strong_B_adv,强网络效应，B初始略占优
59,0.0016963626539787152,0.0016963626539787152,0.0016963626539787152,strong_B_adv,强网络效应，B初始略占优
60,0.001696362653977794,0.001696362653977794,0.001696362653977794,strong_B_adv,强网络效应，B初始略占优
61,0.0016963626539772774,0.0016963626539772774,0.0016963626539772774,strong_B_adv,强网络效应，B初始略占优
62,0.0016963626539769885,0.0016963626539769885,0.0016963626539769885,strong_B_adv,强网络效应，B初始略占优
63,0.0016963626539768268,0.0016963626539768268,0.0016963626539768268,strong_B_adv,强网络效应，B初始略占优
64,0.0016963626539767363,0.0016963626539767363,0.0016963626539767363,strong_B_adv,强网络效应，B初始略占优
65,0.0016963626539766852,0.0016963626539766852,0.0016963626539766852,strong_B_adv,强网络效应，B初始略占优
66,0.001696362653976657,0.001696362653976657,0.001696362653976657,strong_B_adv,强网络效应，B初始略占优
67,0.0016963626539766414,0.0016963626539766414,0.0016963626539766414,strong_B_adv,强网络效应，B初始略占优
68,0.0016963626539766327,0.0016963626539766327,0.0016963626539766327,strong_B_adv,强网络效应，B初始略占优
69,0.001696362653976628,0.001696362653976628,0.001696362653976628,strong_B_adv,强网络效应，B初始略占优
70,0.0016963626539766253,0.0016963626539766253,0.0016963626539766253,strong_B_adv,强网络效应，B初始略占优
71,0.001696362653976624,0.001696362653976624,0.001696362653976624,strong_B_adv,强网络效应，B初始略占优
72,0.0016963626539766232,0.0016963626539766232,0.0016963626539766232,strong_B_adv,强网络效应，B初始略占优
73,0.0016963626539766227,0.0016963626539766227,0.0016963626539766227,strong_B_adv,强网络效应，B初始略占优
74,0.0016963626539766225,0.0016963626539766225,0.0016963626539766225,strong_B_adv,强网络效应，B初始略占优
75,0.0016963626539766225,0.0016963626539766225,0.0016963626539766225,strong_B_adv,强网络效应，B初始略占优
76,0.0016963626539766225,0.0016963626539766225,0.0016963626539766225,strong_B_adv,强网络效应，B初始略占优
77,0.0016963626539766225,0.0016963626539766225,0.0016963626539766225,strong_B_adv,强网络效应，B初始略占优
78,0.0016963626539766225,0.0016963626539766225,0.0016963626539766225,strong_B_adv,强网络效应，B初始略占优
79,0.0016963626539766225,0.0016963626539766225,0.0016963626539766225,strong_B_adv,强网络效应，B初始略占优
80,0.0016963626539766225,0.0016963626539766225,0.0016963626539766225,strong_B_adv,强网络效应，B初始略占优
0,0.55,0.55,0.55,weak_A_adv,弱网络效应，A初始略占优
1,0.557718717377562,0.557718717377562,0.557718717377562,weak_A_adv,弱网络效应，A初始略占优
2,0.5665641317673596,0.5665641317673596,0.5665641317673596,weak_A_adv,弱网络效应，A初始略占优
3,0.576666659811923,0.576666659811923,0.576666659811923,weak_A_adv,弱网络效应，A初始略占优
4,0.5881541495435972,0.5881541495435972,0.5881541495435972,weak_A_adv,弱网络效应，A初始略占优
5,0.6011415766269352,0.6011415766269352,0.6011415766269352,weak_A_adv,弱网络效应，A初始略占优
6,0.6157162023547054,0.6157162023547054,0.6157162023547054,weak_A_adv,弱网络效应，A初始略占优
7,0.6319178134499626,0.6319178134499626,0.6319178134499626,weak_A_adv,弱网络效应，A初始略占优
8,0.6497148356045309,0.6497148356045309,0.6497148356045309,weak_A_adv,弱网络效应，A初始略占优
9,0.6689791692698613,0.6689791692698613,0.6689791692698613,weak_A_adv,弱网络效应，A初始略占优
10,0.6894653560920747,0.6894653560920747,0.6894653560920747,weak_A_adv,弱网络效应，A初始略占优
11,0.7108021809972439,0.7108021809972439,0.7108021809972439,weak_A_adv,弱网络效应，A初始略占优
12,0.7325051665841206,0.7325051665841206,0.7325051665841206,weak_A_adv,弱网络效应，A初始略占优
13,0.7540146101551309,0.7540146101551309,0.7540146101551309,weak_A_adv,弱网络效应，A初始略占优
14,0.7747555954501171,0.7747555954501171,0.7747555954501171,weak_A_adv,弱网络效应，A初始略占优
15,0.7942069466139179,0.7942069466139179,0.7942069466139179,weak_A_adv,弱网络效应，A初始略占优
16,0.811960947236177,0.811960947236177,0.811960947236177,weak_A_adv,弱网络效应，A初始略占优
17,0.8277586327456613,0.8277586327456613,0.8277586327456613,weak_A_adv,弱网络效应，A初始略占优
18,0.8414950429650493,0.8414950429650493,0.8414950429650493,weak_A_adv,弱网络效应，A初始略占优
19,0.8531992334245679,0.8531992334245679,0.8531992334245679,weak_A_adv,弱网络效应，A初始略占优
20,0.8629998687924448,0.8629998687924448,0.8629998687924448,weak_A_adv,弱网络效应，A初始略占优
21,0.8710875484141233,0.8710875484141233,0.8710875484141233,weak_A_adv,弱网络效应，A初始略占优
22,0.8776816794485488,0.8776816794485488,0.8776816794485488,weak_A_adv,弱网络效应，A初始略占优
23,0.8830055381420627,0.8830055381420627,0.8830055381420627,weak_A_adv,弱网络效应，A初始略占优
24,0.8872699406652491,0.8872699406652491,0.8872699406652491,weak_A_adv,弱网络效应，A初始略占优
25,0.8906641759730987,0.8906641759730987,0.8906641759730987,weak_A_adv,弱网络效应，A初始略占优
26,0.8933522590729706,0.8933522590729706,0.8933522590729706,weak_A_adv,弱网络效应，A初始略占优
27,0.8954726581807055,0.8954726581807055,0.8954726581807055,weak_A_adv,弱网络效应，A初始略占优
28,0.89714003310237,0.89714003310237,0.89714003310237,weak_A_adv,弱网络效应，A初始略占优
29,0.8984479538885944,0.8984479538885944,0.8984479538885944,weak_A_adv,弱网络效应，A初始略占优
30,0.8994719378878513,0.8994719378878513,0.8994719378878513,weak_A_adv,弱网络效应，A初始略占优
31,0.9002724181172885,0.9002724181172885,0.9002724181172885,weak_A_adv,弱网络效应，A初始略占优
32,0.9008974424622229,0.9008974424622229,0.9008974424622229,weak_A_adv,弱网络效应，A初始略占优
33,0.9013850207947494,0.9013850207947494,0.9013850207947494,weak_A_adv,弱网络效应，A初始略占优
34,0.9017651059025302,0.9017651059025302,0.9017651059025302,weak_A_adv,弱网络效应，A初始略占优
35,0.9020612308206506,0.9020612308206506,0.9020612308206506,weak_A_adv,弱网络效应，A初始略占优
36,0.9022918419626844,0.9022918419626844,0.9022918419626844,weak_A_adv,弱网络效应，A初始略占优
37,0.9024713726307244,0.9024713726307244,0.9024713726307244,weak_A_adv,弱网络效应，A初始略占优
38,0.9026111003624749,0.9026111003624749,0.9026111003624749,weak_A_adv,弱网络效应，A初始略占优
39,0.9027198273981617,0.9027198273981617,0.9027198273981617,weak_A_adv,弱网络效应，A初始略占优
40,0.902804418215504,0.902804418215504,0.902804418215504,weak_A_adv,弱网络效应，A初始略占优
41,0.9028702226271317,0.9028702226271317,0.9028702226271317,weak_A_adv,弱网络效应，A初始略占优
42,0.9029214078837051,0.9029214078837051,0.9029214078837051,weak_A_adv,弱网络效应，A初始略占优
43,0.902961218798529,0.902961218798529,0.902961218798529,weak_A_adv,弱网络效应，A初始略占优
44,0.9029921811598604,0.9029921811598604,0.9029921811598604,weak_A_adv,弱网络效应，A初始略占优
45,0.9030162605937394,0.9030162605937394,0.9030162605937394,weak_A_adv,弱网络效应，A初始略占优
46,0.9030349865124758,0.9030349865124758,0.9030349865124758,weak_A_adv,弱网络效应，A初始略占优
47,0.9030495487486672,0.9030495487486672,0.9030495487486672,weak_A_adv,弱网络效应，A初始略占优
48,0.9030608728496425,0.9030608728496425,0.9030608728496425,weak_A_adv,弱网络效应，A初始略占优
49,0.9030696787179052,0.9030696787179052,0.9030696787179052,weak_A_adv,弱网络效应，A初始略占优
50,0.9030765262649857,0.9030765262649857,0.9030765262649857,weak_A_adv,弱网络效应，A初始略占优
51,0.9030818509449394,0.9030818509449394,0.9030818509449394,weak_A_adv,弱网络效应，A初始略占优
52,0.9030859914050059,0.9030859914050059,0.9030859914050059,weak_A_adv,弱网络效应，A初始略占优
53,0.9030892109986016,0.9030892109986016,0.9030892109986016,weak_A_adv,弱网络效应，A初始略占优
54,0.9030917145208718,0.9030917145208718,0.9030917145208718,weak_A_adv,弱网络效应，A初始略占优
55,0.90309366122643,0.90309366122643,0.90309366122643,weak_A_adv,弱网络效应，A初始略占优
56,0.9030951749544116,0.9030951749544116,0.9030951749544116,weak_A_adv,弱网络效应，A初始略占优
